Date,CSL_stock_Open_average,CSL_stock_Open_max,CSL_stock_Open_min,CSL_stock_Open_volatility,CSL_stock_Open_change,CSL_stock_High_average,CSL_stock_High_max,CSL_stock_High_min,CSL_stock_High_volatility,CSL_stock_High_change,CSL_stock_Low_average,CSL_stock_Low_max,CSL_stock_Low_min,CSL_stock_Low_volatility,CSL_stock_Low_change,CSL_stock_Close_average,CSL_stock_Close_max,CSL_stock_Close_min,CSL_stock_Close_volatility,CSL_stock_Close_change,CSL_stock_Volume_average,CSL_stock_Volume_max,CSL_stock_Volume_min,CSL_stock_Volume_volatility,CSL_stock_Volume_change
2016-01-03,84.42,87.84,81.37,6.469999999999999,-6.469999999999999,84.75,87.84,81.61,6.230000000000004,-6.230000000000004,83.05,85.82,80.52,5.299999999999997,-5.299999999999997,83.5,86.39,80.64,5.75,-5.75,433875,555389,299335,256054,-2532
2016-01-10,79.68599999999999,80.66,78.48,2.1799999999999926,-1.9200000000000017,81.018,81.39,80.1,1.2900000000000063,-0.980000000000004,78.452,78.85,78.12,0.7299999999999898,-0.539999999999992,79.624,80.64,78.3,2.3400000000000034,-0.13000000000000966,496996,652718,344837,307881,42611
2016-01-17,78.6725,80.31,77.56,2.75,-1.6899999999999977,79.5275,80.62,78.33,2.2900000000000063,0.30000000000001137,77.165,78.62,75.17,3.450000000000003,0.8100000000000023,78.6675,80.09,77.82,2.2700000000000102,1.5900000000000034,515389,695727,353216,342511,92705
2016-01-24,80.182,81.06,79.62,1.4399999999999977,1.3100000000000023,81.22,83.68,79.98,3.700000000000003,3.700000000000003,79.44200000000001,80.79,78.68,2.1099999999999994,2.1099999999999994,80.7,83.68,79.47,4.210000000000008,4.210000000000008,543337,736278,422478,313800,-246573
2016-01-31,84.17,87.7,82.44,5.260000000000005,4.530000000000001,85.646,90.14,82.97,7.170000000000002,4.069999999999993,83.286,86.01,80.95,5.060000000000002,3.3500000000000085,84.60600000000001,87.66,81.93,5.72999999999999,3.1099999999999994,528174,922827,242774,680053,304001
2016-02-07,85.322,86.19,84.47,1.7199999999999989,-1.1700000000000017,86.314,87.06,85.22,1.8400000000000034,-1.6700000000000017,84.652,85.55,83.23,2.319999999999993,-1.6799999999999926,85.098,86.53,83.65,2.8799999999999955,-2.6400000000000006,548546,653647,449626,204021,127309
2016-02-14,86.4625,88.0,84.8,3.200000000000003,3.0700000000000074,87.66,88.69,85.36,3.3299999999999983,3.3100000000000023,86.0125,87.7,83.63,4.070000000000007,4.070000000000007,87.025,88.05,84.43,3.6199999999999903,3.4599999999999937,767748,1306403,511599,794804,-794804
2016-02-21,88.522,89.57,87.61,1.9599999999999937,0.6999999999999886,89.616,90.64,88.58,2.0600000000000023,0.7800000000000011,88.096,89.11,87.09,2.019999999999996,1.3799999999999955,89.016,90.44,88.21,2.230000000000004,1.7399999999999949,478907,785529,259886,525643,77602
2016-02-28,91.822,93.17,90.27,2.9000000000000057,2.9000000000000057,92.896,94.6,90.94,3.6599999999999966,3.6599999999999966,91.532,93.17,90.05,3.1200000000000045,3.1200000000000045,92.476,93.93,90.16,3.7700000000000102,3.7700000000000102,334461,361343,290075,71268,8540
2016-03-06,94.37,95.83,93.38,2.450000000000003,2.239999999999995,94.902,96.28,94.17,2.1099999999999994,1.960000000000008,93.724,95.26,92.57,2.690000000000012,1.9000000000000057,94.652,95.8,93.98,1.8199999999999932,1.8199999999999932,367259,506737,259971,246766,-72255
