Date,ProShares Ultra 20+ Year TreasuryEtf_Open_average,ProShares Ultra 20+ Year TreasuryEtf_Open_max,ProShares Ultra 20+ Year TreasuryEtf_Open_min,ProShares Ultra 20+ Year TreasuryEtf_Open_volatility,ProShares Ultra 20+ Year TreasuryEtf_Open_change,ProShares Ultra 20+ Year TreasuryEtf_High_average,ProShares Ultra 20+ Year TreasuryEtf_High_max,ProShares Ultra 20+ Year TreasuryEtf_High_min,ProShares Ultra 20+ Year TreasuryEtf_High_volatility,ProShares Ultra 20+ Year TreasuryEtf_High_change,ProShares Ultra 20+ Year TreasuryEtf_Low_average,ProShares Ultra 20+ Year TreasuryEtf_Low_max,ProShares Ultra 20+ Year TreasuryEtf_Low_min,ProShares Ultra 20+ Year TreasuryEtf_Low_volatility,ProShares Ultra 20+ Year TreasuryEtf_Low_change,ProShares Ultra 20+ Year TreasuryEtf_Close_average,ProShares Ultra 20+ Year TreasuryEtf_Close_max,ProShares Ultra 20+ Year TreasuryEtf_Close_min,ProShares Ultra 20+ Year TreasuryEtf_Close_volatility,ProShares Ultra 20+ Year TreasuryEtf_Close_change
2017-02-05,74.31,74.31,74.31,0.0,0.0,75.36,75.36,75.36,0.0,0.0,74.25,74.25,74.25,0.0,0.0,75.23,75.23,75.23,0.0,0.0
2017-02-12,74.63,74.63,74.63,0.0,0.0,74.63,74.63,74.63,0.0,0.0,74.29,74.29,74.29,0.0,0.0,74.3,74.3,74.3,0.0,0.0
2017-02-19,75.76,75.76,75.76,0.0,0.0,76.8,76.8,76.8,0.0,0.0,75.69,75.69,75.69,0.0,0.0,76.65,76.65,76.65,0.0,0.0
2017-02-26,73.51,73.51,73.51,0.0,0.0,73.58,73.58,73.58,0.0,0.0,72.68,72.68,72.68,0.0,0.0,73.5,73.5,73.5,0.0,0.0
2017-03-05,71.02,71.02,71.02,0.0,0.0,71.12,71.12,71.12,0.0,0.0,70.25,70.25,70.25,0.0,0.0,71.0,71.0,71.0,0.0,0.0
2017-03-12,72.05,72.05,72.05,0.0,0.0,72.77,72.77,72.77,0.0,0.0,71.99,71.99,71.99,0.0,0.0,72.52,72.52,72.52,0.0,0.0
2017-03-19,74.64,74.64,74.64,0.0,0.0,75.48,75.48,75.48,0.0,0.0,74.64,74.64,74.64,0.0,0.0,75.17,75.17,75.17,0.0,0.0
2017-03-26,74.19,74.19,74.19,0.0,0.0,74.81,74.81,74.81,0.0,0.0,74.19,74.19,74.19,0.0,0.0,74.77,74.77,74.77,0.0,0.0
2017-04-02,76.39,76.39,76.39,0.0,0.0,77.0,77.0,77.0,0.0,0.0,75.01,75.01,75.01,0.0,0.0,75.07,75.07,75.07,0.0,0.0
2017-04-09,78.54,78.54,78.54,0.0,0.0,78.78,78.78,78.78,0.0,0.0,77.86,77.86,77.86,0.0,0.0,78.75,78.75,78.75,0.0,0.0
2017-04-16,78.95,78.95,78.95,0.0,0.0,79.43,79.43,79.43,0.0,0.0,78.51,78.51,78.51,0.0,0.0,78.51,78.51,78.51,0.0,0.0
2017-04-23,76.08,76.08,76.08,0.0,0.0,77.25,77.25,77.25,0.0,0.0,76.08,76.08,76.08,0.0,0.0,76.92,76.92,76.92,0.0,0.0
2017-04-30,75.84,75.84,75.84,0.0,0.0,76.26,76.26,76.26,0.0,0.0,75.35,75.35,75.35,0.0,0.0,75.91,75.91,75.91,0.0,0.0
2017-05-07,75.5,75.5,75.5,0.0,0.0,76.1,76.1,76.1,0.0,0.0,75.45,75.45,75.45,0.0,0.0,76.08,76.08,76.08,0.0,0.0
2017-05-14,78.51,78.51,78.51,0.0,0.0,79.07,79.07,79.07,0.0,0.0,78.25,78.25,78.25,0.0,0.0,78.99,78.99,78.99,0.0,0.0
2017-05-21,78.71,78.71,78.71,0.0,0.0,78.8,78.8,78.8,0.0,0.0,78.3,78.3,78.3,0.0,0.0,78.59,78.59,78.59,0.0,0.0
2017-05-28,81.05,81.05,81.05,0.0,0.0,81.8,81.8,81.8,0.0,0.0,80.94,80.94,80.94,0.0,0.0,81.68,81.68,81.68,0.0,0.0
2017-06-04,79.74,79.74,79.74,0.0,0.0,80.28,80.28,80.28,0.0,0.0,79.58,79.58,79.58,0.0,0.0,80.27,80.27,80.27,0.0,0.0
2017-06-11,82.29,82.29,82.29,0.0,0.0,82.85,82.85,82.85,0.0,0.0,82.29,82.29,82.29,0.0,0.0,82.45,82.45,82.45,0.0,0.0
2017-06-18,83.8,83.8,83.8,0.0,0.0,84.33,84.33,84.33,0.0,0.0,83.68,83.68,83.68,0.0,0.0,83.97,83.97,83.97,0.0,0.0
2017-06-25,80.67,80.67,80.67,0.0,0.0,80.89,80.89,80.89,0.0,0.0,80.25,80.25,80.25,0.0,0.0,80.68,80.68,80.68,0.0,0.0
2017-07-02,77.82,77.82,77.82,0.0,0.0,78.12,78.12,78.12,0.0,0.0,77.68,77.68,77.68,0.0,0.0,77.68,77.68,77.68,0.0,0.0
2017-07-09,78.6,78.6,78.6,0.0,0.0,78.79,78.79,78.79,0.0,0.0,78.58,78.58,78.58,0.0,0.0,78.65,78.65,78.65,0.0,0.0
2017-07-16,81.57,81.57,81.57,0.0,0.0,81.82,81.82,81.82,0.0,0.0,81.57,81.57,81.57,0.0,0.0,81.7,81.7,81.7,0.0,0.0
2017-07-23,79.06,79.06,79.06,0.0,0.0,79.06,79.06,79.06,0.0,0.0,79.06,79.06,79.06,0.0,0.0,79.06,79.06,79.06,0.0,0.0
2017-07-30,81.15,81.15,81.15,0.0,0.0,81.15,81.15,81.15,0.0,0.0,80.15,80.15,80.15,0.0,0.0,80.96,80.96,80.96,0.0,0.0
2017-08-06,81.81,81.81,81.81,0.0,0.0,82.62,82.62,82.62,0.0,0.0,81.81,81.81,81.81,0.0,0.0,82.59,82.59,82.59,0.0,0.0
2017-08-13,83.58,83.58,83.58,0.0,0.0,83.58,83.58,83.58,0.0,0.0,82.5,82.5,82.5,0.0,0.0,83.0,83.0,83.0,0.0,0.0
2017-08-20,83.56,83.56,83.56,0.0,0.0,83.87,83.87,83.87,0.0,0.0,83.49,83.49,83.49,0.0,0.0,83.87,83.87,83.87,0.0,0.0
2017-08-27,84.06,84.06,84.06,0.0,0.0,84.06,84.06,84.06,0.0,0.0,83.0,83.0,83.0,0.0,0.0,83.27,83.27,83.27,0.0,0.0
2017-09-03,86.43,86.43,86.43,0.0,0.0,86.47,86.47,86.47,0.0,0.0,85.85,85.85,85.85,0.0,0.0,86.2,86.2,86.2,0.0,0.0
2017-09-10,83.48,83.48,83.48,0.0,0.0,83.57,83.57,83.57,0.0,0.0,83.0,83.0,83.0,0.0,0.0,83.43,83.43,83.43,0.0,0.0
2017-09-17,82.94,82.94,82.94,0.0,0.0,82.94,82.94,82.94,0.0,0.0,82.35,82.35,82.35,0.0,0.0,82.5,82.5,82.5,0.0,0.0
2017-09-24,80.37,80.37,80.37,0.0,0.0,80.69,80.69,80.69,0.0,0.0,79.76,79.76,79.76,0.0,0.0,80.36,80.36,80.36,0.0,0.0
2017-10-01,78.68,78.68,78.68,0.0,0.0,79.72,79.72,79.72,0.0,0.0,78.46,78.46,78.46,0.0,0.0,79.16,79.16,79.16,0.0,0.0
2017-10-08,81.74,81.74,81.74,0.0,0.0,82.1,82.1,82.1,0.0,0.0,81.15,81.15,81.15,0.0,0.0,81.92,81.92,81.92,0.0,0.0
2017-10-15,79.52,79.52,79.52,0.0,0.0,79.83,79.83,79.83,0.0,0.0,79.04,79.04,79.04,0.0,0.0,79.52,79.52,79.52,0.0,0.0
2017-10-22,78.23,78.23,78.23,0.0,0.0,78.64,78.64,78.64,0.0,0.0,78.04,78.04,78.04,0.0,0.0,78.54,78.54,78.54,0.0,0.0
2017-10-29,81.77,81.77,81.77,0.0,0.0,82.21,82.21,82.21,0.0,0.0,81.31,81.31,81.31,0.0,0.0,82.07,82.07,82.07,0.0,0.0
2017-11-05,80.7,80.7,80.7,0.0,0.0,80.86,80.86,80.86,0.0,0.0,79.81,79.81,79.81,0.0,0.0,79.95,79.95,79.95,0.0,0.0
2017-11-12,82.39,82.39,82.39,0.0,0.0,82.94,82.94,82.94,0.0,0.0,82.32,82.32,82.32,0.0,0.0,82.89,82.89,82.89,0.0,0.0
2017-11-19,83.53,83.53,83.53,0.0,0.0,83.54,83.54,83.54,0.0,0.0,83.2,83.2,83.2,0.0,0.0,83.32,83.32,83.32,0.0,0.0
2017-11-26,82.4,82.4,82.4,0.0,0.0,84.7,84.7,84.7,0.0,0.0,81.48,81.48,81.48,0.0,0.0,83.36,83.36,83.36,0.0,0.0
2017-12-03,83.27,83.27,83.27,0.0,0.0,83.46,83.46,83.46,0.0,0.0,82.79,82.79,82.79,0.0,0.0,83.38,83.38,83.38,0.0,0.0
2017-12-10,85.09,85.09,85.09,0.0,0.0,85.8,85.8,85.8,0.0,0.0,84.61,84.61,84.61,0.0,0.0,85.64,85.64,85.64,0.0,0.0
2017-12-17,81.01,81.01,81.01,0.0,0.0,81.2,81.2,81.2,0.0,0.0,80.8,80.8,80.8,0.0,0.0,81.2,81.2,81.2,0.0,0.0
2017-12-24,83.24,83.24,83.24,0.0,0.0,83.86,83.86,83.86,0.0,0.0,83.24,83.24,83.24,0.0,0.0,83.58,83.58,83.58,0.0,0.0
2017-12-31,82.18,82.18,82.18,0.0,0.0,82.53,82.53,82.53,0.0,0.0,81.48,81.48,81.48,0.0,0.0,81.92,81.92,81.92,0.0,0.0
