Date,ProShares Ultra 20+ Year TreasuryEtf_Open_average,ProShares Ultra 20+ Year TreasuryEtf_Open_max,ProShares Ultra 20+ Year TreasuryEtf_Open_min,ProShares Ultra 20+ Year TreasuryEtf_Open_volatility,ProShares Ultra 20+ Year TreasuryEtf_Open_change,ProShares Ultra 20+ Year TreasuryEtf_High_average,ProShares Ultra 20+ Year TreasuryEtf_High_max,ProShares Ultra 20+ Year TreasuryEtf_High_min,ProShares Ultra 20+ Year TreasuryEtf_High_volatility,ProShares Ultra 20+ Year TreasuryEtf_High_change,ProShares Ultra 20+ Year TreasuryEtf_Low_average,ProShares Ultra 20+ Year TreasuryEtf_Low_max,ProShares Ultra 20+ Year TreasuryEtf_Low_min,ProShares Ultra 20+ Year TreasuryEtf_Low_volatility,ProShares Ultra 20+ Year TreasuryEtf_Low_change,ProShares Ultra 20+ Year TreasuryEtf_Close_average,ProShares Ultra 20+ Year TreasuryEtf_Close_max,ProShares Ultra 20+ Year TreasuryEtf_Close_min,ProShares Ultra 20+ Year TreasuryEtf_Close_volatility,ProShares Ultra 20+ Year TreasuryEtf_Close_change
2016-01-03,76.54,76.54,76.54,0.0,0.0,77.05,77.05,77.05,0.0,0.0,76.24,76.24,76.24,0.0,0.0,76.87,76.87,76.87,0.0,0.0
2016-01-10,79.59,79.59,79.59,0.0,0.0,80.35,80.35,80.35,0.0,0.0,79.43,79.43,79.43,0.0,0.0,80.34,80.34,80.34,0.0,0.0
2016-01-17,79.5,79.5,79.5,0.0,0.0,80.12,80.12,80.12,0.0,0.0,78.59,78.59,78.59,0.0,0.0,79.63,79.63,79.63,0.0,0.0
2016-01-24,82.4,82.4,82.4,0.0,0.0,83.0,83.0,83.0,0.0,0.0,81.48,81.48,81.48,0.0,0.0,82.07,82.07,82.07,0.0,0.0
2016-01-31,83.11,83.11,83.11,0.0,0.0,84.92,84.92,84.92,0.0,0.0,82.73,82.73,82.73,0.0,0.0,84.35,84.35,84.35,0.0,0.0
2016-02-07,89.52,89.52,89.52,0.0,0.0,90.07,90.07,90.07,0.0,0.0,87.14,87.14,87.14,0.0,0.0,88.36,88.36,88.36,0.0,0.0
2016-02-14,87.24,87.24,87.24,0.0,0.0,88.06,88.06,88.06,0.0,0.0,86.97,86.97,86.97,0.0,0.0,87.29,87.29,87.29,0.0,0.0
2016-02-21,86.24,86.24,86.24,0.0,0.0,86.77,86.77,86.77,0.0,0.0,85.74,85.74,85.74,0.0,0.0,86.44,86.44,86.44,0.0,0.0
2016-02-28,84.33,84.33,84.33,0.0,0.0,84.75,84.75,84.75,0.0,0.0,83.05,83.05,83.05,0.0,0.0,83.95,83.95,83.95,0.0,0.0
2016-03-06,84.36,84.36,84.36,0.0,0.0,84.36,84.36,84.36,0.0,0.0,82.36,82.36,82.36,0.0,0.0,82.4,82.4,82.4,0.0,0.0
2016-03-13,85.41,85.41,85.41,0.0,0.0,85.41,85.41,85.41,0.0,0.0,84.34,84.34,84.34,0.0,0.0,84.73,84.73,84.73,0.0,0.0
2016-03-20,87.08,87.08,87.08,0.0,0.0,87.08,87.08,87.08,0.0,0.0,84.52,84.52,84.52,0.0,0.0,85.11,85.11,85.11,0.0,0.0
2016-03-27,86.95,86.95,86.95,0.0,0.0,87.44,87.44,87.44,0.0,0.0,85.93,85.93,85.93,0.0,0.0,86.34,86.34,86.34,0.0,0.0
2016-04-03,88.99,88.99,88.99,0.0,0.0,89.21,89.21,89.21,0.0,0.0,88.05,88.05,88.05,0.0,0.0,88.74,88.74,88.74,0.0,0.0
2016-04-10,87.51,87.51,87.51,0.0,0.0,88.8,88.8,88.8,0.0,0.0,87.51,87.51,87.51,0.0,0.0,88.27,88.27,88.27,0.0,0.0
2016-04-17,84.2,84.2,84.2,0.0,0.0,84.37,84.37,84.37,0.0,0.0,83.29,83.29,83.29,0.0,0.0,83.75,83.75,83.75,0.0,0.0
2016-04-24,83.7,83.7,83.7,0.0,0.0,85.4,85.4,85.4,0.0,0.0,83.7,83.7,83.7,0.0,0.0,85.1,85.1,85.1,0.0,0.0
2016-05-01,87.12,87.12,87.12,0.0,0.0,87.31,87.31,87.31,0.0,0.0,86.63,86.63,86.63,0.0,0.0,86.9,86.9,86.9,0.0,0.0
2016-05-08,87.82,87.82,87.82,0.0,0.0,89.25,89.25,89.25,0.0,0.0,87.82,87.82,87.82,0.0,0.0,89.06,89.06,89.06,0.0,0.0
2016-05-15,85.3,85.3,85.3,0.0,0.0,86.46,86.46,86.46,0.0,0.0,85.3,85.3,85.3,0.0,0.0,86.36,86.36,86.36,0.0,0.0
2016-05-22,86.06,86.06,86.06,0.0,0.0,86.54,86.54,86.54,0.0,0.0,85.2,85.2,85.2,0.0,0.0,85.82,85.82,85.82,0.0,0.0
2016-05-29,89.81,89.81,89.81,0.0,0.0,90.71,90.71,90.71,0.0,0.0,89.81,89.81,89.81,0.0,0.0,90.4,90.4,90.4,0.0,0.0
2016-06-05,93.11,93.11,93.11,0.0,0.0,93.99,93.99,93.99,0.0,0.0,92.33,92.33,92.33,0.0,0.0,93.2,93.2,93.2,0.0,0.0
2016-06-12,94.8,94.8,94.8,0.0,0.0,94.8,94.8,94.8,0.0,0.0,93.4,93.4,93.4,0.0,0.0,93.77,93.77,93.77,0.0,0.0
2016-06-19,95.0,95.0,95.0,0.0,0.0,95.0,95.0,95.0,0.0,0.0,93.07,93.07,93.07,0.0,0.0,93.66,93.66,93.66,0.0,0.0
2016-06-26,101.05,101.05,101.05,0.0,0.0,101.37,101.37,101.37,0.0,0.0,98.88,98.88,98.88,0.0,0.0,101.18,101.18,101.18,0.0,0.0
2016-07-03,104.36,104.36,104.36,0.0,0.0,105.33,105.33,105.33,0.0,0.0,103.64,103.64,103.64,0.0,0.0,105.3,105.3,105.3,0.0,0.0
2016-07-10,98.51,98.51,98.51,0.0,0.0,98.54,98.54,98.54,0.0,0.0,97.3,97.3,97.3,0.0,0.0,97.74,97.74,97.74,0.0,0.0
2016-07-17,96.73,96.73,96.73,0.0,0.0,98.85,98.85,98.85,0.0,0.0,96.73,96.73,96.73,0.0,0.0,98.06,98.06,98.06,0.0,0.0
2016-07-24,100.8,100.8,100.8,0.0,0.0,102.32,102.32,102.32,0.0,0.0,100.74,100.74,100.74,0.0,0.0,102.12,102.12,102.12,0.0,0.0
2016-07-31,98.99,98.99,98.99,0.0,0.0,98.99,98.99,98.99,0.0,0.0,97.25,97.25,97.25,0.0,0.0,97.25,97.25,97.25,0.0,0.0
2016-08-07,100.49,100.49,100.49,0.0,0.0,101.21,101.21,101.21,0.0,0.0,99.63,99.63,99.63,0.0,0.0,100.64,100.64,100.64,0.0,0.0
2016-08-14,100.47,100.47,100.47,0.0,0.0,100.47,100.47,100.47,0.0,0.0,97.6,97.6,97.6,0.0,0.0,98.64,98.64,98.64,0.0,0.0
2016-08-21,99.86,99.86,99.86,0.0,0.0,100.64,100.64,100.64,0.0,0.0,97.19,97.19,97.19,0.0,0.0,97.48,97.48,97.48,0.0,0.0
2016-08-28,98.96,98.96,98.96,0.0,0.0,98.96,98.96,98.96,0.0,0.0,97.78,97.78,97.78,0.0,0.0,98.29,98.29,98.29,0.0,0.0
2016-09-04,96.0,96.0,96.0,0.0,0.0,96.0,96.0,96.0,0.0,0.0,93.5,93.5,93.5,0.0,0.0,93.81,93.81,93.81,0.0,0.0
2016-09-11,92.31,92.31,92.31,0.0,0.0,92.75,92.75,92.75,0.0,0.0,92.19,92.19,92.19,0.0,0.0,92.75,92.75,92.75,0.0,0.0
2016-09-18,95.86,95.86,95.86,0.0,0.0,95.86,95.86,95.86,0.0,0.0,95.33,95.33,95.33,0.0,0.0,95.66,95.66,95.66,0.0,0.0
2016-09-25,97.71,97.71,97.71,0.0,0.0,97.71,97.71,97.71,0.0,0.0,95.5,95.5,95.5,0.0,0.0,97.08,97.08,97.08,0.0,0.0
2016-10-02,92.03,92.03,92.03,0.0,0.0,92.03,92.03,92.03,0.0,0.0,90.63,90.63,90.63,0.0,0.0,91.76,91.76,91.76,0.0,0.0
2016-10-09,89.49,89.49,89.49,0.0,0.0,90.23,90.23,90.23,0.0,0.0,88.33,88.33,88.33,0.0,0.0,88.86,88.86,88.86,0.0,0.0
2016-10-16,91.03,91.03,91.03,0.0,0.0,91.3,91.3,91.3,0.0,0.0,90.44,90.44,90.44,0.0,0.0,90.88,90.88,90.88,0.0,0.0
2016-10-23,86.78,86.78,86.78,0.0,0.0,87.2,87.2,87.2,0.0,0.0,86.77,86.77,86.77,0.0,0.0,86.81,86.81,86.81,0.0,0.0
2016-10-30,88.12,88.12,88.12,0.0,0.0,88.99,88.99,88.99,0.0,0.0,88.07,88.07,88.07,0.0,0.0,88.99,88.99,88.99,0.0,0.0
2016-11-06,77.17,77.17,77.17,0.0,0.0,77.64,77.64,77.64,0.0,0.0,75.5,75.5,75.5,0.0,0.0,76.13,76.13,76.13,0.0,0.0
2016-11-13,75.49,75.49,75.49,0.0,0.0,75.6,75.6,75.6,0.0,0.0,74.0,74.0,74.0,0.0,0.0,74.46,74.46,74.46,0.0,0.0
2016-11-20,75.09,75.09,75.09,0.0,0.0,75.3,75.3,75.3,0.0,0.0,74.24,74.24,74.24,0.0,0.0,74.51,74.51,74.51,0.0,0.0
2016-11-27,72.8,72.8,72.8,0.0,0.0,73.81,73.81,73.81,0.0,0.0,72.8,72.8,72.8,0.0,0.0,73.06,73.06,73.06,0.0,0.0
2016-12-04,72.18,72.18,72.18,0.0,0.0,72.18,72.18,72.18,0.0,0.0,70.55,70.55,70.55,0.0,0.0,70.74,70.74,70.74,0.0,0.0
2016-12-11,70.83,70.83,70.83,0.0,0.0,71.06,71.06,71.06,0.0,0.0,70.06,70.06,70.06,0.0,0.0,71.06,71.06,71.06,0.0,0.0
2016-12-18,71.9,71.9,71.9,0.0,0.0,72.0,72.0,72.0,0.0,0.0,71.6,71.6,71.6,0.0,0.0,71.77,71.77,71.77,0.0,0.0
2016-12-25,72.5,72.5,72.5,0.0,0.0,73.74,73.74,73.74,0.0,0.0,72.5,72.5,72.5,0.0,0.0,73.02,73.02,73.02,0.0,0.0
2017-01-01,75.74,75.74,75.74,0.0,0.0,75.97,75.97,75.97,0.0,0.0,74.85,74.85,74.85,0.0,0.0,74.85,74.85,74.85,0.0,0.0
2017-01-08,75.44,75.44,75.44,0.0,0.0,75.64,75.64,75.64,0.0,0.0,74.74,74.74,74.74,0.0,0.0,75.47,75.47,75.47,0.0,0.0
2017-01-15,73.65,73.65,73.65,0.0,0.0,73.93,73.93,73.93,0.0,0.0,73.1,73.1,73.1,0.0,0.0,73.9,73.9,73.9,0.0,0.0
2017-01-22,73.11,73.11,73.11,0.0,0.0,73.64,73.64,73.64,0.0,0.0,73.02,73.02,73.02,0.0,0.0,73.64,73.64,73.64,0.0,0.0
2017-01-29,73.74,73.74,73.74,0.0,0.0,73.74,73.74,73.74,0.0,0.0,72.39,72.39,72.39,0.0,0.0,72.49,72.49,72.49,0.0,0.0
