Date,VelocityShares Daily 2x VIX Short Term linked to SEtf_Open_average,VelocityShares Daily 2x VIX Short Term linked to SEtf_Open_max,VelocityShares Daily 2x VIX Short Term linked to SEtf_Open_min,VelocityShares Daily 2x VIX Short Term linked to SEtf_Open_volatility,VelocityShares Daily 2x VIX Short Term linked to SEtf_Open_change,VelocityShares Daily 2x VIX Short Term linked to SEtf_High_average,VelocityShares Daily 2x VIX Short Term linked to SEtf_High_max,VelocityShares Daily 2x VIX Short Term linked to SEtf_High_min,VelocityShares Daily 2x VIX Short Term linked to SEtf_High_volatility,VelocityShares Daily 2x VIX Short Term linked to SEtf_High_change,VelocityShares Daily 2x VIX Short Term linked to SEtf_Low_average,VelocityShares Daily 2x VIX Short Term linked to SEtf_Low_max,VelocityShares Daily 2x VIX Short Term linked to SEtf_Low_min,VelocityShares Daily 2x VIX Short Term linked to SEtf_Low_volatility,VelocityShares Daily 2x VIX Short Term linked to SEtf_Low_change,VelocityShares Daily 2x VIX Short Term linked to SEtf_Close_average,VelocityShares Daily 2x VIX Short Term linked to SEtf_Close_max,VelocityShares Daily 2x VIX Short Term linked to SEtf_Close_min,VelocityShares Daily 2x VIX Short Term linked to SEtf_Close_volatility,VelocityShares Daily 2x VIX Short Term linked to SEtf_Close_change
2016-01-03,197000.0,197000.0,197000.0,0.0,0.0,241000.0,241000.0,241000.0,0.0,0.0,192500.0,192500.0,192500.0,0.0,0.0,235000.0,235000.0,235000.0,0.0,0.0
2016-01-10,268750.0,268750.0,268750.0,0.0,0.0,281250.0,281250.0,281250.0,0.0,0.0,251000.0,251000.0,251000.0,0.0,0.0,264500.0,264500.0,264500.0,0.0,0.0
2016-01-17,249500.0,249500.0,249500.0,0.0,0.0,256000.0,256000.0,256000.0,0.0,0.0,228750.0,228750.0,228750.0,0.0,0.0,229000.0,229000.0,229000.0,0.0,0.0
2016-01-24,227000.0,227000.0,227000.0,0.0,0.0,229500.0,229500.0,229500.0,0.0,0.0,210250.0,210250.0,210250.0,0.0,0.0,211250.0,211250.0,211250.0,0.0,0.0
2016-01-31,231500.0,231500.0,231500.0,0.0,0.0,258500.0,258500.0,258500.0,0.0,0.0,231000.0,231000.0,231000.0,0.0,0.0,250750.0,250750.0,250750.0,0.0,0.0
2016-02-07,299750.0,299750.0,299750.0,0.0,0.0,314250.0,314250.0,314250.0,0.0,0.0,290500.0,290500.0,290500.0,0.0,0.0,291750.0,291750.0,291750.0,0.0,0.0
2016-02-14,252125.0,252125.0,252125.0,0.0,0.0,256250.0,256250.0,256250.0,0.0,0.0,230000.0,230000.0,230000.0,0.0,0.0,230750.0,230750.0,230750.0,0.0,0.0
2016-02-21,8.48,8.48,8.48,0.0,0.0,8.48,8.48,8.48,0.0,0.0,8.48,8.48,8.48,0.0,0.0,8.48,8.48,8.48,0.0,0.0
2016-02-28,160250.0,160250.0,160250.0,0.0,0.0,172747.5,172747.5,172747.5,0.0,0.0,158500.0,158500.0,158500.0,0.0,0.0,169000.0,169000.0,169000.0,0.0,0.0
2016-03-06,163500.0,163500.0,163500.0,0.0,0.0,165250.0,165250.0,165250.0,0.0,0.0,156000.0,156000.0,156000.0,0.0,0.0,156250.0,156250.0,156250.0,0.0,0.0
2016-03-13,134750.0,134750.0,134750.0,0.0,0.0,140000.0,140000.0,140000.0,0.0,0.0,132000.0,132000.0,132000.0,0.0,0.0,136250.0,136250.0,136250.0,0.0,0.0
2016-03-20,140000.0,140000.0,140000.0,0.0,0.0,142000.0,142000.0,142000.0,0.0,0.0,129500.0,129500.0,129500.0,0.0,0.0,130250.0,130250.0,130250.0,0.0,0.0
2016-03-27,116250.0,116250.0,116250.0,0.0,0.0,117750.0,117750.0,117750.0,0.0,0.0,104000.0,104000.0,104000.0,0.0,0.0,104750.0,104750.0,104750.0,0.0,0.0
2016-04-03,115250.0,115250.0,115250.0,0.0,0.0,122500.0,122500.0,122500.0,0.0,0.0,111250.0,111250.0,111250.0,0.0,0.0,117750.0,117750.0,117750.0,0.0,0.0
2016-04-10,103000.0,103000.0,103000.0,0.0,0.0,104500.0,104500.0,104500.0,0.0,0.0,99750.0,99750.0,99750.0,0.0,0.0,99750.0,99750.0,99750.0,0.0,0.0
2016-04-17,95000.0,95000.0,95000.0,0.0,0.0,95940.0,95940.0,95940.0,0.0,0.0,88000.0,88000.0,88000.0,0.0,0.0,88500.0,88500.0,88500.0,0.0,0.0
2016-04-24,92000.0,92000.0,92000.0,0.0,0.0,103750.0,103750.0,103750.0,0.0,0.0,89750.0,89750.0,89750.0,0.0,0.0,95750.0,95750.0,95750.0,0.0,0.0
2016-05-01,94750.0,94750.0,94750.0,0.0,0.0,95000.0,95000.0,95000.0,0.0,0.0,85250.0,85250.0,85250.0,0.0,0.0,86250.0,86250.0,86250.0,0.0,0.0
