Date,TSNStock_Open_average,TSNStock_Open_max,TSNStock_Open_min,TSNStock_Open_volatility,TSNStock_Open_change,TSNStock_High_average,TSNStock_High_max,TSNStock_High_min,TSNStock_High_volatility,TSNStock_High_change,TSNStock_Low_average,TSNStock_Low_max,TSNStock_Low_min,TSNStock_Low_volatility,TSNStock_Low_change,TSNStock_Close_average,TSNStock_Close_max,TSNStock_Close_min,TSNStock_Close_volatility,TSNStock_Close_change,TSNStock_Volume_average,TSNStock_Volume_max,TSNStock_Volume_min,TSNStock_Volume_volatility,TSNStock_Volume_change
2016-01-03,52.102,52.54,51.52,1.019999999999996,0.10000000000000142,52.766,53.11,52.43,0.6799999999999997,-0.11999999999999744,51.694,52.38,51.0,1.3800000000000026,-0.22000000000000597,52.397999999999996,52.96,52.17,0.7899999999999991,-0.6600000000000037,4700584,5437809,3567525,1870284,1016149
2016-01-10,52.736,53.67,51.81,1.8599999999999994,-0.6799999999999997,53.324,53.95,52.64,1.3100000000000023,-0.509999999999998,52.034,52.87,49.99,2.8799999999999955,-2.289999999999999,52.763999999999996,53.58,51.49,2.0899999999999963,-1.2299999999999969,5183515,9782077,3186859,6595218,4932815
2016-01-17,50.432500000000005,51.56,48.65,2.9100000000000037,0.03999999999999915,51.3675,52.09,50.36,1.730000000000004,-0.36000000000000654,49.57,50.77,48.52,2.25,1.4500000000000028,50.4675,51.22,49.68,1.5399999999999991,1.5399999999999991,5579767,6833275,3328851,3504424,-3504424
2016-01-24,52.014,52.82,51.22,1.6000000000000014,1.6000000000000014,52.74,53.66,51.96,1.6999999999999957,1.6999999999999957,51.596000000000004,52.62,50.99,1.6299999999999955,1.6299999999999955,52.32,53.36,51.29,2.0700000000000003,2.0700000000000003,3770090,4868250,2879077,1989173,-896336
2016-01-31,53.892,56.0,52.71,3.289999999999999,2.549999999999997,54.88,58.95,53.23,5.720000000000006,4.359999999999999,53.108,55.83,51.73,4.100000000000001,2.6099999999999994,53.856,57.1,51.95,5.149999999999999,2.789999999999999,7107493,16168229,4065203,12103026,10973652
2016-02-07,59.836,61.11,57.1,4.009999999999998,3.1499999999999986,61.048,62.09,60.32,1.7700000000000031,0.00999999999999801,59.298,60.77,57.1,3.6700000000000017,2.1899999999999977,60.562,61.58,60.05,1.5300000000000011,0.010000000000005116,7120989,11043997,5306734,5737263,-5284784
2016-02-14,62.35,62.96,61.19,1.7700000000000031,1.7700000000000031,63.057500000000005,63.6,62.21,1.3900000000000006,1.3900000000000006,61.76,62.23,60.9,1.3299999999999983,1.0,62.5375,62.97,61.81,1.1599999999999966,1.1599999999999966,6006657,8427159,4760616,3666543,-3666543
2016-02-21,64.638,66.01,63.09,2.9200000000000017,2.9200000000000017,65.512,66.67,64.11,2.5600000000000023,2.219999999999999,64.31,65.22,63.04,2.1799999999999997,2.059999999999995,65.18599999999999,66.49,64.1,2.3900000000000006,1.0700000000000074,4488559,6790362,3214383,3575979,-1444488
2016-02-28,65.372,66.0,65.0,1.0,0.35999999999999943,65.806,66.09,65.52,0.5700000000000074,-0.20000000000000284,64.818,65.37,64.38,0.9900000000000091,-0.3500000000000085,65.42,66.02,64.75,1.269999999999996,0.20999999999999375,3400038,4212479,2941362,1271117,677416
2016-03-06,65.84,67.14,64.71,2.430000000000007,2.430000000000007,66.67999999999999,67.71,65.95,1.759999999999991,1.759999999999991,65.526,66.59,64.39,2.200000000000003,2.200000000000003,66.30799999999999,67.69,65.44,2.25,2.0,3930119,4625127,3108962,1516165,681814
2016-03-13,67.086,67.35,66.64,0.7099999999999937,-0.060000000000002274,67.484,67.73,67.2,0.5300000000000011,-0.020000000000010232,66.642,67.09,65.88,1.210000000000008,-0.35999999999999943,67.064,67.22,66.66,0.5600000000000023,-0.03999999999999204,2737948,3754467,2320491,1433976,1049953
