Date,ALBO_stock_Open_average,ALBO_stock_Open_max,ALBO_stock_Open_min,ALBO_stock_Open_volatility,ALBO_stock_Open_change,ALBO_stock_High_average,ALBO_stock_High_max,ALBO_stock_High_min,ALBO_stock_High_volatility,ALBO_stock_High_change,ALBO_stock_Low_average,ALBO_stock_Low_max,ALBO_stock_Low_min,ALBO_stock_Low_volatility,ALBO_stock_Low_change,ALBO_stock_Close_average,ALBO_stock_Close_max,ALBO_stock_Close_min,ALBO_stock_Close_volatility,ALBO_stock_Close_change,ALBO_stock_Volume_average,ALBO_stock_Volume_max,ALBO_stock_Volume_min,ALBO_stock_Volume_volatility,ALBO_stock_Volume_change
2016-01-03,9.017999999999999,9.61,8.37,1.2400000000000002,-1.2300000000000004,9.176,10.14,8.4,1.7400000000000002,-1.7400000000000002,8.202,9.06,7.2,1.8600000000000003,-1.3499999999999996,8.436,9.61,7.2,2.4099999999999993,-1.7499999999999991,40481,49267,26883,22384,-11259
2016-01-10,7.64,8.1,7.35,0.75,-0.4499999999999993,8.054,8.48,7.5,0.9800000000000004,0.08999999999999986,7.002,7.2,6.66,0.54,-0.15000000000000036,7.56,8.28,7.16,1.1199999999999992,0.7699999999999996,46713,59717,30132,29585,-248
2016-01-17,7.8,8.4,7.5,0.9000000000000004,-0.6000000000000005,8.1875,8.64,7.79,0.8500000000000005,-0.41999999999999993,7.33,7.53,7.05,0.4800000000000004,-0.03000000000000025,7.725,7.95,7.5,0.4500000000000002,0.2999999999999998,24953,30384,17879,12505,705
2016-01-24,7.776,8.1,7.48,0.6199999999999992,-0.35999999999999943,8.14,8.34,8.0,0.33999999999999986,-0.33999999999999986,7.192,7.35,6.9,0.4499999999999993,-0.21999999999999975,7.406,7.8,7.05,0.75,0.1200000000000001,37574,61660,25331,36329,36329
2016-01-31,8.024,8.1,7.8,0.2999999999999998,-0.08000000000000007,8.106,8.25,7.98,0.2699999999999996,0.15000000000000036,7.546,7.95,7.23,0.7199999999999998,0.4500000000000002,7.904,8.1,7.79,0.3099999999999996,0.1899999999999995,17217,29393,11616,17777,11756
2016-02-07,7.802,8.1,7.51,0.5899999999999999,-0.54,8.078,8.23,7.95,0.28000000000000025,-0.16000000000000014,7.505999999999999,7.56,7.43,0.1299999999999999,0.1299999999999999,7.898,7.95,7.8,0.15000000000000036,-0.15000000000000036,17947,22399,10586,11813,-3346
2016-02-14,8.565,9.45,8.04,1.4100000000000001,1.08,9.1075,10.17,8.23,1.9399999999999995,1.290000000000001,8.1325,8.79,7.8,0.9899999999999993,0.9899999999999993,8.58,9.09,8.0,1.0899999999999999,1.0899999999999999,74820,180493,21054,159439,50332
2016-02-21,8.011666666666667,10.17,0.34,9.83,-9.83,8.333333333333334,10.69,0.34,10.35,-9.92,7.645,9.68,0.34,9.34,-9.26,8.016666666666667,10.35,0.34,10.01,-9.56,740690,4110439,24763,4085676,4018497
2016-02-28,10.378,10.65,10.19,0.46000000000000085,0.23000000000000043,10.538,10.77,10.2,0.5700000000000003,0.08000000000000007,9.97,10.5,9.6,0.9000000000000004,0.5999999999999996,10.266,10.5,10.08,0.41999999999999993,0.3000000000000007,37173,51874,21780,30094,-9644
2016-03-06,10.658,10.8,10.5,0.3000000000000007,0.23000000000000043,10.868,10.97,10.73,0.2400000000000002,-0.03999999999999915,10.386,10.5,10.2,0.3000000000000007,0.25,10.652000000000001,10.8,10.5,0.3000000000000007,-0.009999999999999787,51054,79828,38573,41255,-15401
2016-03-13,10.26,11.1,9.6,1.5,-0.9000000000000004,10.67,11.34,10.14,1.1999999999999993,-1.1400000000000006,9.756,10.61,9.33,1.2799999999999994,-0.8200000000000003,10.164,11.1,9.33,1.7699999999999996,-1.049999999999999,55078,95346,17980,77366,-64060
2016-03-20,9.78,10.2,9.45,0.75,-0.629999999999999,10.1625,10.31,10.04,0.27000000000000135,0.11000000000000121,9.4775,9.94,9.22,0.7199999999999989,-0.4900000000000002,9.5975,9.97,9.3,0.6699999999999999,-0.16000000000000014,20724,35562,12074,23488,18200
2016-03-27,10.004,10.2,9.9,0.29999999999999893,-0.10000000000000142,10.37,10.5,10.19,0.3100000000000005,0.07000000000000028,9.782,9.9,9.6,0.3000000000000007,0.3000000000000007,9.936,10.18,9.64,0.5399999999999991,0.35999999999999943,23234,43938,11216,32722,-8178
2016-04-03,11.118,11.52,10.74,0.7799999999999994,0.4299999999999997,11.43,11.91,11.16,0.75,0.35999999999999943,10.696,10.95,10.5,0.4499999999999993,0.4499999999999993,11.128,11.4,10.85,0.5500000000000007,0.47999999999999865,53634,88123,31356,56767,-56767
2016-04-10,11.682,12.0,11.52,0.4800000000000004,-0.11000000000000121,11.848,12.09,11.64,0.4499999999999993,-0.08000000000000007,11.206,11.7,10.5,1.1999999999999993,-0.030000000000001137,11.436,11.73,11.1,0.6300000000000008,0.019999999999999574,29305,45610,11588,34022,-20278
2016-04-17,12.35,12.56,11.67,0.8900000000000006,0.8900000000000006,12.552,12.69,12.42,0.2699999999999996,0.2400000000000002,11.93,12.35,11.6,0.75,0.75,12.372,12.54,12.09,0.4499999999999993,0.4499999999999993,37389,49569,29868,19701,-18756
2016-04-24,12.426,12.6,11.85,0.75,0.0,12.654,12.75,12.6,0.15000000000000036,0.0600000000000005,12.092,12.35,11.85,0.5,-0.45000000000000107,12.462,12.54,12.3,0.23999999999999844,-0.09999999999999964,34664,54677,21580,33097,25639
2016-05-01,11.946,12.6,11.1,1.5,-1.5,12.234,12.75,11.7,1.0500000000000007,-1.0500000000000007,11.177999999999999,12.36,10.2,2.16,-1.2599999999999998,11.752,12.54,11.13,1.4099999999999984,-1.1399999999999988,26567,33657,18030,15627,-15627
2016-05-08,11.774,12.15,11.4,0.75,-0.23000000000000043,12.012,12.54,11.7,0.8399999999999999,-0.5599999999999987,11.144,11.85,10.2,1.6500000000000004,-0.4499999999999993,11.724,12.42,11.2,1.2200000000000006,-0.5800000000000001,34072,65639,10969,54670,-49205
2016-05-15,11.746,12.0,11.4,0.5999999999999996,-0.23000000000000043,11.926,12.18,11.55,0.629999999999999,0.20999999999999908,11.225999999999999,11.35,11.1,0.25,0.009999999999999787,11.594,11.7,11.4,0.29999999999999893,0.049999999999998934,21090,35135,8639,26496,26496
2016-05-22,12.678,15.0,11.25,3.75,-0.75,13.0,15.89,11.25,4.640000000000001,-0.9299999999999997,11.040000000000001,12.64,9.3,3.34,-2.0999999999999996,11.572000000000001,13.8,9.98,3.8200000000000003,-1.6899999999999995,103848,316473,15582,300891,54974
