Date,SPDR MSCI ACWI Low Carbon TargetEtf_Open_average,SPDR MSCI ACWI Low Carbon TargetEtf_Open_max,SPDR MSCI ACWI Low Carbon TargetEtf_Open_min,SPDR MSCI ACWI Low Carbon TargetEtf_Open_volatility,SPDR MSCI ACWI Low Carbon TargetEtf_Open_change,SPDR MSCI ACWI Low Carbon TargetEtf_High_average,SPDR MSCI ACWI Low Carbon TargetEtf_High_max,SPDR MSCI ACWI Low Carbon TargetEtf_High_min,SPDR MSCI ACWI Low Carbon TargetEtf_High_volatility,SPDR MSCI ACWI Low Carbon TargetEtf_High_change,SPDR MSCI ACWI Low Carbon TargetEtf_Low_average,SPDR MSCI ACWI Low Carbon TargetEtf_Low_max,SPDR MSCI ACWI Low Carbon TargetEtf_Low_min,SPDR MSCI ACWI Low Carbon TargetEtf_Low_volatility,SPDR MSCI ACWI Low Carbon TargetEtf_Low_change,SPDR MSCI ACWI Low Carbon TargetEtf_Close_average,SPDR MSCI ACWI Low Carbon TargetEtf_Close_max,SPDR MSCI ACWI Low Carbon TargetEtf_Close_min,SPDR MSCI ACWI Low Carbon TargetEtf_Close_volatility,SPDR MSCI ACWI Low Carbon TargetEtf_Close_change
2016-04-24,71.5,71.5,71.5,0.0,0.0,71.52,71.52,71.52,0.0,0.0,71.5,71.5,71.5,0.0,0.0,71.52,71.52,71.52,0.0,0.0
2016-05-01,70.45,70.45,70.45,0.0,0.0,70.45,70.45,70.45,0.0,0.0,70.12,70.12,70.12,0.0,0.0,70.12,70.12,70.12,0.0,0.0
2016-05-08,70.72,70.72,70.72,0.0,0.0,70.72,70.72,70.72,0.0,0.0,70.72,70.72,70.72,0.0,0.0,70.72,70.72,70.72,0.0,0.0
2016-05-15,69.82,69.82,69.82,0.0,0.0,69.82,69.82,69.82,0.0,0.0,69.82,69.82,69.82,0.0,0.0,69.82,69.82,69.82,0.0,0.0
2016-05-22,72.07,72.07,72.07,0.0,0.0,72.09,72.09,72.09,0.0,0.0,71.93,71.93,71.93,0.0,0.0,71.93,71.93,71.93,0.0,0.0
2016-05-29,72.31,72.31,72.31,0.0,0.0,72.31,72.31,72.31,0.0,0.0,72.3,72.3,72.3,0.0,0.0,72.3,72.3,72.3,0.0,0.0
2016-06-05,71.91,71.91,71.91,0.0,0.0,71.91,71.91,71.91,0.0,0.0,71.91,71.91,71.91,0.0,0.0,71.91,71.91,71.91,0.0,0.0
2016-06-12,69.77,69.77,69.77,0.0,0.0,69.81,69.81,69.81,0.0,0.0,69.77,69.77,69.77,0.0,0.0,69.81,69.81,69.81,0.0,0.0
2016-06-19,68.73,68.73,68.73,0.0,0.0,69.45,69.45,69.45,0.0,0.0,68.63,68.63,68.63,0.0,0.0,69.45,69.45,69.45,0.0,0.0
2016-06-26,70.39,70.39,70.39,0.0,0.0,70.79,70.79,70.79,0.0,0.0,70.39,70.39,70.39,0.0,0.0,70.79,70.79,70.79,0.0,0.0
2016-07-03,70.0,70.0,70.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,69.97,69.97,69.97,0.0,0.0,69.99,69.99,69.99,0.0,0.0
2016-07-10,72.82,72.82,72.82,0.0,0.0,72.82,72.82,72.82,0.0,0.0,72.82,72.82,72.82,0.0,0.0,72.82,72.82,72.82,0.0,0.0
2016-07-17,73.0,73.0,73.0,0.0,0.0,73.0,73.0,73.0,0.0,0.0,73.0,73.0,73.0,0.0,0.0,73.0,73.0,73.0,0.0,0.0
2016-07-24,73.3,73.3,73.3,0.0,0.0,73.32,73.32,73.32,0.0,0.0,72.97,72.97,72.97,0.0,0.0,72.97,72.97,72.97,0.0,0.0
2016-07-31,73.86,73.86,73.86,0.0,0.0,73.86,73.86,73.86,0.0,0.0,73.86,73.86,73.86,0.0,0.0,73.86,73.86,73.86,0.0,0.0
2016-08-07,74.68,74.68,74.68,0.0,0.0,74.68,74.68,74.68,0.0,0.0,74.68,74.68,74.68,0.0,0.0,74.68,74.68,74.68,0.0,0.0
2016-08-14,74.52,74.52,74.52,0.0,0.0,74.73,74.73,74.73,0.0,0.0,74.52,74.52,74.52,0.0,0.0,74.73,74.73,74.73,0.0,0.0
2016-08-21,74.69,74.69,74.69,0.0,0.0,74.69,74.69,74.69,0.0,0.0,73.91,73.91,73.91,0.0,0.0,73.92,73.92,73.92,0.0,0.0
2016-08-28,74.86,74.86,74.86,0.0,0.0,74.86,74.86,74.86,0.0,0.0,74.86,74.86,74.86,0.0,0.0,74.86,74.86,74.86,0.0,0.0
2016-09-04,75.5,75.5,75.5,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.5,75.5,75.5,0.0,0.0
2016-09-11,73.21,73.21,73.21,0.0,0.0,73.22,73.22,73.22,0.0,0.0,73.21,73.21,73.21,0.0,0.0,73.22,73.22,73.22,0.0,0.0
2016-09-18,74.9,74.9,74.9,0.0,0.0,74.9,74.9,74.9,0.0,0.0,74.71,74.71,74.71,0.0,0.0,74.71,74.71,74.71,0.0,0.0
2016-09-25,74.37,74.37,74.37,0.0,0.0,74.77,74.77,74.77,0.0,0.0,74.37,74.37,74.37,0.0,0.0,74.77,74.77,74.77,0.0,0.0
2016-10-02,74.39,74.39,74.39,0.0,0.0,74.39,74.39,74.39,0.0,0.0,74.13,74.13,74.13,0.0,0.0,74.13,74.13,74.13,0.0,0.0
2016-10-09,73.7,73.7,73.7,0.0,0.0,73.71,73.71,73.71,0.0,0.0,73.3,73.3,73.3,0.0,0.0,73.3,73.3,73.3,0.0,0.0
2016-10-16,73.5,73.5,73.5,0.0,0.0,73.5,73.5,73.5,0.0,0.0,73.5,73.5,73.5,0.0,0.0,73.5,73.5,73.5,0.0,0.0
2016-10-23,73.41,73.41,73.41,0.0,0.0,73.44,73.44,73.44,0.0,0.0,73.41,73.41,73.41,0.0,0.0,73.44,73.44,73.44,0.0,0.0
2016-10-30,71.85,71.85,71.85,0.0,0.0,72.09,72.09,72.09,0.0,0.0,71.85,71.85,71.85,0.0,0.0,72.09,72.09,72.09,0.0,0.0
2016-11-06,72.78,72.78,72.78,0.0,0.0,72.78,72.78,72.78,0.0,0.0,72.78,72.78,72.78,0.0,0.0,72.78,72.78,72.78,0.0,0.0
2016-11-13,73.22,73.22,73.22,0.0,0.0,73.22,73.22,73.22,0.0,0.0,73.22,73.22,73.22,0.0,0.0,73.22,73.22,73.22,0.0,0.0
2016-11-20,73.59,73.59,73.59,0.0,0.0,73.59,73.59,73.59,0.0,0.0,73.59,73.59,73.59,0.0,0.0,73.59,73.59,73.59,0.0,0.0
2016-11-27,73.41,73.41,73.41,0.0,0.0,73.44,73.44,73.44,0.0,0.0,73.41,73.41,73.41,0.0,0.0,73.44,73.44,73.44,0.0,0.0
2016-12-04,75.67,75.67,75.67,0.0,0.0,75.67,75.67,75.67,0.0,0.0,75.66,75.66,75.66,0.0,0.0,75.66,75.66,75.66,0.0,0.0
2016-12-11,74.89,74.89,74.89,0.0,0.0,74.89,74.89,74.89,0.0,0.0,74.67,74.67,74.67,0.0,0.0,74.67,74.67,74.67,0.0,0.0
2016-12-18,74.72,74.72,74.72,0.0,0.0,74.77,74.77,74.77,0.0,0.0,74.72,74.72,74.72,0.0,0.0,74.77,74.77,74.77,0.0,0.0
2016-12-25,74.76,74.76,74.76,0.0,0.0,74.76,74.76,74.76,0.0,0.0,74.76,74.76,74.76,0.0,0.0,74.76,74.76,74.76,0.0,0.0
2017-01-01,76.04,76.04,76.04,0.0,0.0,76.25,76.25,76.25,0.0,0.0,75.92,75.92,75.92,0.0,0.0,76.12,76.12,76.12,0.0,0.0
2017-01-08,76.37,76.37,76.37,0.0,0.0,76.42,76.42,76.42,0.0,0.0,76.37,76.37,76.37,0.0,0.0,76.4,76.4,76.4,0.0,0.0
2017-01-15,76.2,76.2,76.2,0.0,0.0,76.21,76.21,76.21,0.0,0.0,76.2,76.2,76.2,0.0,0.0,76.21,76.21,76.21,0.0,0.0
2017-01-22,77.33,77.33,77.33,0.0,0.0,77.33,77.33,77.33,0.0,0.0,77.12,77.12,77.12,0.0,0.0,77.18,77.18,77.18,0.0,0.0
2017-01-29,77.52,77.52,77.52,0.0,0.0,77.52,77.52,77.52,0.0,0.0,77.52,77.52,77.52,0.0,0.0,77.52,77.52,77.52,0.0,0.0
2017-02-05,77.98,77.98,77.98,0.0,0.0,77.98,77.98,77.98,0.0,0.0,77.98,77.98,77.98,0.0,0.0,77.98,77.98,77.98,0.0,0.0
2017-02-12,78.89,78.89,78.89,0.0,0.0,78.89,78.89,78.89,0.0,0.0,78.89,78.89,78.89,0.0,0.0,78.89,78.89,78.89,0.0,0.0
2017-02-19,78.95,78.95,78.95,0.0,0.0,79.06,79.06,79.06,0.0,0.0,78.95,78.95,78.95,0.0,0.0,79.05,79.05,79.05,0.0,0.0
2017-02-26,79.37,79.37,79.37,0.0,0.0,79.59,79.59,79.59,0.0,0.0,79.37,79.37,79.37,0.0,0.0,79.59,79.59,79.59,0.0,0.0
2017-03-05,79.41,79.41,79.41,0.0,0.0,79.41,79.41,79.41,0.0,0.0,79.16,79.16,79.16,0.0,0.0,79.16,79.16,79.16,0.0,0.0
2017-03-12,80.69,80.69,80.69,0.0,0.0,80.69,80.69,80.69,0.0,0.0,80.39,80.39,80.39,0.0,0.0,80.39,80.39,80.39,0.0,0.0
2017-03-19,79.5,79.5,79.5,0.0,0.0,79.97,79.97,79.97,0.0,0.0,79.5,79.5,79.5,0.0,0.0,79.97,79.97,79.97,0.0,0.0
2017-03-26,80.36,80.36,80.36,0.0,0.0,80.38,80.38,80.38,0.0,0.0,80.35,80.35,80.35,0.0,0.0,80.35,80.35,80.35,0.0,0.0
2017-04-02,79.87,79.87,79.87,0.0,0.0,79.87,79.87,79.87,0.0,0.0,79.87,79.87,79.87,0.0,0.0,79.87,79.87,79.87,0.0,0.0
2017-04-09,79.75,79.75,79.75,0.0,0.0,79.76,79.76,79.76,0.0,0.0,79.61,79.61,79.61,0.0,0.0,79.73,79.73,79.73,0.0,0.0
2017-04-16,79.89,79.89,79.89,0.0,0.0,79.89,79.89,79.89,0.0,0.0,79.87,79.87,79.87,0.0,0.0,79.88,79.88,79.88,0.0,0.0
2017-04-23,81.41,81.41,81.41,0.0,0.0,81.42,81.42,81.42,0.0,0.0,81.38,81.38,81.38,0.0,0.0,81.42,81.42,81.42,0.0,0.0
2017-04-30,81.81,81.81,81.81,0.0,0.0,81.81,81.81,81.81,0.0,0.0,81.73,81.73,81.73,0.0,0.0,81.73,81.73,81.73,0.0,0.0
2017-05-07,82.23,82.23,82.23,0.0,0.0,82.23,82.23,82.23,0.0,0.0,82.23,82.23,82.23,0.0,0.0,82.23,82.23,82.23,0.0,0.0
2017-05-14,82.42,82.42,82.42,0.0,0.0,82.42,82.42,82.42,0.0,0.0,82.42,82.42,82.42,0.0,0.0,82.42,82.42,82.42,0.0,0.0
2017-05-21,83.15,83.15,83.15,0.0,0.0,83.18,83.18,83.18,0.0,0.0,83.15,83.15,83.15,0.0,0.0,83.18,83.18,83.18,0.0,0.0
2017-05-28,83.98,83.98,83.98,0.0,0.0,84.23,84.23,84.23,0.0,0.0,83.92,83.92,83.92,0.0,0.0,84.23,84.23,84.23,0.0,0.0
2017-06-04,83.94,83.94,83.94,0.0,0.0,83.94,83.94,83.94,0.0,0.0,83.32,83.32,83.32,0.0,0.0,83.32,83.32,83.32,0.0,0.0
2017-06-11,82.42,82.42,82.42,0.0,0.0,82.42,82.42,82.42,0.0,0.0,82.23,82.23,82.23,0.0,0.0,82.41,82.41,82.41,0.0,0.0
2017-06-18,82.65,82.65,82.65,0.0,0.0,82.65,82.65,82.65,0.0,0.0,82.55,82.55,82.55,0.0,0.0,82.55,82.55,82.55,0.0,0.0
2017-06-25,82.63,82.63,82.63,0.0,0.0,82.63,82.63,82.63,0.0,0.0,82.63,82.63,82.63,0.0,0.0,82.63,82.63,82.63,0.0,0.0
2017-07-02,82.09,82.09,82.09,0.0,0.0,82.09,82.09,82.09,0.0,0.0,82.09,82.09,82.09,0.0,0.0,82.09,82.09,82.09,0.0,0.0
2017-07-09,83.72,83.72,83.72,0.0,0.0,83.85,83.85,83.85,0.0,0.0,83.72,83.72,83.72,0.0,0.0,83.83,83.83,83.83,0.0,0.0
2017-07-16,84.58,84.58,84.58,0.0,0.0,84.58,84.58,84.58,0.0,0.0,84.5,84.5,84.5,0.0,0.0,84.5,84.5,84.5,0.0,0.0
2017-07-23,84.67,84.67,84.67,0.0,0.0,84.72,84.72,84.72,0.0,0.0,84.67,84.67,84.67,0.0,0.0,84.72,84.72,84.72,0.0,0.0
2017-07-30,84.9,84.9,84.9,0.0,0.0,85.01,85.01,85.01,0.0,0.0,84.9,84.9,84.9,0.0,0.0,84.97,84.97,84.97,0.0,0.0
2017-08-06,83.51,83.51,83.51,0.0,0.0,83.52,83.52,83.52,0.0,0.0,83.51,83.51,83.51,0.0,0.0,83.52,83.52,83.52,0.0,0.0
2017-08-13,83.49,83.49,83.49,0.0,0.0,83.49,83.49,83.49,0.0,0.0,83.47,83.47,83.47,0.0,0.0,83.47,83.47,83.47,0.0,0.0
2017-08-20,84.34,84.34,84.34,0.0,0.0,84.43,84.43,84.43,0.0,0.0,84.3,84.3,84.3,0.0,0.0,84.43,84.43,84.43,0.0,0.0
2017-08-27,85.16,85.16,85.16,0.0,0.0,85.17,85.17,85.17,0.0,0.0,85.13,85.13,85.13,0.0,0.0,85.17,85.17,85.17,0.0,0.0
2017-09-03,84.9,84.9,84.9,0.0,0.0,85.0,85.0,85.0,0.0,0.0,84.9,84.9,84.9,0.0,0.0,84.96,84.96,84.96,0.0,0.0
2017-09-10,85.95,85.95,85.95,0.0,0.0,85.95,85.95,85.95,0.0,0.0,85.94,85.94,85.94,0.0,0.0,85.94,85.94,85.94,0.0,0.0
2017-09-17,86.05,86.05,86.05,0.0,0.0,86.05,86.05,86.05,0.0,0.0,86.04,86.04,86.04,0.0,0.0,86.04,86.04,86.04,0.0,0.0
2017-09-24,86.27,86.27,86.27,0.0,0.0,86.27,86.27,86.27,0.0,0.0,86.27,86.27,86.27,0.0,0.0,86.27,86.27,86.27,0.0,0.0
2017-10-01,86.92,86.92,86.92,0.0,0.0,86.92,86.92,86.92,0.0,0.0,86.81,86.81,86.81,0.0,0.0,86.89,86.89,86.89,0.0,0.0
2017-10-08,87.77,87.77,87.77,0.0,0.0,87.85,87.85,87.85,0.0,0.0,87.73,87.73,87.73,0.0,0.0,87.75,87.75,87.75,0.0,0.0
2017-10-15,87.76,87.76,87.76,0.0,0.0,87.85,87.85,87.85,0.0,0.0,87.76,87.76,87.76,0.0,0.0,87.85,87.85,87.85,0.0,0.0
2017-10-22,87.46,87.46,87.46,0.0,0.0,87.47,87.47,87.47,0.0,0.0,87.14,87.14,87.14,0.0,0.0,87.25,87.25,87.25,0.0,0.0
2017-10-29,88.18,88.18,88.18,0.0,0.0,88.53,88.53,88.53,0.0,0.0,88.18,88.18,88.18,0.0,0.0,88.53,88.53,88.53,0.0,0.0
2017-11-05,88.24,88.24,88.24,0.0,0.0,88.24,88.24,88.24,0.0,0.0,88.19,88.19,88.19,0.0,0.0,88.19,88.19,88.19,0.0,0.0
2017-11-12,88.06,88.06,88.06,0.0,0.0,88.06,88.06,88.06,0.0,0.0,87.94,87.94,87.94,0.0,0.0,87.94,87.94,87.94,0.0,0.0
2017-11-19,89.24,89.24,89.24,0.0,0.0,89.24,89.24,89.24,0.0,0.0,89.24,89.24,89.24,0.0,0.0,89.24,89.24,89.24,0.0,0.0
2017-11-26,89.05,89.05,89.05,0.0,0.0,89.05,89.05,89.05,0.0,0.0,88.99,88.99,88.99,0.0,0.0,88.99,88.99,88.99,0.0,0.0
2017-12-03,89.13,89.13,89.13,0.0,0.0,89.28,89.28,89.28,0.0,0.0,89.13,89.13,89.13,0.0,0.0,89.28,89.28,89.28,0.0,0.0
2017-12-10,88.92,88.92,88.92,0.0,0.0,88.92,88.92,88.92,0.0,0.0,88.92,88.92,88.92,0.0,0.0,88.92,88.92,88.92,0.0,0.0
2017-12-17,89.76,89.76,89.76,0.0,0.0,89.92,89.92,89.92,0.0,0.0,89.65,89.65,89.65,0.0,0.0,89.8,89.8,89.8,0.0,0.0
2017-12-24,90.28,90.28,90.28,0.0,0.0,90.28,90.28,90.28,0.0,0.0,89.8,89.8,89.8,0.0,0.0,89.8,89.8,89.8,0.0,0.0
2017-12-31,92.09,92.09,92.09,0.0,0.0,92.31,92.31,92.31,0.0,0.0,91.93,91.93,91.93,0.0,0.0,92.31,92.31,92.31,0.0,0.0
