Date,PPG_stock_Open_average,PPG_stock_Open_max,PPG_stock_Open_min,PPG_stock_Open_volatility,PPG_stock_Open_change,PPG_stock_High_average,PPG_stock_High_max,PPG_stock_High_min,PPG_stock_High_volatility,PPG_stock_High_change,PPG_stock_Low_average,PPG_stock_Low_max,PPG_stock_Low_min,PPG_stock_Low_volatility,PPG_stock_Low_change,PPG_stock_Close_average,PPG_stock_Close_max,PPG_stock_Close_min,PPG_stock_Close_volatility,PPG_stock_Close_change,PPG_stock_Volume_average,PPG_stock_Volume_max,PPG_stock_Volume_min,PPG_stock_Volume_volatility,PPG_stock_Volume_change
2016-03-13,105.806,109.62,103.95,5.670000000000002,5.280000000000001,107.402,110.58,104.95,5.6299999999999955,5.480000000000004,105.34,108.05,103.62,4.429999999999993,4.049999999999997,106.882,109.4,104.74,4.660000000000011,4.160000000000011,1447773,2628422,819325,1809097,1749708
2016-03-20,108.8825,109.62,108.2,1.4200000000000017,-1.4200000000000017,109.8675,110.53,109.06,1.4699999999999989,-1.4699999999999989,108.0875,108.56,107.38,1.1800000000000068,-0.9000000000000057,109.205,109.84,108.89,0.9500000000000028,0.060000000000002274,1610507,2170274,1222284,947990,-784072
2016-03-27,110.306,111.9,108.8,3.1000000000000085,1.0499999999999972,111.534,113.29,109.61,3.680000000000007,3.680000000000007,109.886,111.13,108.61,2.519999999999996,1.480000000000004,111.294,113.11,109.4,3.7099999999999937,3.7099999999999937,1319829,1636866,1026264,610602,409554
2016-04-03,111.678,113.15,111.03,2.1200000000000045,-2.1200000000000045,112.286,113.23,111.83,1.4000000000000057,-1.0900000000000034,110.858,111.63,110.08,1.5499999999999972,-0.5999999999999943,111.628,112.19,110.61,1.5799999999999983,-0.35999999999999943,1031039,1390534,712045,678489,-678489
2016-04-10,113.202,114.69,112.07,2.6200000000000045,2.6200000000000045,114.058,115.4,112.84,2.5600000000000023,2.5600000000000023,112.764,114.39,111.36,3.030000000000001,2.799999999999997,113.742,115.35,111.68,3.6699999999999875,3.6699999999999875,1035435,1284875,871345,413530,397755
2016-04-17,114.228,116.85,111.35,5.5,-3.6500000000000057,115.224,117.0,113.0,4.0,-2.5400000000000063,113.368,115.77,110.1,5.670000000000002,-3.8599999999999994,114.364,116.55,110.26,6.289999999999992,-2.5600000000000023,2078122,3641264,1466605,2174659,602004
2016-04-24,112.91,113.89,111.89,2.0,-0.5999999999999943,113.598,114.65,112.73,1.9200000000000017,-0.5699999999999932,111.77,113.01,109.75,3.260000000000005,-2.219999999999999,112.46,113.55,110.39,3.1599999999999966,-2.2099999999999937,1529930,2308459,951003,1357456,1357456
2016-05-01,109.104,110.18,107.7,2.480000000000004,-2.480000000000004,109.734,111.25,108.31,2.9399999999999977,-2.9399999999999977,108.294,109.04,107.18,1.8599999999999994,-1.8599999999999994,109.244,111.24,108.31,2.9299999999999926,-2.9299999999999926,1147580,1390051,810173,579878,-217760
2016-05-08,108.096,108.74,107.57,1.1700000000000017,-0.5700000000000074,108.576,109.2,108.07,1.1300000000000097,-0.1600000000000108,106.952,107.38,106.36,1.019999999999996,-0.8200000000000074,107.556,108.73,106.7,2.030000000000001,-0.7399999999999949,1233057,1623257,817535,805722,500950
2016-05-15,106.864,107.82,106.0,1.8199999999999932,-0.8100000000000023,107.676,108.64,106.65,1.9899999999999949,-1.6099999999999994,106.146,107.09,104.96,2.1300000000000097,-1.1700000000000017,106.682,108.16,105.64,2.519999999999996,-1.9500000000000028,1354409,1996244,906316,1089928,-582327
2016-05-22,107.466,108.35,106.19,2.1599999999999966,1.769999999999996,108.284,109.0,106.83,2.1700000000000017,1.8799999999999955,106.97,107.7,105.8,1.9000000000000057,1.5,107.762,108.6,106.43,2.1699999999999875,2.1699999999999875,957800,1485412,685735,799677,-752990
2016-05-29,107.8475,108.65,107.31,1.3400000000000034,-0.5800000000000125,108.3625,108.87,108.17,0.7000000000000028,-0.7000000000000028,106.86,107.2,106.49,0.710000000000008,-0.3400000000000034,107.88250000000001,108.2,107.67,0.5300000000000011,-0.010000000000005116,1226141,1807466,759921,1047545,-468737
2016-06-05,108.858,110.21,108.06,2.1499999999999915,1.6700000000000017,109.768,111.26,108.36,2.9000000000000057,0.9899999999999949,108.17,109.52,107.37,2.1499999999999915,1.0899999999999892,109.302,110.95,107.77,3.180000000000007,1.1199999999999903,1605554,2689507,935929,1753578,319825
2016-06-12,107.234,108.94,105.62,3.319999999999993,-1.9399999999999977,108.002,109.25,107.01,2.239999999999995,-0.9899999999999949,106.446,107.61,105.06,2.549999999999997,-0.980000000000004,107.306,108.18,106.62,1.5600000000000023,0.4900000000000091,1254538,1807062,843422,963640,463162
2016-06-19,108.824,109.7,108.09,1.6099999999999994,-1.1899999999999977,109.226,111.26,108.09,3.1700000000000017,-1.6400000000000006,107.092,109.44,102.21,7.230000000000004,-6.109999999999999,107.648,111.22,102.73,8.489999999999995,-5.689999999999998,1938703,3821510,1219510,2602000,2593588
2016-06-26,102.038,104.32,99.95,4.36999999999999,2.9099999999999966,102.878,105.49,100.56,4.929999999999993,4.019999999999996,100.826,104.07,98.08,5.989999999999995,5.989999999999995,102.082,104.52,98.69,5.829999999999998,5.829999999999998,2100187,3449547,1334274,2115273,-2115273
2016-07-03,103.39500000000001,104.18,102.2,1.980000000000004,0.2600000000000051,104.33500000000001,106.61,103.02,3.5900000000000034,2.6799999999999926,102.5075,103.98,101.72,2.260000000000005,2.180000000000007,103.7425,106.32,102.65,3.6699999999999875,3.6699999999999875,1636827,1898755,1451539,447216,-249615
2016-07-10,108.422,109.81,106.63,3.180000000000007,2.3900000000000006,109.112,109.99,107.04,2.9499999999999886,2.4399999999999977,107.636,108.35,106.42,1.9299999999999926,1.7199999999999989,108.536,109.47,106.61,2.8599999999999994,2.6599999999999966,1247235,1404235,892797,511438,448478
2016-07-17,108.804,109.0,108.59,0.4099999999999966,-0.4099999999999966,109.468,110.14,108.59,1.5499999999999972,-0.9099999999999966,107.946,108.61,107.31,1.2999999999999972,-1.2999999999999972,108.79,110.03,107.65,2.3799999999999955,-1.6499999999999915,1700855,2361134,870149,1490985,838696
2016-07-24,106.376,107.23,104.99,2.240000000000009,-2.240000000000009,106.566,107.34,105.23,2.1099999999999994,-2.1099999999999994,105.38,106.4,103.74,2.660000000000011,-2.660000000000011,105.926,106.76,104.71,2.0500000000000114,-1.8800000000000097,1970824,2285250,1627366,657884,436883
2016-07-31,104.404,104.88,104.1,0.7800000000000011,0.5100000000000051,104.824,105.06,104.38,0.6800000000000068,-0.0799999999999983,103.63199999999999,104.35,102.87,1.4799999999999898,0.6099999999999994,104.244,104.67,103.69,0.980000000000004,-0.23999999999999488,1575412,2415786,1063659,1352127,-578248
2016-08-07,104.584,104.82,104.35,0.46999999999999886,0.1599999999999966,105.044,105.38,104.7,0.6799999999999926,0.1700000000000017,104.094,104.43,103.71,0.7200000000000131,-0.3400000000000034,104.454,104.74,103.99,0.75,-0.4900000000000091,1086478,1211361,977582,233779,-233779
2016-08-14,103.822,104.51,103.22,1.2900000000000063,-0.9099999999999966,104.592,105.36,103.96,1.4000000000000057,0.10999999999999943,103.43,104.02,102.9,1.1199999999999903,-0.7999999999999972,104.04,104.73,103.59,1.1400000000000006,0.27000000000001023,1138868,1287115,1036944,250171,52739
2016-08-21,105.93,106.97,104.43,2.539999999999992,2.539999999999992,106.802,107.65,105.28,2.3700000000000045,2.3700000000000045,105.41199999999999,106.05,104.0,2.049999999999997,1.4099999999999966,106.108,106.75,105.21,1.5400000000000063,0.5400000000000063,1228488,1808389,914054,894335,-218847
2016-08-28,106.61999999999999,107.35,105.91,1.4399999999999977,0.8299999999999983,107.208,107.89,106.3,1.5900000000000034,-0.8200000000000074,105.884,106.67,105.09,1.5799999999999983,0.4099999999999966,106.756,107.6,105.88,1.7199999999999989,-0.5599999999999881,1064554,1392251,662667,729584,-639047
2016-09-04,106.4325,107.37,104.58,2.7900000000000063,-2.7900000000000063,106.805,107.97,104.58,3.3900000000000006,-3.3900000000000006,104.8675,107.01,100.76,6.25,-6.25,105.1275,107.62,100.86,6.760000000000005,-6.760000000000005,1510246,2339450,1042443,1297007,1018258
2016-09-11,100.916,101.71,100.48,1.2299999999999898,0.14999999999999147,101.746,102.98,100.82,2.160000000000011,-2.160000000000011,100.224,100.58,99.78,0.7999999999999972,-0.6400000000000006,101.21,102.76,100.21,2.5500000000000114,-2.5500000000000114,1461493,1986709,1098659,888050,389527
2016-09-18,101.952,103.51,100.41,3.1000000000000085,2.1799999999999926,102.804,104.22,101.55,2.6700000000000017,2.210000000000008,101.58,102.92,100.41,2.510000000000005,2.25,102.242,103.27,101.08,2.1899999999999977,2.1899999999999977,1305359,1648992,1143979,505013,382876
2016-09-25,102.858,103.65,102.0,1.6500000000000057,-0.4199999999999875,103.536,103.96,102.63,1.3299999999999983,0.5599999999999881,102.11,102.65,101.55,1.1000000000000085,0.6400000000000006,102.716,103.57,102.06,1.509999999999991,1.2199999999999989,1279812,1716461,928392,788069,788069
2016-10-02,101.592,103.8,97.19,6.609999999999999,-6.079999999999998,102.142,104.08,97.5,6.579999999999998,-6.540000000000006,100.07,103.27,92.51,10.759999999999991,-10.759999999999991,100.598,103.44,93.73,9.709999999999994,-9.709999999999994,2407368,7136802,912363,6224439,5788524
2016-10-09,92.742,94.31,91.01,3.299999999999997,-1.5600000000000023,93.254,94.99,92.36,2.6299999999999955,-1.8799999999999955,91.804,93.22,90.31,2.9099999999999966,-0.6700000000000017,92.562,93.85,91.94,1.9099999999999966,-1.25,2927416,4157688,2171212,1986476,-798327
2016-10-16,92.65599999999999,93.75,91.42,2.3299999999999983,-1.1799999999999926,93.39,94.47,92.59,1.8799999999999955,-0.28999999999999204,92.036,92.79,90.48,2.3100000000000023,-1.759999999999991,92.614,92.81,92.38,0.4300000000000068,-0.28000000000000114,2036220,2411418,1317470,1093948,448202
2016-10-23,92.156,93.44,90.55,2.8900000000000006,0.6899999999999977,93.27,94.53,92.06,2.469999999999999,1.019999999999996,91.672,92.74,89.64,3.0999999999999943,-0.4300000000000068,92.64,93.35,91.22,2.1299999999999955,-0.36999999999999034,2643799,4338508,2011073,2327435,51259
2016-10-30,92.846,93.35,92.02,1.3299999999999983,-1.3299999999999983,93.564,93.99,93.14,0.8499999999999943,0.21999999999999886,92.026,92.81,91.54,1.269999999999996,-1.269999999999996,92.562,93.13,91.75,1.3799999999999955,-0.3199999999999932,1960197,2227472,1528583,698889,-644394
2016-11-06,94.51599999999999,96.32,92.36,3.9599999999999937,2.1599999999999966,96.212,98.21,94.42,3.789999999999992,2.8499999999999943,93.844,95.78,90.88,4.900000000000006,1.9200000000000017,95.404,96.87,94.35,2.5200000000000102,1.4200000000000017,2365012,3225509,1692133,1533376,-52953
2016-11-13,96.292,96.77,95.96,0.8100000000000023,-0.1700000000000017,96.604,96.85,96.23,0.6199999999999903,-0.6199999999999903,95.542,96.09,95.12,0.9699999999999989,-0.009999999999990905,96.088,96.61,95.19,1.4200000000000017,-0.8599999999999994,1562624,2002259,1118735,883524,-725325
2016-11-20,96.5575,97.63,95.56,2.069999999999993,2.069999999999993,97.215,98.13,96.33,1.7999999999999972,1.7999999999999972,96.2625,97.35,95.31,2.039999999999992,2.039999999999992,97.1325,98.13,96.19,1.9399999999999977,1.9399999999999977,1272477,1807111,482559,1324552,-1324552
2016-11-27,97.088,98.46,95.29,3.1699999999999875,-2.6299999999999955,97.478,98.69,95.5,3.1899999999999977,-2.450000000000003,95.704,96.92,94.15,2.769999999999996,-2.6199999999999903,96.22,98.0,94.58,3.4200000000000017,-2.769999999999996,1990554,2704322,1251211,1453111,834009
2016-12-04,97.062,99.48,95.36,4.1200000000000045,4.1200000000000045,98.28,100.17,96.36,3.8100000000000023,3.180000000000007,96.752,98.92,95.23,3.6899999999999977,3.6899999999999977,97.82,99.41,95.99,3.4200000000000017,3.3100000000000023,1484733,1634607,1355202,279405,-279405
2016-12-11,97.30799999999999,99.07,96.07,3.0,-3.0,97.988,99.85,96.7,3.1499999999999915,-3.1499999999999915,96.346,97.76,95.63,2.1300000000000097,-1.980000000000004,96.778,98.65,95.92,2.730000000000004,-2.730000000000004,1797135,2145238,1528911,616327,521206
2016-12-18,95.738,96.26,95.04,1.2199999999999989,-1.019999999999996,96.10000000000001,96.87,95.04,1.8299999999999983,-1.8299999999999983,95.062,95.97,93.8,2.1700000000000017,-2.1700000000000017,95.484,96.22,94.69,1.5300000000000011,-1.5300000000000011,1415142,1816187,1177536,638651,342746
2016-12-25,95.38,96.34,94.7,1.6400000000000006,0.38000000000000966,95.805,96.47,95.32,1.1500000000000057,-0.4300000000000068,94.65,94.88,94.46,0.4200000000000017,-0.4200000000000017,95.14750000000001,95.85,94.67,1.1799999999999926,-1.0899999999999892,1188553,1248654,1150148,98506,48389
2017-01-01,95.8425,96.46,95.43,1.029999999999987,0.3399999999999892,96.5625,97.52,95.97,1.5499999999999972,0.1700000000000017,95.2225,95.63,94.57,1.0600000000000023,0.7200000000000131,95.9325,97.27,95.25,2.019999999999996,0.3400000000000034,1433561,1661879,1334473,327406,21766
2017-01-08,96.13,96.83,95.05,1.7800000000000011,1.7800000000000011,96.77,97.1,96.46,0.6400000000000006,0.6400000000000006,95.598,96.17,94.77,1.4000000000000057,1.4000000000000057,96.512,96.87,96.32,0.5500000000000114,-0.030000000000001137,1261576,1454135,1027233,426902,-216227
2017-01-15,96.9075,98.03,95.79,2.239999999999995,2.239999999999995,97.9325,99.82,96.08,3.739999999999995,3.739999999999995,96.0375,97.87,94.62,3.25,3.25,97.28999999999999,99.0,95.97,3.030000000000001,3.030000000000001,2644938,3378025,2144600,1233425,553960
2017-01-22,101.002,102.2,98.74,3.460000000000008,2.950000000000003,101.852,102.55,100.31,2.239999999999995,1.8100000000000023,100.4,101.22,98.7,2.519999999999996,2.519999999999996,101.398,102.02,100.24,1.7800000000000011,1.7800000000000011,1927562,2340664,1333600,1007064,-1007064
2017-01-29,101.028,102.15,99.65,2.5,-1.0400000000000063,101.4,102.15,100.76,1.3900000000000006,-1.0,99.83800000000001,100.44,99.0,1.4399999999999977,-0.01999999999999602,100.824,102.03,100.01,2.019999999999996,-1.0900000000000034,1820871,2571536,921564,1649972,-1074530
2017-02-05,100.166,100.32,100.04,0.2799999999999869,-0.11999999999999034,100.702,100.99,100.27,0.7199999999999989,-0.03999999999999204,99.74,100.02,99.55,0.46999999999999886,0.46999999999999886,100.14,100.54,99.92,0.6200000000000045,0.6200000000000045,1149968,1605982,726365,879617,-301750
2017-02-12,101.27199999999999,101.8,100.91,0.8900000000000006,0.769999999999996,101.806,102.37,101.25,1.1200000000000045,1.1200000000000045,100.75,100.99,100.47,0.519999999999996,0.09999999999999432,101.604,102.37,100.81,1.5600000000000023,1.5600000000000023,1114976,1530961,877537,653424,324482
2017-02-19,102.565,103.23,102.13,1.1000000000000085,-0.37000000000000455,103.265,103.36,103.13,0.23000000000000398,0.23000000000000398,102.19749999999999,102.35,101.93,0.4199999999999875,-0.4199999999999875,102.93,103.31,102.6,0.710000000000008,0.3100000000000023,1771139,2263346,1348643,914703,-914703
2017-02-26,102.916,103.45,102.32,1.1300000000000097,-0.6499999999999915,103.29,103.82,102.76,1.059999999999988,-0.23000000000000398,102.25,103.05,101.68,1.3699999999999903,-0.5799999999999983,102.522,103.29,102.06,1.230000000000004,-0.39000000000000057,1316689,1680749,1077308,603441,-71744
2017-03-05,102.734,106.0,100.64,5.359999999999999,1.9899999999999949,105.444,113.49,101.25,12.239999999999995,2.5600000000000023,101.066,101.94,100.34,1.5999999999999943,0.980000000000004,102.766,106.83,100.78,6.049999999999997,0.8900000000000006,4706858,12605302,928048,11677254,2110960
2017-03-12,103.33200000000001,104.65,102.26,2.3900000000000006,2.1299999999999955,103.852,105.0,102.47,2.530000000000001,2.269999999999996,102.326,103.38,101.45,1.9299999999999926,1.789999999999992,103.312,104.49,101.73,2.759999999999991,1.809999999999988,1721660,2972931,1194650,1778281,1530230
2017-03-19,104.49000000000001,105.39,103.93,1.4599999999999937,0.269999999999996,105.338,106.24,104.4,1.8399999999999892,-0.8499999999999943,103.298,104.43,102.36,2.0700000000000074,1.2000000000000028,104.542,105.57,103.79,1.779999999999987,-1.779999999999987,1959329,2573623,1284338,1289285,-1289285
2017-03-26,104.378,105.45,102.76,2.6899999999999977,2.1799999999999926,105.348,105.96,104.01,1.9499999999999886,1.509999999999991,103.884,105.16,102.2,2.9599999999999937,1.7399999999999949,104.974,105.77,103.82,1.9500000000000028,1.2600000000000051,1293440,1588198,1084869,503329,-351669
2017-04-02,105.182,105.5,105.0,0.5,-0.3499999999999943,105.928,106.67,105.29,1.3799999999999955,0.5799999999999983,104.68,105.15,104.18,0.9699999999999989,0.9699999999999989,105.234,106.05,104.77,1.2800000000000011,0.9699999999999989,1312002,1664047,1116689,547358,-201260
2017-04-09,105.47,105.89,105.0,0.8900000000000006,-0.8900000000000006,105.8325,106.41,105.31,1.0999999999999943,-1.0999999999999943,104.73,105.26,104.27,0.9900000000000091,-0.9900000000000091,105.33250000000001,106.06,104.42,1.6400000000000006,-1.3700000000000045,1054014,1174533,857460,317073,-172241
2017-04-16,105.39,106.66,104.82,1.8400000000000034,1.8400000000000034,106.082,107.16,105.38,1.7800000000000011,1.7000000000000028,104.72,105.94,104.31,1.6299999999999955,1.6299999999999955,105.488,106.37,104.74,1.6300000000000097,0.5499999999999972,1492066,2230520,859765,1370755,1185176
2017-04-23,109.746,111.05,108.03,3.019999999999996,3.019999999999996,110.642,111.99,108.22,3.769999999999996,2.8299999999999983,108.96000000000001,110.3,106.9,3.3999999999999915,2.9099999999999966,110.08800000000001,111.29,108.01,3.280000000000001,1.8299999999999983,1706931,2342580,1046842,1295738,-1049909
2017-04-30,109.602,110.0,109.32,0.6800000000000068,0.3299999999999983,110.85000000000001,113.0,109.67,3.3299999999999983,1.3900000000000006,109.258,109.83,109.04,0.789999999999992,0.7199999999999989,109.716,110.56,109.2,1.3599999999999994,1.1000000000000085,1011833,1214005,706473,507532,507532
2017-05-07,108.152,109.75,107.29,2.4599999999999937,-2.4599999999999937,108.488,109.95,107.47,2.480000000000004,-2.480000000000004,107.276,108.16,106.27,1.8900000000000006,-1.3400000000000034,107.742,108.43,107.12,1.3100000000000023,-1.3100000000000023,1048328,1310048,500457,809591,-809591
2017-05-14,106.504,107.92,105.11,2.8100000000000023,-2.049999999999997,107.362,108.42,106.11,2.3100000000000023,-1.2900000000000063,105.964,107.25,104.9,2.3499999999999943,-2.049999999999997,106.598,107.98,105.39,2.5900000000000034,-1.25,1006634,1326940,600377,726563,350616
2017-05-21,106.824,107.17,106.48,0.6899999999999977,-0.23000000000000398,107.372,107.67,107.06,0.6099999999999994,0.4899999999999949,106.294,106.57,106.09,0.47999999999998977,0.3299999999999983,106.842,107.24,106.42,0.8199999999999932,0.8199999999999932,856736,1340484,524768,815716,-294690
2017-05-28,107.325,109.14,106.49,2.6500000000000057,2.1400000000000006,108.6975,110.65,106.67,3.980000000000004,3.6500000000000057,106.6625,108.69,105.69,3.0,2.8100000000000023,108.105,110.42,106.36,4.060000000000002,3.9399999999999977,1546146,2198866,975121,1223745,339338
2017-06-04,108.36999999999999,110.0,107.35,2.6500000000000057,-1.9300000000000068,109.124,110.38,108.0,2.3799999999999955,-0.44999999999998863,107.64,108.31,106.64,1.6700000000000017,-0.2400000000000091,108.488,109.93,107.85,2.0800000000000125,1.5700000000000074,1430075,1915135,1066172,848963,551172
2017-06-11,110.682,111.68,110.0,1.6800000000000068,1.2000000000000028,111.498,111.74,110.84,0.8999999999999915,0.8999999999999915,110.376,111.03,109.69,1.3400000000000034,1.1500000000000057,111.13799999999999,111.57,110.14,1.4299999999999926,1.019999999999996,1522840,2196587,892790,1303797,-8375
2017-06-18,110.932,111.51,110.5,1.0100000000000051,-1.0100000000000051,111.194,111.57,110.93,0.6399999999999864,-0.539999999999992,110.556,110.97,110.33,0.6400000000000006,-0.6400000000000006,110.764,111.11,110.57,0.5400000000000063,-0.4299999999999926,1225294,1442728,884301,558427,200519
2017-06-25,110.656,111.06,110.18,0.8799999999999955,-0.36999999999999034,111.082,111.3,110.53,0.769999999999996,-0.5300000000000011,110.12599999999999,110.89,109.27,1.6200000000000045,-0.6599999999999966,110.398,111.07,109.65,1.4199999999999875,-0.8599999999999994,1056245,1967432,734646,1232786,52027
2017-07-02,110.655,111.22,110.35,0.8700000000000045,-0.2600000000000051,111.1125,111.6,110.62,0.9799999999999898,0.030000000000001137,110.045,110.22,109.81,0.4099999999999966,-0.269999999999996,110.58500000000001,111.0,110.05,0.9500000000000028,0.39000000000000057,649573,864919,381538,483381,339491
2017-07-09,111.586,112.64,110.73,1.9099999999999966,1.9099999999999966,112.126,113.14,111.28,1.8599999999999994,1.7399999999999949,111.318,112.32,110.55,1.769999999999996,1.5899999999999892,111.798,112.8,110.97,1.8299999999999983,1.8199999999999932,960730,1418865,658121,760744,-411825
2017-07-16,110.922,113.13,106.25,6.8799999999999955,-6.549999999999997,111.422,113.67,107.4,6.269999999999996,-6.059999999999988,109.882,112.69,105.83,6.859999999999999,-6.269999999999996,110.52,113.6,106.37,7.22999999999999,-6.589999999999989,1955963,4708055,466433,4241622,2210263
2017-07-23,106.3,107.13,105.19,1.9399999999999977,0.960000000000008,106.862,107.52,105.84,1.6799999999999926,0.7000000000000028,105.618,106.61,104.69,1.9200000000000017,0.75,106.286,107.11,105.39,1.7199999999999989,0.6400000000000006,1812114,2566988,1049849,1517139,-842551
2017-07-30,105.584,106.46,104.92,1.539999999999992,-1.3799999999999955,106.134,106.85,105.29,1.559999999999988,-1.1599999999999966,104.512,104.99,103.86,1.1299999999999955,-0.6799999999999926,105.25,106.21,104.67,1.539999999999992,-0.23999999999999488,1723387,2121560,846636,1274924,-724010
2017-08-06,103.372,105.2,101.56,3.6400000000000006,-3.6400000000000006,103.766,105.91,101.56,4.349999999999994,-4.349999999999994,102.522,104.95,100.45,4.5,-4.5,102.794,105.14,100.73,4.409999999999997,-4.409999999999997,1614553,2084251,1143214,941037,393708
2017-08-13,102.694,103.56,101.71,1.8500000000000085,0.7200000000000131,103.344,103.98,102.8,1.1800000000000068,0.04999999999999716,102.162,102.73,101.2,1.5300000000000011,0.75,102.8,103.74,102.08,1.6599999999999966,-0.480000000000004,1348944,1778770,1009604,769166,474722
2017-08-20,103.334,104.02,102.1,1.9200000000000017,1.8800000000000097,104.072,104.75,102.53,2.219999999999999,1.5600000000000023,102.902,103.6,101.72,1.8799999999999955,1.5100000000000051,103.598,104.54,102.39,2.1500000000000057,1.3299999999999983,957623,1351627,685316,666311,-487698
2017-08-27,103.994,104.8,103.45,1.3499999999999943,0.9200000000000017,104.418,104.92,104.04,0.8799999999999955,0.5600000000000023,103.59599999999999,104.1,103.03,1.0699999999999932,0.5300000000000011,104.146,104.59,103.81,0.7800000000000011,0.4399999999999977,1137938,1714443,809406,905037,188190
2017-09-03,104.095,104.46,103.63,0.8299999999999983,-0.8299999999999983,104.4125,104.7,103.94,0.7600000000000051,-0.7600000000000051,102.7825,103.32,101.61,1.7099999999999937,-1.7099999999999937,103.81,104.2,103.44,0.7600000000000051,0.15000000000000568,1186904,1589333,938689,650644,200978
2017-09-10,105.696,106.42,104.48,1.9399999999999977,1.769999999999996,106.52,106.75,106.11,0.6400000000000006,0.46999999999999886,104.96,105.96,103.94,2.019999999999996,2.019999999999996,106.086,106.69,105.06,1.6299999999999955,0.3999999999999915,1283259,1856416,797466,1058950,817481
2017-09-17,107.868,108.96,106.2,2.759999999999991,2.759999999999991,108.732,109.9,106.93,2.969999999999999,2.25,107.61,108.66,105.97,2.6899999999999977,2.5,108.34,108.99,106.8,2.1899999999999977,1.960000000000008,1179470,1442149,1018923,423226,-155387
2017-09-24,108.584,109.39,107.92,1.4699999999999989,0.5099999999999909,109.464,110.16,108.93,1.2299999999999898,-0.5999999999999943,108.012,108.42,107.7,0.7199999999999989,0.4200000000000017,108.634,109.16,107.99,1.1700000000000017,-0.5,1779556,2132748,1509115,623633,-164780
