Date,CWST_stock_Open_average,CWST_stock_Open_max,CWST_stock_Open_min,CWST_stock_Open_volatility,CWST_stock_Open_change,CWST_stock_High_average,CWST_stock_High_max,CWST_stock_High_min,CWST_stock_High_volatility,CWST_stock_High_change,CWST_stock_Low_average,CWST_stock_Low_max,CWST_stock_Low_min,CWST_stock_Low_volatility,CWST_stock_Low_change,CWST_stock_Close_average,CWST_stock_Close_max,CWST_stock_Close_min,CWST_stock_Close_volatility,CWST_stock_Close_change,CWST_stock_Volume_average,CWST_stock_Volume_max,CWST_stock_Volume_min,CWST_stock_Volume_volatility,CWST_stock_Volume_change
2016-01-03,5.788,5.9,5.7,0.20000000000000018,-0.13000000000000078,5.946,6.14,5.84,0.2999999999999998,-0.10000000000000053,5.704,5.77,5.58,0.1899999999999995,-0.15000000000000036,5.758,5.86,5.6,0.2600000000000007,-0.1900000000000004,108737,187043,46722,140321,-60193
2016-01-10,5.61,5.66,5.56,0.10000000000000053,-0.03000000000000025,5.708,5.76,5.66,0.09999999999999964,0.09999999999999964,5.484,5.54,5.3,0.2400000000000002,-0.23000000000000043,5.584,5.71,5.43,0.28000000000000025,-0.1900000000000004,146422,233600,87567,146033,67572
2016-01-17,5.435,5.54,5.31,0.23000000000000043,0.040000000000000036,5.62,5.68,5.55,0.1299999999999999,-0.05999999999999961,5.327500000000001,5.48,5.23,0.25,0.23000000000000043,5.4725,5.62,5.38,0.2400000000000002,0.2400000000000002,244818,348489,116503,231986,-231986
2016-01-24,5.882,6.14,5.59,0.5499999999999998,0.35000000000000053,5.962,6.14,5.75,0.3899999999999997,0.23000000000000043,5.718,5.82,5.58,0.2400000000000002,0.2400000000000002,5.846,5.95,5.65,0.2999999999999998,0.2999999999999998,133492,240998,81273,159725,73499
2016-01-31,5.64,5.88,5.54,0.33999999999999986,-0.33999999999999986,5.71,5.89,5.54,0.34999999999999964,-0.34999999999999964,5.486,5.7,5.16,0.54,-0.54,5.534,5.75,5.17,0.5800000000000001,-0.5800000000000001,103664,162723,54895,107828,107828
2016-02-07,5.412,5.7,5.09,0.6100000000000003,0.40000000000000036,5.712,5.87,5.4,0.46999999999999975,0.2999999999999998,5.318,5.51,4.97,0.54,0.45999999999999996,5.554,5.72,5.35,0.3700000000000001,0.3100000000000005,277419,804221,106397,697824,-26886
2016-02-14,5.8575,6.11,5.7,0.41000000000000014,0.41000000000000014,5.995,6.14,5.79,0.34999999999999964,0.3200000000000003,5.58,5.8,5.27,0.5300000000000002,0.25,5.8875,6.12,5.76,0.3600000000000003,0.07000000000000028,121415,147073,88436,58637,26715
2016-02-21,5.632,5.86,5.46,0.40000000000000036,-0.16999999999999993,5.77,5.93,5.58,0.34999999999999964,0.040000000000000036,5.514,5.69,5.34,0.35000000000000053,0.14000000000000057,5.656,5.87,5.54,0.33000000000000007,0.28000000000000025,90349,108442,76217,32225,16358
2016-02-28,6.0120000000000005,6.48,5.67,0.8100000000000005,0.6200000000000001,6.382,6.77,5.96,0.8099999999999996,0.8099999999999996,5.918,6.26,5.66,0.5999999999999996,0.5999999999999996,6.322,6.7,5.93,0.7700000000000005,0.7700000000000005,197887,259994,156468,103526,72481
2016-03-06,6.784,6.85,6.7,0.14999999999999947,0.03000000000000025,6.902,6.98,6.83,0.15000000000000036,-0.11000000000000032,6.658,6.79,6.56,0.23000000000000043,-0.14000000000000057,6.795999999999999,6.88,6.68,0.20000000000000018,-0.07000000000000028,123437,194593,62988,131605,-49022
2016-03-13,6.585999999999999,6.81,6.47,0.33999999999999986,-0.29000000000000004,6.716,6.95,6.56,0.39000000000000057,0.1299999999999999,6.448,6.58,6.35,0.23000000000000043,-0.17999999999999972,6.588,6.8,6.47,0.33000000000000007,0.16999999999999993,122737,225712,62115,163597,110299
2016-03-20,6.7625,6.8,6.74,0.05999999999999961,-0.019999999999999574,6.8875,6.9,6.86,0.040000000000000036,-0.02999999999999936,6.655,6.7,6.58,0.1200000000000001,-0.0600000000000005,6.82,6.85,6.76,0.08999999999999986,-0.019999999999999574,113396,156022,77565,78457,-78457
