Date,iShares Core MSCI EAFE_etf_Open_average,iShares Core MSCI EAFE_etf_Open_max,iShares Core MSCI EAFE_etf_Open_min,iShares Core MSCI EAFE_etf_Open_volatility,iShares Core MSCI EAFE_etf_Open_change,iShares Core MSCI EAFE_etf_High_average,iShares Core MSCI EAFE_etf_High_max,iShares Core MSCI EAFE_etf_High_min,iShares Core MSCI EAFE_etf_High_volatility,iShares Core MSCI EAFE_etf_High_change,iShares Core MSCI EAFE_etf_Low_average,iShares Core MSCI EAFE_etf_Low_max,iShares Core MSCI EAFE_etf_Low_min,iShares Core MSCI EAFE_etf_Low_volatility,iShares Core MSCI EAFE_etf_Low_change,iShares Core MSCI EAFE_etf_Close_average,iShares Core MSCI EAFE_etf_Close_max,iShares Core MSCI EAFE_etf_Close_min,iShares Core MSCI EAFE_etf_Close_volatility,iShares Core MSCI EAFE_etf_Close_change
2016-01-03,51.75,51.75,51.75,0.0,0.0,51.82,51.82,51.82,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2016-01-10,49.58,49.58,49.58,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.03,49.03,49.03,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2016-01-17,49.98,49.98,49.98,0.0,0.0,50.38,50.38,50.38,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2016-01-24,50.58,50.58,50.58,0.0,0.0,51.32,51.32,51.32,0.0,0.0,50.53,50.53,50.53,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2016-01-31,50.34,50.34,50.34,0.0,0.0,50.39,50.39,50.39,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2016-02-07,47.63,47.63,47.63,0.0,0.0,48.29,48.29,48.29,0.0,0.0,47.45,47.45,47.45,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2016-02-14,49.55,49.55,49.55,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2016-02-21,50.35,50.35,50.35,0.0,0.0,50.38,50.38,50.38,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.95,49.95,49.95,0.0,0.0
2016-02-28,52.15,52.15,52.15,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.07,52.07,52.07,0.0,0.0,52.22,52.22,52.22,0.0,0.0
2016-03-06,52.6,52.6,52.6,0.0,0.0,53.08,53.08,53.08,0.0,0.0,52.6,52.6,52.6,0.0,0.0,53.06,53.06,53.06,0.0,0.0
2016-03-13,53.37,53.37,53.37,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.31,53.31,53.31,0.0,0.0
2016-03-20,51.98,51.98,51.98,0.0,0.0,52.27,52.27,52.27,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.27,52.27,52.27,0.0,0.0
2016-03-27,52.03,52.03,52.03,0.0,0.0,52.59,52.59,52.59,0.0,0.0,51.97,51.97,51.97,0.0,0.0,52.51,52.51,52.51,0.0,0.0
2016-04-03,52.54,52.54,52.54,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.5,52.5,52.5,0.0,0.0
2016-04-10,54.17,54.17,54.17,0.0,0.0,54.24,54.24,54.24,0.0,0.0,54.03,54.03,54.03,0.0,0.0,54.04,54.04,54.04,0.0,0.0
2016-04-17,55.06,55.06,55.06,0.0,0.0,55.22,55.22,55.22,0.0,0.0,54.89,54.89,54.89,0.0,0.0,55.13,55.13,55.13,0.0,0.0
2016-04-24,54.49,54.49,54.49,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.01,54.01,54.01,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2016-05-01,52.98,52.98,52.98,0.0,0.0,53.35,53.35,53.35,0.0,0.0,52.92,52.92,52.92,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2016-05-08,53.08,53.08,53.08,0.0,0.0,53.28,53.28,53.28,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.91,52.91,52.91,0.0,0.0
2016-05-15,53.33,53.33,53.33,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.3,53.3,53.3,0.0,0.0
2016-05-22,54.45,54.45,54.45,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2016-05-29,54.4,54.4,54.4,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.18,54.18,54.18,0.0,0.0,54.62,54.62,54.62,0.0,0.0
2016-06-05,53.67,53.67,53.67,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.05,53.05,53.05,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2016-06-12,52.25,52.25,52.25,0.0,0.0,52.64,52.64,52.64,0.0,0.0,51.95,51.95,51.95,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2016-06-19,50.14,50.14,50.14,0.0,0.0,51.22,51.22,51.22,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2016-06-26,51.96,51.96,51.96,0.0,0.0,52.08,52.08,52.08,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2016-07-03,51.19,51.19,51.19,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2016-07-10,53.04,53.04,53.04,0.0,0.0,53.05,53.05,53.05,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.9,52.9,52.9,0.0,0.0
2016-07-17,53.04,53.04,53.04,0.0,0.0,53.04,53.04,53.04,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.96,52.96,52.96,0.0,0.0
2016-07-24,53.85,53.85,53.85,0.0,0.0,54.14,54.14,54.14,0.0,0.0,53.74,53.74,53.74,0.0,0.0,54.06,54.06,54.06,0.0,0.0
2016-07-31,53.57,53.57,53.57,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2016-08-07,54.91,54.91,54.91,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2016-08-14,54.51,54.51,54.51,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.69,54.69,54.69,0.0,0.0
2016-08-21,54.8,54.8,54.8,0.0,0.0,55.23,55.23,55.23,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.31,54.31,54.31,0.0,0.0
2016-08-28,55.18,55.18,55.18,0.0,0.0,55.34,55.34,55.34,0.0,0.0,54.99,54.99,54.99,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2016-09-04,55.21,55.21,55.21,0.0,0.0,55.21,55.21,55.21,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.53,54.53,54.53,0.0,0.0
2016-09-11,53.74,53.74,53.74,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.64,53.64,53.64,0.0,0.0
2016-09-18,55.31,55.31,55.31,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.26,55.26,55.26,0.0,0.0
2016-09-25,54.86,54.86,54.86,0.0,0.0,55.31,55.31,55.31,0.0,0.0,54.83,54.83,54.83,0.0,0.0,55.14,55.14,55.14,0.0,0.0
2016-10-02,54.69,54.69,54.69,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.61,54.61,54.61,0.0,0.0
2016-10-09,54.03,54.03,54.03,0.0,0.0,54.12,54.12,54.12,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2016-10-16,53.99,53.99,53.99,0.0,0.0,54.27,54.27,54.27,0.0,0.0,53.96,53.96,53.96,0.0,0.0,54.27,54.27,54.27,0.0,0.0
2016-10-23,53.77,53.77,53.77,0.0,0.0,53.95,53.95,53.95,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.85,53.85,53.85,0.0,0.0
2016-10-30,52.98,52.98,52.98,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.81,52.81,52.81,0.0,0.0
2016-11-06,53.19,53.19,53.19,0.0,0.0,53.21,53.21,53.21,0.0,0.0,52.82,52.82,52.82,0.0,0.0,53.08,53.08,53.08,0.0,0.0
2016-11-13,52.53,52.53,52.53,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.26,52.26,52.26,0.0,0.0,52.32,52.32,52.32,0.0,0.0
2016-11-20,52.88,52.88,52.88,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.87,52.87,52.87,0.0,0.0
2016-11-27,52.56,52.56,52.56,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.77,52.77,52.77,0.0,0.0
2016-12-04,54.34,54.34,54.34,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.26,54.26,54.26,0.0,0.0,54.5,54.5,54.5,0.0,0.0
2016-12-11,53.89,53.89,53.89,0.0,0.0,54.08,54.08,54.08,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2016-12-18,53.47,53.47,53.47,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.51,53.51,53.51,0.0,0.0
2016-12-25,53.88,53.88,53.88,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.63,53.63,53.63,0.0,0.0
2017-01-01,54.79,54.79,54.79,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.84,54.84,54.84,0.0,0.0
2017-01-08,55.22,55.22,55.22,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.35,55.35,55.35,0.0,0.0
2017-01-15,55.1,55.1,55.1,0.0,0.0,55.23,55.23,55.23,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.23,55.23,55.23,0.0,0.0
2017-01-22,55.78,55.78,55.78,0.0,0.0,55.79,55.79,55.79,0.0,0.0,55.62,55.62,55.62,0.0,0.0,55.69,55.69,55.69,0.0,0.0
2017-01-29,55.82,55.82,55.82,0.0,0.0,55.98,55.98,55.98,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.91,55.91,55.91,0.0,0.0
2017-02-05,55.77,55.77,55.77,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.96,55.96,55.96,0.0,0.0
2017-02-12,56.16,56.16,56.16,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.1,56.1,56.1,0.0,0.0,56.3,56.3,56.3,0.0,0.0
2017-02-19,56.0,56.0,56.0,0.0,0.0,56.23,56.23,56.23,0.0,0.0,55.96,55.96,55.96,0.0,0.0,56.18,56.18,56.18,0.0,0.0
2017-02-26,56.48,56.48,56.48,0.0,0.0,56.73,56.73,56.73,0.0,0.0,56.37,56.37,56.37,0.0,0.0,56.69,56.69,56.69,0.0,0.0
2017-03-05,56.72,56.72,56.72,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.81,56.81,56.81,0.0,0.0
2017-03-12,57.84,57.84,57.84,0.0,0.0,57.99,57.99,57.99,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.86,57.86,57.86,0.0,0.0
2017-03-19,57.82,57.82,57.82,0.0,0.0,57.96,57.96,57.96,0.0,0.0,57.76,57.76,57.76,0.0,0.0,57.85,57.85,57.85,0.0,0.0
2017-03-26,57.81,57.81,57.81,0.0,0.0,58.04,58.04,58.04,0.0,0.0,57.75,57.75,57.75,0.0,0.0,57.95,57.95,57.95,0.0,0.0
2017-04-02,57.5,57.5,57.5,0.0,0.0,57.66,57.66,57.66,0.0,0.0,57.5,57.5,57.5,0.0,0.0,57.57,57.57,57.57,0.0,0.0
2017-04-09,57.51,57.51,57.51,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.35,57.35,57.35,0.0,0.0,57.4,57.4,57.4,0.0,0.0
2017-04-16,57.78,57.78,57.78,0.0,0.0,57.84,57.84,57.84,0.0,0.0,57.69,57.69,57.69,0.0,0.0,57.82,57.82,57.82,0.0,0.0
2017-04-23,59.64,59.64,59.64,0.0,0.0,59.64,59.64,59.64,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.52,59.52,59.52,0.0,0.0
2017-04-30,60.56,60.56,60.56,0.0,0.0,61.14,61.14,61.14,0.0,0.0,60.53,60.53,60.53,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2017-05-07,60.56,60.56,60.56,0.0,0.0,60.79,60.79,60.79,0.0,0.0,60.54,60.54,60.54,0.0,0.0,60.79,60.79,60.79,0.0,0.0
2017-05-14,61.35,61.35,61.35,0.0,0.0,61.62,61.62,61.62,0.0,0.0,61.32,61.32,61.32,0.0,0.0,61.58,61.58,61.58,0.0,0.0
2017-05-21,61.48,61.48,61.48,0.0,0.0,61.59,61.59,61.59,0.0,0.0,61.42,61.42,61.42,0.0,0.0,61.59,61.59,61.59,0.0,0.0
2017-05-28,62.52,62.52,62.52,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.42,62.42,62.42,0.0,0.0,62.76,62.76,62.76,0.0,0.0
2017-06-04,61.82,61.82,61.82,0.0,0.0,62.03,62.03,62.03,0.0,0.0,61.66,61.66,61.66,0.0,0.0,61.86,61.86,61.86,0.0,0.0
2017-06-11,61.73,61.73,61.73,0.0,0.0,62.01,62.01,62.01,0.0,0.0,61.67,61.67,61.67,0.0,0.0,62.01,62.01,62.01,0.0,0.0
2017-06-18,60.69,60.69,60.69,0.0,0.0,60.91,60.91,60.91,0.0,0.0,60.62,60.62,60.62,0.0,0.0,60.81,60.81,60.81,0.0,0.0
2017-06-25,60.98,60.98,60.98,0.0,0.0,61.02,61.02,61.02,0.0,0.0,60.56,60.56,60.56,0.0,0.0,60.89,60.89,60.89,0.0,0.0
2017-07-02,60.37,60.37,60.37,0.0,0.0,60.61,60.61,60.61,0.0,0.0,60.28,60.28,60.28,0.0,0.0,60.56,60.56,60.56,0.0,0.0
2017-07-09,61.66,61.66,61.66,0.0,0.0,61.94,61.94,61.94,0.0,0.0,61.62,61.62,61.62,0.0,0.0,61.92,61.92,61.92,0.0,0.0
2017-07-16,62.13,62.13,62.13,0.0,0.0,62.2,62.2,62.2,0.0,0.0,61.92,61.92,61.92,0.0,0.0,62.19,62.19,62.19,0.0,0.0
2017-07-23,62.24,62.24,62.24,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.16,62.16,62.16,0.0,0.0,62.45,62.45,62.45,0.0,0.0
2017-07-30,63.11,63.11,63.11,0.0,0.0,63.13,63.13,63.13,0.0,0.0,62.84,62.84,62.84,0.0,0.0,63.08,63.08,63.08,0.0,0.0
2017-08-06,61.76,61.76,61.76,0.0,0.0,61.89,61.89,61.89,0.0,0.0,61.63,61.63,61.63,0.0,0.0,61.74,61.74,61.74,0.0,0.0
2017-08-13,61.91,61.91,61.91,0.0,0.0,62.09,62.09,62.09,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.97,61.97,61.97,0.0,0.0
2017-08-20,62.36,62.36,62.36,0.0,0.0,62.63,62.63,62.63,0.0,0.0,62.31,62.31,62.31,0.0,0.0,62.51,62.51,62.51,0.0,0.0
2017-08-27,62.94,62.94,62.94,0.0,0.0,62.94,62.94,62.94,0.0,0.0,62.73,62.73,62.73,0.0,0.0,62.79,62.79,62.79,0.0,0.0
2017-09-03,63.36,63.36,63.36,0.0,0.0,63.43,63.43,63.43,0.0,0.0,63.28,63.28,63.28,0.0,0.0,63.3,63.3,63.3,0.0,0.0
2017-09-10,63.8,63.8,63.8,0.0,0.0,63.81,63.81,63.81,0.0,0.0,63.65,63.65,63.65,0.0,0.0,63.73,63.73,63.73,0.0,0.0
2017-09-17,64.05,64.05,64.05,0.0,0.0,64.15,64.15,64.15,0.0,0.0,63.98,63.98,63.98,0.0,0.0,64.04,64.04,64.04,0.0,0.0
2017-09-24,63.99,63.99,63.99,0.0,0.0,64.26,64.26,64.26,0.0,0.0,63.86,63.86,63.86,0.0,0.0,64.17,64.17,64.17,0.0,0.0
2017-10-01,63.86,63.86,63.86,0.0,0.0,64.13,64.13,64.13,0.0,0.0,63.84,63.84,63.84,0.0,0.0,64.13,64.13,64.13,0.0,0.0
2017-10-08,65.3,65.3,65.3,0.0,0.0,65.33,65.33,65.33,0.0,0.0,65.17,65.17,65.17,0.0,0.0,65.23,65.23,65.23,0.0,0.0
2017-10-15,64.99,64.99,64.99,0.0,0.0,65.0,65.0,65.0,0.0,0.0,64.83,64.83,64.83,0.0,0.0,64.92,64.92,64.92,0.0,0.0
2017-10-22,64.67,64.67,64.67,0.0,0.0,64.83,64.83,64.83,0.0,0.0,64.54,64.54,64.54,0.0,0.0,64.81,64.81,64.81,0.0,0.0
2017-10-29,65.45,65.45,65.45,0.0,0.0,65.48,65.48,65.48,0.0,0.0,65.22,65.22,65.22,0.0,0.0,65.42,65.42,65.42,0.0,0.0
2017-11-05,64.94,64.94,64.94,0.0,0.0,64.98,64.98,64.98,0.0,0.0,64.79,64.79,64.79,0.0,0.0,64.91,64.91,64.91,0.0,0.0
2017-11-12,64.66,64.66,64.66,0.0,0.0,64.7,64.7,64.7,0.0,0.0,64.53,64.53,64.53,0.0,0.0,64.61,64.61,64.61,0.0,0.0
2017-11-19,66.01,66.01,66.01,0.0,0.0,66.04,66.04,66.04,0.0,0.0,65.92,65.92,65.92,0.0,0.0,65.94,65.94,65.94,0.0,0.0
2017-11-26,65.49,65.49,65.49,0.0,0.0,65.69,65.69,65.69,0.0,0.0,65.23,65.23,65.23,0.0,0.0,65.61,65.61,65.61,0.0,0.0
2017-12-03,65.51,65.51,65.51,0.0,0.0,65.57,65.57,65.57,0.0,0.0,65.34,65.34,65.34,0.0,0.0,65.56,65.56,65.56,0.0,0.0
