Date,SLGStock_Open_average,SLGStock_Open_max,SLGStock_Open_min,SLGStock_Open_volatility,SLGStock_Open_change,SLGStock_High_average,SLGStock_High_max,SLGStock_High_min,SLGStock_High_volatility,SLGStock_High_change,SLGStock_Low_average,SLGStock_Low_max,SLGStock_Low_min,SLGStock_Low_volatility,SLGStock_Low_change,SLGStock_Close_average,SLGStock_Close_max,SLGStock_Close_min,SLGStock_Close_volatility,SLGStock_Close_change,SLGStock_Volume_average,SLGStock_Volume_max,SLGStock_Volume_min,SLGStock_Volume_volatility,SLGStock_Volume_change
2016-01-03,109.388,111.81,106.74,5.070000000000007,-5.070000000000007,109.768,111.81,107.34,4.469999999999999,-4.469999999999999,107.548,109.8,104.09,5.709999999999994,-5.099999999999994,108.182,110.92,104.27,6.650000000000006,-5.810000000000002,778882,1133163,479220,653943,307622
2016-01-10,103.172,105.18,100.47,4.710000000000008,-4.239999999999995,103.626,106.02,100.51,5.509999999999991,-5.509999999999991,101.67999999999999,104.41,98.56,5.849999999999994,-5.849999999999994,102.358,104.71,100.14,4.569999999999993,-4.569999999999993,918371,1120661,838637,282024,238269
2016-01-17,98.8675,101.24,97.12,4.11999999999999,-3.0799999999999983,100.615,102.99,99.0,3.989999999999995,1.75,97.0025,99.56,94.22,5.340000000000003,-1.4000000000000057,98.8875,102.11,96.63,5.480000000000004,2.049999999999997,1163149,1570781,786843,783938,783938
2016-01-24,101.322,105.0,94.74,10.260000000000005,-7.550000000000011,102.466,105.24,97.39,7.849999999999994,-6.420000000000002,97.768,101.87,92.0,9.870000000000005,-8.400000000000006,99.308,103.18,93.42,9.760000000000005,-5.049999999999997,1936124,3596983,896791,2700192,2549137
2016-01-31,91.83200000000001,95.77,88.65,7.11999999999999,-4.709999999999994,92.784,96.45,90.31,6.140000000000001,-5.219999999999999,88.782,92.84,87.15,5.689999999999998,-5.210000000000008,90.14399999999999,92.97,87.75,5.219999999999999,-5.219999999999999,1914296,2581283,1413275,1168008,-38773
2016-02-07,83.016,87.36,81.49,5.8700000000000045,-5.6299999999999955,83.866,87.85,81.89,5.959999999999994,-5.849999999999994,80.928,82.09,80.12,1.9699999999999989,-1.5400000000000063,81.868,83.88,80.54,3.339999999999989,-2.8699999999999903,1602636,1890585,1189542,701043,-387582
2016-02-14,83.8375,84.76,83.34,1.4200000000000017,1.4200000000000017,85.8275,87.69,84.0,3.6899999999999977,3.6899999999999977,83.2575,84.3,82.04,2.259999999999991,2.259999999999991,84.72749999999999,87.32,82.73,4.589999999999989,4.589999999999989,1760438,2733578,976171,1757407,1757407
2016-02-21,88.94,89.98,88.0,1.980000000000004,1.7900000000000063,90.242,91.25,88.77,2.480000000000004,0.3100000000000023,88.356,89.31,87.07,2.240000000000009,1.2199999999999989,89.32600000000001,90.1,88.51,1.5899999999999892,-0.7599999999999909,977342,1462215,559349,902866,-560523
2016-02-28,92.242,95.28,89.01,6.269999999999996,5.840000000000003,93.75,95.62,89.98,5.640000000000001,5.640000000000001,91.504,94.33,87.98,6.349999999999994,6.349999999999994,93.23400000000001,95.33,88.18,7.1499999999999915,6.799999999999997,1221206,1624610,804669,819941,287436
2016-03-06,93.464,94.42,91.53,2.8900000000000006,-0.060000000000002274,94.132,95.03,93.48,1.5499999999999972,0.3499999999999943,91.892,93.24,90.79,2.4499999999999886,-0.3399999999999892,93.0,94.89,91.1,3.7900000000000063,1.0499999999999972,860656,1017498,651819,365679,-141630
