Date,TVTY_stock_Open_average,TVTY_stock_Open_max,TVTY_stock_Open_min,TVTY_stock_Open_volatility,TVTY_stock_Open_change,TVTY_stock_High_average,TVTY_stock_High_max,TVTY_stock_High_min,TVTY_stock_High_volatility,TVTY_stock_High_change,TVTY_stock_Low_average,TVTY_stock_Low_max,TVTY_stock_Low_min,TVTY_stock_Low_volatility,TVTY_stock_Low_change,TVTY_stock_Close_average,TVTY_stock_Close_max,TVTY_stock_Close_min,TVTY_stock_Close_volatility,TVTY_stock_Close_change,TVTY_stock_Volume_average,TVTY_stock_Volume_max,TVTY_stock_Volume_min,TVTY_stock_Volume_volatility,TVTY_stock_Volume_change
2016-01-03,12.898,13.09,12.68,0.41000000000000014,0.41000000000000014,13.136,13.27,12.93,0.33999999999999986,0.33999999999999986,12.718,12.91,12.46,0.4499999999999993,0.17999999999999972,12.92,13.19,12.68,0.5099999999999998,-0.13000000000000078,253025,326440,158618,167822,13299
2016-01-10,12.312,12.75,12.12,0.6300000000000008,-0.6199999999999992,12.558,12.84,12.31,0.5299999999999994,-0.5299999999999994,12.012,12.31,11.77,0.5400000000000009,-0.5400000000000009,12.24,12.34,12.11,0.23000000000000043,-0.08000000000000007,276092,386466,198784,187682,95853
2016-01-17,12.1675,12.36,11.96,0.3999999999999986,-0.3999999999999986,12.4775,12.68,12.33,0.34999999999999964,-0.2599999999999998,11.8325,12.1,11.66,0.4399999999999995,-0.3899999999999988,12.185,12.31,11.88,0.4299999999999997,0.009999999999999787,318027,406603,217389,189214,-62238
2016-01-24,11.736,12.31,11.09,1.2200000000000006,-1.2200000000000006,11.984,12.43,11.76,0.6699999999999999,-0.6699999999999999,11.363999999999999,11.79,10.9,0.8899999999999988,-0.8899999999999988,11.596,11.8,11.09,0.7100000000000009,-0.040000000000000924,296257,454007,201737,252270,252270
2016-01-31,11.512,11.65,11.33,0.3200000000000003,-0.17999999999999972,11.734,12.07,11.5,0.5700000000000003,-0.22000000000000064,11.238,11.46,10.83,0.6300000000000008,-0.6300000000000008,11.388,11.63,10.89,0.7400000000000002,-0.7400000000000002,240029,382682,183831,198851,155493
2016-02-07,11.178,11.57,10.77,0.8000000000000007,0.5899999999999999,11.484,11.84,11.06,0.7799999999999994,0.29999999999999893,10.906,11.38,10.56,0.8200000000000003,0.129999999999999,11.198,11.79,10.7,1.0899999999999999,-0.27000000000000135,388644,511410,303234,208176,-120129
2016-02-14,10.7,10.8,10.54,0.26000000000000156,-0.1700000000000017,10.9275,11.0,10.8,0.1999999999999993,-0.1999999999999993,10.5625,10.69,10.42,0.2699999999999996,-0.1999999999999993,10.6925,10.79,10.55,0.23999999999999844,0.06999999999999851,311716,364681,235429,129252,-48233
2016-02-21,10.971666666666668,11.06,10.72,0.33999999999999986,-0.040000000000000924,11.173333333333334,11.44,10.95,0.4900000000000002,-0.21000000000000085,10.428333333333333,10.95,9.18,1.7699999999999996,0.049999999999998934,11.006666666666666,11.12,10.9,0.21999999999999886,-0.16999999999999993,553043,978374,218375,759999,487276
2016-02-28,10.736,10.92,10.53,0.39000000000000057,-0.07000000000000028,11.042,11.41,10.8,0.6099999999999994,0.21000000000000085,10.556,10.79,10.37,0.41999999999999993,0.27999999999999936,10.725999999999999,10.94,10.53,0.41000000000000014,0.41000000000000014,369561,478887,292705,186182,-31548
2016-03-06,10.998,11.12,10.82,0.29999999999999893,0.16000000000000014,11.246,11.35,11.14,0.20999999999999908,0.08999999999999986,10.84,11.02,10.69,0.33000000000000007,0.33000000000000007,11.04,11.2,10.78,0.41999999999999993,0.08999999999999986,352260,552739,234603,318136,-209452
2016-03-13,10.732,11.19,10.22,0.9699999999999989,-0.9699999999999989,10.844,11.33,10.36,0.9700000000000006,-0.9700000000000006,10.426,10.93,10.0,0.9299999999999997,-0.7899999999999991,10.548,11.03,10.15,0.879999999999999,-0.7799999999999994,336432,497820,171801,326019,233107
2016-03-20,10.0275,10.24,9.77,0.47000000000000064,-0.47000000000000064,10.2125,10.5,9.91,0.5899999999999999,-0.5899999999999999,9.8575,10.11,9.53,0.5800000000000001,-0.5800000000000001,9.942499999999999,10.2,9.77,0.4299999999999997,-0.4299999999999997,243041,286269,198836,87433,-87433
2016-03-27,10.082,10.48,9.77,0.7100000000000009,0.3000000000000007,10.314,10.54,9.97,0.5699999999999985,0.25,9.846,10.18,9.54,0.6400000000000006,-0.11000000000000121,10.172,10.5,9.8,0.6999999999999993,0.3999999999999986,399377,516185,293795,222390,-124981
2016-04-03,10.248,10.41,10.1,0.3100000000000005,0.1399999999999988,10.49,10.62,10.23,0.3899999999999988,0.08000000000000007,10.12,10.19,10.0,0.1899999999999995,0.009999999999999787,10.266,10.47,10.14,0.33000000000000007,-0.2400000000000002,221601,301347,127045,174302,-174302
2016-04-10,10.218,10.44,9.99,0.4499999999999993,0.17999999999999972,10.48,10.98,10.23,0.75,0.5800000000000001,10.116,10.4,9.95,0.45000000000000107,0.45000000000000107,10.328,10.97,10.0,0.9700000000000006,0.9700000000000006,171181,295161,100795,194366,109534
2016-04-17,11.324,11.68,11.0,0.6799999999999997,0.6799999999999997,11.566,11.88,11.25,0.6300000000000008,0.6300000000000008,11.164,11.41,10.9,0.5099999999999998,0.5099999999999998,11.488,11.87,11.06,0.8099999999999987,0.8099999999999987,241226,295534,184925,110609,72511
2016-04-24,11.84,12.18,11.28,0.9000000000000004,-0.5899999999999999,12.14,12.35,11.97,0.379999999999999,0.02000000000000135,11.384,11.99,10.31,1.6799999999999997,-1.3099999999999987,11.98,12.27,11.65,0.6199999999999992,-0.27999999999999936,432313,1078298,201181,877117,827911
2016-05-01,11.886,12.05,11.63,0.41999999999999993,0.14999999999999858,12.092,12.24,11.89,0.34999999999999964,-0.22999999999999865,11.712,11.88,11.37,0.5100000000000016,0.2900000000000009,11.959999999999999,12.08,11.81,0.2699999999999996,-0.16999999999999993,356001,492358,240831,251527,60108
2016-05-08,12.016,12.1,11.91,0.1899999999999995,0.02999999999999936,12.142,12.23,12.02,0.21000000000000085,-0.21000000000000085,11.874,11.98,11.81,0.16999999999999993,-0.049999999999998934,11.988,12.08,11.9,0.17999999999999972,-0.10999999999999943,225460,433209,130659,302550,-38796
2016-05-15,11.794,11.99,11.63,0.35999999999999943,-0.2599999999999998,11.986,12.16,11.84,0.3200000000000003,-0.3100000000000005,11.63,11.84,11.45,0.39000000000000057,-0.3200000000000003,11.799999999999999,12.02,11.57,0.4499999999999993,-0.16999999999999993,172208,262961,85101,177860,-83734
2016-05-22,12.006,12.22,11.81,0.41000000000000014,0.129999999999999,12.196,12.38,11.88,0.5,0.3999999999999986,11.872,12.11,11.68,0.4299999999999997,0.2400000000000002,12.076,12.23,11.81,0.41999999999999993,0.40000000000000036,186638,251185,145104,106081,-10204
2016-05-29,12.22,12.42,11.98,0.4399999999999995,0.1899999999999995,12.375,12.49,12.23,0.2599999999999998,0.2599999999999998,12.0975,12.3,11.89,0.41000000000000014,0.41000000000000014,12.2775,12.44,12.0,0.4399999999999995,0.40000000000000036,328130,450752,122874,327878,-306865
2016-06-05,12.516,12.57,12.42,0.15000000000000036,0.15000000000000036,12.652,12.79,12.57,0.21999999999999886,-0.019999999999999574,12.426,12.54,12.34,0.1999999999999993,-0.0600000000000005,12.540000000000001,12.65,12.42,0.23000000000000043,-0.15000000000000036,138357,161107,115106,46001,-28916
2016-06-12,12.274,12.38,12.04,0.34000000000000163,0.010000000000001563,12.416,12.51,12.38,0.129999999999999,-0.129999999999999,12.092,12.3,11.9,0.40000000000000036,-0.40000000000000036,12.198,12.38,11.97,0.41000000000000014,-0.3699999999999992,186841,309010,144455,164555,157022
2016-06-19,12.154,12.39,11.92,0.47000000000000064,-0.14000000000000057,12.318,12.45,11.99,0.4599999999999991,-0.3100000000000005,12.034,12.21,11.8,0.41000000000000014,-0.1899999999999995,12.174,12.38,11.89,0.4900000000000002,-0.25,161846,279850,123640,156210,139083
2016-06-26,11.532,11.76,11.29,0.47000000000000064,-0.25,11.7,11.79,11.57,0.21999999999999886,-0.049999999999998934,11.354,11.48,11.15,0.33000000000000007,0.33000000000000007,11.446,11.6,11.16,0.4399999999999995,0.4399999999999995,264228,339655,200147,139508,-133601
2016-07-03,11.6075,11.76,11.51,0.25,0.15000000000000036,11.84,12.07,11.7,0.370000000000001,0.370000000000001,11.5175,11.56,11.5,0.0600000000000005,0.0600000000000005,11.715,12.0,11.58,0.41999999999999993,0.41999999999999993,143370,180971,111770,69201,-8210
2016-07-10,12.074,12.22,11.87,0.3500000000000014,-0.16000000000000014,12.193999999999999,12.3,12.03,0.27000000000000135,-0.16999999999999993,11.904,12.01,11.77,0.2400000000000002,-0.2400000000000002,11.964,12.15,11.77,0.3800000000000008,-0.2599999999999998,158742,188536,109442,79094,56467
2016-07-17,11.996,12.19,11.72,0.46999999999999886,0.46999999999999886,12.164,12.4,11.99,0.41000000000000014,0.41000000000000014,11.948,12.18,11.72,0.4599999999999991,0.4599999999999991,12.086,12.26,11.93,0.33000000000000007,0.28999999999999915,121276,161884,70600,91284,-10173
2016-07-24,13.226,15.67,12.1,3.5700000000000003,3.42,14.218,17.47,12.14,5.329999999999998,4.480000000000002,13.03,15.56,11.99,3.5700000000000003,3.530000000000001,13.834,16.84,12.1,4.74,4.74,1709607,6931270,117744,6813526,966351
2016-07-31,16.906,17.15,16.6,0.5499999999999972,0.29999999999999716,17.198,17.81,16.8,1.009999999999998,0.879999999999999,16.556,17.12,16.04,1.0800000000000018,0.6500000000000021,17.084,17.76,16.64,1.120000000000001,0.9200000000000017,543587,782613,403956,378657,-130384
2016-08-07,19.668,22.78,17.67,5.109999999999999,5.109999999999999,20.856,22.85,18.0,4.850000000000001,4.850000000000001,19.44,22.08,17.55,4.529999999999998,4.529999999999998,20.419999999999998,22.58,17.87,4.709999999999997,4.359999999999999,1547234,2599420,306906,2292514,1847223
2016-08-14,23.902,25.29,22.36,2.9299999999999997,2.9299999999999997,24.744,25.5,23.98,1.5199999999999996,1.3099999999999987,23.436,24.23,22.36,1.870000000000001,1.870000000000001,24.376,25.45,23.59,1.8599999999999994,1.0799999999999983,1537868,2551983,1011472,1540511,-1130862
2016-08-21,24.782,25.49,23.81,1.6799999999999997,-0.3299999999999983,25.416,26.0,24.58,1.4200000000000017,-0.9100000000000001,24.344,25.08,23.05,2.0299999999999976,-0.21999999999999886,25.09,25.59,24.51,1.0799999999999983,0.18999999999999773,1134618,1625307,807898,817409,312446
2016-08-28,25.188,25.71,24.78,0.9299999999999997,0.21999999999999886,25.51,25.85,25.0,0.8500000000000014,-0.8500000000000014,24.666,25.01,24.4,0.610000000000003,-0.21999999999999886,25.184,25.7,24.86,0.8399999999999999,-0.7399999999999984,877367,1961646,450310,1511336,-346341
2016-09-04,25.16,25.39,24.94,0.4499999999999993,-0.05999999999999872,25.5025,26.0,24.94,1.0599999999999987,-0.4599999999999973,24.677500000000002,25.15,23.92,1.2299999999999969,-0.6499999999999986,25.002499999999998,25.34,24.18,1.1600000000000001,-1.1600000000000001,691567,947302,491559,455743,242978
2016-09-11,24.348,24.79,23.67,1.1199999999999974,0.9199999999999982,24.87,25.11,24.69,0.41999999999999815,-0.05999999999999872,23.92,24.21,23.35,0.8599999999999994,0.8599999999999994,24.612000000000002,24.99,24.02,0.9699999999999989,-0.029999999999997584,491654,684982,258854,426128,86760
2016-09-18,25.772000000000002,26.42,25.22,1.2000000000000028,1.2000000000000028,26.39,27.3,25.71,1.5899999999999999,0.4400000000000013,25.312,25.75,24.76,0.9899999999999984,0.7199999999999989,25.86,26.42,25.58,0.8400000000000034,-0.07000000000000028,734838,1628962,291552,1337410,-392572
2016-09-25,25.974,26.42,25.55,0.870000000000001,0.870000000000001,26.326,26.85,25.87,0.9800000000000004,0.7199999999999989,25.580000000000002,25.92,25.18,0.740000000000002,0.740000000000002,26.138,26.46,25.6,0.8599999999999994,0.8599999999999994,612629,930583,283010,647573,447798
2016-10-02,26.064,26.92,25.28,1.6400000000000006,-1.6199999999999974,26.291999999999998,26.92,25.63,1.2900000000000027,-1.2699999999999996,25.368,25.95,24.85,1.0999999999999979,-1.0999999999999979,25.578,26.36,25.03,1.3299999999999983,-1.3299999999999983,546988,1024164,302010,722154,420827
2016-10-09,25.233999999999998,25.65,24.7,0.9499999999999993,-0.07000000000000028,25.492,25.84,25.22,0.620000000000001,-0.620000000000001,24.782,25.1,24.66,0.4400000000000013,-0.4200000000000017,25.03,25.43,24.75,0.6799999999999997,-0.6799999999999997,698827,1252274,447994,804280,-713522
2016-10-16,25.578,26.15,24.71,1.4399999999999977,1.0999999999999979,26.08,26.39,25.38,1.0100000000000016,0.6999999999999993,25.316,25.68,24.71,0.9699999999999989,0.8000000000000007,25.782,26.15,25.25,0.8999999999999986,0.5199999999999996,552212,670697,385169,285528,-191817
2016-10-23,25.674,25.92,24.95,0.9700000000000024,-0.9700000000000024,25.798,26.1,25.24,0.860000000000003,-0.860000000000003,25.192,25.71,24.61,1.1000000000000014,-1.1000000000000014,25.348,25.9,24.77,1.129999999999999,-1.129999999999999,403211,649990,194560,455430,69689
2016-10-30,22.32,25.0,19.95,5.050000000000001,-4.850000000000001,22.509999999999998,25.15,19.95,5.199999999999999,-4.949999999999999,21.146,23.65,19.25,4.399999999999999,-4.299999999999997,21.63,24.8,19.45,5.350000000000001,-5.350000000000001,1130418,2659931,434692,2225239,450393
2016-11-06,21.23,22.45,19.8,2.6499999999999986,2.0500000000000007,22.158,22.8,20.29,2.5100000000000016,2.41,20.902,21.85,19.5,2.3500000000000014,2.3000000000000007,21.77,22.5,19.9,2.6000000000000014,2.6000000000000014,917692,1168696,713706,454990,-279844
2016-11-13,22.72,23.25,22.2,1.0500000000000007,-0.25,23.13,23.5,22.75,0.75,0.1999999999999993,22.27,22.6,22.0,0.6000000000000014,-0.05000000000000071,22.64,23.25,22.0,1.25,-0.6999999999999993,623997,831836,430993,400843,-36802
2016-11-20,22.6625,23.3,22.0,1.3000000000000007,1.3000000000000007,23.1375,23.43,22.77,0.6600000000000001,0.6600000000000001,22.475,23.0,21.95,1.0500000000000007,1.0500000000000007,23.0125,23.2,22.7,0.5,0.4499999999999993,386128,528243,222050,306193,-306193
2016-11-27,23.2,23.4,23.05,0.34999999999999787,0.04999999999999716,23.488,23.95,23.15,0.8000000000000007,0.25,22.91,23.05,22.75,0.3000000000000007,0.14999999999999858,23.19,23.35,22.95,0.40000000000000213,0.40000000000000213,629726,806779,367251,439528,329004
2016-12-04,23.09,23.65,22.45,1.1999999999999993,-0.6499999999999986,23.32,23.65,23.0,0.6499999999999986,-0.5,22.604,23.0,22.3,0.6999999999999993,-0.6000000000000014,22.834,23.2,22.45,0.75,-0.75,634442,1176060,442451,733609,733609
2016-12-11,22.79,23.4,22.15,1.25,0.8500000000000014,23.3,23.5,22.65,0.8500000000000014,0.8000000000000007,22.328,22.75,21.56,1.1900000000000013,0.7699999999999996,22.86,23.4,22.0,1.3999999999999986,0.9499999999999993,574375,1231116,204154,1026962,731882
2016-12-18,23.080000000000002,23.25,22.85,0.3999999999999986,0.09999999999999787,23.436,23.75,23.3,0.4499999999999993,0.4499999999999993,22.85,23.1,22.75,0.3500000000000014,0.3000000000000007,23.15,23.65,22.85,0.7999999999999972,0.7999999999999972,226119,309062,175563,133499,-10425
2016-12-25,23.0,23.55,22.7,0.8500000000000014,-0.8500000000000014,23.2225,23.8,22.85,0.9499999999999993,-0.7100000000000009,22.625,22.95,22.5,0.4499999999999993,-0.4499999999999993,22.775,23.0,22.65,0.3500000000000014,-0.25,259704,371179,179546,191633,122233
2017-01-01,23.0625,24.05,22.25,1.8000000000000007,1.8000000000000007,23.82,25.4,22.55,2.849999999999998,2.849999999999998,22.599999999999998,23.65,21.65,2.0,2.0,23.3625,24.2,22.5,1.6999999999999993,1.6999999999999993,489459,943323,276618,666705,621542
2017-01-08,23.98,24.35,23.7,0.6500000000000021,-0.5500000000000007,24.26,24.4,24.05,0.34999999999999787,-0.34999999999999787,23.419999999999998,23.65,23.1,0.5499999999999972,-0.5499999999999972,23.73,24.05,23.5,0.5500000000000007,0.10000000000000142,274813,478266,178321,299945,-143885
2017-01-15,22.975,23.5,22.6,0.8999999999999986,-0.8999999999999986,23.165,23.73,22.85,0.879999999999999,-0.879999999999999,22.475,22.8,22.0,0.8000000000000007,-0.8000000000000007,22.5875,23.1,22.0,1.1000000000000014,-1.1000000000000014,260792,338210,132413,205797,24289
2017-01-22,23.36,24.6,21.85,2.75,2.75,24.12,25.15,22.85,2.299999999999997,2.099999999999998,22.81,24.3,20.6,3.6999999999999993,3.6999999999999993,23.89,24.7,22.8,1.8999999999999986,1.8999999999999986,378379,695349,221803,473546,12283
2017-01-29,25.27,25.7,24.5,1.1999999999999993,1.0500000000000007,25.8,26.4,25.05,1.3499999999999979,1.0,24.566,25.45,23.13,2.3200000000000003,2.1700000000000017,25.55,25.95,25.0,0.9499999999999993,0.9499999999999993,385080,624226,184732,439494,-93479
2017-02-05,26.19,26.8,26.0,0.8000000000000007,0.8000000000000007,26.57,26.85,26.35,0.5,0.5,25.95,26.45,25.65,0.8000000000000007,0.8000000000000007,26.36,26.8,25.95,0.8500000000000014,0.75,377747,909934,208721,701213,-34826
2017-02-12,26.49,26.7,26.25,0.4499999999999993,-0.1999999999999993,26.86,27.0,26.6,0.3999999999999986,-0.3999999999999986,26.274,26.35,26.2,0.15000000000000213,-0.05000000000000071,26.59,26.85,26.45,0.40000000000000213,0.15000000000000213,214324,245048,186803,58245,42196
2017-02-19,27.35,28.25,26.6,1.6499999999999986,1.6499999999999986,28.175,30.5,27.35,3.1499999999999986,3.1499999999999986,26.96,28.0,26.34,1.6600000000000001,1.5,27.8425,29.6,27.2,2.400000000000002,2.400000000000002,779173,1938379,237967,1700412,1532134
2017-02-26,29.13,29.7,28.6,1.0999999999999979,-1.0999999999999979,29.744,30.55,29.0,1.5500000000000007,-1.5500000000000007,28.830000000000002,29.5,28.25,1.25,-1.25,28.95,29.65,28.5,1.1499999999999986,-1.1499999999999986,406597,560207,315871,244336,-244336
2017-03-05,27.9,28.45,27.6,0.8499999999999979,-0.8000000000000007,28.206,28.6,27.9,0.7000000000000028,-0.4800000000000004,27.64,27.95,27.4,0.5500000000000007,-0.5,27.774,28.02,27.6,0.41999999999999815,-0.41999999999999815,461900,900044,293720,606324,35126
2017-03-12,28.13,28.7,27.5,1.1999999999999993,1.0999999999999979,28.702,29.3,28.0,1.3000000000000007,1.3000000000000007,27.84,28.3,27.25,1.0500000000000007,0.8000000000000007,28.27,29.0,27.75,1.25,1.25,571032,1054214,332507,721707,710365
2017-03-19,28.55,29.0,28.0,1.0,-1.0,28.786,29.15,28.43,0.7199999999999989,-0.7199999999999989,28.12,28.65,27.8,0.8499999999999979,-0.8499999999999979,28.37,28.75,28.0,0.75,-0.6000000000000014,348896,394303,297260,97043,42514
2017-03-26,28.330000000000002,28.6,27.65,0.9500000000000028,0.8500000000000014,28.75,29.2,28.5,0.6999999999999993,0.6999999999999993,27.956,28.3,27.3,1.0,1.0,28.61,29.1,28.3,0.8000000000000007,0.6000000000000014,346695,462090,217405,244685,-55681
2017-04-02,28.64,29.05,28.2,0.8500000000000014,-0.05000000000000071,29.05,29.38,28.7,0.6799999999999997,-0.23000000000000043,28.169999999999998,28.5,28.0,0.5,0.5,28.59,29.05,28.25,0.8000000000000007,0.14999999999999858,380760,497273,263659,233614,154389
2017-04-09,28.525,28.65,28.4,0.25,-0.25,28.805,28.95,28.57,0.379999999999999,-0.379999999999999,28.25,28.4,27.95,0.4499999999999993,-0.3500000000000014,28.487499999999997,28.65,28.2,0.4499999999999993,-0.4499999999999993,296963,314650,269418,45232,22412
2017-04-16,28.45,28.7,28.2,0.5,0.40000000000000213,28.76,29.05,28.45,0.6000000000000014,0.5,28.28,28.55,28.0,0.5500000000000007,0.5500000000000007,28.59,28.75,28.3,0.4499999999999993,0.1999999999999993,310933,646412,202737,443675,-46042
2017-04-23,29.6,30.95,29.0,1.9499999999999993,1.9499999999999993,30.7,34.75,29.3,5.449999999999999,5.449999999999999,29.336,30.71,28.7,2.0100000000000016,2.0100000000000016,30.25,33.6,29.0,4.600000000000001,4.600000000000001,913219,3014756,164698,2850058,2850058
