Date,SYX_stock_Open_average,SYX_stock_Open_max,SYX_stock_Open_min,SYX_stock_Open_volatility,SYX_stock_Open_change,SYX_stock_High_average,SYX_stock_High_max,SYX_stock_High_min,SYX_stock_High_volatility,SYX_stock_High_change,SYX_stock_Low_average,SYX_stock_Low_max,SYX_stock_Low_min,SYX_stock_Low_volatility,SYX_stock_Low_change,SYX_stock_Close_average,SYX_stock_Close_max,SYX_stock_Close_min,SYX_stock_Close_volatility,SYX_stock_Close_change,SYX_stock_Volume_average,SYX_stock_Volume_max,SYX_stock_Volume_min,SYX_stock_Volume_volatility,SYX_stock_Volume_change
2016-01-03,8.19,8.38,7.95,0.4300000000000006,-0.4300000000000006,8.395999999999999,8.7,8.26,0.4399999999999995,-0.4399999999999995,8.012,8.2,7.58,0.6199999999999992,-0.5999999999999996,8.112,8.28,7.83,0.4499999999999993,-0.4299999999999997,24748,45559,12013,33546,-14540
2016-01-10,8.022,8.3,7.75,0.5500000000000007,-0.20000000000000018,8.186,8.44,8.01,0.4299999999999997,0.08000000000000007,7.766,8.1,7.55,0.5499999999999998,-0.27000000000000046,7.936,8.22,7.65,0.5700000000000003,-0.3099999999999996,17481,21970,9652,12318,10947
2016-01-17,7.63,7.81,7.5,0.3099999999999996,0.23999999999999932,7.795,8.01,7.66,0.34999999999999964,0.3099999999999996,7.47,7.67,7.24,0.4299999999999997,0.28000000000000025,7.6899999999999995,7.92,7.51,0.41000000000000014,0.41000000000000014,17205,25409,8497,16912,8886
2016-01-24,7.846,7.99,7.76,0.23000000000000043,0.23000000000000043,8.097999999999999,8.54,7.89,0.6499999999999995,0.47999999999999865,7.764,7.98,7.67,0.3100000000000005,0.3000000000000007,7.958,8.5,7.75,0.75,0.7400000000000002,17909,55182,4668,50514,45498
2016-01-31,8.238,8.37,8.14,0.22999999999999865,-0.15999999999999837,8.366,8.47,8.3,0.16999999999999993,-0.08999999999999986,7.952,8.02,7.85,0.16999999999999993,-0.0699999999999994,8.18,8.31,8.07,0.2400000000000002,-0.16999999999999993,14545,26417,5102,21315,13643
2016-02-07,8.184,8.26,8.08,0.17999999999999972,0.13000000000000078,8.468,8.53,8.38,0.14999999999999858,0.009999999999999787,8.074,8.22,7.9,0.3200000000000003,0.2400000000000002,8.294,8.38,8.21,0.16999999999999993,-0.07000000000000028,9116,14571,5969,8602,-5782
2016-02-14,8.5025,8.59,8.43,0.16000000000000014,0.0600000000000005,8.8025,8.93,8.64,0.28999999999999915,-0.17999999999999972,8.415,8.5,8.34,0.16000000000000014,-0.03999999999999915,8.567499999999999,8.64,8.51,0.13000000000000078,-0.120000000000001,13721,19969,8295,11674,-6155
2016-02-21,8.644,8.82,8.46,0.35999999999999943,0.1899999999999995,8.852,9.06,8.7,0.3600000000000012,0.20000000000000107,8.386,8.5,8.3,0.1999999999999993,0.1999999999999993,8.636,8.81,8.36,0.45000000000000107,0.19000000000000128,12217,22175,5450,16725,-6282
2016-02-28,8.802,8.91,8.58,0.33000000000000007,-0.13000000000000078,8.954,9.11,8.83,0.27999999999999936,-0.2699999999999996,8.544,8.72,8.38,0.33999999999999986,-0.33999999999999986,8.68,8.81,8.61,0.20000000000000107,-0.20000000000000107,17507,33576,10225,23351,-14973
2016-03-06,8.602,9.07,7.92,1.1500000000000004,0.27999999999999936,8.874,9.09,8.3,0.7899999999999991,0.03999999999999915,8.177999999999999,8.62,7.43,1.1899999999999995,0.2900000000000009,8.436,8.82,7.46,1.3600000000000003,0.40999999999999837,24067,35385,11571,23814,5808
2016-03-13,8.562000000000001,9.06,8.16,0.9000000000000004,0.5099999999999998,8.838000000000001,9.5,8.46,1.0399999999999991,0.9499999999999993,8.382,9.0,7.99,1.0099999999999998,0.8499999999999996,8.696,9.44,8.19,1.25,1.25,25296,37520,12573,24947,17888
2016-03-20,9.0825,9.32,8.79,0.5300000000000011,-0.35999999999999943,9.305,9.72,9.02,0.7000000000000011,-0.620000000000001,8.91,9.32,8.67,0.6500000000000004,-0.5800000000000001,9.1075,9.55,8.92,0.6300000000000008,-0.620000000000001,17073,23367,10581,12786,-11327
2016-03-27,8.908,8.99,8.74,0.25,-0.25,9.177999999999999,9.28,9.02,0.2599999999999998,-0.10999999999999943,8.702,8.92,8.54,0.3800000000000008,0.040000000000000924,8.952,9.13,8.77,0.3600000000000012,0.22000000000000064,23031,30810,17575,13235,-647
