Date,PFBC_stock_Open_average,PFBC_stock_Open_max,PFBC_stock_Open_min,PFBC_stock_Open_volatility,PFBC_stock_Open_change,PFBC_stock_High_average,PFBC_stock_High_max,PFBC_stock_High_min,PFBC_stock_High_volatility,PFBC_stock_High_change,PFBC_stock_Low_average,PFBC_stock_Low_max,PFBC_stock_Low_min,PFBC_stock_Low_volatility,PFBC_stock_Low_change,PFBC_stock_Close_average,PFBC_stock_Close_max,PFBC_stock_Close_min,PFBC_stock_Close_volatility,PFBC_stock_Close_change,PFBC_stock_Volume_average,PFBC_stock_Volume_max,PFBC_stock_Volume_min,PFBC_stock_Volume_volatility,PFBC_stock_Volume_change
2016-01-03,32.354,32.64,31.88,0.7600000000000016,-0.7600000000000016,32.926,33.62,32.44,1.1799999999999997,-1.1799999999999997,31.636,32.5,31.3,1.1999999999999993,-0.19000000000000128,32.314,32.73,31.68,1.0499999999999972,-0.6599999999999966,71034,174668,28886,145782,109801
2016-01-10,31.482,32.14,30.3,1.8399999999999999,-1.8399999999999999,31.802,32.3,31.09,1.2099999999999973,-1.0899999999999999,30.588,31.35,29.22,2.1300000000000026,-2.1300000000000026,31.226,32.02,30.74,1.2800000000000047,-0.6300000000000026,58103,82287,39301,42986,33528
2016-01-17,30.5075,31.13,30.1,1.0299999999999976,-0.6499999999999986,30.884999999999998,31.24,30.5,0.7399999999999984,-0.08999999999999986,29.7225,30.19,29.45,0.740000000000002,-0.41000000000000014,30.3375,30.66,29.88,0.7800000000000011,-0.129999999999999,49477,59099,36446,22653,-9330
2016-01-24,31.344,32.05,30.42,1.6299999999999955,1.6299999999999955,32.03,32.55,31.25,1.2999999999999972,1.2999999999999972,30.93,31.66,29.8,1.8599999999999994,1.8599999999999994,31.71,32.5,31.0,1.5,1.5,41549,51887,27395,24492,-11526
2016-01-31,31.44,32.42,30.42,2.0,-2.0,31.541999999999998,32.51,30.59,1.9199999999999982,-1.9199999999999982,30.468,31.52,29.26,2.259999999999998,-2.259999999999998,30.788,32.13,29.28,2.8500000000000014,-2.8500000000000014,53176,76934,34731,42203,34119
2016-02-07,29.112000000000002,30.0,28.6,1.3999999999999986,-0.4499999999999993,29.804000000000002,30.88,28.87,2.009999999999998,-0.39000000000000057,28.488,29.09,27.59,1.5,-0.25,29.1,29.81,28.17,1.639999999999997,-0.5,29033,42446,20548,21898,-14295
2016-02-14,28.3625,29.31,27.11,2.1999999999999993,-2.1999999999999993,28.490000000000002,29.31,27.59,1.7199999999999989,-1.7199999999999989,27.65,28.3,27.09,1.2100000000000009,-1.2100000000000009,27.935000000000002,28.76,27.4,1.360000000000003,-1.360000000000003,55841,126135,25823,100312,100312
2016-02-21,27.528333333333332,28.49,26.96,1.5299999999999976,1.0799999999999983,27.891666666666666,28.58,27.09,1.4899999999999984,0.7999999999999972,27.306666666666665,28.49,26.34,2.1499999999999986,1.2399999999999984,27.78333333333333,28.52,27.0,1.5199999999999996,0.9299999999999997,44452,104387,0,104387,-43118
2016-02-28,29.312,29.88,28.48,1.3999999999999986,1.3999999999999986,29.766000000000002,30.26,28.87,1.3900000000000006,1.3900000000000006,29.08,29.56,28.28,1.2799999999999976,1.0799999999999983,29.622,30.23,28.55,1.6799999999999997,1.6799999999999997,39890,75639,23621,52018,-52018
2016-03-06,30.04,30.22,29.83,0.39000000000000057,-0.07000000000000028,30.43,30.68,30.22,0.46000000000000085,0.3200000000000003,29.72,29.89,29.53,0.35999999999999943,-0.28999999999999915,30.186,30.59,29.99,0.6000000000000014,0.5,28756,40177,17449,22728,-6074
2016-03-13,29.836000000000002,30.52,29.01,1.509999999999998,-0.7199999999999989,30.334,30.57,29.96,0.6099999999999994,-0.07000000000000028,29.342,29.98,28.69,1.2899999999999991,-0.6500000000000021,29.822,30.13,29.31,0.8200000000000003,-0.019999999999999574,38294,63409,22680,40729,40729
2016-03-20,29.79,29.98,29.5,0.4800000000000004,-0.4800000000000004,29.87,30.26,29.5,0.7600000000000016,-0.7600000000000016,29.335,29.79,28.6,1.1899999999999977,-1.1899999999999977,29.475,29.93,28.83,1.1000000000000014,-1.1000000000000014,27535,31488,24516,6972,6972
