Date,NATHStock_Open_average,NATHStock_Open_max,NATHStock_Open_min,NATHStock_Open_volatility,NATHStock_Open_change,NATHStock_High_average,NATHStock_High_max,NATHStock_High_min,NATHStock_High_volatility,NATHStock_High_change,NATHStock_Low_average,NATHStock_Low_max,NATHStock_Low_min,NATHStock_Low_volatility,NATHStock_Low_change,NATHStock_Close_average,NATHStock_Close_max,NATHStock_Close_min,NATHStock_Close_volatility,NATHStock_Close_change,NATHStock_Volume_average,NATHStock_Volume_max,NATHStock_Volume_min,NATHStock_Volume_volatility,NATHStock_Volume_change
2016-01-03,50.504,50.7,50.11,0.5900000000000034,-0.5,52.52,56.1,50.88,5.219999999999999,-4.009999999999998,49.948,50.25,49.08,1.1700000000000017,1.0300000000000011,50.882,51.4,50.41,0.990000000000002,0.75,28900,35523,17614,17909,4343
2016-01-10,52.268,53.18,51.03,2.1499999999999986,0.6099999999999994,52.98,53.6,52.31,1.2899999999999991,0.5899999999999963,51.616,52.5,51.01,1.490000000000002,-0.020000000000003126,52.666000000000004,52.93,52.02,0.9099999999999966,0.8200000000000003,22887,28048,17359,10689,8760
2016-01-17,52.215,53.0,51.82,1.1799999999999997,-0.9600000000000009,52.87,53.48,52.43,1.0499999999999972,-0.6299999999999955,51.19,52.01,50.37,1.6400000000000006,-0.7899999999999991,52.36,52.62,51.94,0.6799999999999997,0.04999999999999716,34539,40407,27878,12529,6229
2016-01-24,52.228,52.57,51.73,0.8400000000000034,-0.8400000000000034,53.32,53.89,52.58,1.3100000000000023,0.6400000000000006,51.83,52.55,51.06,1.4899999999999949,-0.8200000000000003,52.674,53.73,51.87,1.8599999999999994,1.1499999999999986,17023,23985,10711,13274,12482
2016-01-31,53.86,54.58,53.44,1.1400000000000006,0.46000000000000085,54.26,54.64,53.9,0.740000000000002,-0.09000000000000341,51.368,54.0,42.63,11.369999999999997,-10.769999999999996,52.624,54.44,46.24,8.199999999999996,-7.699999999999996,28218,89633,8464,81169,81169
2016-02-07,46.732,47.68,46.02,1.6599999999999966,1.3900000000000006,48.446,50.1,47.25,2.8500000000000014,1.7100000000000009,46.408,47.41,45.36,2.049999999999997,1.1199999999999974,47.67,49.72,45.53,4.189999999999998,2.3299999999999983,35323,75174,15129,60045,54342
2016-02-14,49.495000000000005,50.13,48.64,1.490000000000002,-1.490000000000002,50.68,52.64,49.54,3.1000000000000014,-1.230000000000004,48.6525,49.58,48.04,1.5399999999999991,-1.269999999999996,49.365,50.11,48.68,1.4299999999999997,-1.4299999999999997,29244,67039,6985,60054,-5193
2016-02-21,49.403333333333336,49.91,49.04,0.8699999999999974,0.7100000000000009,50.00333333333333,50.35,49.42,0.9299999999999997,-0.3299999999999983,48.77333333333333,49.75,48.26,1.490000000000002,0.75,49.54,50.08,48.88,1.1999999999999957,-0.3299999999999983,15475,22289,0,22289,-21337
2016-02-28,48.339999999999996,50.29,44.75,5.539999999999999,-4.969999999999999,48.97,51.11,45.6,5.509999999999998,-5.159999999999997,46.432,49.27,42.7,6.57,-6.57,47.034,50.51,43.66,6.850000000000001,-6.699999999999996,84982,276077,13213,262864,255756
2016-03-06,44.94,46.3,43.72,2.5799999999999983,1.3599999999999994,45.944,46.65,44.89,1.759999999999998,1.25,43.746,45.02,42.03,2.990000000000002,2.9200000000000017,45.246,45.87,44.44,1.4299999999999997,0.980000000000004,44622,129918,10414,119504,-117547
2016-03-13,44.936,46.91,42.96,3.9499999999999957,-2.3100000000000023,46.274,48.98,43.5,5.479999999999997,-3.770000000000003,43.842,45.67,42.05,3.6200000000000045,-3.220000000000006,44.757999999999996,47.16,43.01,4.149999999999999,-4.149999999999999,26002,29074,23385,5689,4576
2016-03-20,43.1,43.34,42.84,0.5,-0.5,43.6875,44.04,43.32,0.7199999999999989,-0.5900000000000034,42.3,43.01,41.28,1.7299999999999969,-1.7299999999999969,42.9025,43.49,42.03,1.4600000000000009,-1.4600000000000009,56025,105117,13493,91624,41100
2016-03-27,42.51,44.21,40.77,3.4399999999999977,0.75,43.932,44.92,42.3,2.6200000000000045,1.7800000000000011,41.7,43.06,40.04,3.020000000000003,1.6400000000000006,43.02,44.21,40.85,3.3599999999999994,3.3399999999999963,60627,89309,20439,68870,-40659
2016-04-03,44.306,44.94,43.57,1.3699999999999974,-0.5999999999999943,44.704,44.98,44.34,0.6399999999999935,-0.6299999999999955,43.182,44.1,42.14,1.9600000000000009,-1.4200000000000017,44.036,44.65,42.67,1.9799999999999969,-1.6700000000000017,19225,24002,8679,15323,1032
2016-04-10,43.792,44.6,42.66,1.9400000000000048,1.6500000000000057,44.63,44.94,44.24,0.6999999999999957,0.4199999999999946,43.35,44.09,42.66,1.4300000000000068,0.46000000000000085,44.076,44.54,43.69,0.8500000000000014,-0.03999999999999915,15701,18125,13341,4784,2725
2016-04-17,43.874,44.5,42.92,1.5799999999999983,0.0799999999999983,44.5,44.78,44.2,0.5799999999999983,-0.5799999999999983,43.244,44.2,42.65,1.5500000000000043,-0.5700000000000003,43.962,44.38,42.84,1.5399999999999991,-0.4000000000000057,25155,27172,22853,4319,-2629
2016-04-24,45.044,45.66,43.62,2.039999999999999,1.3599999999999994,45.772,46.05,45.03,1.019999999999996,-0.7199999999999989,44.518,45.08,43.62,1.4600000000000009,0.5300000000000011,45.32,45.82,44.51,1.3100000000000023,-1.0700000000000003,24278,29011,15900,13111,-7390
2016-05-01,45.28,45.8,44.66,1.1400000000000006,0.6200000000000045,45.842,46.0,45.6,0.3999999999999986,0.3200000000000003,45.04,45.43,44.66,0.7700000000000031,0.030000000000001137,45.519999999999996,45.8,45.24,0.5599999999999952,0.5499999999999972,14594,18516,7225,11291,-3518
2016-05-08,45.762,46.31,44.89,1.4200000000000017,-0.7299999999999969,46.292,46.86,45.53,1.3299999999999983,-1.1799999999999997,45.026,46.13,44.13,2.0,-1.4899999999999949,45.524,46.86,44.53,2.3299999999999983,-1.8100000000000023,13777,24274,6624,17650,-17650
2016-05-15,43.474,44.24,42.9,1.3400000000000034,-0.8000000000000043,43.886,44.5,43.43,1.0700000000000003,-0.8599999999999994,42.906,43.38,42.71,0.6700000000000017,-0.5600000000000023,43.354,44.29,42.82,1.4699999999999989,-1.1999999999999957,12862,15958,5527,10431,4214
2016-05-22,43.376,44.16,42.75,1.4099999999999966,1.25,44.196,45.14,43.15,1.990000000000002,1.990000000000002,43.108,44.16,42.5,1.6599999999999966,1.6599999999999966,43.786,44.51,42.73,1.7800000000000011,1.7800000000000011,14892,17370,11981,5389,-2116
2016-05-29,43.49,44.86,42.61,2.25,-1.5700000000000003,43.945,44.86,43.42,1.4399999999999977,-0.8399999999999963,42.66,42.73,42.58,0.14999999999999858,0.14000000000000057,42.985,43.27,42.58,0.6900000000000048,0.6900000000000048,16479,22202,10728,11474,11474
2016-06-05,43.458,44.27,42.54,1.730000000000004,-0.7100000000000009,44.59,45.75,43.75,2.0,0.9099999999999966,42.967999999999996,43.4,42.4,1.0,-0.8500000000000014,43.756,44.4,42.79,1.6099999999999994,0.01999999999999602,26686,37185,19467,17718,17718
2016-06-12,42.796,44.65,41.84,2.809999999999995,-2.4499999999999957,43.294,44.65,42.59,2.059999999999995,-0.990000000000002,41.544,41.93,41.06,0.8699999999999974,-0.5899999999999963,41.924,42.26,41.53,0.7299999999999969,-0.4200000000000017,29708,37562,16069,21493,-4377
2016-06-19,41.448,42.09,40.84,1.25,-0.7700000000000031,42.94,44.16,41.66,2.5,0.9199999999999946,40.762,41.35,40.28,1.0700000000000003,-0.3299999999999983,41.832,42.53,41.07,1.4600000000000009,0.6199999999999974,121082,416154,23608,392546,333997
2016-06-26,43.263999999999996,44.41,42.39,2.019999999999996,1.3299999999999983,44.132,44.87,43.15,1.7199999999999989,1.5599999999999952,42.746,43.7,41.33,2.3700000000000045,2.0700000000000003,43.774,44.74,42.08,2.6600000000000037,2.6600000000000037,32105,42138,19230,22908,-9323
2016-07-03,45.417500000000004,45.81,45.03,0.7800000000000011,0.3200000000000003,46.1525,46.42,45.56,0.8599999999999994,0.060000000000002274,44.8875,45.5,44.56,0.9399999999999977,-0.259999999999998,45.6175,45.9,45.25,0.6499999999999986,0.0899999999999963,23713,27439,19479,7960,-7960
