Date,GOOD_stock_Open_average,GOOD_stock_Open_max,GOOD_stock_Open_min,GOOD_stock_Open_volatility,GOOD_stock_Open_change,GOOD_stock_High_average,GOOD_stock_High_max,GOOD_stock_High_min,GOOD_stock_High_volatility,GOOD_stock_High_change,GOOD_stock_Low_average,GOOD_stock_Low_max,GOOD_stock_Low_min,GOOD_stock_Low_volatility,GOOD_stock_Low_change,GOOD_stock_Close_average,GOOD_stock_Close_max,GOOD_stock_Close_min,GOOD_stock_Close_volatility,GOOD_stock_Close_change,GOOD_stock_Volume_average,GOOD_stock_Volume_max,GOOD_stock_Volume_min,GOOD_stock_Volume_volatility,GOOD_stock_Volume_change
2016-01-03,14.49,14.7,14.37,0.33000000000000007,0.019999999999999574,14.652,14.86,14.46,0.3999999999999986,0.08999999999999986,14.322,14.5,14.13,0.3699999999999992,0.049999999999998934,14.474,14.79,14.21,0.5799999999999983,-0.08999999999999986,108188,142591,74571,68020,-68020
2016-01-10,13.836,14.21,13.42,0.7900000000000009,-0.7400000000000002,14.0,14.43,13.52,0.9100000000000001,-0.9100000000000001,13.485999999999999,14.1,13.12,0.9800000000000004,-0.9800000000000004,13.74,14.19,13.46,0.7299999999999986,-0.7299999999999986,152530,192260,102570,89690,41354
2016-01-17,13.26,13.53,12.87,0.6600000000000001,-0.009999999999999787,13.6225,13.97,13.16,0.8100000000000005,0.22000000000000064,12.8625,13.45,12.0,1.4499999999999993,0.1999999999999993,13.370000000000001,13.9,12.82,1.08,0.5,181067,304597,105655,198942,36721
2016-01-24,13.776,13.93,13.49,0.4399999999999995,-0.129999999999999,14.086,14.3,13.84,0.46000000000000085,0.3000000000000007,13.586,13.79,13.29,0.5,0.02999999999999936,13.818,14.3,13.4,0.9000000000000004,0.46000000000000085,113815,182885,83690,99195,80903
2016-01-31,14.09,14.23,13.97,0.2599999999999998,-0.09999999999999964,14.338000000000001,14.39,14.3,0.08999999999999986,0.05999999999999872,13.950000000000001,14.01,13.88,0.129999999999999,-0.009999999999999787,14.1,14.17,14.04,0.13000000000000078,-0.09000000000000163,96048,109045,70974,38071,-1950
2016-02-07,13.674,14.14,13.15,0.9900000000000002,-0.6500000000000004,13.876,14.24,13.59,0.6500000000000004,-0.6500000000000004,13.314,13.6,13.05,0.5499999999999989,-0.29999999999999893,13.55,14.2,13.31,0.8899999999999988,-0.7899999999999991,121175,144192,73169,71023,-71023
2016-02-14,13.985,14.62,13.5,1.1199999999999992,1.1199999999999992,14.385,14.9,13.81,1.0899999999999999,1.0899999999999999,13.905,14.53,13.41,1.1199999999999992,1.1199999999999992,14.2675,14.84,13.72,1.1199999999999992,1.1199999999999992,146128,274756,96428,178328,7893
2016-02-21,14.675,15.17,14.18,0.9900000000000002,0.019999999999999574,14.933333333333334,15.23,14.52,0.7100000000000009,-0.15000000000000036,14.53,14.83,14.13,0.6999999999999993,0.21000000000000085,14.701666666666666,15.09,14.34,0.75,0.15000000000000036,116155,172923,0,172923,-117506
2016-02-28,15.09,15.41,14.85,0.5600000000000005,0.5299999999999994,15.326,15.59,15.07,0.5199999999999996,0.3200000000000003,14.996,15.34,14.81,0.5299999999999994,0.5299999999999994,15.198,15.54,14.88,0.6599999999999984,0.6599999999999984,109104,119996,93478,26518,-685
2016-03-06,15.606,15.77,15.35,0.41999999999999993,0.08999999999999986,15.892,16.05,15.74,0.3100000000000005,0.13000000000000078,15.452,15.61,15.35,0.2599999999999998,0.10999999999999943,15.704,15.95,15.6,0.34999999999999964,0.28999999999999915,114316,151483,88501,62982,14719
