Date,AEZSStock_Open_average,AEZSStock_Open_max,AEZSStock_Open_min,AEZSStock_Open_volatility,AEZSStock_Open_change,AEZSStock_High_average,AEZSStock_High_max,AEZSStock_High_min,AEZSStock_High_volatility,AEZSStock_High_change,AEZSStock_Low_average,AEZSStock_Low_max,AEZSStock_Low_min,AEZSStock_Low_volatility,AEZSStock_Low_change,AEZSStock_Close_average,AEZSStock_Close_max,AEZSStock_Close_min,AEZSStock_Close_volatility,AEZSStock_Close_change,AEZSStock_Volume_average,AEZSStock_Volume_max,AEZSStock_Volume_min,AEZSStock_Volume_volatility,AEZSStock_Volume_change
2016-01-03,3.966,4.45,3.31,1.1400000000000001,-1.1400000000000001,3.99,4.45,3.43,1.02,-1.02,3.677,4.15,3.245,0.9050000000000002,-0.8900000000000006,3.766,4.4,3.29,1.1100000000000003,-1.1100000000000003,680275,1138954,426085,712869,-34960
2016-01-10,3.032,3.29,2.82,0.4700000000000002,-0.4700000000000002,3.106,3.46,2.82,0.6400000000000001,-0.6400000000000001,2.7718,3.08,2.6,0.48,-0.48,2.87,3.13,2.67,0.45999999999999996,-0.45999999999999996,563525,807541,436196,371345,-101460
2016-01-17,3.1175,3.23,3.04,0.18999999999999995,-0.1299999999999999,3.31625,3.81,3.08,0.73,-0.5899999999999999,2.9375,3.03,2.8,0.22999999999999998,-0.020000000000000018,3.065,3.12,3.01,0.11000000000000032,-0.06000000000000005,2697662,9047243,376726,8670517,-8670517
2016-01-24,3.392,3.74,3.09,0.6500000000000004,-0.15000000000000036,3.582,3.94,3.28,0.6600000000000001,-0.4200000000000004,3.212,3.52,3.07,0.4500000000000002,-0.10000000000000009,3.386,3.66,3.14,0.52,-0.31999999999999984,1104528,2997254,215401,2781853,-2781853
2016-01-31,3.11,3.24,2.94,0.30000000000000027,-0.16000000000000014,3.185,3.24,3.13,0.11000000000000032,-0.06000000000000005,2.948,3.08,2.82,0.26000000000000023,-0.1200000000000001,3.046,3.13,2.97,0.1599999999999997,-0.040000000000000036,227549,324612,172551,152061,-1045
2016-02-07,2.998,3.17,2.89,0.2799999999999998,-0.2799999999999998,3.024,3.17,2.96,0.20999999999999996,-0.17999999999999972,2.81,2.9,2.71,0.18999999999999995,-0.06999999999999984,2.898,3.0,2.81,0.18999999999999995,-0.10999999999999988,144925,163514,123703,39811,30897
2016-02-14,3.06,3.26,2.96,0.2999999999999998,0.06000000000000005,3.215,3.33,3.0,0.33000000000000007,0.2400000000000002,2.965,3.05,2.9,0.1499999999999999,0.03000000000000025,3.0775,3.18,3.0,0.18000000000000016,0.020000000000000018,236981,355105,145006,210099,129043
2016-02-21,3.1233333333333335,3.2,3.04,0.16000000000000014,-0.06999999999999984,3.1853333333333333,3.29,3.04,0.25,-0.08999999999999986,3.0316666666666667,3.1,2.96,0.14000000000000012,0.04999999999999982,3.0700000000000003,3.15,2.99,0.1599999999999997,0.04999999999999982,293685,760345,0,760345,-139551
2016-02-28,3.41,3.99,3.05,0.9400000000000004,0.9400000000000004,3.694,4.49,3.07,1.4200000000000004,0.94,3.2798,3.8,2.89,0.9099999999999997,0.7399999999999998,3.472,3.99,2.96,1.0300000000000002,0.7600000000000002,944540,3172947,132361,3040586,407971
2016-03-06,3.686,3.88,3.47,0.4099999999999997,-0.17999999999999972,3.864,4.05,3.71,0.33999999999999986,-0.18999999999999995,3.54,3.7,3.4,0.30000000000000027,-0.08000000000000007,3.72,3.97,3.52,0.4500000000000002,-0.2100000000000004,253162,386414,166045,220369,-114979
