Date,PBIP_stock_Open_average,PBIP_stock_Open_max,PBIP_stock_Open_min,PBIP_stock_Open_volatility,PBIP_stock_Open_change,PBIP_stock_High_average,PBIP_stock_High_max,PBIP_stock_High_min,PBIP_stock_High_volatility,PBIP_stock_High_change,PBIP_stock_Low_average,PBIP_stock_Low_max,PBIP_stock_Low_min,PBIP_stock_Low_volatility,PBIP_stock_Low_change,PBIP_stock_Close_average,PBIP_stock_Close_max,PBIP_stock_Close_min,PBIP_stock_Close_volatility,PBIP_stock_Close_change,PBIP_stock_Volume_average,PBIP_stock_Volume_max,PBIP_stock_Volume_min,PBIP_stock_Volume_volatility,PBIP_stock_Volume_change
2016-01-03,14.93,15.02,14.8,0.21999999999999886,-0.019999999999999574,15.0,15.02,14.99,0.02999999999999936,-0.019999999999999574,14.854,14.91,14.77,0.14000000000000057,0.05000000000000071,14.950000000000001,14.99,14.9,0.08999999999999986,0.0,10638,42066,1480,40586,38778
2016-01-10,15.042,15.2,14.9,0.29999999999999893,0.0,15.182,15.34,15.05,0.28999999999999915,-0.28999999999999915,14.872,15.02,14.64,0.379999999999999,-0.2599999999999998,15.0,15.14,14.76,0.3800000000000008,-0.3800000000000008,23623,92653,2484,90169,-83075
2016-01-17,14.77,14.79,14.73,0.05999999999999872,0.019999999999999574,14.905000000000001,14.99,14.82,0.16999999999999993,0.02999999999999936,14.725,14.79,14.59,0.1999999999999993,0.019999999999999574,14.7975,14.84,14.76,0.08000000000000007,-0.030000000000001137,28735,94730,3301,91429,-5422
2016-01-24,15.436,16.2,14.75,1.4499999999999993,0.8000000000000007,15.594,16.2,15.06,1.1399999999999988,0.7299999999999986,14.926,15.25,14.7,0.5500000000000007,0.4299999999999997,15.19,15.62,14.8,0.8199999999999985,0.8199999999999985,26148,102410,3387,99023,9013
2016-01-31,15.62,15.75,15.35,0.40000000000000036,0.13000000000000078,15.932,16.02,15.75,0.2699999999999996,-0.2699999999999996,15.411999999999999,15.67,15.12,0.5500000000000007,-0.4800000000000004,15.732000000000001,15.89,15.62,0.27000000000000135,-0.27000000000000135,6474,12898,3210,9688,-4735
2016-02-07,15.234,15.36,15.03,0.33000000000000007,-0.23000000000000043,15.458,15.66,15.36,0.3000000000000007,-0.2599999999999998,15.082,15.25,15.0,0.25,-0.05000000000000071,15.342,15.39,15.27,0.120000000000001,-0.08000000000000007,7161,11259,2521,8738,-2328
2016-02-14,15.21,15.26,15.14,0.11999999999999922,0.11999999999999922,15.43,15.75,15.24,0.5099999999999998,-0.41999999999999993,15.1325,15.26,14.97,0.28999999999999915,0.16000000000000014,15.2375,15.3,15.15,0.15000000000000036,0.11999999999999922,33134,120978,1546,119432,-5198
2016-02-21,15.326666666666666,15.45,15.17,0.27999999999999936,-0.16000000000000014,15.458333333333334,15.73,15.17,0.5600000000000005,-0.16000000000000014,15.201666666666666,15.31,15.1,0.21000000000000085,-0.14000000000000057,15.368333333333334,15.72,15.17,0.5500000000000007,-0.15000000000000036,6409,12254,0,12254,-4358
2016-02-28,15.388,15.48,15.32,0.16000000000000014,-0.16000000000000014,15.516,15.69,15.36,0.33000000000000007,0.03999999999999915,15.104,15.26,14.62,0.6400000000000006,-0.6400000000000006,15.26,15.47,14.95,0.5200000000000014,-0.3500000000000014,5713,7919,2017,5902,132
2016-03-06,14.868,14.94,14.8,0.1399999999999988,0.11999999999999922,15.038,15.43,14.86,0.5700000000000003,-0.03999999999999915,14.674,14.81,14.48,0.33000000000000007,-0.1399999999999988,14.76,14.94,14.5,0.4399999999999995,-0.4399999999999995,12147,34742,5225,29517,1192
2016-03-13,14.57,15.1,14.35,0.75,0.019999999999999574,14.766,15.1,14.49,0.6099999999999994,0.23000000000000043,14.246,14.35,13.83,0.5199999999999996,0.5199999999999996,14.443999999999999,14.72,14.35,0.370000000000001,0.27000000000000135,8590,12793,4187,8606,828
2016-03-20,14.66,14.76,14.55,0.20999999999999908,-0.129999999999999,14.7075,14.87,14.55,0.3199999999999985,-0.3199999999999985,14.355,14.36,14.35,0.009999999999999787,-0.009999999999999787,14.379999999999999,14.41,14.36,0.05000000000000071,0.010000000000001563,4727,6498,2043,4455,-164
2016-03-27,14.586,14.76,14.35,0.41000000000000014,0.07000000000000028,14.718,14.9,14.55,0.34999999999999964,-0.23000000000000043,14.28,14.37,14.18,0.1899999999999995,-0.11999999999999922,14.516,14.85,14.32,0.5299999999999994,-0.3699999999999992,8021,11550,4506,7044,4088
2016-04-03,14.518,14.66,14.38,0.27999999999999936,0.1399999999999988,14.728,14.82,14.64,0.17999999999999972,-0.07000000000000028,14.398,14.41,14.38,0.02999999999999936,0.02999999999999936,14.52,14.73,14.41,0.3200000000000003,0.0,6516,17660,1732,15928,-445
2016-04-10,14.5,14.82,14.35,0.47000000000000064,-0.05000000000000071,14.54,14.82,14.42,0.40000000000000036,0.10999999999999943,14.236,14.35,14.2,0.15000000000000036,-0.010000000000001563,14.31,14.47,14.2,0.27000000000000135,-0.08999999999999986,2756,4242,645,3597,1404
2016-04-17,14.046,14.2,13.91,0.28999999999999915,-0.129999999999999,14.278,14.4,14.07,0.33000000000000007,-0.3200000000000003,13.976,14.07,13.85,0.22000000000000064,0.22000000000000064,14.084,14.22,13.88,0.33999999999999986,0.1899999999999995,4402,8836,179,8657,-5620
2016-04-24,14.068,14.21,13.98,0.23000000000000043,0.0600000000000005,14.224,14.45,14.02,0.4299999999999997,0.370000000000001,14.012,14.07,13.94,0.13000000000000078,0.11000000000000121,14.126,14.34,13.94,0.40000000000000036,0.40000000000000036,5297,19918,361,19557,4978
2016-05-01,14.416,14.82,14.1,0.7200000000000006,0.7200000000000006,14.736,15.24,14.2,1.040000000000001,0.5800000000000001,14.336,14.82,13.9,0.9199999999999999,0.9199999999999999,14.494,14.82,13.91,0.9100000000000001,0.9100000000000001,11081,43685,184,43501,-5201
2016-05-08,14.834,14.87,14.75,0.11999999999999922,-0.019999999999999574,14.889999999999999,14.95,14.75,0.1999999999999993,0.07000000000000028,14.540000000000001,14.75,14.02,0.7300000000000004,-0.7300000000000004,14.732,14.87,14.64,0.22999999999999865,-0.05000000000000071,4678,7591,1200,6391,2645
2016-05-15,15.06,15.2,14.91,0.28999999999999915,0.25,15.107999999999999,15.2,14.95,0.25,0.25,14.728,14.87,14.45,0.41999999999999993,0.41999999999999993,14.802,14.87,14.72,0.14999999999999858,0.09999999999999964,4016,6934,1356,5578,-4699
2016-05-22,15.0,15.22,14.85,0.370000000000001,0.2400000000000002,15.266,15.42,15.12,0.3000000000000007,-0.3000000000000007,14.94,15.09,14.85,0.2400000000000002,0.2400000000000002,15.072,15.37,14.93,0.4399999999999995,0.16999999999999993,9211,20467,1152,19315,-17928
2016-05-29,14.91,15.0,14.85,0.15000000000000036,-0.11999999999999922,14.995000000000001,15.14,14.91,0.23000000000000043,-0.08999999999999986,14.83,14.91,14.72,0.1899999999999995,-0.02999999999999936,14.9075,14.97,14.85,0.120000000000001,-0.05000000000000071,5576,10157,759,9398,8550
2016-06-05,14.668000000000001,14.85,14.55,0.29999999999999893,-0.29999999999999893,14.772,15.15,14.55,0.5999999999999996,-0.29999999999999893,14.6,14.85,14.5,0.34999999999999964,-0.34999999999999964,14.602,14.85,14.5,0.34999999999999964,-0.34999999999999964,542,1332,212,1120,442
2016-06-12,14.438,14.5,14.3,0.1999999999999993,-0.009999999999999787,14.606,14.98,14.38,0.5999999999999996,0.4800000000000004,14.262,14.46,14.0,0.46000000000000085,0.46000000000000085,14.452,14.98,14.0,0.9800000000000004,0.9800000000000004,12126,31542,3925,27617,23217
2016-06-19,14.706,14.98,14.51,0.47000000000000064,-0.370000000000001,14.844,14.98,14.72,0.2599999999999998,-0.11000000000000121,14.57,14.64,14.5,0.14000000000000057,0.05999999999999872,14.622,14.81,14.5,0.3100000000000005,0.2599999999999998,2496,4357,831,3526,-198
2016-06-26,14.394,14.8,14.03,0.7700000000000014,-0.7100000000000009,14.606,14.88,14.09,0.7900000000000009,-0.7900000000000009,14.09,14.47,13.8,0.6699999999999999,-0.17999999999999972,14.334,14.81,14.0,0.8100000000000005,-0.8100000000000005,8015,22737,2092,20645,6105
2016-07-03,14.033333333333333,14.15,13.95,0.20000000000000107,-0.05000000000000071,14.213333333333333,14.44,14.0,0.4399999999999995,0.4399999999999995,13.95,13.95,13.95,0.0,0.0,14.113333333333333,14.44,13.95,0.4900000000000002,0.4900000000000002,5116,10092,960,9132,5795
2016-07-10,14.264,14.41,14.17,0.2400000000000002,-0.10999999999999943,14.328,14.51,14.17,0.33999999999999986,-0.10999999999999943,14.158,14.19,14.1,0.08999999999999986,0.07000000000000028,14.206,14.3,14.17,0.13000000000000078,-0.02999999999999936,1879,5208,234,4974,-1649
2016-07-17,14.506,14.83,14.24,0.5899999999999999,-0.0600000000000005,14.64,15.15,14.3,0.8499999999999996,-0.16999999999999993,14.324,14.51,14.17,0.33999999999999986,-0.13000000000000078,14.346,14.51,14.17,0.33999999999999986,-0.23000000000000043,2993,5051,947,4104,3454
2016-07-24,14.302,14.41,14.19,0.22000000000000064,-0.07000000000000028,14.378,14.45,14.3,0.14999999999999858,-0.06999999999999851,14.266,14.39,14.17,0.22000000000000064,-0.040000000000000924,14.326,14.45,14.17,0.27999999999999936,-0.17999999999999972,1853,3094,740,2354,1546
2016-07-31,14.274000000000001,14.47,14.2,0.27000000000000135,0.040000000000000924,14.342,14.47,14.22,0.25,-0.019999999999999574,14.226,14.31,14.18,0.13000000000000078,0.0600000000000005,14.282,14.37,14.22,0.14999999999999858,-0.08999999999999986,2154,5994,641,5353,4253
2016-08-07,14.348,14.44,14.25,0.1899999999999995,-0.13000000000000078,14.406,14.49,14.26,0.23000000000000043,-0.0600000000000005,14.274,14.37,14.17,0.1999999999999993,-0.07000000000000028,14.290000000000001,14.4,14.21,0.1899999999999995,-0.0600000000000005,2962,6150,104,6046,-4311
2016-08-14,14.398,14.45,14.32,0.129999999999999,0.019999999999999574,14.426,14.45,14.34,0.10999999999999943,0.0,14.334,14.45,14.25,0.1999999999999993,0.0600000000000005,14.39,14.45,14.32,0.129999999999999,-0.09999999999999964,1382,2330,157,2173,-15
2016-08-21,14.436,14.5,14.4,0.09999999999999964,0.09999999999999964,14.452,14.5,14.4,0.09999999999999964,0.09999999999999964,14.436,14.5,14.4,0.09999999999999964,0.09999999999999964,14.452,14.5,14.4,0.09999999999999964,0.09999999999999964,2288,5440,151,5289,4858
2016-08-28,14.438,14.6,14.32,0.27999999999999936,0.2599999999999998,14.846,15.03,14.53,0.5,0.3600000000000012,14.346,14.46,14.31,0.15000000000000036,0.0,14.676,15.03,14.33,0.6999999999999993,0.17999999999999972,10923,16933,1318,15615,15615
2016-09-04,14.4325,14.5,14.37,0.13000000000000078,-0.07000000000000028,14.5775,14.6,14.56,0.03999999999999915,-0.03999999999999915,14.3525,14.36,14.35,0.009999999999999787,-0.009999999999999787,14.365,14.41,14.35,0.0600000000000005,-0.0600000000000005,6016,8868,4289,4579,-3652
2016-09-11,14.402,14.45,14.35,0.09999999999999964,0.09999999999999964,14.613999999999999,14.94,14.45,0.4900000000000002,0.41999999999999993,14.4,14.45,14.35,0.09999999999999964,0.09999999999999964,14.512,14.94,14.35,0.5899999999999999,0.5899999999999999,17098,38056,2339,35717,32746
2016-09-18,14.686,14.84,14.6,0.2400000000000002,0.17999999999999972,14.74,14.84,14.6,0.2400000000000002,0.02999999999999936,14.562,14.62,14.49,0.129999999999999,-0.10999999999999943,14.594,14.7,14.49,0.20999999999999908,-0.20999999999999908,4158,11022,789,10233,-10226
2016-09-25,14.629999999999999,14.7,14.45,0.25,-0.03999999999999915,14.682,14.71,14.63,0.08000000000000007,-0.03999999999999915,14.524,14.7,14.45,0.25,0.030000000000001137,14.558,14.7,14.46,0.23999999999999844,0.019999999999999574,1985,4200,526,3674,-1535
2016-10-02,14.613999999999999,14.69,14.45,0.2400000000000002,0.08000000000000007,14.677999999999999,14.73,14.61,0.120000000000001,-0.05000000000000071,14.574,14.68,14.45,0.23000000000000043,0.08000000000000007,14.62,14.68,14.53,0.15000000000000036,0.009999999999999787,1572,3342,247,3095,-3095
2016-10-09,14.616,14.69,14.55,0.1399999999999988,0.08999999999999986,14.708,14.79,14.67,0.11999999999999922,0.09999999999999964,14.606,14.68,14.55,0.129999999999999,0.08000000000000007,14.668,14.7,14.61,0.08999999999999986,0.08999999999999986,26514,84405,1346,83059,79023
2016-10-16,14.762,14.88,14.66,0.22000000000000064,-0.15000000000000036,14.862,15.12,14.66,0.4599999999999991,0.2699999999999996,14.728,14.88,14.66,0.22000000000000064,0.0,14.8,15.04,14.66,0.379999999999999,0.34999999999999964,7612,28077,249,27828,-20996
2016-10-23,14.738,15.0,14.62,0.3800000000000008,-0.34999999999999964,14.834,15.03,14.67,0.35999999999999943,-0.16000000000000014,14.556,14.72,14.4,0.3200000000000003,-0.009999999999999787,14.658,14.75,14.59,0.16000000000000014,0.010000000000001563,17697,25451,4751,20700,-13079
2016-10-30,14.68,14.74,14.59,0.15000000000000036,-0.10999999999999943,14.752,14.79,14.74,0.049999999999998934,0.049999999999998934,14.648,14.73,14.58,0.15000000000000036,0.009999999999999787,14.7,14.74,14.65,0.08999999999999986,-0.02999999999999936,3818,8806,592,8214,7261
2016-11-06,14.735,14.81,14.6,0.21000000000000085,0.20000000000000107,14.7775,14.81,14.74,0.07000000000000028,0.0600000000000005,14.6875,14.78,14.6,0.17999999999999972,0.17999999999999972,14.765,14.8,14.74,0.0600000000000005,0.0600000000000005,15643,30219,547,29672,2059
2016-11-13,15.264,15.47,14.85,0.620000000000001,0.5999999999999996,15.475999999999999,15.5,15.43,0.07000000000000028,0.07000000000000028,15.244,15.45,14.84,0.6099999999999994,0.6099999999999994,15.458,15.5,15.39,0.10999999999999943,0.08000000000000007,11028,33647,2163,31484,-23238
2016-11-20,15.6875,16.18,15.45,0.7300000000000004,0.08999999999999986,15.995,16.2,15.85,0.34999999999999964,0.09999999999999964,15.535,15.58,15.45,0.13000000000000078,0.08999999999999986,15.7725,15.9,15.69,0.21000000000000085,0.120000000000001,25964,61611,5370,56241,-7914
2016-11-27,15.92,16.07,15.81,0.2599999999999998,0.15000000000000036,16.094,16.2,15.98,0.21999999999999886,0.17999999999999972,15.836,15.99,15.75,0.2400000000000002,0.030000000000001137,15.87,16.0,15.77,0.23000000000000043,0.05000000000000071,38068,87460,5205,82255,29065
2016-12-04,16.464,16.93,16.0,0.9299999999999997,0.9299999999999997,16.733999999999998,17.33,16.27,1.0599999999999987,1.0599999999999987,16.438,16.93,16.0,0.9299999999999997,0.9299999999999997,16.612,17.11,16.15,0.9600000000000009,0.9600000000000009,37643,56017,4580,51437,-3705
2016-12-11,16.602,16.76,16.32,0.4400000000000013,-0.4400000000000013,16.822,17.0,16.65,0.3500000000000014,0.08999999999999986,16.454,16.61,16.25,0.35999999999999943,-0.28999999999999915,16.664,16.75,16.59,0.16000000000000014,-0.16000000000000014,18172,27398,7190,20208,4969
2016-12-18,16.712,16.85,16.64,0.21000000000000085,-0.05000000000000071,16.886,17.04,16.83,0.21000000000000085,0.18999999999999773,16.392,16.6,16.15,0.45000000000000284,-0.240000000000002,16.694,16.85,16.49,0.360000000000003,0.19000000000000128,28919,63763,7906,55857,55857
2016-12-25,17.145,17.39,16.85,0.5399999999999991,0.25,17.415,17.5,17.38,0.120000000000001,-0.10999999999999943,16.845,17.04,16.74,0.3000000000000007,0.18999999999999773,17.16,17.3,17.0,0.3000000000000007,-0.17999999999999972,45769,62685,25680,37005,-4460
2017-01-01,17.195,17.39,16.99,0.40000000000000213,0.40000000000000213,17.295,17.39,17.2,0.19000000000000128,0.19000000000000128,17.09,17.24,16.81,0.4299999999999997,0.4299999999999997,17.2325,17.29,17.17,0.11999999999999744,0.07000000000000028,31658,39219,21284,17935,-10452
2017-01-08,17.144000000000002,17.21,17.02,0.19000000000000128,-0.19000000000000128,17.29,17.36,17.25,0.10999999999999943,-0.05999999999999872,17.08,17.15,17.02,0.129999999999999,-0.129999999999999,17.176,17.25,17.1,0.14999999999999858,-0.07000000000000028,54001,136630,17169,119461,-114212
2017-01-15,17.0175,17.09,16.88,0.21000000000000085,0.03999999999999915,17.3275,17.47,17.05,0.41999999999999815,0.41999999999999815,16.895,17.09,16.63,0.46000000000000085,0.46000000000000085,17.14,17.32,16.93,0.39000000000000057,0.39000000000000057,33283,56296,20308,35988,-6410
2017-01-22,17.374,17.47,17.29,0.17999999999999972,0.010000000000001563,17.59,17.7,17.45,0.25,0.25,17.274,17.45,17.19,0.259999999999998,0.07000000000000028,17.504,17.56,17.42,0.13999999999999702,0.06999999999999673,23237,52575,13912,38663,38537
2017-01-29,17.47,17.54,17.38,0.16000000000000014,0.019999999999999574,17.57,17.62,17.53,0.08999999999999986,0.05000000000000071,17.354,17.44,17.21,0.23000000000000043,0.019999999999999574,17.492,17.56,17.38,0.17999999999999972,0.07000000000000028,17084,26155,10933,15222,-1543
2017-02-05,17.573999999999998,17.7,17.4,0.3000000000000007,0.10999999999999943,17.7,17.9,17.6,0.29999999999999716,0.1999999999999993,17.406,17.57,17.26,0.3099999999999987,0.14000000000000057,17.584,17.76,17.37,0.39000000000000057,0.22000000000000242,11643,20360,5054,15306,6308
2017-02-12,17.694,17.8,17.54,0.26000000000000156,-0.240000000000002,17.784,17.95,17.6,0.34999999999999787,-0.17999999999999972,17.448,17.76,17.23,0.5300000000000011,-0.4299999999999997,17.648,17.85,17.48,0.370000000000001,-0.2699999999999996,18457,30724,12973,17751,8469
