Date,MARPS_stock_Open_average,MARPS_stock_Open_max,MARPS_stock_Open_min,MARPS_stock_Open_volatility,MARPS_stock_Open_change,MARPS_stock_High_average,MARPS_stock_High_max,MARPS_stock_High_min,MARPS_stock_High_volatility,MARPS_stock_High_change,MARPS_stock_Low_average,MARPS_stock_Low_max,MARPS_stock_Low_min,MARPS_stock_Low_volatility,MARPS_stock_Low_change,MARPS_stock_Close_average,MARPS_stock_Close_max,MARPS_stock_Close_min,MARPS_stock_Close_volatility,MARPS_stock_Close_change,MARPS_stock_Volume_average,MARPS_stock_Volume_max,MARPS_stock_Volume_min,MARPS_stock_Volume_volatility,MARPS_stock_Volume_change
2016-01-03,4.1,4.25,4.04,0.20999999999999996,-0.019999999999999574,4.1525,4.26,4.05,0.20999999999999996,-0.04999999999999982,4.06,4.16,4.0,0.16000000000000014,-0.05999999999999961,4.115,4.16,4.05,0.11000000000000032,-0.04999999999999982,2572,3895,1206,2689,-969
2016-01-10,3.514,4.01,3.24,0.7699999999999996,-0.7699999999999996,3.624,4.04,3.41,0.6299999999999999,-0.6299999999999999,3.294,3.5,3.1,0.3999999999999999,-0.2599999999999998,3.346,3.52,3.11,0.41000000000000014,-0.1200000000000001,6547,11930,4377,7553,-7396
2016-01-17,3.3,3.41,3.15,0.26000000000000023,0.0,3.345,3.41,3.23,0.18000000000000016,0.0,3.245,3.4,3.15,0.25,-0.19999999999999973,3.26,3.4,3.2,0.19999999999999973,-0.19999999999999973,2002,5461,370,5091,4931
2016-01-24,3.406,3.7,3.25,0.4500000000000002,0.3900000000000001,3.748,4.48,3.28,1.2000000000000006,0.75,3.334,3.68,3.07,0.6100000000000003,0.3700000000000001,3.578,4.16,3.21,0.9500000000000002,0.75,4934,15663,681,14982,2347
2016-01-31,3.9675000000000002,4.2,3.73,0.4700000000000002,-0.4700000000000002,4.03,4.2,3.85,0.3500000000000001,-0.25,3.8125,4.2,3.5,0.7000000000000002,-0.4700000000000002,3.9025,4.2,3.61,0.5900000000000003,-0.25,1364,2657,371,2286,-230
2016-02-07,3.828,4.0,3.42,0.5800000000000001,0.5800000000000001,3.828,4.0,3.42,0.5800000000000001,0.5800000000000001,3.742,4.0,3.42,0.5800000000000001,0.2400000000000002,3.742,4.0,3.42,0.5800000000000001,0.2400000000000002,953,3116,192,2924,2896
2016-02-14,3.6766666666666667,3.84,3.51,0.33000000000000007,0.33000000000000007,3.8133333333333335,4.25,3.51,0.7400000000000002,0.7400000000000002,3.6766666666666667,3.84,3.51,0.33000000000000007,0.33000000000000007,3.716666666666667,3.96,3.51,0.4500000000000002,0.4500000000000002,2874,7404,175,7229,6360
2016-02-21,4.0825,4.25,3.96,0.29000000000000004,-0.13999999999999968,4.1925,4.48,3.99,0.4900000000000002,-0.10999999999999943,4.0075,4.08,3.96,0.1200000000000001,-0.010000000000000231,4.1175,4.33,3.97,0.3599999999999999,0.0,1965,5151,395,4756,390
2016-02-28,4.1499999999999995,4.31,4.05,0.2599999999999998,0.2599999999999998,4.1625,4.31,4.1,0.20999999999999996,0.20999999999999996,4.1499999999999995,4.31,4.05,0.2599999999999998,0.2599999999999998,4.1625,4.31,4.1,0.20999999999999996,0.20999999999999996,345,602,146,456,-69
2016-03-06,4.328,4.38,4.28,0.09999999999999964,0.019999999999999574,4.382,4.45,4.3,0.15000000000000036,0.0,4.18,4.28,4.01,0.27000000000000046,0.25,4.24,4.45,4.1,0.35000000000000053,0.35000000000000053,3157,4419,782,3637,-80
2016-03-13,4.756,4.99,4.45,0.54,0.54,4.886,5.1,4.65,0.4499999999999993,0.4499999999999993,4.72,4.97,4.44,0.5299999999999994,0.5299999999999994,4.8500000000000005,5.01,4.65,0.35999999999999943,0.35999999999999943,3457,12441,409,12032,10515
2016-03-20,5.2,5.25,5.11,0.13999999999999968,0.1299999999999999,5.28,5.4,5.14,0.2600000000000007,0.10000000000000053,5.109999999999999,5.2,5.05,0.15000000000000036,0.07000000000000028,5.2225,5.4,5.06,0.34000000000000075,0.07000000000000028,2376,6018,337,5681,-1585
2016-03-27,5.398,5.75,5.13,0.6200000000000001,0.3100000000000005,5.522,5.75,5.22,0.5300000000000002,-0.3099999999999996,5.256,5.44,5.13,0.3100000000000005,0.3100000000000005,5.442,5.75,5.21,0.54,-0.3099999999999996,2550,7035,378,6657,-6657
