Date,BAS_stock_Open_average,BAS_stock_Open_max,BAS_stock_Open_min,BAS_stock_Open_volatility,BAS_stock_Open_change,BAS_stock_High_average,BAS_stock_High_max,BAS_stock_High_min,BAS_stock_High_volatility,BAS_stock_High_change,BAS_stock_Low_average,BAS_stock_Low_max,BAS_stock_Low_min,BAS_stock_Low_volatility,BAS_stock_Low_change,BAS_stock_Close_average,BAS_stock_Close_max,BAS_stock_Close_min,BAS_stock_Close_volatility,BAS_stock_Close_change,BAS_stock_Volume_average,BAS_stock_Volume_max,BAS_stock_Volume_min,BAS_stock_Volume_volatility,BAS_stock_Volume_change
2016-10-16,0.7146,0.765,0.63,0.135,0.12,0.7506,0.768,0.72,0.04800000000000004,0.030000000000000027,0.682,0.7120000000000001,0.6,0.1120000000000001,0.10499999999999998,0.717,0.743,0.6890000000000001,0.05399999999999994,0.02399999999999991,2193142,3865041,949367,2915674,-2915674
2016-10-23,0.41200000000000003,0.52,0.34,0.18,-0.019999999999999962,0.5134,0.64,0.42,0.22000000000000003,-0.010000000000000009,0.3442,0.39899999999999997,0.302,0.09699999999999998,0.038000000000000034,0.4108,0.608,0.34,0.26799999999999996,-0.006000000000000005,8839620,19095892,3320846,15775046,-15619658
2016-10-30,0.3902,0.42,0.35100000000000003,0.06899999999999995,0.06899999999999995,0.436,0.52,0.405,0.11499999999999999,0.10799999999999998,0.38439999999999996,0.40399999999999997,0.35,0.05399999999999999,0.05399999999999999,0.4056,0.445,0.39,0.05499999999999999,0.05399999999999999,2164024,4103564,506006,3597558,-1446670
2016-11-06,0.424,0.48,0.4,0.07999999999999996,-0.07,0.4534,0.49,0.43200000000000005,0.05799999999999994,-0.05799999999999994,0.4006,0.415,0.385,0.02999999999999997,-0.015000000000000013,0.4198,0.44299999999999995,0.39,0.052999999999999936,-0.010000000000000009,1328897,1961236,596293,1364943,37469
2016-11-13,0.3496,0.39,0.33,0.06,-0.06,0.3576,0.41,0.33,0.07999999999999996,-0.07999999999999996,0.3226,0.341,0.313,0.028000000000000025,-0.026000000000000023,0.3338,0.35,0.32,0.02999999999999997,-0.02999999999999997,1513959,2292556,835217,1457339,-1247096
2016-11-20,0.485,0.6,0.32,0.27999999999999997,0.18,0.60775,0.664,0.529,0.135,0.06899999999999995,0.431,0.48,0.31,0.16999999999999998,0.15999999999999998,0.51175,0.56,0.44,0.12000000000000005,0.09700000000000003,9327791,16053938,3253091,12800847,-8348749
2016-11-27,0.5382,0.5710000000000001,0.5,0.07100000000000006,-0.020000000000000018,0.5646,0.584,0.519,0.06499999999999995,0.0,0.4814,0.514,0.44,0.07400000000000001,-0.030000000000000027,0.496,0.54,0.45,0.09000000000000002,-0.020000000000000018,4333186,7319908,2038929,5280979,2915418
2016-12-04,0.47359999999999997,0.5,0.44,0.06,-0.06,0.4824,0.52,0.45,0.07,-0.07,0.444,0.48,0.41,0.07,-0.07,0.4536,0.494,0.42,0.07400000000000001,-0.07400000000000001,1829657,2763192,1136994,1626198,1305630
2016-12-11,0.4356,0.475,0.41,0.065,-0.05199999999999999,0.4494,0.49,0.425,0.065,-0.04200000000000004,0.41659999999999997,0.44,0.4,0.03999999999999998,-0.027000000000000024,0.42960000000000004,0.446,0.41100000000000003,0.034999999999999976,-0.01200000000000001,1283682,2024685,845305,1179380,-1179380
2016-12-18,0.4316,0.49200000000000005,0.406,0.08600000000000002,0.052000000000000046,0.49820000000000003,0.63,0.426,0.20400000000000001,0.12000000000000005,0.4042,0.41,0.4,0.009999999999999953,0.0,0.4464,0.532,0.414,0.11800000000000005,0.033999999999999975,6079417,17674632,524120,17150512,8384946
2016-12-25,36.58,39.0,35.32,3.6799999999999997,-2.5,38.7875,44.75,36.0,8.75,-8.25,32.9875,34.65,29.36,5.289999999999999,5.079999999999998,35.1775,36.0,33.97,2.030000000000001,-0.6499999999999986,1062336,1997374,560858,1436516,-1436516
2017-01-01,36.275000000000006,37.0,35.59,1.4099999999999966,-0.39000000000000057,37.0525,37.22,36.71,0.509999999999998,0.4200000000000017,35.408249999999995,36.18,34.3,1.8800000000000026,1.2830000000000013,36.1425,36.61,35.65,0.9600000000000009,0.3400000000000034,943354,1312655,379014,933641,-718092
2017-01-08,36.132,36.68,35.31,1.3699999999999974,-0.3499999999999943,36.6732,36.99,36.14,0.8500000000000014,-0.8500000000000014,35.4218,35.91,35.045,0.8649999999999949,-0.013999999999995794,35.97,36.51,35.35,1.1599999999999966,-1.1599999999999966,552064,985998,197921,788077,-585014
2017-01-15,38.6425,40.91,35.92,4.989999999999995,4.989999999999995,40.261250000000004,42.95,38.2,4.75,4.75,38.2225,40.66,35.47,5.189999999999998,5.189999999999998,39.7775,42.06,38.09,3.969999999999999,3.969999999999999,1409798,1959943,1126481,833462,810995
2017-01-22,41.312,42.3,40.6,1.6999999999999957,-0.46999999999999886,42.09,42.38,41.34,1.0399999999999991,0.0,40.519400000000005,41.59,39.202,2.3880000000000052,1.3200000000000003,41.082,41.87,40.33,1.5399999999999991,1.5399999999999991,957456,2169583,536548,1633035,190160
2017-01-29,41.09,41.5,40.56,0.9399999999999977,-0.5700000000000003,41.653999999999996,41.95,41.22,0.730000000000004,0.060000000000002274,40.156,40.84,39.81,1.0300000000000011,0.09999999999999432,41.019999999999996,41.65,40.34,1.3099999999999952,0.0,343113,658685,147904,510781,-384101
2017-02-05,41.726,42.34,40.61,1.730000000000004,1.730000000000004,42.395,43.315,41.95,1.3649999999999949,0.9549999999999983,41.394,42.34,40.61,1.730000000000004,1.730000000000004,42.23,43.3,41.75,1.5499999999999972,1.2399999999999949,510871,586059,408750,177309,-2866
2017-02-12,42.886,44.41,41.32,3.0899999999999963,-2.1400000000000006,43.461,44.81,41.6,3.210000000000001,-3.210000000000001,41.938,43.31,40.05,3.260000000000005,-2.960000000000001,42.536,44.5,40.77,3.729999999999997,-3.729999999999997,506407,924192,278945,645247,-191659
2017-02-19,41.085,41.84,39.16,2.680000000000007,-2.430000000000007,41.57125,42.79,39.655,3.134999999999998,-3.134999999999998,40.11625,41.56,37.555,4.005000000000003,-4.005000000000003,40.47,42.0,38.02,3.979999999999997,-3.979999999999997,468842,617077,366275,250802,-107052
2017-02-26,38.954,39.88,38.11,1.7700000000000031,0.36999999999999744,39.910000000000004,40.86,38.52,2.3399999999999963,-2.3399999999999963,38.242,39.25,36.74,2.509999999999998,-1.3699999999999974,38.898,40.45,37.4,3.0500000000000043,-3.0500000000000043,471115,925736,234993,690743,-409823
2017-03-05,34.712,37.31,31.19,6.120000000000001,-6.120000000000001,35.397,38.11,32.5,5.609999999999999,-5.189999999999998,33.348,36.63,30.65,5.980000000000004,-5.440000000000001,33.744,37.29,30.95,6.34,-5.379999999999999,836766,1234388,552874,681514,372005
2017-03-12,32.282,34.46,30.94,3.5199999999999996,2.6999999999999993,33.467999999999996,36.58,30.98,5.599999999999998,4.539999999999999,31.774,34.42,29.69,4.73,3.080000000000002,33.104,36.16,30.31,5.849999999999998,4.639999999999997,795097,1624083,418683,1205400,1205400
2017-03-19,33.638,35.97,32.12,3.8500000000000014,-3.8500000000000014,34.67,35.97,33.44,2.530000000000001,-0.5300000000000011,32.488,34.18,31.35,2.8299999999999983,-2.8299999999999983,33.05,34.56,31.7,2.860000000000003,-2.860000000000003,410471,460921,305418,155503,74630
2017-03-26,31.137999999999998,31.98,30.56,1.4200000000000017,0.5,32.36,33.5,30.9,2.6000000000000014,2.6000000000000014,30.455,30.985,29.06,1.9250000000000007,1.9250000000000007,31.524,33.36,30.56,2.8000000000000007,2.8000000000000007,594381,804316,386598,417718,-130846
2017-04-02,33.046,33.44,32.7,0.7399999999999949,-0.6400000000000006,33.528999999999996,33.98,32.95,1.029999999999994,-0.9199999999999946,32.4122,32.68,31.8,0.879999999999999,-0.8000000000000007,32.708,32.92,32.29,0.6300000000000026,-0.5200000000000031,375519,549278,150416,398862,-129797
2017-04-09,33.7575,34.84,32.51,2.3300000000000054,2.3300000000000054,34.985,35.84,34.43,1.4100000000000037,0.010000000000005116,33.1825,33.69,32.34,1.3499999999999943,0.8099999999999952,34.225,34.93,33.84,1.0899999999999963,0.03999999999999915,837517,1348997,462759,886238,628820
2017-04-16,32.42,34.07,30.63,3.4400000000000013,-3.4400000000000013,33.452,34.31,32.13,2.1799999999999997,-1.5300000000000011,30.837,31.885,29.7,2.1850000000000023,-2.1850000000000023,31.594,33.06,30.66,2.400000000000002,-2.0400000000000027,1030519,1641548,596066,1045482,521888
2017-04-23,29.372,30.86,27.93,2.9299999999999997,-2.9299999999999997,29.912,31.15,28.82,2.3299999999999983,-2.3299999999999983,28.284,29.26,26.82,2.4400000000000013,-2.1999999999999993,28.668,29.6,27.17,2.4299999999999997,-2.3299999999999983,663515,985375,421653,563722,-189453
2017-04-30,26.368,27.15,25.62,1.5299999999999976,-1.5299999999999976,27.284399999999998,27.965,26.28,1.6849999999999987,0.578000000000003,25.74,26.3,24.79,1.5100000000000016,-0.6799999999999997,26.354,26.87,25.52,1.3500000000000014,0.370000000000001,715776,1035642,543079,492563,490714
2017-05-07,27.934,29.2,27.06,2.1400000000000006,1.5199999999999996,28.816,30.0,27.6,2.3999999999999986,1.379999999999999,27.3,28.5,26.32,2.1799999999999997,1.3999999999999986,28.035999999999998,29.08,27.24,1.8399999999999999,0.6999999999999993,373470,560915,194586,366329,-246848
2017-05-14,27.732,28.93,26.69,2.2399999999999984,-1.5,28.508,29.41,27.74,1.6700000000000017,-0.25,26.998,27.67,26.15,1.5200000000000031,-0.5300000000000011,27.758,29.0,26.96,2.039999999999999,1.1099999999999994,373270,402081,346656,55425,-36831
2017-05-21,28.900000000000002,29.28,28.38,0.9000000000000021,-0.9000000000000021,29.526,29.78,29.27,0.5100000000000016,-0.39000000000000057,28.456,28.81,28.14,0.6699999999999982,-0.5299999999999976,28.87,29.21,28.18,1.0300000000000011,0.10999999999999943,285725,329428,243101,86327,-81603
2017-05-28,27.982499999999998,29.04,27.2,1.8399999999999999,-0.9800000000000004,28.2975,29.04,27.62,1.4199999999999982,-0.879999999999999,26.83625,27.41,26.32,1.0899999999999999,-1.0899999999999999,27.61,28.32,27.2,1.120000000000001,-0.23000000000000043,585424,837526,356171,481355,318090
2017-06-04,26.008,27.46,23.93,3.530000000000001,-2.8500000000000014,26.912399999999998,27.941999999999997,25.27,2.671999999999997,-1.0700000000000003,24.764,26.28,22.82,3.460000000000001,-3.289999999999999,25.934,27.68,23.93,3.75,-1.1799999999999997,620426,1002701,379529,623172,492537
2017-06-11,25.134,26.59,22.7,3.8900000000000006,-3.4400000000000013,25.594,26.93,23.14,3.789999999999999,-3.3299999999999983,23.941,25.745,21.88,3.865000000000002,-3.8200000000000003,24.586000000000002,26.76,22.55,4.210000000000001,-2.950000000000003,571418,859613,319589,540024,326688
2017-06-18,22.3,23.27,20.68,2.59,-2.2600000000000016,23.1508,24.865,21.16,3.7049999999999983,-3.0799999999999983,21.22,22.65,19.79,2.8599999999999994,-2.4700000000000024,22.164,23.93,20.66,3.2699999999999996,-2.5,1247164,2797830,751863,2045967,1974875
2017-06-25,22.942,24.87,21.25,3.620000000000001,3.620000000000001,24.3304,25.62,22.28,3.34,3.0919999999999987,22.573999999999998,24.13,20.83,3.3000000000000007,3.3000000000000007,23.636,24.9,21.46,3.4399999999999977,3.4399999999999977,572056,823524,274110,549414,-388994
2017-07-02,25.305,26.21,24.17,2.039999999999999,-0.8299999999999983,25.9075,26.54,24.64,1.8999999999999986,-1.8999999999999986,24.57875,25.31,23.695,1.6149999999999984,-1.2349999999999994,25.240000000000002,26.32,24.47,1.8500000000000014,-1.7699999999999996,372110,486080,292378,193702,27539
2017-07-09,26.328,27.51,24.4,3.110000000000003,3.110000000000003,27.285,28.53,25.91,2.620000000000001,2.620000000000001,25.972,27.32,24.4,2.9200000000000017,2.9200000000000017,26.983999999999998,28.34,25.85,2.4899999999999984,2.4899999999999984,343308,433604,239612,193992,36379
2017-07-16,28.442,29.05,27.86,1.1900000000000013,-0.019999999999999574,29.158,29.58,28.62,0.9599999999999973,-0.6600000000000001,27.784,28.28,27.01,1.2699999999999996,-1.2699999999999996,28.184,29.01,27.45,1.5600000000000023,-1.1000000000000014,386854,488947,278965,209982,164254
2017-07-23,27.580000000000002,28.6,26.01,2.59,0.41000000000000014,28.4318,29.47,27.66,1.8099999999999987,0.26099999999999923,26.076999999999998,28.22,23.49,4.73,-2.0100000000000016,26.85,28.67,23.82,4.850000000000001,-2.009999999999998,521821,1178901,331743,847158,789210
2017-07-30,22.096,24.23,21.27,2.960000000000001,-2.960000000000001,22.588,24.23,21.62,2.6099999999999994,-2.3000000000000007,21.137999999999998,21.91,20.65,1.2600000000000016,-1.2600000000000016,21.616,22.4,20.68,1.7199999999999989,-1.7199999999999989,516785,743711,397703,346008,-326691
2017-08-06,18.034,20.51,16.7,3.8100000000000023,-3.8100000000000023,18.3606,20.54,17.24,3.3000000000000007,-3.3000000000000007,16.801,18.095,16.25,1.8449999999999989,-1.8449999999999989,17.137999999999998,18.47,16.52,1.9499999999999993,-1.9499999999999993,790890,1122396,612763,509633,75811
2017-08-13,15.662,16.54,14.75,1.7899999999999991,-1.7899999999999991,15.985800000000001,16.63,15.47,1.1599999999999984,-0.879999999999999,15.192,15.99,14.75,1.2400000000000002,-1.2400000000000002,15.436,16.07,14.8,1.2699999999999996,-0.5500000000000007,455568,529885,419794,110091,-31750
2017-08-20,15.11,15.4,14.82,0.5800000000000001,-0.5800000000000001,15.364,15.49,15.2,0.2900000000000009,-0.21000000000000085,14.8968,15.084000000000001,14.68,0.4040000000000017,-0.4040000000000017,15.032,15.15,14.72,0.4299999999999997,-0.15000000000000036,269900,452846,172642,280204,-69860
2017-08-27,14.608,15.03,14.32,0.7099999999999991,-0.33999999999999986,15.0,15.45,14.61,0.8399999999999999,0.2699999999999996,14.268,14.5,14.03,0.47000000000000064,0.17999999999999972,14.578,15.22,14.19,1.0300000000000011,0.5899999999999999,300862,566196,200740,365456,277942
2017-09-03,16.2175,16.73,15.61,1.120000000000001,1.120000000000001,16.83125,17.005,16.63,0.375,0.10000000000000142,15.7995,16.22,15.41,0.8099999999999987,-0.09999999999999964,16.16,16.85,15.66,1.1900000000000013,-0.25,496775,694764,378558,316206,-278872
2017-09-10,15.518,15.82,15.04,0.7800000000000011,-0.6000000000000014,15.891,16.1,15.45,0.6500000000000021,-0.5050000000000008,15.112,15.47,14.8,0.6699999999999999,-0.3000000000000007,15.344,15.64,14.98,0.6600000000000001,-0.2699999999999996,693224,872154,360540,511614,511614
2017-09-17,16.392,17.66,15.11,2.5500000000000007,2.4200000000000017,17.244,18.15,15.88,2.269999999999998,1.959999999999999,16.1914,17.33,15.11,2.219999999999999,1.9100000000000001,16.822,17.76,15.53,2.230000000000002,1.709999999999999,544042,660740,437994,222746,-44542
2017-09-24,18.222,19.11,17.05,2.0599999999999987,2.0599999999999987,19.058,19.62,17.89,1.7300000000000004,1.7300000000000004,18.04,18.83,17.03,1.7999999999999972,1.7999999999999972,18.716,19.3,17.35,1.9499999999999993,1.9499999999999993,494475,692400,297174,395226,-245740
