Date,CHEStock_Open_average,CHEStock_Open_max,CHEStock_Open_min,CHEStock_Open_volatility,CHEStock_Open_change,CHEStock_High_average,CHEStock_High_max,CHEStock_High_min,CHEStock_High_volatility,CHEStock_High_change,CHEStock_Low_average,CHEStock_Low_max,CHEStock_Low_min,CHEStock_Low_volatility,CHEStock_Low_change,CHEStock_Close_average,CHEStock_Close_max,CHEStock_Close_min,CHEStock_Close_volatility,CHEStock_Close_change,CHEStock_Volume_average,CHEStock_Volume_max,CHEStock_Volume_min,CHEStock_Volume_volatility,CHEStock_Volume_change
2016-01-03,146.062,148.25,141.54,6.710000000000008,-6.710000000000008,147.37,149.35,144.09,5.259999999999991,-4.159999999999997,143.672,145.88,140.86,5.019999999999982,-4.75,145.17600000000002,148.71,141.25,7.460000000000008,-5.530000000000001,123523,163264,89399,73865,-37343
2016-01-10,141.486,144.74,136.79,7.950000000000017,-5.2900000000000205,143.56199999999998,147.26,140.14,7.1200000000000045,-3.6200000000000045,139.286,142.65,136.1,6.550000000000011,-4.340000000000003,141.08599999999998,144.38,138.7,5.680000000000007,-2.549999999999983,124433,191161,86929,104232,40398
2016-01-17,140.235,142.37,138.47,3.9000000000000057,-2.4399999999999977,142.4175,144.26,140.61,3.6499999999999773,-1.7399999999999807,137.22,138.07,136.54,1.5300000000000011,-0.37000000000000455,140.1575,142.26,137.86,4.399999999999977,0.030000000000001137,138627,156256,123313,32943,-21681
2016-01-24,139.20000000000002,140.72,136.15,4.569999999999993,-4.150000000000006,141.538,142.93,140.56,2.3700000000000045,-1.4099999999999966,136.97,138.34,135.58,2.759999999999991,-1.4399999999999977,138.868,140.55,136.0,4.550000000000011,2.3700000000000045,147702,222742,101999,120743,-64747
2016-01-31,138.014,140.89,134.62,6.269999999999982,-3.859999999999985,139.87199999999999,143.0,135.7,7.300000000000011,-7.300000000000011,135.032,139.12,130.04,9.080000000000013,-8.550000000000011,136.644,141.5,130.74,10.759999999999991,-10.759999999999991,113517,137857,90887,46970,29836
2016-02-07,129.858,132.27,128.07,4.200000000000017,3.3200000000000216,132.296,134.16,130.72,3.4399999999999977,3.4399999999999977,128.846,131.55,126.81,4.740000000000009,4.740000000000009,130.864,133.09,129.38,3.710000000000008,3.710000000000008,149497,169407,99101,70306,-12686
2016-02-14,131.9275,134.84,126.47,8.370000000000005,-7.349999999999994,133.8675,137.26,127.97,9.289999999999992,-8.129999999999995,129.355,134.42,124.77,9.649999999999991,-7.61999999999999,130.5125,135.0,126.48,8.519999999999996,-7.430000000000007,183214,292850,129373,163477,16441
2016-02-21,128.192,131.31,126.62,4.689999999999998,4.689999999999998,129.922,131.6,128.48,3.1200000000000045,2.539999999999992,127.476,129.02,126.37,2.6500000000000057,2.6500000000000057,129.186,131.06,127.73,3.3299999999999983,1.4700000000000273,159153,189313,132654,56659,-6445
2016-02-28,129.56,130.55,128.66,1.8900000000000148,0.6100000000000136,131.236,132.28,129.94,2.3400000000000034,1.1500000000000057,128.8,129.75,128.0,1.75,1.5500000000000114,129.958,131.15,128.5,2.6500000000000057,2.6500000000000057,169209,225839,117350,108489,-35777
2016-03-06,131.55,132.42,130.45,1.9699999999999989,1.700000000000017,133.084,134.92,132.08,2.839999999999975,2.3999999999999773,130.912,132.15,130.31,1.8400000000000034,1.700000000000017,132.052,134.75,130.49,4.259999999999991,2.8899999999999864,118139,141605,103140,38465,-7490
2016-03-13,134.386,135.14,133.84,1.299999999999983,-1.009999999999991,135.78,136.31,135.33,0.9799999999999898,0.5900000000000034,133.358,134.41,131.92,2.490000000000009,-0.3400000000000034,134.12800000000001,134.73,133.4,1.329999999999984,-1.329999999999984,140838,186278,84419,101859,14647
