Date,WisdomTree International High Dividend_etf_Open_average,WisdomTree International High Dividend_etf_Open_max,WisdomTree International High Dividend_etf_Open_min,WisdomTree International High Dividend_etf_Open_volatility,WisdomTree International High Dividend_etf_Open_change,WisdomTree International High Dividend_etf_High_average,WisdomTree International High Dividend_etf_High_max,WisdomTree International High Dividend_etf_High_min,WisdomTree International High Dividend_etf_High_volatility,WisdomTree International High Dividend_etf_High_change,WisdomTree International High Dividend_etf_Low_average,WisdomTree International High Dividend_etf_Low_max,WisdomTree International High Dividend_etf_Low_min,WisdomTree International High Dividend_etf_Low_volatility,WisdomTree International High Dividend_etf_Low_change,WisdomTree International High Dividend_etf_Close_average,WisdomTree International High Dividend_etf_Close_max,WisdomTree International High Dividend_etf_Close_min,WisdomTree International High Dividend_etf_Close_volatility,WisdomTree International High Dividend_etf_Close_change
2016-01-03,35.82,35.82,35.82,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.21,35.21,35.21,0.0,0.0
2016-01-10,34.21,34.21,34.21,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2016-01-17,34.91,34.91,34.91,0.0,0.0,35.21,35.21,35.21,0.0,0.0,34.87,34.87,34.87,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2016-01-24,35.54,35.54,35.54,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.97,35.97,35.97,0.0,0.0
2016-01-31,35.52,35.52,35.52,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2016-02-07,33.95,33.95,33.95,0.0,0.0,34.37,34.37,34.37,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2016-02-14,35.11,35.11,35.11,0.0,0.0,35.34,35.34,35.34,0.0,0.0,34.98,34.98,34.98,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2016-02-21,35.41,35.41,35.41,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2016-02-28,36.74,36.74,36.74,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2016-03-06,37.3,37.3,37.3,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2016-03-13,38.16,38.16,38.16,0.0,0.0,38.2,38.2,38.2,0.0,0.0,37.96,37.96,37.96,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2016-03-20,36.59,36.59,36.59,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2016-03-27,36.66,36.66,36.66,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.52,36.52,36.52,0.0,0.0,37.01,37.01,37.01,0.0,0.0
2016-04-03,36.82,36.82,36.82,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2016-04-10,38.16,38.16,38.16,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.08,38.08,38.08,0.0,0.0,38.09,38.09,38.09,0.0,0.0
2016-04-17,38.7,38.7,38.7,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.76,38.76,38.76,0.0,0.0
2016-04-24,38.7,38.7,38.7,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.63,38.63,38.63,0.0,0.0
2016-05-01,37.34,37.34,37.34,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2016-05-08,37.39,37.39,37.39,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2016-05-15,37.36,37.36,37.36,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2016-05-22,38.42,38.42,38.42,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2016-05-29,37.89,37.89,37.89,0.0,0.0,38.28,38.28,38.28,0.0,0.0,37.89,37.89,37.89,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2016-06-05,37.61,37.61,37.61,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2016-06-12,36.75,36.75,36.75,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.67,36.67,36.67,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2016-06-19,34.98,34.98,34.98,0.0,0.0,35.66,35.66,35.66,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2016-06-26,36.48,36.48,36.48,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2016-07-03,35.92,35.92,35.92,0.0,0.0,36.01,36.01,36.01,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2016-07-10,37.37,37.37,37.37,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2016-07-17,37.12,37.12,37.12,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2016-07-24,37.49,37.49,37.49,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2016-07-31,37.46,37.46,37.46,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2016-08-07,38.37,38.37,38.37,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2016-08-14,38.02,38.02,38.02,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2016-08-21,38.4,38.4,38.4,0.0,0.0,38.69,38.69,38.69,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.98,37.98,37.98,0.0,0.0
