Date,BVSN_stock_Open_average,BVSN_stock_Open_max,BVSN_stock_Open_min,BVSN_stock_Open_volatility,BVSN_stock_Open_change,BVSN_stock_High_average,BVSN_stock_High_max,BVSN_stock_High_min,BVSN_stock_High_volatility,BVSN_stock_High_change,BVSN_stock_Low_average,BVSN_stock_Low_max,BVSN_stock_Low_min,BVSN_stock_Low_volatility,BVSN_stock_Low_change,BVSN_stock_Close_average,BVSN_stock_Close_max,BVSN_stock_Close_min,BVSN_stock_Close_volatility,BVSN_stock_Close_change,BVSN_stock_Volume_average,BVSN_stock_Volume_max,BVSN_stock_Volume_min,BVSN_stock_Volume_volatility,BVSN_stock_Volume_change
2016-01-03,5.99,6.15,5.92,0.23000000000000043,0.07000000000000028,6.202,6.38,6.04,0.33999999999999986,0.1200000000000001,5.922,5.94,5.9,0.040000000000000036,0.009999999999999787,6.056,6.2,5.96,0.2400000000000002,-0.019999999999999574,23712,86509,2017,84492,2144
2016-01-10,5.998,6.08,5.93,0.15000000000000036,-0.15000000000000036,6.04,6.09,5.99,0.09999999999999964,-0.08999999999999986,5.95,6.0,5.9,0.09999999999999964,-0.009999999999999787,5.992,6.01,5.96,0.04999999999999982,-0.040000000000000036,7639,11519,3292,8227,1342
2016-01-17,5.895,6.0,5.8,0.20000000000000018,-0.08999999999999986,5.9275,6.0,5.88,0.1200000000000001,-0.08999999999999986,5.8,5.88,5.72,0.16000000000000014,-0.16000000000000014,5.8825,5.94,5.83,0.11000000000000032,-0.11000000000000032,5017,10326,1163,9163,-9163
2016-01-24,5.826,5.98,5.68,0.3000000000000007,0.21000000000000085,5.868,5.99,5.68,0.3100000000000005,0.08999999999999986,5.716,5.83,5.63,0.20000000000000018,0.05999999999999961,5.814,5.99,5.68,0.3100000000000005,0.15000000000000036,3218,7746,20,7726,6248
2016-01-31,5.8999999999999995,6.0,5.72,0.28000000000000025,0.25,6.092,6.2,5.93,0.27000000000000046,0.25,5.858,5.98,5.72,0.2600000000000007,0.16000000000000014,5.928,6.0,5.86,0.13999999999999968,-0.019999999999999574,9843,17834,1889,15945,2189
2016-02-07,5.998,6.1,5.93,0.16999999999999993,0.040000000000000036,6.042,6.1,6.02,0.08000000000000007,0.0,5.926,6.1,5.82,0.27999999999999936,0.08999999999999986,6.018,6.1,5.98,0.11999999999999922,-0.02999999999999936,10165,26450,407,26043,-9855
2016-02-14,5.995,6.02,5.95,0.0699999999999994,-0.019999999999999574,6.029999999999999,6.05,6.0,0.04999999999999982,0.03000000000000025,5.95,5.95,5.95,0.0,0.0,6.0,6.05,5.95,0.09999999999999964,0.04999999999999982,5909,11751,1329,10422,5100
2016-02-21,6.082,6.14,5.98,0.15999999999999925,0.05999999999999961,6.148,6.19,6.1,0.09000000000000075,0.05000000000000071,6.024,6.09,5.98,0.10999999999999943,0.08999999999999986,6.086,6.13,6.05,0.08000000000000007,0.02999999999999936,4469,8960,2040,6920,-2879
2016-02-28,6.072,6.19,5.98,0.20999999999999996,0.16000000000000014,6.124,6.19,6.03,0.16000000000000014,0.16000000000000014,5.964,6.02,5.91,0.10999999999999943,-0.04999999999999982,6.002,6.03,5.94,0.08999999999999986,0.010000000000000675,2869,5696,997,4699,1416
2016-03-06,6.158,6.28,6.08,0.20000000000000018,0.03000000000000025,6.2620000000000005,6.28,6.2,0.08000000000000007,0.0699999999999994,6.096,6.12,6.08,0.040000000000000036,0.03000000000000025,6.216,6.28,6.12,0.16000000000000014,0.07999999999999918,4832,16136,1308,14828,-399
2016-03-13,6.194,6.36,6.01,0.35000000000000053,-0.13999999999999968,6.314,6.39,6.21,0.17999999999999972,-0.09999999999999964,6.0440000000000005,6.19,5.9,0.29000000000000004,-0.1900000000000004,6.198,6.38,6.0,0.3799999999999999,-0.3799999999999999,9997,18117,5187,12930,2693
2016-03-20,6.14,6.25,6.09,0.16000000000000014,0.03000000000000025,6.4475,6.87,6.25,0.6200000000000001,0.5899999999999999,6.0675,6.12,5.99,0.1299999999999999,0.03000000000000025,6.335,6.87,5.99,0.8799999999999999,0.6799999999999997,17809,33394,1578,31816,12618
2016-03-27,7.43,7.89,6.85,1.04,0.5900000000000007,7.8340000000000005,8.06,7.67,0.39000000000000057,-0.03000000000000025,7.22,7.67,6.81,0.8600000000000003,0.2400000000000002,7.482,7.89,7.1,0.79,-0.03000000000000025,34508,62753,7014,55739,-19304
2016-04-03,6.844,7.33,6.53,0.7999999999999998,-0.7000000000000002,6.974,7.33,6.74,0.5899999999999999,-0.5899999999999999,6.636,6.95,6.5,0.4500000000000002,-0.4500000000000002,6.692,7.12,6.5,0.6200000000000001,-0.6200000000000001,9569,15196,776,14420,4167
2016-04-10,6.708,6.85,6.5,0.34999999999999964,-0.1299999999999999,6.918,7.03,6.75,0.28000000000000025,-0.2599999999999998,6.572,6.72,6.48,0.23999999999999932,-0.08999999999999986,6.716,7.01,6.5,0.5099999999999998,-0.5,4856,9467,1389,8078,-8078
2016-04-17,6.574,6.97,6.41,0.5599999999999996,0.4399999999999995,6.732,6.97,6.53,0.4399999999999995,0.3099999999999996,6.436,6.51,6.4,0.10999999999999943,0.05999999999999961,6.54,6.75,6.46,0.29000000000000004,0.0,8859,24007,635,23372,-9117
