Date,GNW_stock_Open_average,GNW_stock_Open_max,GNW_stock_Open_min,GNW_stock_Open_volatility,GNW_stock_Open_change,GNW_stock_High_average,GNW_stock_High_max,GNW_stock_High_min,GNW_stock_High_volatility,GNW_stock_High_change,GNW_stock_Low_average,GNW_stock_Low_max,GNW_stock_Low_min,GNW_stock_Low_volatility,GNW_stock_Low_change,GNW_stock_Close_average,GNW_stock_Close_max,GNW_stock_Close_min,GNW_stock_Close_volatility,GNW_stock_Close_change,GNW_stock_Volume_average,GNW_stock_Volume_max,GNW_stock_Volume_min,GNW_stock_Volume_volatility,GNW_stock_Volume_change
2016-01-03,3.534,3.83,3.25,0.5800000000000001,-0.41000000000000014,3.596,3.88,3.27,0.6099999999999999,-0.6099999999999999,3.37,3.63,3.04,0.5899999999999999,-0.5699999999999998,3.442,3.8,3.09,0.71,-0.71,6714843,8654780,5310671,3344109,-3344109
2016-01-10,2.662,3.15,2.32,0.8300000000000001,-0.8300000000000001,2.738,3.16,2.51,0.6500000000000004,-0.6400000000000001,2.35,2.58,2.23,0.3500000000000001,-0.29000000000000004,2.526,2.77,2.4,0.3700000000000001,-0.29000000000000004,16226224,23249174,12197261,11051913,-1348123
2016-01-17,2.4425,2.53,2.3,0.22999999999999998,-0.09999999999999964,2.565,2.59,2.54,0.04999999999999982,-0.040000000000000036,2.31,2.39,2.2,0.18999999999999995,-0.010000000000000231,2.435,2.52,2.35,0.16999999999999993,0.10999999999999988,8126327,12702628,5926122,6776506,-1092556
2016-01-24,2.39,2.69,2.24,0.44999999999999973,0.2799999999999998,2.524,2.86,2.31,0.5499999999999998,0.4099999999999997,2.296,2.55,2.21,0.33999999999999986,0.33999999999999986,2.428,2.78,2.22,0.5599999999999996,0.5599999999999996,7863185,12488523,5602041,6886482,5762955
2016-01-31,2.536,2.74,2.23,0.5100000000000002,-0.5100000000000002,2.63,2.79,2.31,0.48,-0.43000000000000016,2.404,2.61,2.01,0.6000000000000001,-0.6000000000000001,2.54,2.79,2.18,0.6099999999999999,-0.52,12026601,27255948,4938735,22317213,19681702
2016-02-07,1.788,2.12,1.67,0.4500000000000002,-0.42000000000000015,1.888,2.12,1.71,0.41000000000000014,-0.30000000000000004,1.662,1.77,1.57,0.19999999999999996,-0.09000000000000008,1.714,1.86,1.61,0.25,-0.16000000000000014,13920428,18187942,8936744,9251198,-2301295
2016-02-14,1.9100000000000001,2.04,1.79,0.25,0.25,1.99,2.08,1.82,0.26,0.21999999999999997,1.845,1.92,1.74,0.17999999999999994,0.17999999999999994,1.9224999999999999,2.04,1.79,0.25,0.1399999999999999,6739668,9697674,4105228,5592446,-3334412
2016-02-21,1.976,2.01,1.95,0.05999999999999983,0.039999999999999813,2.048,2.18,1.96,0.2200000000000002,0.11000000000000032,1.92,1.98,1.83,0.1499999999999999,0.010000000000000009,2.014,2.18,1.94,0.2400000000000002,0.17000000000000037,5716151,8155365,4017379,4137986,2278183
2016-02-28,2.37,2.87,2.0,0.8700000000000001,0.8700000000000001,2.588,3.06,2.24,0.8199999999999998,0.8199999999999998,2.314,2.75,1.98,0.77,0.77,2.5,2.88,2.12,0.7599999999999998,0.7599999999999998,11501060,13983793,8005203,5978590,1371462
2016-03-06,2.85,2.95,2.73,0.2200000000000002,-0.18000000000000016,2.932,3.06,2.84,0.2200000000000002,-0.2200000000000002,2.662,2.81,2.54,0.27,-0.27,2.8,2.98,2.68,0.2999999999999998,-0.18000000000000016,7784977,9640313,5123507,4516806,-2532235
2016-03-13,2.884,2.97,2.78,0.1900000000000004,0.17000000000000037,2.94,3.03,2.82,0.20999999999999996,0.09999999999999964,2.758,2.86,2.67,0.18999999999999995,0.10000000000000009,2.886,3.03,2.72,0.3099999999999996,0.10999999999999988,8483650,18365240,4927508,13437732,10773231
2016-03-20,3.03,3.27,2.78,0.4900000000000002,-0.25,3.1149999999999998,3.34,2.78,0.56,-0.56,2.8275,3.0,2.53,0.4700000000000002,-0.4700000000000002,2.9475,3.26,2.67,0.5899999999999999,-0.5899999999999999,9950775,12289245,6814848,5474397,-1222155
2016-03-27,2.742,2.81,2.68,0.1299999999999999,0.09999999999999964,2.814,2.9,2.76,0.14000000000000012,0.03000000000000025,2.658,2.71,2.55,0.16000000000000014,-0.010000000000000231,2.738,2.79,2.69,0.10000000000000009,0.050000000000000266,5163989,5822820,3927369,1895451,-969037
2016-04-03,2.652,2.75,2.58,0.16999999999999993,-0.16999999999999993,2.686,2.78,2.6,0.17999999999999972,-0.17999999999999972,2.566,2.68,2.5,0.18000000000000016,-0.17000000000000037,2.596,2.7,2.5,0.20000000000000018,-0.16000000000000014,5199289,6380362,4338939,2041423,-57228
2016-04-10,2.656,2.77,2.52,0.25,0.20000000000000018,2.734,2.83,2.6,0.22999999999999998,0.21999999999999975,2.584,2.75,2.43,0.31999999999999984,0.08999999999999986,2.66,2.78,2.51,0.27,0.13000000000000034,7034497,8214146,5634924,2579222,2579222
2016-04-17,2.758,2.9,2.59,0.31000000000000005,0.31000000000000005,2.866,3.0,2.7,0.2999999999999998,0.2999999999999998,2.73,2.89,2.51,0.38000000000000034,0.38000000000000034,2.8320000000000003,2.99,2.66,0.33000000000000007,0.33000000000000007,6167198,8334133,5232946,3101187,-2736430
2016-04-24,2.986,3.21,2.91,0.2999999999999998,0.27,3.084,3.48,2.94,0.54,0.5299999999999998,2.898,3.16,2.8,0.3600000000000003,0.3600000000000003,3.0140000000000002,3.43,2.86,0.5700000000000003,0.54,10762421,20845776,5967060,14878716,14878716
2016-05-01,3.866,4.01,3.61,0.3999999999999999,0.20999999999999996,4.1,4.2,3.95,0.25,-0.13999999999999968,3.766,3.9,3.54,0.3599999999999999,0.25,3.9619999999999997,4.06,3.81,0.24999999999999956,-0.24999999999999956,14325845,23535258,8571700,14963558,-14124847
2016-05-08,3.7439999999999998,3.84,3.65,0.18999999999999995,-0.1299999999999999,3.848,3.97,3.74,0.22999999999999998,-0.04999999999999982,3.598,3.72,3.5,0.2200000000000002,0.04999999999999982,3.706,3.82,3.56,0.2599999999999998,-0.1200000000000001,6309986,9471120,3797220,5673900,-5673900
