Date,PESIStock_Open_average,PESIStock_Open_max,PESIStock_Open_min,PESIStock_Open_volatility,PESIStock_Open_change,PESIStock_High_average,PESIStock_High_max,PESIStock_High_min,PESIStock_High_volatility,PESIStock_High_change,PESIStock_Low_average,PESIStock_Low_max,PESIStock_Low_min,PESIStock_Low_volatility,PESIStock_Low_change,PESIStock_Close_average,PESIStock_Close_max,PESIStock_Close_min,PESIStock_Close_volatility,PESIStock_Close_change,PESIStock_Volume_average,PESIStock_Volume_max,PESIStock_Volume_min,PESIStock_Volume_volatility,PESIStock_Volume_change
2016-01-03,3.662,3.72,3.6,0.1200000000000001,-0.020000000000000018,3.718,3.74,3.69,0.050000000000000266,0.0,3.634,3.7,3.56,0.14000000000000012,0.050000000000000266,3.686,3.71,3.65,0.06000000000000005,0.06000000000000005,5050,10940,1678,9262,1522
2016-01-10,3.722,3.75,3.71,0.040000000000000036,-0.010000000000000231,3.736,3.75,3.71,0.040000000000000036,-0.040000000000000036,3.68,3.72,3.59,0.13000000000000034,-0.1200000000000001,3.708,3.75,3.65,0.10000000000000009,-0.08000000000000007,9466,18914,3125,15789,12844
2016-01-17,3.675,3.75,3.63,0.1200000000000001,0.10000000000000009,3.8125,3.92,3.71,0.20999999999999996,0.16000000000000014,3.6,3.71,3.52,0.18999999999999995,0.06000000000000005,3.75,3.85,3.7,0.1499999999999999,0.1499999999999999,28930,63576,3763,59813,11563
2016-01-24,3.84,3.87,3.82,0.050000000000000266,-0.010000000000000231,3.874,3.9,3.85,0.04999999999999982,-0.04999999999999982,3.784,3.82,3.75,0.06999999999999984,-0.06999999999999984,3.792,3.85,3.75,0.10000000000000009,-0.06000000000000005,2213,4495,1011,3484,2994
2016-01-31,3.826,3.86,3.75,0.10999999999999988,0.08000000000000007,3.856,3.88,3.83,0.04999999999999982,-0.04999999999999982,3.798,3.83,3.75,0.08000000000000007,0.0,3.838,3.88,3.78,0.10000000000000009,-0.10000000000000009,7530,10742,2930,7812,416
2016-02-07,3.71,3.76,3.66,0.09999999999999964,-0.029999999999999805,3.76,3.83,3.67,0.16000000000000014,0.040000000000000036,3.654,3.7,3.55,0.15000000000000036,0.0,3.7399999999999998,3.83,3.65,0.18000000000000016,0.07000000000000028,12616,34257,803,33454,1468
2016-02-14,3.8049999999999997,3.83,3.78,0.050000000000000266,0.050000000000000266,3.8275,3.85,3.78,0.07000000000000028,0.07000000000000028,3.8,3.83,3.78,0.050000000000000266,0.03000000000000025,3.8175,3.85,3.78,0.07000000000000028,0.03000000000000025,6502,17594,123,17471,2559
2016-02-21,3.738,3.78,3.7,0.07999999999999963,0.009999999999999787,3.766,3.82,3.73,0.08999999999999986,0.04999999999999982,3.694,3.76,3.61,0.1499999999999999,0.1499999999999999,3.748,3.81,3.71,0.10000000000000009,0.10000000000000009,6208,13622,3035,10587,-8388
2016-02-28,3.816,3.85,3.79,0.06000000000000005,0.06000000000000005,3.868,3.95,3.82,0.13000000000000034,0.06999999999999984,3.796,3.83,3.75,0.08000000000000007,0.08000000000000007,3.816,3.86,3.77,0.08999999999999986,0.06000000000000005,13694,37897,1562,36335,33095
2016-03-06,3.784,3.81,3.74,0.06999999999999984,0.010000000000000231,3.884,3.89,3.88,0.010000000000000231,-0.010000000000000231,3.728,3.81,3.66,0.1499999999999999,0.1499999999999999,3.792,3.87,3.7,0.16999999999999993,0.1299999999999999,15595,59163,3167,55996,51569
2016-03-13,3.766,3.87,3.67,0.20000000000000018,-0.18999999999999995,3.816,3.88,3.75,0.1299999999999999,-0.1299999999999999,3.742,3.84,3.66,0.17999999999999972,-0.17999999999999972,3.746,3.85,3.66,0.18999999999999995,-0.18999999999999995,17047,37352,6046,31306,25801
2016-03-20,3.64,3.68,3.58,0.10000000000000009,-0.020000000000000018,3.7225,3.77,3.64,0.1299999999999999,0.029999999999999805,3.575,3.68,3.42,0.26000000000000023,-0.06000000000000005,3.635,3.71,3.52,0.18999999999999995,0.029999999999999805,22649,48640,6034,42606,-6435
2016-03-27,3.706,3.78,3.61,0.16999999999999993,0.07999999999999963,3.782,3.79,3.78,0.010000000000000231,-0.010000000000000231,3.662,3.7,3.61,0.0900000000000003,0.0900000000000003,3.7,3.75,3.67,0.08000000000000007,0.020000000000000018,8130,16830,1250,15580,-1978
2016-04-03,3.74,3.76,3.7,0.05999999999999961,0.009999999999999787,3.78,3.8,3.76,0.040000000000000036,-0.010000000000000231,3.736,3.75,3.7,0.04999999999999982,0.009999999999999787,3.76,3.79,3.7,0.08999999999999986,-0.010000000000000231,3168,7444,406,7038,-2508
2016-04-10,3.764,3.79,3.74,0.04999999999999982,-0.03999999999999959,3.81,3.92,3.76,0.16000000000000014,0.03000000000000025,3.704,3.76,3.65,0.10999999999999988,-0.07000000000000028,3.712,3.76,3.65,0.10999999999999988,-0.07000000000000028,31211,77548,146,77402,76888
2016-04-17,3.69,3.7,3.65,0.050000000000000266,0.050000000000000266,3.736,3.78,3.7,0.07999999999999963,-0.06999999999999984,3.656,3.67,3.64,0.029999999999999805,0.010000000000000231,3.666,3.7,3.64,0.06000000000000005,0.010000000000000231,10156,20088,2402,17686,-2085
2016-04-24,3.798,3.87,3.72,0.1499999999999999,0.1499999999999999,3.884,3.97,3.77,0.20000000000000018,0.15000000000000036,3.734,3.83,3.67,0.16000000000000014,0.1299999999999999,3.768,3.86,3.69,0.16999999999999993,0.06999999999999984,29939,43755,5312,38443,22907
2016-05-01,3.8400000000000003,3.95,3.66,0.29000000000000004,0.020000000000000018,3.938,3.99,3.87,0.1200000000000001,0.010000000000000231,3.788,3.91,3.62,0.29000000000000004,0.050000000000000266,3.868,3.94,3.71,0.22999999999999998,-0.010000000000000231,15251,28767,1170,27597,3090
