Date,iShares Core MSCI PacificEtf_Open_average,iShares Core MSCI PacificEtf_Open_max,iShares Core MSCI PacificEtf_Open_min,iShares Core MSCI PacificEtf_Open_volatility,iShares Core MSCI PacificEtf_Open_change,iShares Core MSCI PacificEtf_High_average,iShares Core MSCI PacificEtf_High_max,iShares Core MSCI PacificEtf_High_min,iShares Core MSCI PacificEtf_High_volatility,iShares Core MSCI PacificEtf_High_change,iShares Core MSCI PacificEtf_Low_average,iShares Core MSCI PacificEtf_Low_max,iShares Core MSCI PacificEtf_Low_min,iShares Core MSCI PacificEtf_Low_volatility,iShares Core MSCI PacificEtf_Low_change,iShares Core MSCI PacificEtf_Close_average,iShares Core MSCI PacificEtf_Close_max,iShares Core MSCI PacificEtf_Close_min,iShares Core MSCI PacificEtf_Close_volatility,iShares Core MSCI PacificEtf_Close_change
2016-04-03,45.91,45.91,45.91,0.0,0.0,45.99,45.99,45.99,0.0,0.0,45.67,45.67,45.67,0.0,0.0,45.67,45.67,45.67,0.0,0.0
2016-04-10,47.78,47.78,47.78,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2016-04-17,48.87,48.87,48.87,0.0,0.0,49.24,49.24,49.24,0.0,0.0,48.74,48.74,48.74,0.0,0.0,49.02,49.02,49.02,0.0,0.0
2016-04-24,47.14,47.14,47.14,0.0,0.0,47.17,47.17,47.17,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.71,46.71,46.71,0.0,0.0
2016-05-01,46.3,46.3,46.3,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.71,46.71,46.71,0.0,0.0
2016-05-08,46.43,46.43,46.43,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.49,46.49,46.49,0.0,0.0
2016-05-15,46.84,46.84,46.84,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.71,46.71,46.71,0.0,0.0
2016-05-22,47.06,47.06,47.06,0.0,0.0,47.33,47.33,47.33,0.0,0.0,47.06,47.06,47.06,0.0,0.0,47.19,47.19,47.19,0.0,0.0
2016-05-29,47.28,47.28,47.28,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.19,47.19,47.19,0.0,0.0,47.54,47.54,47.54,0.0,0.0
2016-06-05,47.43,47.43,47.43,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.06,47.06,47.06,0.0,0.0,47.19,47.19,47.19,0.0,0.0
2016-06-12,46.2,46.2,46.2,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.42,46.42,46.42,0.0,0.0
2016-06-19,45.77,45.77,45.77,0.0,0.0,46.39,46.39,46.39,0.0,0.0,45.77,45.77,45.77,0.0,0.0,45.91,45.91,45.91,0.0,0.0
2016-06-26,46.71,46.71,46.71,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.69,46.69,46.69,0.0,0.0,46.87,46.87,46.87,0.0,0.0
2016-07-03,46.72,46.72,46.72,0.0,0.0,47.31,47.31,47.31,0.0,0.0,46.72,46.72,46.72,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2016-07-10,48.25,48.25,48.25,0.0,0.0,48.42,48.42,48.42,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.4,48.4,48.4,0.0,0.0
2016-07-17,48.17,48.17,48.17,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2016-07-24,49.01,49.01,49.01,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2016-07-31,49.0,49.0,49.0,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2016-08-07,49.96,49.96,49.96,0.0,0.0,50.24,50.24,50.24,0.0,0.0,49.93,49.93,49.93,0.0,0.0,50.01,50.01,50.01,0.0,0.0
2016-08-14,49.74,49.74,49.74,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2016-08-21,49.78,49.78,49.78,0.0,0.0,50.24,50.24,50.24,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2016-08-28,49.91,49.91,49.91,0.0,0.0,50.08,50.08,50.08,0.0,0.0,49.86,49.86,49.86,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2016-09-04,50.01,50.01,50.01,0.0,0.0,50.11,50.11,50.11,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2016-09-11,48.89,48.89,48.89,0.0,0.0,49.01,49.01,49.01,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2016-09-18,50.91,50.91,50.91,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2016-09-25,50.64,50.64,50.64,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2016-10-02,50.38,50.38,50.38,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2016-10-09,50.07,50.07,50.07,0.0,0.0,50.24,50.24,50.24,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2016-10-16,50.44,50.44,50.44,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2016-10-23,50.4,50.4,50.4,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2016-10-30,49.68,49.68,49.68,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2016-11-06,49.69,49.69,49.69,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2016-11-13,49.58,49.58,49.58,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2016-11-20,49.87,49.87,49.87,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2016-11-27,49.79,49.79,49.79,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.95,49.95,49.95,0.0,0.0
2016-12-04,51.08,51.08,51.08,0.0,0.0,51.15,51.15,51.15,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2016-12-11,49.92,49.92,49.92,0.0,0.0,50.08,50.08,50.08,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2016-12-18,49.11,49.11,49.11,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.03,49.03,49.03,0.0,0.0,49.1,49.1,49.1,0.0,0.0
2016-12-25,49.0,49.0,49.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.81,48.81,48.81,0.0,0.0
2017-01-01,50.48,50.48,50.48,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2017-01-08,50.72,50.72,50.72,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.72,50.72,50.72,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2017-01-15,50.65,50.65,50.65,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2017-01-22,51.26,51.26,51.26,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2017-01-29,51.24,51.24,51.24,0.0,0.0,51.41,51.41,51.41,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.39,51.39,51.39,0.0,0.0
2017-02-05,51.65,51.65,51.65,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.63,51.63,51.63,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2017-02-12,51.77,51.77,51.77,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2017-02-19,52.02,52.02,52.02,0.0,0.0,52.13,52.13,52.13,0.0,0.0,51.95,51.95,51.95,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2017-02-26,51.85,51.85,51.85,0.0,0.0,51.99,51.99,51.99,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.99,51.99,51.99,0.0,0.0
2017-03-05,51.88,51.88,51.88,0.0,0.0,52.04,52.04,52.04,0.0,0.0,51.87,51.87,51.87,0.0,0.0,52.01,52.01,52.01,0.0,0.0
2017-03-12,52.57,52.57,52.57,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2017-03-19,52.59,52.59,52.59,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2017-03-26,52.57,52.57,52.57,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.65,52.65,52.65,0.0,0.0
2017-04-02,52.24,52.24,52.24,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.24,52.24,52.24,0.0,0.0,52.31,52.31,52.31,0.0,0.0
2017-04-09,52.17,52.17,52.17,0.0,0.0,52.2,52.2,52.2,0.0,0.0,51.99,51.99,51.99,0.0,0.0,51.99,51.99,51.99,0.0,0.0
2017-04-16,52.59,52.59,52.59,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2017-04-23,52.98,52.98,52.98,0.0,0.0,53.15,53.15,53.15,0.0,0.0,52.97,52.97,52.97,0.0,0.0,53.05,53.05,53.05,0.0,0.0
2017-04-30,53.23,53.23,53.23,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.44,53.44,53.44,0.0,0.0
2017-05-07,53.16,53.16,53.16,0.0,0.0,53.27,53.27,53.27,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2017-05-14,53.51,53.51,53.51,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.69,53.69,53.69,0.0,0.0
2017-05-21,53.73,53.73,53.73,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.78,53.78,53.78,0.0,0.0
2017-05-28,54.86,54.86,54.86,0.0,0.0,55.13,55.13,55.13,0.0,0.0,54.86,54.86,54.86,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2017-06-04,54.69,54.69,54.69,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2017-06-11,54.67,54.67,54.67,0.0,0.0,54.9,54.9,54.9,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.9,54.9,54.9,0.0,0.0
2017-06-18,54.19,54.19,54.19,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.18,54.18,54.18,0.0,0.0,54.31,54.31,54.31,0.0,0.0
2017-06-25,54.19,54.19,54.19,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.03,54.03,54.03,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2017-07-02,53.39,53.39,53.39,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.27,53.27,53.27,0.0,0.0,53.51,53.51,53.51,0.0,0.0
2017-07-09,54.49,54.49,54.49,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.46,54.46,54.46,0.0,0.0,54.58,54.58,54.58,0.0,0.0
2017-07-16,55.2,55.2,55.2,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.29,55.29,55.29,0.0,0.0
2017-07-23,55.39,55.39,55.39,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.39,55.39,55.39,0.0,0.0,55.52,55.52,55.52,0.0,0.0
2017-07-30,56.0,56.0,56.0,0.0,0.0,56.07,56.07,56.07,0.0,0.0,55.84,55.84,55.84,0.0,0.0,56.02,56.02,56.02,0.0,0.0
2017-08-06,55.07,55.07,55.07,0.0,0.0,55.21,55.21,55.21,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.06,55.06,55.06,0.0,0.0
2017-08-13,55.38,55.38,55.38,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.37,55.37,55.37,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2017-08-20,55.53,55.53,55.53,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.64,55.64,55.64,0.0,0.0
2017-08-27,55.87,55.87,55.87,0.0,0.0,56.02,56.02,56.02,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.94,55.94,55.94,0.0,0.0
2017-09-03,56.31,56.31,56.31,0.0,0.0,56.31,56.31,56.31,0.0,0.0,56.2,56.2,56.2,0.0,0.0,56.23,56.23,56.23,0.0,0.0
2017-09-10,56.35,56.35,56.35,0.0,0.0,56.44,56.44,56.44,0.0,0.0,56.19,56.19,56.19,0.0,0.0,56.41,56.41,56.41,0.0,0.0
2017-09-17,56.39,56.39,56.39,0.0,0.0,56.44,56.44,56.44,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.44,56.44,56.44,0.0,0.0
2017-09-24,56.41,56.41,56.41,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.31,56.31,56.31,0.0,0.0,56.49,56.49,56.49,0.0,0.0
2017-10-01,56.43,56.43,56.43,0.0,0.0,56.61,56.61,56.61,0.0,0.0,56.39,56.39,56.39,0.0,0.0,56.61,56.61,56.61,0.0,0.0
2017-10-08,58.0,58.0,58.0,0.0,0.0,58.12,58.12,58.12,0.0,0.0,57.92,57.92,57.92,0.0,0.0,58.12,58.12,58.12,0.0,0.0
2017-10-15,58.03,58.03,58.03,0.0,0.0,58.08,58.08,58.08,0.0,0.0,57.91,57.91,57.91,0.0,0.0,58.06,58.06,58.06,0.0,0.0
2017-10-22,58.34,58.34,58.34,0.0,0.0,58.58,58.58,58.58,0.0,0.0,58.26,58.26,58.26,0.0,0.0,58.58,58.58,58.58,0.0,0.0
2017-10-29,59.03,59.03,59.03,0.0,0.0,59.09,59.09,59.09,0.0,0.0,58.9,58.9,58.9,0.0,0.0,59.07,59.07,59.07,0.0,0.0
2017-11-05,59.19,59.19,59.19,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.12,59.12,59.12,0.0,0.0,59.24,59.24,59.24,0.0,0.0
2017-11-12,58.83,58.83,58.83,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.74,58.74,58.74,0.0,0.0,58.76,58.76,58.76,0.0,0.0
2017-11-19,60.13,60.13,60.13,0.0,0.0,60.13,60.13,60.13,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.07,60.07,60.07,0.0,0.0
2017-11-26,59.7,59.7,59.7,0.0,0.0,59.76,59.76,59.76,0.0,0.0,59.35,59.35,59.35,0.0,0.0,59.69,59.69,59.69,0.0,0.0
2017-12-03,59.5,59.5,59.5,0.0,0.0,59.5,59.5,59.5,0.0,0.0,59.35,59.35,59.35,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2017-12-10,59.93,59.93,59.93,0.0,0.0,60.09,60.09,60.09,0.0,0.0,59.88,59.88,59.88,0.0,0.0,59.88,59.88,59.88,0.0,0.0
2017-12-17,59.41,59.41,59.41,0.0,0.0,59.53,59.53,59.53,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.53,59.53,59.53,0.0,0.0
2017-12-24,59.77,59.77,59.77,0.0,0.0,59.87,59.87,59.87,0.0,0.0,59.63,59.63,59.63,0.0,0.0,59.63,59.63,59.63,0.0,0.0
2017-12-31,61.39,61.39,61.39,0.0,0.0,61.57,61.57,61.57,0.0,0.0,61.32,61.32,61.32,0.0,0.0,61.55,61.55,61.55,0.0,0.0
