Date,ALG_stock_Open_average,ALG_stock_Open_max,ALG_stock_Open_min,ALG_stock_Open_volatility,ALG_stock_Open_change,ALG_stock_High_average,ALG_stock_High_max,ALG_stock_High_min,ALG_stock_High_volatility,ALG_stock_High_change,ALG_stock_Low_average,ALG_stock_Low_max,ALG_stock_Low_min,ALG_stock_Low_volatility,ALG_stock_Low_change,ALG_stock_Close_average,ALG_stock_Close_max,ALG_stock_Close_min,ALG_stock_Close_volatility,ALG_stock_Close_change,ALG_stock_Volume_average,ALG_stock_Volume_max,ALG_stock_Volume_min,ALG_stock_Volume_volatility,ALG_stock_Volume_change
2016-01-03,50.892,51.7,50.05,1.6500000000000057,-1.0800000000000054,51.39,52.35,50.39,1.9600000000000009,-0.8800000000000026,49.802,50.21,49.26,0.9500000000000028,-0.17999999999999972,50.824,52.13,49.81,2.3200000000000003,-1.1499999999999986,46746,68073,26215,41858,9611
2016-01-10,49.924,50.5,48.66,1.8400000000000034,-1.3400000000000034,50.63,50.88,50.5,0.38000000000000256,-0.15000000000000568,49.418,49.8,48.65,1.1499999999999986,-0.8400000000000034,50.198,50.34,50.0,0.3400000000000034,0.03999999999999915,45151,60492,36899,23593,4752
2016-01-17,50.19,50.83,48.98,1.8500000000000014,0.35999999999999943,51.1775,51.54,51.01,0.5300000000000011,0.4799999999999969,49.3525,50.2,48.26,1.9400000000000048,1.230000000000004,50.29,50.5,49.82,0.6799999999999997,0.6799999999999997,61578,77087,48800,28287,-14487
2016-01-24,51.314,52.44,49.77,2.6699999999999946,2.219999999999999,52.426,53.07,50.6,2.469999999999999,2.4299999999999997,50.556,51.71,49.1,2.6099999999999994,2.6099999999999994,51.642,53.03,49.33,3.700000000000003,3.700000000000003,49340,63297,29972,33325,24185
2016-01-31,51.318,52.36,50.14,2.219999999999999,-1.509999999999998,51.908,53.0,51.35,1.6499999999999986,-1.509999999999998,50.658,51.98,50.01,1.9699999999999989,-1.8599999999999994,51.13,52.57,50.38,2.1899999999999977,-1.9100000000000037,32222,53299,14650,38649,29393
2016-02-07,51.118,52.48,50.03,2.4499999999999957,0.36999999999999744,52.532000000000004,53.46,51.5,1.9600000000000009,0.3500000000000014,50.444,52.25,49.52,2.729999999999997,0.6099999999999994,51.322,52.62,49.98,2.6400000000000006,-0.9400000000000048,59064,73697,48806,24891,7834
2016-02-14,51.9825,52.55,51.16,1.3900000000000006,1.3900000000000006,53.057500000000005,53.57,52.31,1.259999999999998,0.9499999999999957,51.585,51.9,50.73,1.1700000000000017,1.1700000000000017,52.32,52.72,51.64,1.0799999999999983,1.0799999999999983,36209,43405,27366,16039,-5853
2016-02-21,52.134,52.99,51.71,1.2800000000000011,-0.7899999999999991,52.885999999999996,53.28,52.26,1.0200000000000031,-0.3500000000000014,51.384,51.85,50.64,1.2100000000000009,0.09000000000000341,52.058,52.24,51.85,0.39000000000000057,0.37000000000000455,47727,66122,23734,42388,-4264
2016-02-28,52.315999999999995,52.87,51.99,0.8799999999999955,0.5,54.554,61.82,52.26,9.560000000000002,9.32,51.712,52.19,51.43,0.759999999999998,0.5899999999999963,53.556,58.5,51.89,6.609999999999999,6.609999999999999,77232,141456,36232,105224,105224
2016-03-06,57.822,58.5,57.12,1.3800000000000026,-1.3800000000000026,58.48,59.19,57.98,1.2100000000000009,-1.2100000000000009,57.044,58.0,55.93,2.0700000000000003,-1.5600000000000023,57.86,58.64,56.9,1.740000000000002,-0.8299999999999983,60397,90550,45186,45364,-38584
2016-03-13,57.018,58.02,55.97,2.0500000000000043,-0.1600000000000037,57.428000000000004,58.02,56.5,1.5200000000000031,-0.1600000000000037,56.370000000000005,57.03,55.74,1.2899999999999991,0.4399999999999977,56.882,57.45,56.05,1.4000000000000057,0.36999999999999744,43488,68555,18516,50039,21078
2016-03-20,56.3425,57.16,54.63,2.529999999999994,-2.529999999999994,56.915,57.55,56.15,1.3999999999999986,-1.3999999999999986,55.7025,56.62,54.54,2.0799999999999983,-1.8299999999999983,56.285,57.19,55.36,1.8299999999999983,-1.519999999999996,50506,79561,32249,47312,-47312
2016-03-27,56.276,57.7,55.13,2.5700000000000003,-0.8099999999999952,57.056,57.91,56.44,1.4699999999999989,0.3500000000000014,55.628,56.71,54.73,1.980000000000004,-0.6700000000000017,56.576,57.35,55.71,1.6400000000000006,0.46000000000000085,56024,91137,29146,61991,30945
2016-04-03,55.152,56.39,54.41,1.980000000000004,-1.5399999999999991,55.702,56.39,55.14,1.25,-1.25,54.362,54.86,54.02,0.8399999999999963,-0.6000000000000014,54.998000000000005,55.92,54.34,1.5799999999999983,-0.21000000000000085,31640,44789,16600,28189,-11273
2016-04-10,55.403999999999996,56.74,54.29,2.450000000000003,1.8700000000000045,56.322,57.27,55.52,1.75,1.75,55.154,56.6,54.29,2.3100000000000023,2.1799999999999997,55.826,56.94,54.43,2.509999999999998,2.509999999999998,43566,68139,21465,46674,-8852
