Date,Victory CEMP International High Dividend VolatilitEtf_Open_average,Victory CEMP International High Dividend VolatilitEtf_Open_max,Victory CEMP International High Dividend VolatilitEtf_Open_min,Victory CEMP International High Dividend VolatilitEtf_Open_volatility,Victory CEMP International High Dividend VolatilitEtf_Open_change,Victory CEMP International High Dividend VolatilitEtf_High_average,Victory CEMP International High Dividend VolatilitEtf_High_max,Victory CEMP International High Dividend VolatilitEtf_High_min,Victory CEMP International High Dividend VolatilitEtf_High_volatility,Victory CEMP International High Dividend VolatilitEtf_High_change,Victory CEMP International High Dividend VolatilitEtf_Low_average,Victory CEMP International High Dividend VolatilitEtf_Low_max,Victory CEMP International High Dividend VolatilitEtf_Low_min,Victory CEMP International High Dividend VolatilitEtf_Low_volatility,Victory CEMP International High Dividend VolatilitEtf_Low_change,Victory CEMP International High Dividend VolatilitEtf_Close_average,Victory CEMP International High Dividend VolatilitEtf_Close_max,Victory CEMP International High Dividend VolatilitEtf_Close_min,Victory CEMP International High Dividend VolatilitEtf_Close_volatility,Victory CEMP International High Dividend VolatilitEtf_Close_change
2016-05-29,32.31,32.31,32.31,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2016-06-05,32.19,32.19,32.19,0.0,0.0,32.19,32.19,32.19,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2016-06-12,30.82,30.82,30.82,0.0,0.0,31.22,31.22,31.22,0.0,0.0,30.82,30.82,30.82,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2016-06-19,30.33,30.33,30.33,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2016-06-26,31.04,31.04,31.04,0.0,0.0,31.23,31.23,31.23,0.0,0.0,30.88,30.88,30.88,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2016-07-03,29.91,29.91,29.91,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2016-07-10,31.43,31.43,31.43,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2016-07-17,31.31,31.31,31.31,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2016-07-24,31.97,31.97,31.97,0.0,0.0,32.17,32.17,32.17,0.0,0.0,31.97,31.97,31.97,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2016-07-31,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2016-08-07,32.72,32.72,32.72,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2016-08-14,32.14,32.14,32.14,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2016-08-21,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2016-08-28,32.47,32.47,32.47,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.65,32.65,32.65,0.0,0.0
2016-09-04,32.34,32.34,32.34,0.0,0.0,32.34,32.34,32.34,0.0,0.0,31.93,31.93,31.93,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2016-09-11,31.56,31.56,31.56,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2016-09-18,32.22,32.22,32.22,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2016-09-25,32.23,32.23,32.23,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2016-10-02,31.82,31.82,31.82,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2016-10-09,31.4,31.4,31.4,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2016-10-16,31.25,31.25,31.25,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2016-10-23,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2016-10-30,30.71,30.71,30.71,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2016-11-06,30.72,30.72,30.72,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2016-11-13,30.29,30.29,30.29,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2016-11-20,30.63,30.63,30.63,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2016-11-27,30.75,30.75,30.75,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2016-12-04,31.44,31.44,31.44,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2016-12-11,31.27,31.27,31.27,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.25,31.25,31.25,0.0,0.0
2016-12-18,31.43,31.43,31.43,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0
2016-12-25,31.48,31.48,31.48,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2017-01-01,32.09,32.09,32.09,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2017-01-08,32.18,32.18,32.18,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2017-01-15,32.06,32.06,32.06,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.12,32.12,32.12,0.0,0.0
2017-01-22,32.47,32.47,32.47,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2017-01-29,32.53,32.53,32.53,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2017-02-05,32.46,32.46,32.46,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2017-02-12,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2017-02-19,32.38,32.38,32.38,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2017-02-26,32.5,32.5,32.5,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2017-03-05,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2017-03-12,33.28,33.28,33.28,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2017-03-19,33.34,33.34,33.34,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2017-03-26,33.32,33.32,33.32,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2017-04-02,33.2,33.2,33.2,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2017-04-09,33.23,33.23,33.23,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.14,33.14,33.14,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2017-04-16,32.87,32.87,32.87,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2017-04-23,33.64,33.64,33.64,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2017-04-30,34.19,34.19,34.19,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2017-05-07,34.08,34.08,34.08,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2017-05-14,34.4,34.4,34.4,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2017-05-21,34.93,34.93,34.93,0.0,0.0,34.93,34.93,34.93,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2017-05-28,34.91,34.91,34.91,0.0,0.0,35.09,35.09,35.09,0.0,0.0,34.79,34.79,34.79,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2017-06-04,34.67,34.67,34.67,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.69,34.69,34.69,0.0,0.0
2017-06-11,34.35,34.35,34.35,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2017-06-18,34.28,34.28,34.28,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2017-06-25,34.52,34.52,34.52,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2017-07-02,34.18,34.18,34.18,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2017-07-09,35.0,35.0,35.0,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2017-07-16,35.39,35.39,35.39,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2017-07-23,35.45,35.45,35.45,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.54,35.54,35.54,0.0,0.0
2017-07-30,36.28,36.28,36.28,0.0,0.0,36.28,36.28,36.28,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2017-08-06,35.16,35.16,35.16,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.31,35.31,35.31,0.0,0.0
2017-08-13,35.27,35.27,35.27,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.39,35.39,35.39,0.0,0.0
2017-08-20,35.25,35.25,35.25,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.44,35.44,35.44,0.0,0.0
2017-08-27,35.58,35.58,35.58,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.6,35.6,35.6,0.0,0.0
2017-09-03,35.6,35.6,35.6,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.57,35.57,35.57,0.0,0.0
2017-09-10,35.72,35.72,35.72,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.67,35.67,35.67,0.0,0.0
2017-09-17,35.77,35.77,35.77,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.74,35.74,35.74,0.0,0.0
2017-09-24,35.53,35.53,35.53,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2017-10-01,35.35,35.35,35.35,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2017-10-08,36.03,36.03,36.03,0.0,0.0,36.05,36.05,36.05,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.99,35.99,35.99,0.0,0.0
2017-10-15,35.84,35.84,35.84,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2017-10-22,35.42,35.42,35.42,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2017-10-29,35.85,35.85,35.85,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2017-11-05,35.82,35.82,35.82,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2017-11-12,35.73,35.73,35.73,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2017-11-19,35.65,35.65,35.65,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.49,35.49,35.49,0.0,0.0
2017-11-26,35.87,35.87,35.87,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.87,35.87,35.87,0.0,0.0
2017-12-03,35.71,35.71,35.71,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2017-12-10,35.64,35.64,35.64,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2017-12-17,35.94,35.94,35.94,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.87,35.87,35.87,0.0,0.0
2017-12-24,36.11,36.11,36.11,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.21,36.21,36.21,0.0,0.0
2017-12-31,37.04,37.04,37.04,0.0,0.0,37.04,37.04,37.04,0.0,0.0,36.92,36.92,36.92,0.0,0.0,37.03,37.03,37.03,0.0,0.0
