Date,COST_stock_Open_average,COST_stock_Open_max,COST_stock_Open_min,COST_stock_Open_volatility,COST_stock_Open_change,COST_stock_High_average,COST_stock_High_max,COST_stock_High_min,COST_stock_High_volatility,COST_stock_High_change,COST_stock_Low_average,COST_stock_Low_max,COST_stock_Low_min,COST_stock_Low_volatility,COST_stock_Low_change,COST_stock_Close_average,COST_stock_Close_max,COST_stock_Close_min,COST_stock_Close_volatility,COST_stock_Close_change,COST_stock_Volume_average,COST_stock_Volume_max,COST_stock_Volume_min,COST_stock_Volume_volatility,COST_stock_Volume_change
2016-03-13,153.232,154.58,151.8,2.780000000000001,2.3200000000000216,154.432,155.0,153.3,1.6999999999999886,1.3999999999999773,152.488,153.59,151.65,1.9399999999999977,1.1200000000000045,153.58,154.18,152.67,1.5100000000000193,0.4800000000000182,1859629,3611696,1218407,2393289,2393289
2016-03-20,152.8625,153.24,152.18,1.0600000000000023,0.4200000000000159,154.04250000000002,154.35,153.81,0.539999999999992,-0.2699999999999818,151.74,152.47,150.85,1.6200000000000045,-1.6200000000000045,152.7775,153.94,151.43,2.509999999999991,-2.509999999999991,1986062,2506494,1367376,1139118,1139118
2016-03-27,155.262,157.96,151.8,6.159999999999997,6.069999999999993,157.306,159.8,153.94,5.860000000000014,5.150000000000006,154.894,157.52,151.78,5.740000000000009,5.219999999999999,156.272,158.25,152.67,5.5800000000000125,5.5800000000000125,2058047,2692398,1531803,1160595,-235619
2016-04-03,155.956,158.68,152.98,5.700000000000017,-5.700000000000017,156.392,158.99,152.98,6.010000000000019,-6.010000000000019,153.96,156.46,150.92,5.5400000000000205,-5.5400000000000205,154.834,157.73,151.65,6.079999999999984,-6.079999999999984,2189104,4050063,1458737,2591326,549747
2016-04-10,151.412,152.59,149.6,2.990000000000009,0.6200000000000045,152.284,153.81,150.68,3.1299999999999955,1.8700000000000045,150.21,151.84,148.51,3.3300000000000125,2.8700000000000045,151.204,153.17,149.05,4.119999999999976,4.119999999999976,2344539,2675923,2079230,596693,396926
2016-04-17,152.764,153.78,151.05,2.7299999999999898,-1.7299999999999898,153.21,153.9,151.81,2.0900000000000034,-1.9000000000000057,151.482,152.6,149.36,3.2399999999999807,-2.9099999999999966,152.212,153.68,149.92,3.7600000000000193,-3.380000000000024,1711006,2233857,1308764,925093,898095
2016-04-24,151.264,152.24,149.98,2.2600000000000193,0.030000000000001137,152.454,153.65,150.98,2.670000000000016,-0.700000000000017,150.06799999999998,151.67,147.46,4.2099999999999795,-2.009999999999991,151.09,152.6,148.13,4.469999999999999,-3.3799999999999955,2016384,3588825,1248994,2339831,2339831
2016-05-01,149.0,150.12,147.06,3.0600000000000023,-1.6999999999999886,150.766,152.53,147.5,5.030000000000001,-3.9199999999999875,147.58,149.6,144.74,4.859999999999985,-3.009999999999991,149.626,151.51,146.44,5.069999999999993,-4.490000000000009,3247160,4869255,2111578,2757677,330776
2016-05-08,147.65,149.38,146.33,3.049999999999983,-0.5,148.426,149.98,146.72,3.259999999999991,-2.25,146.492,148.75,144.3,4.449999999999989,-2.2099999999999795,147.298,149.56,144.5,5.060000000000002,-4.090000000000003,2690934,2993616,1943901,1049715,149712
2016-05-15,143.072,145.5,140.18,5.319999999999993,-1.7700000000000102,144.21200000000002,146.58,141.66,4.920000000000016,-3.0800000000000125,141.726,143.4,138.57,4.8300000000000125,-1.3799999999999955,143.214,145.79,141.29,4.5,-3.0999999999999943,3236078,5716998,2089035,3627963,-525922
2016-05-22,145.456,150.24,142.57,7.670000000000016,7.400000000000006,147.562,153.88,143.48,10.400000000000006,6.77000000000001,144.522,148.11,141.91,6.200000000000017,6.200000000000017,145.582,149.71,142.01,7.700000000000017,7.070000000000022,3967514,7679440,1828386,5851054,1521386
2016-05-29,150.10500000000002,150.5,149.57,0.9300000000000068,0.7300000000000182,151.5425,153.0,149.88,3.1200000000000045,1.9000000000000057,149.1925,150.32,147.63,2.6899999999999977,2.640000000000015,151.1275,152.52,148.77,3.75,2.9399999999999977,3287006,3957636,1964223,1993413,-1774650
2016-06-05,152.518,153.0,151.83,1.1699999999999875,1.1699999999999875,153.82,155.15,152.49,2.6599999999999966,2.6599999999999966,152.304,152.94,151.71,1.2299999999999898,1.2299999999999898,153.43,154.87,152.24,2.6299999999999955,2.6299999999999955,2136405,3266487,1528305,1738182,1304396
2016-06-12,155.38,157.03,154.55,2.4799999999999898,2.2700000000000102,156.57,157.25,155.96,1.289999999999992,1.289999999999992,154.534,155.76,153.57,2.1899999999999977,1.1899999999999977,155.59799999999998,156.42,154.86,1.5599999999999739,0.9399999999999977,2575178,3274725,1937877,1336848,281606
2016-06-19,156.764,158.6,153.16,5.439999999999998,-4.219999999999999,158.236,158.79,157.69,1.0999999999999943,-0.6899999999999977,155.942,157.16,153.1,4.060000000000002,-3.3499999999999943,156.878,158.12,155.56,2.5600000000000023,-0.9199999999999875,2600833,3996146,1909688,2086458,1904976
2016-06-26,155.898,157.19,154.24,2.9499999999999886,2.9499999999999886,156.63,157.82,154.93,2.8899999999999864,2.259999999999991,154.61,155.89,152.55,3.339999999999975,2.8499999999999943,156.018,157.08,154.26,2.8200000000000216,1.8500000000000227,2460390,3091123,1942864,1148259,-476778
2016-07-03,158.6125,164.84,155.2,9.640000000000015,8.759999999999991,160.74,166.1,156.15,9.949999999999989,9.949999999999989,157.965,164.49,154.67,9.820000000000022,9.79000000000002,160.1,165.44,155.25,10.189999999999998,10.189999999999998,3842791,6497912,2133816,4364096,1124623
2016-07-10,166.62800000000001,167.44,165.06,2.3799999999999955,2.3799999999999955,167.408,168.0,166.92,1.0800000000000125,-0.05000000000001137,165.756,166.28,165.06,1.2199999999999989,0.539999999999992,166.626,166.94,166.28,0.6599999999999966,-0.3100000000000023,1974240,2634273,1479772,1154501,-671813
2016-07-17,167.484,168.25,166.56,1.6899999999999977,1.1200000000000045,168.026,168.56,167.7,0.8600000000000136,-0.160000000000025,166.704,167.39,165.92,1.4699999999999989,1.0400000000000205,167.638,168.12,167.05,1.0699999999999932,-0.03999999999999204,1507616,1993806,1335064,658742,-658742
2016-07-24,166.96599999999998,167.6,166.26,1.3400000000000034,-0.5300000000000011,167.812,168.82,166.86,1.9599999999999795,-0.5199999999999818,166.206,166.7,165.75,0.9499999999999886,-0.020000000000010232,167.052,167.97,166.15,1.8199999999999932,-0.75,1598470,1866549,1359664,506885,-372562
2016-07-31,166.608,167.15,165.92,1.2300000000000182,-0.28999999999999204,167.588,168.33,166.33,2.0,0.3300000000000125,165.712,166.9,164.59,2.3100000000000023,-0.8199999999999932,166.886,167.7,166.12,1.579999999999984,0.13999999999998636,1619395,2107487,986769,1120718,539809
2016-08-07,167.74,169.11,167.16,1.950000000000017,-0.09000000000000341,168.73,169.59,167.55,2.039999999999992,1.8599999999999852,166.978,167.33,166.47,0.8600000000000136,0.6899999999999977,168.094,169.04,167.4,1.6399999999999864,1.6399999999999864,1316504,1498052,1104292,393760,104608
2016-08-14,168.0,169.04,167.21,1.829999999999984,-1.829999999999984,168.69400000000002,169.27,168.33,0.9399999999999977,-0.9399999999999977,167.53799999999998,168.59,166.92,1.670000000000016,-1.490000000000009,168.174,168.73,167.75,0.9799999999999898,-0.7099999999999795,1288463,1764785,918631,846154,846154
2016-08-21,167.232,168.34,165.39,2.950000000000017,-2.950000000000017,167.61599999999999,168.69,165.65,3.039999999999992,-3.039999999999992,165.96,167.62,163.47,4.150000000000006,-4.150000000000006,166.332,167.94,163.93,4.009999999999991,-4.009999999999991,1430156,2009899,954979,1054920,1054920
2016-08-28,161.244,164.47,156.81,7.659999999999997,-7.659999999999997,161.994,164.84,159.0,5.840000000000003,-5.560000000000002,159.726,163.4,155.54,7.860000000000014,-6.599999999999994,160.444,163.98,156.21,7.769999999999982,-6.0,2896294,6038471,1819224,4219247,859769
2016-09-04,155.8875,158.13,152.59,5.539999999999992,-5.539999999999992,156.075,158.15,152.79,5.360000000000014,-5.360000000000014,153.765,156.02,150.7,5.320000000000022,-5.320000000000022,154.4675,158.06,150.7,7.360000000000014,-7.360000000000014,2922016,2993874,2716916,276958,276958
2016-09-11,151.014,151.96,150.5,1.460000000000008,1.460000000000008,152.29,152.97,151.58,1.3899999999999864,0.6699999999999875,150.356,151.14,150.07,1.0699999999999932,0.8799999999999955,151.628,152.67,150.69,1.9799999999999898,0.6599999999999966,2499169,2982397,2148605,833792,-140436
2016-09-18,152.666,153.15,152.13,1.0200000000000102,1.0200000000000102,153.338,154.28,152.71,1.5699999999999932,0.7400000000000091,151.874,152.68,151.25,1.4300000000000068,0.5699999999999932,152.468,153.15,151.79,1.3600000000000136,0.7400000000000091,1807479,2502180,1321281,1180899,960781
2016-09-25,151.016,152.08,149.19,2.890000000000015,-0.29000000000002046,151.852,154.85,149.69,5.159999999999997,2.569999999999993,149.75,151.6,147.2,4.400000000000006,0.5900000000000034,150.21,152.51,147.49,5.019999999999982,1.3199999999999932,3775405,7318123,1862192,5455931,5455931
2016-10-02,150.864,152.22,149.77,2.4499999999999886,-2.4499999999999886,151.124,152.25,150.19,2.0600000000000023,-2.0600000000000023,149.486,150.32,148.79,1.5300000000000011,-1.5300000000000011,150.186,151.01,149.47,1.539999999999992,-1.0199999999999818,2632849,3197870,2282456,915414,-915414
2016-10-09,150.22,150.97,149.67,1.3000000000000114,-0.1699999999999875,151.164,151.49,150.85,0.6400000000000148,0.15000000000000568,149.73,150.39,149.28,1.1099999999999852,-0.46999999999999886,150.424,151.01,150.15,0.8599999999999852,-0.12999999999999545,1877858,2596769,1587748,1009021,157262
2016-10-16,149.93,150.7,149.51,1.1899999999999977,-0.5700000000000216,150.442,151.32,149.62,1.6999999999999886,0.09000000000000341,148.89,149.6,148.41,1.1899999999999977,-0.12999999999999545,149.254,150.04,148.7,1.3400000000000034,0.27000000000001023,2017734,2251749,1812698,439051,199618
2016-10-23,150.174,150.83,149.35,1.4800000000000182,1.0900000000000034,151.604,152.32,150.86,1.4599999999999795,-1.4599999999999795,149.734,150.28,149.29,0.9900000000000091,0.09000000000000341,150.942,152.12,149.76,2.3600000000000136,-2.3600000000000136,2115393,2432848,1843867,588981,-588981
2016-10-30,146.7,148.89,143.0,5.889999999999986,-5.889999999999986,147.404,149.35,145.0,4.349999999999994,-4.349999999999994,145.17,147.1,142.11,4.989999999999981,-4.989999999999981,145.498,147.87,142.24,5.6299999999999955,-5.6299999999999955,2496438,3239395,2112003,1127392,-537261
2016-11-06,144.896,147.06,143.38,3.680000000000007,3.230000000000018,147.46,150.0,143.66,6.340000000000003,5.960000000000008,144.416,146.61,142.75,3.8600000000000136,2.6299999999999955,146.496,149.36,143.54,5.820000000000022,5.820000000000022,3369874,3944245,3010110,934135,208531
2016-11-13,151.432,152.19,150.84,1.3499999999999943,-0.07999999999998408,151.858,152.55,151.2,1.3500000000000227,-0.9399999999999977,150.132,151.8,149.5,2.3000000000000114,0.020000000000010232,151.37,152.14,150.36,1.7799999999999727,-1.6399999999999864,2592529,3891171,2020489,1870682,-1870682
2016-11-20,151.78,152.75,150.55,2.1999999999999886,1.339999999999975,152.775,153.42,151.29,2.1299999999999955,2.1299999999999955,151.055,151.71,150.12,1.5900000000000034,1.5900000000000034,151.82999999999998,152.67,151.17,1.5,0.710000000000008,1547594,2166990,886780,1280210,-294921
2016-11-27,151.18,151.99,150.11,1.8799999999999955,0.9399999999999977,152.386,152.88,151.53,1.3499999999999943,0.4399999999999977,150.79,151.43,150.07,1.3600000000000136,0.4200000000000159,151.334,152.09,150.11,1.9799999999999898,0.8400000000000034,2023144,2750474,1496879,1253595,95712
2016-12-04,153.692,157.28,150.6,6.680000000000007,5.189999999999998,155.788,160.9,152.08,8.819999999999993,7.610000000000014,153.108,157.26,150.42,6.840000000000003,6.47999999999999,154.784,159.7,151.01,8.689999999999998,7.929999999999978,3121678,5504300,2245402,3258898,183184
2016-12-11,159.868,160.85,158.6,2.25,1.8900000000000148,161.302,162.03,160.45,1.5800000000000125,-0.030000000000001137,158.974,159.85,158.25,1.5999999999999943,1.289999999999992,159.922,160.41,158.99,1.4199999999999875,0.07999999999998408,2715966,3767084,1811162,1955922,1467905
2016-12-18,163.152,164.32,162.01,2.3100000000000023,0.1599999999999966,163.97,164.95,162.67,2.280000000000001,-1.8600000000000136,162.324,163.5,161.53,1.9699999999999989,-0.12000000000000455,162.90200000000002,163.86,162.07,1.7900000000000205,-1.3799999999999955,1994040,3231875,1254371,1977504,-1977504
2016-12-25,161.405,162.06,160.65,1.4099999999999966,-1.170000000000016,162.01,162.85,160.99,1.8599999999999852,-1.7699999999999818,160.66750000000002,161.8,159.67,2.130000000000024,-2.130000000000024,161.075,162.05,160.11,1.9399999999999977,-1.9399999999999977,1228143,1472312,858206,614106,171242
2017-01-01,161.01749999999998,162.67,159.8,2.869999999999976,2.019999999999982,161.945,163.35,160.49,2.859999999999985,1.9599999999999795,159.8025,161.13,158.51,2.6200000000000045,2.6200000000000045,161.3075,162.91,159.73,3.180000000000007,3.1000000000000227,2327862,2880900,2099205,781695,68510
2017-01-08,161.544,162.33,160.58,1.75,-0.3400000000000034,162.272,162.48,161.96,0.5199999999999818,-0.3499999999999943,160.72,161.35,160.35,1.0,0.6299999999999955,161.58,161.87,160.97,0.9000000000000057,0.8900000000000148,1544469,2318383,1250214,1068169,-1068169
2017-01-15,163.51749999999998,164.39,161.85,2.539999999999992,2.539999999999992,164.55,164.8,164.25,0.5500000000000114,0.5200000000000102,162.7625,163.56,161.67,1.8900000000000148,1.5600000000000023,164.005,164.27,163.7,0.5700000000000216,0.4300000000000068,2035749,2430482,1834736,595746,-533362
2017-01-22,164.076,164.56,163.23,1.3300000000000125,0.5099999999999909,164.388,164.75,163.82,0.9300000000000068,0.2300000000000182,162.62800000000001,163.9,160.71,3.1899999999999977,-1.4599999999999795,163.39,164.14,162.06,2.079999999999984,-0.9499999999999886,1518096,2341141,1180784,1160357,919509
2017-01-29,164.584,167.72,162.03,5.689999999999998,5.689999999999998,165.792,168.88,163.29,5.590000000000003,5.550000000000011,163.614,167.15,160.6,6.550000000000011,6.550000000000011,165.106,168.32,161.86,6.4599999999999795,5.069999999999993,3042015,5816346,1796595,4019751,1077925
2017-02-05,168.662,171.65,167.5,4.150000000000006,3.469999999999999,169.702,172.27,168.08,4.189999999999998,4.090000000000003,167.836,170.27,166.53,3.740000000000009,3.5600000000000023,169.186,172.0,167.03,4.969999999999999,4.969999999999999,2334447,2732596,2070000,662596,-102824
2017-02-12,173.58,175.47,171.66,3.8100000000000023,2.9799999999999898,174.692,176.5,172.49,4.009999999999991,4.009999999999991,172.874,174.5,170.78,3.719999999999999,3.6999999999999886,174.44,175.86,171.96,3.9000000000000057,3.9000000000000057,2299170,2425236,2206751,218485,153023
2017-02-19,176.34,177.07,175.22,1.8499999999999943,-1.3300000000000125,177.21,177.71,177.0,0.710000000000008,0.710000000000008,175.35,176.0,175.07,0.9300000000000068,-0.8799999999999955,176.715,177.56,175.85,1.710000000000008,0.6200000000000045,2104285,2600432,1684258,916174,-632766
2017-02-26,175.97,177.5,170.7,6.800000000000011,-6.630000000000024,176.914,178.71,171.89,6.820000000000022,-5.960000000000008,175.132,177.22,169.9,7.319999999999993,-6.650000000000006,176.18,177.98,170.26,7.719999999999999,-7.360000000000014,4254863,10399047,2340564,8058483,8058483
2017-03-05,167.168,169.41,166.4,3.009999999999991,-2.9199999999999875,167.93,170.33,166.5,3.8300000000000125,-3.8300000000000125,165.782,166.54,164.98,1.5600000000000023,-1.1300000000000239,166.222,167.0,165.37,1.6299999999999955,-1.3599999999999852,3027864,5793596,1993723,3799873,-3629355
2017-03-12,165.894,168.06,164.21,3.8499999999999943,3.210000000000008,166.59799999999998,168.35,165.11,3.2399999999999807,3.2399999999999807,165.312,167.07,164.1,2.969999999999999,2.769999999999982,166.24,167.81,164.55,3.259999999999991,3.259999999999991,2576925,3975994,1974401,2001593,1848115
2017-03-19,167.59199999999998,168.0,167.32,0.6800000000000068,-0.38999999999998636,168.188,168.8,167.46,1.3400000000000034,-0.8299999999999841,166.516,167.04,165.66,1.3799999999999955,-1.1400000000000148,166.964,167.68,166.02,1.6599999999999966,-1.4199999999999875,1644039,2241868,1410390,831478,-192868
2017-03-26,166.562,167.59,165.53,2.0600000000000023,2.0600000000000023,167.438,168.18,166.32,1.8600000000000136,1.8400000000000034,166.102,167.13,165.15,1.9799999999999898,1.8100000000000023,167.186,167.89,166.15,1.7399999999999807,1.539999999999992,1326159,1720611,1034268,686343,508076
2017-04-02,168.202,169.7,166.6,3.0999999999999943,1.9599999999999795,169.42600000000002,172.11,167.32,4.7900000000000205,2.6999999999999886,167.594,169.43,166.11,3.319999999999993,3.030000000000001,168.318,170.62,166.7,3.920000000000016,3.920000000000016,1882013,3313816,1322382,1991434,-37880
2017-04-09,170.6175,171.43,170.05,1.3799999999999955,-0.14999999999997726,171.26999999999998,171.57,170.62,0.9499999999999886,-0.9499999999999886,169.4925,169.85,168.8,1.049999999999983,-1.049999999999983,170.215,171.22,168.84,2.3799999999999955,-2.3799999999999955,1509615,2002257,1191415,810842,-579788
2017-04-16,170.31,171.52,168.77,2.75,2.75,170.812,171.88,169.75,2.1299999999999955,2.1299999999999955,169.718,170.64,168.71,1.9299999999999784,1.9299999999999784,170.162,170.77,169.7,1.0700000000000216,1.0700000000000216,1735946,2257925,1441284,816641,753688
2017-04-23,175.67,178.07,172.0,6.069999999999993,6.069999999999993,175.956,178.27,172.61,5.659999999999997,5.4599999999999795,174.478,176.93,171.33,5.599999999999994,5.599999999999994,175.356,177.52,172.33,5.189999999999998,5.189999999999998,2502883,4591294,1503041,3088253,457551
2017-04-30,179.756,182.77,178.5,4.27000000000001,4.27000000000001,180.8,183.18,178.5,4.680000000000007,4.4199999999999875,178.746,180.0,177.33,2.6699999999999875,2.4299999999999784,179.784,182.45,177.86,4.589999999999975,2.339999999999975,3241920,3762176,2505281,1256895,385638
2017-05-07,172.474,174.66,170.78,3.8799999999999955,-3.3700000000000045,172.822,174.7,171.55,3.1499999999999773,-2.8499999999999943,170.998,172.31,170.1,2.210000000000008,-1.2800000000000011,171.762,172.68,170.88,1.8000000000000114,-1.759999999999991,2489513,3537972,1586827,1951145,-1951145
2017-05-14,170.87,171.96,170.08,1.8799999999999955,1.049999999999983,171.778,172.43,171.02,1.4099999999999966,0.45000000000001705,170.098,170.81,169.06,1.75,0.5099999999999909,170.816,171.64,169.15,2.4899999999999807,0.06999999999999318,1705414,2202200,1129191,1073009,137516
2017-05-21,174.376,180.25,172.24,8.009999999999991,8.009999999999991,175.06,180.34,173.13,7.210000000000008,7.099999999999994,173.314,177.52,171.63,5.890000000000015,5.890000000000015,174.094,177.86,172.4,5.460000000000008,5.460000000000008,2401386,4471282,1426542,3044740,2877194
2017-05-28,179.57750000000001,180.81,177.68,3.1299999999999955,2.9000000000000057,180.5525,181.25,179.39,1.8600000000000136,1.8600000000000136,179.0025,179.87,177.5,2.3700000000000045,2.3700000000000045,180.2375,180.97,178.92,2.0500000000000114,2.0500000000000114,2202798,2456666,2028321,428345,153622
2017-06-04,181.57399999999998,181.92,181.1,0.8199999999999932,0.6100000000000136,182.32,182.72,181.93,0.789999999999992,-0.28000000000000114,180.7,181.13,179.92,1.210000000000008,-0.6800000000000068,181.504,182.2,180.38,1.8199999999999932,-1.700000000000017,1809456,2248876,1246183,1002693,606503
2017-06-11,178.22,180.83,170.4,10.430000000000007,-9.180000000000007,179.11,181.96,170.6,11.360000000000014,-10.27000000000001,176.284,180.23,165.0,15.22999999999999,-13.789999999999992,177.798,181.67,167.11,14.559999999999974,-12.529999999999973,6313670,24232984,1440439,22792545,21837818
2017-06-18,163.722,167.05,159.4,7.650000000000006,-7.650000000000006,163.95000000000002,167.38,159.8,7.579999999999984,-7.579999999999984,160.628,162.75,156.56,6.189999999999998,-5.829999999999984,161.462,164.34,157.13,7.210000000000008,-7.210000000000008,8423634,13809120,3421726,10387394,-4302448
2017-06-25,159.642,160.66,158.15,2.509999999999991,1.4499999999999886,160.81,161.55,160.47,1.0800000000000125,-0.45000000000001705,158.678,159.5,157.8,1.6999999999999886,0.6899999999999977,159.648,160.2,158.68,1.5199999999999818,-0.2699999999999818,4732284,6473925,3234405,3239520,-1718861
2017-07-02,159.4025,161.11,157.36,3.75,-2.8499999999999943,159.73250000000002,161.35,157.55,3.799999999999983,-2.9799999999999898,156.9225,158.69,154.09,4.599999999999994,-4.599999999999994,157.01,158.82,154.11,4.7099999999999795,-4.7099999999999795,5104314,7688368,1995074,5693294,5693294
2017-07-09,152.78199999999998,154.26,151.45,2.8100000000000023,0.75,153.558,154.27,152.9,1.3700000000000045,0.6700000000000159,151.766,152.9,150.93,1.9699999999999989,1.9399999999999977,152.092,153.6,151.0,2.5999999999999943,2.0,6085912,8999843,4368387,4631456,-4631456
2017-07-16,151.966,153.0,150.94,2.0600000000000023,-2.0600000000000023,152.37199999999999,153.44,151.23,2.210000000000008,-2.210000000000008,151.048,152.52,150.0,2.5200000000000102,-2.5200000000000102,151.40200000000002,152.84,150.44,2.4000000000000057,-2.4000000000000057,3547841,4099995,3096922,1003073,981098
2017-07-23,151.98999999999998,153.41,150.45,2.960000000000008,2.219999999999999,152.992,153.7,151.47,2.2299999999999898,1.8300000000000125,151.322,152.11,150.11,2.0,2.0,152.334,153.17,151.0,2.1699999999999875,1.8899999999999864,3539147,4605705,2779452,1826253,-876098
2017-07-30,158.252,161.61,153.08,8.530000000000001,5.259999999999991,160.194,162.35,158.44,3.9099999999999966,-0.21999999999999886,156.454,158.44,153.03,5.409999999999997,2.8000000000000114,158.772,161.28,156.44,4.840000000000003,-2.069999999999993,5178287,6937092,3117944,3819148,-3819148
2017-08-06,156.684,157.14,156.17,0.9699999999999989,0.009999999999990905,157.992,159.44,157.57,1.8700000000000045,0.21999999999999886,156.07,157.03,155.34,1.6899999999999977,1.0699999999999932,156.97,157.75,156.64,1.1100000000000136,-0.29999999999998295,2401579,2764579,1886996,877583,-742523
2017-08-13,157.86599999999999,158.48,157.28,1.1999999999999886,0.38999999999998636,159.01999999999998,159.95,158.2,1.75,0.4900000000000091,157.0,157.64,156.54,1.0999999999999943,0.37999999999999545,158.04,159.76,156.88,2.8799999999999955,-0.8299999999999841,2535550,3381849,1869104,1512745,719031
2017-08-20,157.142,160.0,152.37,7.6299999999999955,-4.819999999999993,158.132,160.66,152.94,7.719999999999999,-5.22999999999999,154.484,157.78,150.06,7.719999999999999,-5.900000000000006,155.784,159.37,151.33,8.039999999999992,-4.6200000000000045,4359693,10301697,1731439,8570258,3846162
2017-08-27,154.36,157.59,151.9,5.689999999999998,5.689999999999998,155.564,158.55,153.28,5.27000000000001,5.27000000000001,153.338,157.2,151.2,6.0,6.0,155.106,158.24,152.55,5.689999999999998,5.689999999999998,3223512,4567709,2446201,2121508,-942714
2017-09-03,158.6225,159.19,157.96,1.2299999999999898,0.4099999999999966,159.44,159.94,158.5,1.4399999999999977,-1.2199999999999989,157.04,158.09,155.03,3.0600000000000023,-2.4399999999999977,158.6475,159.28,157.31,1.9699999999999989,-1.829999999999984,3033030,3414549,2479292,935257,-49979
2017-09-10,160.124,162.68,157.67,5.010000000000019,4.350000000000023,161.59,163.95,158.0,5.949999999999989,4.6699999999999875,159.572,161.7,157.06,4.639999999999986,4.639999999999986,161.012,162.99,157.36,5.6299999999999955,4.939999999999998,3176804,4202017,2442453,1759564,1315346
2017-09-17,161.696,162.93,160.9,2.030000000000001,-1.2800000000000011,162.618,163.46,161.66,1.8000000000000114,-1.460000000000008,160.548,161.26,159.95,1.3100000000000023,-0.38999999999998636,161.618,162.85,160.91,1.9399999999999977,0.37999999999999545,1908980,2432302,1535895,896407,-511226
2017-09-24,163.28,164.49,160.83,3.6599999999999966,3.069999999999993,164.552,165.31,162.7,2.6100000000000136,2.3700000000000045,162.758,163.76,160.52,3.2399999999999807,3.2399999999999807,163.802,164.42,162.33,2.089999999999975,1.9599999999999795,1961333,2370441,1730860,639581,52329
2017-10-01,164.266,166.32,159.0,7.319999999999993,-5.9199999999999875,165.244,167.29,159.46,7.829999999999984,-6.9599999999999795,163.16,165.25,156.54,8.710000000000008,-7.75,164.068,167.07,157.09,9.97999999999999,-8.799999999999983,5948463,18001180,1918560,16082620,15733491
