Date,MGLN_stock_Open_average,MGLN_stock_Open_max,MGLN_stock_Open_min,MGLN_stock_Open_volatility,MGLN_stock_Open_change,MGLN_stock_High_average,MGLN_stock_High_max,MGLN_stock_High_min,MGLN_stock_High_volatility,MGLN_stock_High_change,MGLN_stock_Low_average,MGLN_stock_Low_max,MGLN_stock_Low_min,MGLN_stock_Low_volatility,MGLN_stock_Low_change,MGLN_stock_Close_average,MGLN_stock_Close_max,MGLN_stock_Close_min,MGLN_stock_Close_volatility,MGLN_stock_Close_change,MGLN_stock_Volume_average,MGLN_stock_Volume_max,MGLN_stock_Volume_min,MGLN_stock_Volume_volatility,MGLN_stock_Volume_change
2016-01-03,60.458,61.41,59.38,2.029999999999994,-0.980000000000004,61.938,63.1,60.59,2.509999999999998,-0.9699999999999989,59.166,61.14,58.18,2.960000000000001,-0.29999999999999716,60.2,61.81,58.37,3.440000000000005,-2.8000000000000043,277918,414284,178812,235472,20047
2016-01-10,58.19,58.82,57.55,1.2700000000000031,-1.0400000000000063,59.246,59.93,58.28,1.6499999999999986,-1.0899999999999963,56.472,57.16,55.11,2.049999999999997,-0.6900000000000048,58.083999999999996,58.87,57.44,1.4299999999999997,-0.8299999999999983,253756,453669,169434,284235,-284235
2016-01-17,57.82,58.96,56.88,2.0799999999999983,-1.019999999999996,59.115,59.87,58.4,1.4699999999999989,-0.44000000000000483,56.1475,57.3,54.55,2.75,-0.7299999999999969,57.82,58.79,56.44,2.3500000000000014,-0.8500000000000014,225913,252550,189393,63157,-42809
2016-01-24,56.93,57.62,55.94,1.6799999999999997,-1.5500000000000043,58.5,60.87,57.34,3.529999999999994,-1.5999999999999943,55.648,56.38,55.07,1.3100000000000023,-1.1200000000000045,56.68,57.99,55.6,2.3900000000000006,0.4200000000000017,237551,373644,147305,226339,226339
2016-01-31,57.142,57.74,56.75,0.990000000000002,-0.18999999999999773,58.188,58.4,57.89,0.509999999999998,0.27999999999999403,55.724,56.62,53.17,3.4499999999999957,-3.3799999999999955,56.692,57.47,54.03,3.4399999999999977,-3.4399999999999977,174534,205486,151631,53855,-53855
2016-02-07,53.044,54.61,52.06,2.549999999999997,-0.15000000000000568,55.278,58.54,53.36,5.18,-1.980000000000004,52.0,53.15,51.12,2.030000000000001,-0.490000000000002,53.086,54.07,52.57,1.5,-0.14999999999999858,144596,156674,132877,23797,-2842
2016-02-14,54.485,55.87,53.09,2.779999999999994,1.6799999999999997,55.6625,56.52,54.52,2.0,1.0,53.7,54.63,52.47,2.1600000000000037,1.0200000000000031,55.042500000000004,55.88,53.93,1.9500000000000028,1.5200000000000031,141598,183631,105506,78125,18080
2016-02-21,56.556666666666665,58.28,55.62,2.6600000000000037,2.3900000000000006,57.375,58.53,56.64,1.8900000000000006,1.6599999999999966,56.093333333333334,58.28,54.54,3.740000000000002,3.740000000000002,56.96333333333333,58.4,55.9,2.5,2.3999999999999986,139541,167166,96091,71075,-71075
2016-02-28,63.352,65.17,60.32,4.850000000000001,4.259999999999998,65.498,66.84,64.24,2.6000000000000085,1.5700000000000074,62.646,64.54,58.8,5.740000000000009,5.740000000000009,64.396,65.2,62.98,2.220000000000006,2.1799999999999997,432909,602069,251536,350533,-288529
2016-03-06,64.886,65.55,64.21,1.3400000000000034,0.3500000000000085,66.054,66.85,65.24,1.6099999999999994,0.030000000000001137,64.43599999999999,64.94,63.86,1.0799999999999983,-0.030000000000001137,65.206,66.25,64.49,1.7600000000000051,0.5100000000000051,214421,297747,176487,121260,-109389
