Date,ORA_stock_Open_average,ORA_stock_Open_max,ORA_stock_Open_min,ORA_stock_Open_volatility,ORA_stock_Open_change,ORA_stock_High_average,ORA_stock_High_max,ORA_stock_High_min,ORA_stock_High_volatility,ORA_stock_High_change,ORA_stock_Low_average,ORA_stock_Low_max,ORA_stock_Low_min,ORA_stock_Low_volatility,ORA_stock_Low_change,ORA_stock_Close_average,ORA_stock_Close_max,ORA_stock_Close_min,ORA_stock_Close_volatility,ORA_stock_Close_change,ORA_stock_Volume_average,ORA_stock_Volume_max,ORA_stock_Volume_min,ORA_stock_Volume_volatility,ORA_stock_Volume_change
2016-01-03,35.226,35.63,34.79,0.8400000000000034,-0.10999999999999943,35.816,36.08,35.4,0.6799999999999997,0.04999999999999716,34.92,35.27,34.54,0.730000000000004,0.2700000000000031,35.35,35.63,35.15,0.480000000000004,0.23000000000000398,191221,218141,152782,65359,-50594
2016-01-10,35.08,35.97,33.93,2.039999999999999,-1.8200000000000003,35.4,36.03,34.45,1.5799999999999983,-1.5799999999999983,34.392,35.6,33.12,2.480000000000004,-2.480000000000004,34.726,35.89,33.64,2.25,-2.25,148307,201267,115857,85410,-52782
2016-01-17,33.545,33.9,33.18,0.7199999999999989,-0.17999999999999972,34.045,34.59,33.76,0.8300000000000054,0.5700000000000003,33.14,33.7,32.25,1.4500000000000028,0.1700000000000017,33.85,34.56,33.38,1.1799999999999997,0.7199999999999989,152609,185660,133250,52410,-3284
2016-01-24,34.032000000000004,34.78,33.51,1.2700000000000031,0.6499999999999986,34.634,35.46,34.17,1.2899999999999991,1.2899999999999991,33.718,34.78,33.18,1.6000000000000014,1.6000000000000014,34.184,35.4,33.29,2.1099999999999994,2.1099999999999994,141605,191895,112661,79234,79234
2016-01-31,34.718,34.99,34.28,0.7100000000000009,0.28999999999999915,35.156,35.7,34.65,1.0500000000000043,0.09000000000000341,34.49,34.82,33.93,0.8900000000000006,0.22999999999999687,34.815999999999995,35.08,34.44,0.6400000000000006,0.19999999999999574,148566,216542,76685,139857,76790
2016-02-07,34.956,35.42,34.09,1.3299999999999983,1.3299999999999983,35.694,35.86,35.4,0.46000000000000085,-0.05999999999999517,34.794000000000004,35.23,34.09,1.1399999999999935,0.9799999999999969,35.378,35.64,35.1,0.5399999999999991,0.5399999999999991,173994,286250,132012,154238,-6840
2016-02-14,35.7675,36.43,35.27,1.1599999999999966,1.1400000000000006,36.3,36.88,35.46,1.4200000000000017,1.4200000000000017,35.59,36.35,35.04,1.3100000000000023,1.3100000000000023,36.0925,36.45,35.32,1.1300000000000026,1.1300000000000026,212448,298582,172132,126450,4171
2016-02-21,37.458,38.64,36.68,1.9600000000000009,1.7700000000000031,38.2,39.49,37.15,2.3400000000000034,2.190000000000005,37.184,37.92,36.6,1.3200000000000003,1.1700000000000017,37.874,38.97,36.75,2.219999999999999,1.8699999999999974,196160,273816,124882,148934,117484
2016-02-28,38.782000000000004,39.43,38.33,1.1000000000000014,1.1000000000000014,39.304,40.19,38.6,1.5899999999999963,1.5899999999999963,38.582,39.23,38.13,1.0999999999999943,1.0999999999999943,39.134,40.18,38.16,2.020000000000003,2.020000000000003,240411,289861,196829,93032,-53675
2016-03-06,39.842,40.49,39.35,1.1400000000000006,1.1400000000000006,40.376,41.0,39.74,1.259999999999998,1.2199999999999989,39.726,40.48,39.27,1.2099999999999937,1.2099999999999937,40.088,40.91,39.47,1.4399999999999977,1.4399999999999977,189139,215586,124808,90778,-73896
