Date,ABGStock_Open_average,ABGStock_Open_max,ABGStock_Open_min,ABGStock_Open_volatility,ABGStock_Open_change,ABGStock_High_average,ABGStock_High_max,ABGStock_High_min,ABGStock_High_volatility,ABGStock_High_change,ABGStock_Low_average,ABGStock_Low_max,ABGStock_Low_min,ABGStock_Low_volatility,ABGStock_Low_change,ABGStock_Close_average,ABGStock_Close_max,ABGStock_Close_min,ABGStock_Close_volatility,ABGStock_Close_change,ABGStock_Volume_average,ABGStock_Volume_max,ABGStock_Volume_min,ABGStock_Volume_volatility,ABGStock_Volume_change
2016-01-03,61.722,66.66,55.81,10.849999999999994,-10.36,62.486,67.34,56.48,10.860000000000007,-10.860000000000007,59.144,65.74,53.12,12.619999999999997,-12.619999999999997,59.589999999999996,66.52,53.34,13.179999999999993,-13.179999999999993,545835,1002693,219521,783172,530990
2016-01-10,51.892,54.9,48.54,6.359999999999999,-5.079999999999998,52.934,55.9,49.18,6.719999999999999,-6.719999999999999,49.45,53.49,46.88,6.609999999999999,-6.609999999999999,51.21,55.71,48.06,7.649999999999999,-7.649999999999999,565390,750815,346420,404395,-177135
2016-01-17,47.675,48.5,45.47,3.030000000000001,-0.18999999999999773,49.17,49.53,49.0,0.5300000000000011,0.030000000000001137,46.102500000000006,47.59,44.81,2.780000000000001,2.780000000000001,47.3725,48.19,45.97,2.219999999999999,2.0,425298,493112,347181,145931,-137037
2016-01-24,48.242,49.58,46.0,3.5799999999999983,-3.5799999999999983,48.96,50.94,47.08,3.8599999999999994,-3.8599999999999994,46.744,48.72,44.62,4.100000000000001,-3.1499999999999986,47.65,49.33,45.81,3.519999999999996,-2.25,1434593,3361022,630591,2730431,-1072079
2016-01-31,46.717999999999996,47.83,45.56,2.269999999999996,1.3400000000000034,47.582,50.48,45.98,4.5,0.8299999999999983,45.044,46.19,43.56,2.6299999999999955,0.259999999999998,46.47,48.63,45.07,3.5600000000000023,-0.04999999999999716,747064,1151762,349665,802097,724054
2016-02-07,47.230000000000004,49.6,45.45,4.149999999999999,3.6400000000000006,49.448,50.22,48.2,2.019999999999996,2.019999999999996,46.914,48.8,45.38,3.4199999999999946,3.3200000000000003,48.04,49.1,46.07,3.030000000000001,2.979999999999997,795984,966246,552726,413520,-343948
2016-02-14,51.2825,52.52,49.62,2.9000000000000057,2.0600000000000023,52.54,54.07,51.0,3.0700000000000003,1.1400000000000006,50.5675,51.49,49.09,2.3999999999999986,1.2899999999999991,51.7375,52.65,50.81,1.8399999999999963,0.8099999999999952,376324,531649,259532,272117,-117021
2016-02-21,56.352000000000004,59.99,52.38,7.609999999999999,7.609999999999999,58.524,59.99,55.06,4.93,4.93,55.402,57.96,52.17,5.789999999999999,5.07,57.35,59.3,54.49,4.809999999999995,4.049999999999997,601893,926961,385905,541056,-26050
2016-02-28,59.354,60.52,58.74,1.7800000000000011,1.7800000000000011,60.424,62.55,58.91,3.6400000000000006,3.6400000000000006,58.55,59.99,57.65,2.3400000000000034,2.3400000000000034,59.516,60.45,58.4,2.0500000000000043,1.9699999999999989,627454,770314,453811,316503,38764
2016-03-06,59.57,60.58,58.58,2.0,-0.9699999999999989,60.554,61.38,59.4,1.980000000000004,0.0800000000000054,58.507999999999996,59.98,57.8,2.1799999999999997,-1.0399999999999991,59.658,61.27,58.25,3.020000000000003,0.2700000000000031,496033,786095,370713,415382,-96383
