Date,BBBY_stock_Open_average,BBBY_stock_Open_max,BBBY_stock_Open_min,BBBY_stock_Open_volatility,BBBY_stock_Open_change,BBBY_stock_High_average,BBBY_stock_High_max,BBBY_stock_High_min,BBBY_stock_High_volatility,BBBY_stock_High_change,BBBY_stock_Low_average,BBBY_stock_Low_max,BBBY_stock_Low_min,BBBY_stock_Low_volatility,BBBY_stock_Low_change,BBBY_stock_Close_average,BBBY_stock_Close_max,BBBY_stock_Close_min,BBBY_stock_Close_volatility,BBBY_stock_Close_change,BBBY_stock_Volume_average,BBBY_stock_Volume_max,BBBY_stock_Volume_min,BBBY_stock_Volume_volatility,BBBY_stock_Volume_change
2016-01-03,47.434,48.47,45.85,2.6199999999999974,-1.75,48.26,49.2,47.47,1.730000000000004,-1.1200000000000045,46.818,48.3,45.44,2.8599999999999994,-1.8100000000000023,47.536,49.04,46.51,2.530000000000001,-1.8299999999999983,4323900,6420694,2931812,3488882,3488882
2016-01-10,45.41,46.97,42.98,3.990000000000002,-3.990000000000002,46.048,47.49,44.51,2.980000000000004,-2.480000000000004,44.288000000000004,45.46,42.94,2.520000000000003,-2.520000000000003,44.966,46.14,44.23,1.9100000000000037,-1.75,2861383,3718547,2458627,1259920,-1053730
2016-01-17,43.6475,44.16,42.89,1.269999999999996,-0.01999999999999602,44.1725,44.76,43.61,1.1499999999999986,0.519999999999996,42.675,43.43,41.71,1.7199999999999989,0.8800000000000026,43.2975,43.69,42.92,0.769999999999996,0.46999999999999886,2531230,3062541,1845761,1216780,-677799
2016-01-24,42.98,43.77,42.15,1.6200000000000045,-1.5900000000000034,43.775999999999996,44.37,43.23,1.1400000000000006,-0.8100000000000023,42.548,43.34,41.9,1.4400000000000048,-1.2100000000000009,43.124,44.06,41.94,2.1200000000000045,-0.21999999999999886,2244810,2566853,1892356,674497,352864
2016-01-31,42.794,43.25,42.28,0.9699999999999989,0.23000000000000398,43.596000000000004,43.86,42.77,1.0899999999999963,-0.10999999999999943,42.19,42.6,41.26,1.3400000000000034,0.10000000000000142,43.089999999999996,43.66,42.41,1.25,-0.23999999999999488,2157735,2686321,1570909,1115412,586847
2016-02-07,43.13,44.06,42.01,2.0500000000000043,-1.3599999999999994,44.152,45.58,43.12,2.460000000000001,-2.460000000000001,42.59,43.43,41.43,2.0,-1.5700000000000003,43.202,43.74,42.19,1.5500000000000043,-0.8000000000000043,2648781,4506833,1768371,2738462,-2329240
2016-02-14,44.7175,46.71,42.93,3.780000000000001,3.780000000000001,46.31,47.3,44.87,2.4299999999999997,2.030000000000001,44.36,45.86,42.93,2.9299999999999997,2.9299999999999997,45.9625,47.02,44.61,2.4100000000000037,1.8800000000000026,2309002,2646198,2089113,557085,-557085
2016-02-21,47.85166666666667,49.02,46.74,2.280000000000001,2.280000000000001,48.515,49.33,47.97,1.3599999999999994,1.0500000000000043,47.501666666666665,49.02,46.6,2.4200000000000017,2.4200000000000017,48.30166666666667,49.02,47.51,1.5100000000000051,1.3100000000000023,1811889,2209575,1514572,695003,-307511
2016-02-28,49.428,50.87,48.51,2.3599999999999994,1.9099999999999966,50.178,51.89,49.13,2.759999999999998,2.759999999999998,48.836,50.74,47.82,2.9200000000000017,2.789999999999999,49.696,51.32,47.95,3.3699999999999974,3.3699999999999974,1712910,2671043,1221589,1449454,1022425
2016-03-06,51.258,51.85,50.75,1.1000000000000014,-0.3999999999999986,51.86,52.71,50.94,1.7700000000000031,-1.7700000000000031,50.318,51.07,49.06,2.009999999999998,-1.2199999999999989,51.052,52.09,50.1,1.990000000000002,-1.4100000000000037,2058862,2354036,1677029,677007,-429101
