Date,KROStock_Open_average,KROStock_Open_max,KROStock_Open_min,KROStock_Open_volatility,KROStock_Open_change,KROStock_High_average,KROStock_High_max,KROStock_High_min,KROStock_High_volatility,KROStock_High_change,KROStock_Low_average,KROStock_Low_max,KROStock_Low_min,KROStock_Low_volatility,KROStock_Low_change,KROStock_Close_average,KROStock_Close_max,KROStock_Close_min,KROStock_Close_volatility,KROStock_Close_change,KROStock_Volume_average,KROStock_Volume_max,KROStock_Volume_min,KROStock_Volume_volatility,KROStock_Volume_change
2016-01-03,5.346,5.67,4.99,0.6799999999999997,-0.45999999999999996,5.422,5.73,5.05,0.6800000000000006,-0.6200000000000001,5.1739999999999995,5.52,4.77,0.75,-0.6200000000000001,5.258,5.65,4.8,0.8500000000000005,-0.8500000000000005,379615,471032,293909,177123,156722
2016-01-10,4.58,4.85,4.35,0.5,-0.3199999999999994,4.724,4.9,4.61,0.29000000000000004,-0.29000000000000004,4.3919999999999995,4.5,4.33,0.16999999999999993,-0.11000000000000032,4.545999999999999,4.68,4.37,0.3099999999999996,0.040000000000000036,369296,513471,254224,259247,-251679
2016-01-17,4.45,4.6,4.16,0.4399999999999995,0.019999999999999574,4.625,4.73,4.48,0.25,0.1200000000000001,4.18,4.39,4.03,0.35999999999999943,-0.040000000000000036,4.34,4.48,4.22,0.2600000000000007,-0.010000000000000675,499246,963718,291861,671857,671857
2016-01-24,4.3,4.47,4.02,0.4500000000000002,0.2999999999999998,4.5200000000000005,4.73,4.29,0.4400000000000004,0.4400000000000004,4.192,4.45,3.94,0.5100000000000002,0.4700000000000002,4.390000000000001,4.7,4.0,0.7000000000000002,0.7000000000000002,353992,627460,137534,489926,-378630
2016-01-31,4.686,4.9,4.45,0.4500000000000002,0.2400000000000002,4.846,5.07,4.62,0.4500000000000002,0.3100000000000005,4.546,4.83,4.28,0.5499999999999998,0.3700000000000001,4.7299999999999995,4.92,4.38,0.54,0.1900000000000004,250206,400496,143466,257030,151901
2016-02-07,4.582,4.78,4.4,0.3799999999999999,-0.22000000000000064,4.74,4.83,4.59,0.2400000000000002,-0.020000000000000462,4.5,4.6,4.38,0.21999999999999975,-0.10999999999999943,4.616,4.7,4.52,0.1800000000000006,-0.009999999999999787,205301,228923,184869,44054,-44054
2016-02-14,4.955,5.19,4.73,0.45999999999999996,0.3899999999999997,5.0825,5.21,4.87,0.33999999999999986,0.29000000000000004,4.8,5.0,4.53,0.46999999999999975,0.46999999999999975,5.0375,5.18,4.75,0.4299999999999997,0.40000000000000036,290697,333088,235582,97506,-83152
2016-02-21,5.324,5.65,4.94,0.71,0.33999999999999986,5.682,6.11,5.33,0.7800000000000002,0.27999999999999936,5.128,5.37,4.86,0.5099999999999998,0.20999999999999996,5.402,5.66,5.08,0.5800000000000001,0.13000000000000078,634678,1163097,288351,874746,187664
2016-02-28,6.176,6.57,5.42,1.1500000000000004,1.1500000000000004,6.566,6.61,6.45,0.16000000000000014,0.14999999999999947,5.948,6.19,5.42,0.7700000000000005,0.5300000000000002,6.34,6.54,6.04,0.5,-0.33000000000000007,666450,904344,506379,397965,-232243
2016-03-06,6.106,6.5,5.71,0.79,-0.3700000000000001,6.41,6.69,6.22,0.47000000000000064,-0.3899999999999997,5.876,6.08,5.68,0.40000000000000036,-0.40000000000000036,6.176,6.58,5.98,0.5999999999999996,-0.5999999999999996,469533,693432,309687,383745,166549
2016-03-13,5.6579999999999995,5.89,5.43,0.45999999999999996,-0.0699999999999994,5.838,6.06,5.66,0.39999999999999947,0.16999999999999993,5.462,5.7,5.26,0.4400000000000004,0.29000000000000004,5.674,5.81,5.46,0.34999999999999964,-0.05999999999999961,637566,785049,438921,346128,-118969
2016-03-20,5.635,5.74,5.35,0.39000000000000057,-0.3600000000000003,5.7075,5.82,5.47,0.35000000000000053,-0.35000000000000053,5.475,5.68,5.21,0.46999999999999975,-0.46999999999999975,5.575,5.76,5.4,0.35999999999999943,-0.35999999999999943,256936,308074,199852,108222,83352
2016-03-27,5.548,5.72,5.39,0.33000000000000007,0.15000000000000036,5.806,6.09,5.48,0.6099999999999994,0.6099999999999994,5.478,5.72,5.2,0.5199999999999996,0.29000000000000004,5.7139999999999995,6.09,5.32,0.7699999999999996,0.7699999999999996,363733,535041,178355,356686,356686
2016-04-03,5.902,6.06,5.76,0.2999999999999998,-0.2999999999999998,6.086,6.21,6.0,0.20999999999999996,-0.09999999999999964,5.734,5.91,5.57,0.33999999999999986,-0.21999999999999975,5.862,6.0,5.67,0.33000000000000007,-0.07000000000000028,340614,518661,237257,281404,-248726
2016-04-10,6.15,6.36,5.9,0.45999999999999996,0.22999999999999954,6.398,6.53,6.18,0.35000000000000053,0.35000000000000053,6.058,6.2,5.9,0.2999999999999998,0.1999999999999993,6.296,6.51,6.14,0.3700000000000001,0.3700000000000001,432261,550376,336664,213712,73864
2016-04-17,6.602,6.79,6.37,0.41999999999999993,0.3700000000000001,6.91,7.15,6.46,0.6900000000000004,0.5200000000000005,6.53,6.7,6.27,0.4300000000000006,0.4300000000000006,6.6979999999999995,6.87,6.3,0.5700000000000003,0.46999999999999975,463374,671038,354882,316156,-47988
2016-04-24,6.666,6.78,6.5,0.28000000000000025,0.040000000000000036,6.908,7.23,6.75,0.4800000000000004,0.1200000000000001,6.554,6.65,6.49,0.16000000000000014,-0.019999999999999574,6.692,6.87,6.54,0.33000000000000007,0.11000000000000032,331945,484723,226760,257963,207168
2016-05-01,6.384,6.7,5.9,0.7999999999999998,-0.7799999999999994,6.558,6.78,6.2,0.5800000000000001,-0.5800000000000001,6.188,6.51,5.9,0.6099999999999994,-0.6099999999999994,6.306,6.73,5.94,0.79,-0.5300000000000002,404742,816055,233488,582567,-58493
2016-05-08,5.966,6.24,5.75,0.4900000000000002,-0.4900000000000002,6.1819999999999995,6.44,5.92,0.5200000000000005,-0.34999999999999964,5.752,5.93,5.56,0.3700000000000001,0.14000000000000057,5.859999999999999,6.1,5.72,0.3799999999999999,-0.040000000000000036,318863,492548,165424,327124,-327124
2016-05-15,5.6739999999999995,5.74,5.51,0.23000000000000043,-0.040000000000000036,5.878,6.08,5.73,0.34999999999999964,-0.1900000000000004,5.606,5.68,5.49,0.1899999999999995,-0.04999999999999982,5.722,5.85,5.61,0.23999999999999932,-0.07000000000000028,213659,249446,165615,83831,-83831
2016-05-22,5.902,6.03,5.72,0.3100000000000005,0.28000000000000025,6.062,6.2,5.94,0.2599999999999998,0.0699999999999994,5.798,5.89,5.69,0.1999999999999993,-0.02999999999999936,5.916,6.11,5.8,0.3100000000000005,-0.0600000000000005,258709,386298,175763,210535,70311
2016-05-29,5.825,5.91,5.79,0.1200000000000001,0.11000000000000032,6.005,6.07,5.97,0.10000000000000053,0.03000000000000025,5.7125,5.78,5.63,0.15000000000000036,0.0,5.9325,6.03,5.85,0.1800000000000006,0.0600000000000005,498107,696257,392134,304123,26782
2016-06-05,5.866,6.02,5.57,0.4499999999999993,-0.33999999999999986,5.9639999999999995,6.08,5.64,0.4400000000000004,-0.41999999999999993,5.694,5.86,5.45,0.41000000000000014,-0.41000000000000014,5.82,6.06,5.56,0.5,-0.5,427621,593589,324243,269346,142569
2016-06-12,5.396,5.54,5.32,0.21999999999999975,-0.21999999999999975,5.57,5.7,5.37,0.33000000000000007,-0.04999999999999982,5.294,5.47,5.14,0.33000000000000007,-0.14999999999999947,5.398,5.5,5.29,0.20999999999999996,-0.009999999999999787,355522,596760,203178,393582,393582
2016-06-19,5.842,6.0,5.5,0.5,0.2999999999999998,6.05,6.24,5.95,0.29000000000000004,-0.04999999999999982,5.73,5.99,5.5,0.4900000000000002,0.1299999999999999,5.908,6.07,5.71,0.3600000000000003,-0.20999999999999996,506941,641962,404080,237882,137384
2016-06-26,5.346,5.57,5.24,0.33000000000000007,-0.33000000000000007,5.4,5.57,5.31,0.2600000000000007,-0.16999999999999993,5.114,5.19,4.96,0.23000000000000043,0.23000000000000043,5.212,5.32,5.08,0.2400000000000002,0.2400000000000002,483204,690645,400967,289678,-289678
2016-07-03,4.9875,5.27,4.86,0.40999999999999925,-0.3199999999999994,5.145,5.27,4.89,0.3799999999999999,0.0,4.845000000000001,4.95,4.7,0.25,0.08000000000000007,4.9625,5.26,4.82,0.4399999999999995,0.3799999999999999,424197,564151,354590,209561,-57663
2016-07-10,5.65,5.86,5.28,0.5800000000000001,0.5800000000000001,5.8420000000000005,5.99,5.48,0.5099999999999998,0.5099999999999998,5.598,5.79,5.26,0.5300000000000002,0.5,5.776,5.98,5.43,0.5500000000000007,0.5500000000000007,314999,551199,188542,362657,27629
2016-07-17,5.822,6.0,5.6,0.40000000000000036,-0.08000000000000007,5.95,6.1,5.8,0.2999999999999998,-0.22999999999999954,5.6979999999999995,5.85,5.56,0.29000000000000004,-0.21999999999999975,5.818,6.09,5.67,0.41999999999999993,-0.3899999999999997,314861,387782,230320,157462,-131808
2016-07-24,5.636,5.71,5.46,0.25,0.040000000000000036,5.758,5.87,5.67,0.20000000000000018,0.020000000000000462,5.55,5.68,5.4,0.27999999999999936,0.15999999999999925,5.676,5.78,5.5,0.28000000000000025,0.15000000000000036,234861,401433,130877,270556,-171246
2016-07-31,5.634,5.87,5.48,0.3899999999999997,0.21999999999999975,5.7860000000000005,5.98,5.62,0.3600000000000003,0.28000000000000025,5.572,5.8,5.45,0.34999999999999964,0.3099999999999996,5.682,5.86,5.5,0.3600000000000003,0.34000000000000075,214425,286862,156888,129974,-10842
2016-08-07,6.586,6.96,5.79,1.17,1.17,6.898,7.07,6.62,0.4500000000000002,0.4299999999999997,6.458,6.76,5.79,0.9699999999999998,0.8700000000000001,6.768,6.97,6.59,0.3799999999999999,0.16000000000000014,544781,808603,306987,501616,-464739
2016-08-14,7.244,7.52,6.76,0.7599999999999998,0.7400000000000002,7.578,7.93,7.1,0.8300000000000001,0.8300000000000001,7.164,7.4,6.76,0.6400000000000006,0.6200000000000001,7.4879999999999995,7.88,7.07,0.8099999999999996,0.8099999999999996,461257,664491,369869,294622,-13564
2016-08-21,8.123999999999999,8.59,7.79,0.7999999999999998,0.7999999999999998,8.374,8.72,8.03,0.6900000000000013,0.6400000000000006,8.012,8.33,7.7,0.6299999999999999,0.6299999999999999,8.225999999999999,8.58,7.98,0.5999999999999996,0.5199999999999996,469443,870952,276116,594836,236696
2016-08-28,8.796000000000001,9.0,8.58,0.41999999999999993,0.13000000000000078,9.0,9.21,8.77,0.4400000000000013,-0.16999999999999993,8.592,8.86,8.47,0.3899999999999988,0.009999999999999787,8.882,9.01,8.68,0.33000000000000007,-0.16000000000000014,622539,808270,518516,289754,-173246
2016-09-04,8.6675,8.92,8.5,0.41999999999999993,-0.41999999999999993,8.7525,8.92,8.61,0.3100000000000005,-0.3100000000000005,8.32,8.47,7.98,0.4900000000000002,-0.4900000000000002,8.522499999999999,8.7,8.08,0.6199999999999992,-0.6199999999999992,535554,650012,342485,307527,31130
2016-09-11,7.946,8.03,7.88,0.14999999999999947,0.11999999999999922,8.226,8.33,8.12,0.21000000000000085,0.009999999999999787,7.86,8.0,7.7,0.2999999999999998,0.08999999999999986,8.094,8.25,7.84,0.41000000000000014,0.02999999999999936,363001,463823,234588,229235,19617
