Date,Vanguard Short-Term BondEtf_Open_average,Vanguard Short-Term BondEtf_Open_max,Vanguard Short-Term BondEtf_Open_min,Vanguard Short-Term BondEtf_Open_volatility,Vanguard Short-Term BondEtf_Open_change,Vanguard Short-Term BondEtf_High_average,Vanguard Short-Term BondEtf_High_max,Vanguard Short-Term BondEtf_High_min,Vanguard Short-Term BondEtf_High_volatility,Vanguard Short-Term BondEtf_High_change,Vanguard Short-Term BondEtf_Low_average,Vanguard Short-Term BondEtf_Low_max,Vanguard Short-Term BondEtf_Low_min,Vanguard Short-Term BondEtf_Low_volatility,Vanguard Short-Term BondEtf_Low_change,Vanguard Short-Term BondEtf_Close_average,Vanguard Short-Term BondEtf_Close_max,Vanguard Short-Term BondEtf_Close_min,Vanguard Short-Term BondEtf_Close_volatility,Vanguard Short-Term BondEtf_Close_change
2016-05-01,80.71,80.71,80.71,0.0,0.0,80.72,80.72,80.72,0.0,0.0,80.63,80.63,80.63,0.0,0.0,80.63,80.63,80.63,0.0,0.0
2016-05-08,80.6,80.6,80.6,0.0,0.0,80.67,80.67,80.67,0.0,0.0,80.55,80.55,80.55,0.0,0.0,80.64,80.64,80.64,0.0,0.0
2016-05-15,80.36,80.36,80.36,0.0,0.0,80.41,80.41,80.41,0.0,0.0,80.32,80.32,80.32,0.0,0.0,80.33,80.33,80.33,0.0,0.0
2016-05-22,80.4,80.4,80.4,0.0,0.0,80.44,80.44,80.44,0.0,0.0,80.27,80.27,80.27,0.0,0.0,80.33,80.33,80.33,0.0,0.0
2016-05-29,80.58,80.58,80.58,0.0,0.0,80.61,80.61,80.61,0.0,0.0,80.53,80.53,80.53,0.0,0.0,80.56,80.56,80.56,0.0,0.0
2016-06-05,80.71,80.71,80.71,0.0,0.0,80.77,80.77,80.77,0.0,0.0,80.64,80.64,80.64,0.0,0.0,80.76,80.76,80.76,0.0,0.0
2016-06-12,80.9,80.9,80.9,0.0,0.0,80.9,80.9,80.9,0.0,0.0,80.75,80.75,80.75,0.0,0.0,80.81,80.81,80.81,0.0,0.0
2016-06-19,81.04,81.04,81.04,0.0,0.0,81.04,81.04,81.04,0.0,0.0,80.83,80.83,80.83,0.0,0.0,80.89,80.89,80.89,0.0,0.0
2016-06-26,81.1,81.1,81.1,0.0,0.0,81.1,81.1,81.1,0.0,0.0,80.99,80.99,80.99,0.0,0.0,81.04,81.04,81.04,0.0,0.0
2016-07-03,81.1,81.1,81.1,0.0,0.0,81.11,81.11,81.11,0.0,0.0,81.0,81.0,81.0,0.0,0.0,81.09,81.09,81.09,0.0,0.0
2016-07-10,80.87,80.87,80.87,0.0,0.0,80.87,80.87,80.87,0.0,0.0,80.78,80.78,80.78,0.0,0.0,80.84,80.84,80.84,0.0,0.0
2016-07-17,80.9,80.9,80.9,0.0,0.0,80.93,80.93,80.93,0.0,0.0,80.84,80.84,80.84,0.0,0.0,80.9,80.9,80.9,0.0,0.0
2016-07-24,81.08,81.08,81.08,0.0,0.0,81.11,81.11,81.11,0.0,0.0,81.01,81.01,81.01,0.0,0.0,81.1,81.1,81.1,0.0,0.0
2016-07-31,80.89,80.89,80.89,0.0,0.0,80.89,80.89,80.89,0.0,0.0,80.81,80.81,80.81,0.0,0.0,80.82,80.82,80.82,0.0,0.0
2016-08-07,80.89,80.89,80.89,0.0,0.0,80.97,80.97,80.97,0.0,0.0,80.87,80.87,80.87,0.0,0.0,80.91,80.91,80.91,0.0,0.0
2016-08-14,80.88,80.88,80.88,0.0,0.0,80.88,80.88,80.88,0.0,0.0,80.78,80.78,80.78,0.0,0.0,80.81,80.81,80.81,0.0,0.0
2016-08-21,80.84,80.84,80.84,0.0,0.0,80.84,80.84,80.84,0.0,0.0,80.65,80.65,80.65,0.0,0.0,80.7,80.7,80.7,0.0,0.0
2016-08-28,80.75,80.75,80.75,0.0,0.0,80.75,80.75,80.75,0.0,0.0,80.64,80.64,80.64,0.0,0.0,80.72,80.72,80.72,0.0,0.0
2016-09-04,80.67,80.67,80.67,0.0,0.0,80.69,80.69,80.69,0.0,0.0,80.63,80.63,80.63,0.0,0.0,80.67,80.67,80.67,0.0,0.0
2016-09-11,80.76,80.76,80.76,0.0,0.0,80.79,80.79,80.79,0.0,0.0,80.69,80.69,80.69,0.0,0.0,80.72,80.72,80.72,0.0,0.0
2016-09-18,80.8,80.8,80.8,0.0,0.0,80.82,80.82,80.82,0.0,0.0,80.75,80.75,80.75,0.0,0.0,80.82,80.82,80.82,0.0,0.0
2016-09-25,80.86,80.86,80.86,0.0,0.0,80.86,80.86,80.86,0.0,0.0,80.79,80.79,80.79,0.0,0.0,80.83,80.83,80.83,0.0,0.0
2016-10-02,80.56,80.56,80.56,0.0,0.0,80.56,80.56,80.56,0.0,0.0,80.45,80.45,80.45,0.0,0.0,80.55,80.55,80.55,0.0,0.0
2016-10-09,80.54,80.54,80.54,0.0,0.0,80.57,80.57,80.57,0.0,0.0,80.48,80.48,80.48,0.0,0.0,80.48,80.48,80.48,0.0,0.0
2016-10-16,80.62,80.62,80.62,0.0,0.0,80.63,80.63,80.63,0.0,0.0,80.58,80.58,80.58,0.0,0.0,80.6,80.6,80.6,0.0,0.0
2016-10-23,80.49,80.49,80.49,0.0,0.0,80.52,80.52,80.52,0.0,0.0,80.47,80.47,80.47,0.0,0.0,80.51,80.51,80.51,0.0,0.0
2016-10-30,80.55,80.55,80.55,0.0,0.0,80.62,80.62,80.62,0.0,0.0,80.53,80.53,80.53,0.0,0.0,80.62,80.62,80.62,0.0,0.0
2016-11-06,80.13,80.13,80.13,0.0,0.0,80.14,80.14,80.14,0.0,0.0,80.07,80.07,80.07,0.0,0.0,80.1,80.1,80.1,0.0,0.0
2016-11-13,79.84,79.84,79.84,0.0,0.0,79.84,79.84,79.84,0.0,0.0,79.68,79.68,79.68,0.0,0.0,79.69,79.69,79.69,0.0,0.0
2016-11-20,79.64,79.64,79.64,0.0,0.0,79.65,79.65,79.65,0.0,0.0,79.57,79.57,79.57,0.0,0.0,79.63,79.63,79.63,0.0,0.0
2016-11-27,79.51,79.51,79.51,0.0,0.0,79.62,79.62,79.62,0.0,0.0,79.5,79.5,79.5,0.0,0.0,79.53,79.53,79.53,0.0,0.0
2016-12-04,79.6,79.6,79.6,0.0,0.0,79.64,79.64,79.64,0.0,0.0,79.53,79.53,79.53,0.0,0.0,79.57,79.57,79.57,0.0,0.0
2016-12-11,79.29,79.29,79.29,0.0,0.0,79.32,79.32,79.32,0.0,0.0,79.22,79.22,79.22,0.0,0.0,79.24,79.24,79.24,0.0,0.0
2016-12-18,79.3,79.3,79.3,0.0,0.0,79.32,79.32,79.32,0.0,0.0,79.25,79.25,79.25,0.0,0.0,79.25,79.25,79.25,0.0,0.0
2016-12-25,79.42,79.42,79.42,0.0,0.0,79.51,79.51,79.51,0.0,0.0,79.4,79.4,79.4,0.0,0.0,79.45,79.45,79.45,0.0,0.0
2017-01-01,79.53,79.53,79.53,0.0,0.0,79.56,79.56,79.56,0.0,0.0,79.47,79.47,79.47,0.0,0.0,79.49,79.49,79.49,0.0,0.0
2017-01-08,79.6,79.6,79.6,0.0,0.0,79.62,79.62,79.62,0.0,0.0,79.51,79.51,79.51,0.0,0.0,79.6,79.6,79.6,0.0,0.0
2017-01-15,79.51,79.51,79.51,0.0,0.0,79.6,79.6,79.6,0.0,0.0,79.46,79.46,79.46,0.0,0.0,79.58,79.58,79.58,0.0,0.0
2017-01-22,79.63,79.63,79.63,0.0,0.0,79.66,79.66,79.66,0.0,0.0,79.61,79.61,79.61,0.0,0.0,79.62,79.62,79.62,0.0,0.0
2017-01-29,79.66,79.66,79.66,0.0,0.0,79.68,79.68,79.68,0.0,0.0,79.55,79.55,79.55,0.0,0.0,79.56,79.56,79.56,0.0,0.0
2017-02-05,79.69,79.69,79.69,0.0,0.0,79.71,79.71,79.71,0.0,0.0,79.65,79.65,79.65,0.0,0.0,79.67,79.67,79.67,0.0,0.0
2017-02-12,79.71,79.71,79.71,0.0,0.0,79.71,79.71,79.71,0.0,0.0,79.66,79.66,79.66,0.0,0.0,79.69,79.69,79.69,0.0,0.0
2017-02-19,79.85,79.85,79.85,0.0,0.0,79.93,79.93,79.93,0.0,0.0,79.85,79.85,79.85,0.0,0.0,79.92,79.92,79.92,0.0,0.0
2017-02-26,79.46,79.46,79.46,0.0,0.0,79.48,79.48,79.48,0.0,0.0,79.38,79.38,79.38,0.0,0.0,79.48,79.48,79.48,0.0,0.0
2017-03-05,79.32,79.32,79.32,0.0,0.0,79.34,79.34,79.34,0.0,0.0,79.26,79.26,79.26,0.0,0.0,79.34,79.34,79.34,0.0,0.0
2017-03-12,79.49,79.49,79.49,0.0,0.0,79.51,79.51,79.51,0.0,0.0,79.45,79.45,79.45,0.0,0.0,79.5,79.5,79.5,0.0,0.0
2017-03-19,79.66,79.66,79.66,0.0,0.0,79.69,79.69,79.69,0.0,0.0,79.61,79.61,79.61,0.0,0.0,79.63,79.63,79.63,0.0,0.0
2017-03-26,79.73,79.73,79.73,0.0,0.0,79.76,79.76,79.76,0.0,0.0,79.71,79.71,79.71,0.0,0.0,79.72,79.72,79.72,0.0,0.0
2017-04-02,79.73,79.73,79.73,0.0,0.0,79.78,79.78,79.78,0.0,0.0,79.62,79.62,79.62,0.0,0.0,79.63,79.63,79.63,0.0,0.0
2017-04-09,79.91,79.91,79.91,0.0,0.0,79.93,79.93,79.93,0.0,0.0,79.84,79.84,79.84,0.0,0.0,79.88,79.88,79.88,0.0,0.0
2017-04-16,80.01,80.01,80.01,0.0,0.0,80.02,80.02,80.02,0.0,0.0,79.95,79.95,79.95,0.0,0.0,79.97,79.97,79.97,0.0,0.0
2017-04-23,79.9,79.9,79.9,0.0,0.0,79.95,79.95,79.95,0.0,0.0,79.83,79.83,79.83,0.0,0.0,79.94,79.94,79.94,0.0,0.0
2017-04-30,79.7,79.7,79.7,0.0,0.0,79.74,79.74,79.74,0.0,0.0,79.67,79.67,79.67,0.0,0.0,79.73,79.73,79.73,0.0,0.0
2017-05-07,79.81,79.81,79.81,0.0,0.0,79.84,79.84,79.84,0.0,0.0,79.78,79.78,79.78,0.0,0.0,79.82,79.82,79.82,0.0,0.0
2017-05-14,79.99,79.99,79.99,0.0,0.0,79.99,79.99,79.99,0.0,0.0,79.92,79.92,79.92,0.0,0.0,79.95,79.95,79.95,0.0,0.0
2017-05-21,79.97,79.97,79.97,0.0,0.0,79.99,79.99,79.99,0.0,0.0,79.95,79.95,79.95,0.0,0.0,79.97,79.97,79.97,0.0,0.0
2017-05-28,79.97,79.97,79.97,0.0,0.0,79.98,79.98,79.98,0.0,0.0,79.93,79.93,79.93,0.0,0.0,79.95,79.95,79.95,0.0,0.0
2017-06-04,79.85,79.85,79.85,0.0,0.0,79.89,79.89,79.89,0.0,0.0,79.83,79.83,79.83,0.0,0.0,79.86,79.86,79.86,0.0,0.0
2017-06-11,79.91,79.91,79.91,0.0,0.0,79.96,79.96,79.96,0.0,0.0,79.91,79.91,79.91,0.0,0.0,79.96,79.96,79.96,0.0,0.0
2017-06-18,79.93,79.93,79.93,0.0,0.0,79.97,79.97,79.97,0.0,0.0,79.92,79.92,79.92,0.0,0.0,79.97,79.97,79.97,0.0,0.0
2017-06-25,79.91,79.91,79.91,0.0,0.0,79.91,79.91,79.91,0.0,0.0,79.82,79.82,79.82,0.0,0.0,79.85,79.85,79.85,0.0,0.0
2017-07-02,79.69,79.69,79.69,0.0,0.0,79.7,79.7,79.7,0.0,0.0,79.66,79.66,79.66,0.0,0.0,79.69,79.69,79.69,0.0,0.0
2017-07-09,79.9,79.9,79.9,0.0,0.0,79.91,79.91,79.91,0.0,0.0,79.86,79.86,79.86,0.0,0.0,79.87,79.87,79.87,0.0,0.0
2017-07-16,79.99,79.99,79.99,0.0,0.0,80.0,80.0,80.0,0.0,0.0,79.95,79.95,79.95,0.0,0.0,79.99,79.99,79.99,0.0,0.0
2017-07-23,79.97,79.97,79.97,0.0,0.0,80.01,80.01,80.01,0.0,0.0,79.95,79.95,79.95,0.0,0.0,80.01,80.01,80.01,0.0,0.0
2017-07-30,79.93,79.93,79.93,0.0,0.0,79.94,79.94,79.94,0.0,0.0,79.9,79.9,79.9,0.0,0.0,79.92,79.92,79.92,0.0,0.0
2017-08-06,80.03,80.03,80.03,0.0,0.0,80.07,80.07,80.07,0.0,0.0,79.98,79.98,79.98,0.0,0.0,80.05,80.05,80.05,0.0,0.0
2017-08-13,80.05,80.05,80.05,0.0,0.0,80.08,80.08,80.08,0.0,0.0,79.99,79.99,79.99,0.0,0.0,80.04,80.04,80.04,0.0,0.0
2017-08-20,80.06,80.06,80.06,0.0,0.0,80.11,80.11,80.11,0.0,0.0,80.04,80.04,80.04,0.0,0.0,80.09,80.09,80.09,0.0,0.0
2017-08-27,80.09,80.09,80.09,0.0,0.0,80.09,80.09,80.09,0.0,0.0,80.0,80.0,80.0,0.0,0.0,80.03,80.03,80.03,0.0,0.0
2017-09-03,80.23,80.23,80.23,0.0,0.0,80.23,80.23,80.23,0.0,0.0,80.17,80.17,80.17,0.0,0.0,80.19,80.19,80.19,0.0,0.0
2017-09-10,80.01,80.01,80.01,0.0,0.0,80.01,80.01,80.01,0.0,0.0,79.93,79.93,79.93,0.0,0.0,79.95,79.95,79.95,0.0,0.0
2017-09-17,79.86,79.86,79.86,0.0,0.0,79.88,79.88,79.88,0.0,0.0,79.83,79.83,79.83,0.0,0.0,79.83,79.83,79.83,0.0,0.0
2017-09-24,79.92,79.92,79.92,0.0,0.0,79.92,79.92,79.92,0.0,0.0,79.81,79.81,79.81,0.0,0.0,79.82,79.82,79.82,0.0,0.0
2017-10-01,79.68,79.68,79.68,0.0,0.0,79.71,79.71,79.71,0.0,0.0,79.63,79.63,79.63,0.0,0.0,79.69,79.69,79.69,0.0,0.0
2017-10-08,79.78,79.78,79.78,0.0,0.0,79.81,79.81,79.81,0.0,0.0,79.75,79.75,79.75,0.0,0.0,79.78,79.78,79.78,0.0,0.0
2017-10-15,79.67,79.67,79.67,0.0,0.0,79.7,79.7,79.7,0.0,0.0,79.65,79.65,79.65,0.0,0.0,79.65,79.65,79.65,0.0,0.0
2017-10-22,79.61,79.61,79.61,0.0,0.0,79.67,79.67,79.67,0.0,0.0,79.58,79.58,79.58,0.0,0.0,79.65,79.65,79.65,0.0,0.0
2017-10-29,79.55,79.55,79.55,0.0,0.0,79.57,79.57,79.57,0.0,0.0,79.51,79.51,79.51,0.0,0.0,79.53,79.53,79.53,0.0,0.0
2017-11-05,79.47,79.47,79.47,0.0,0.0,79.48,79.48,79.48,0.0,0.0,79.43,79.43,79.43,0.0,0.0,79.45,79.45,79.45,0.0,0.0
2017-11-12,79.44,79.44,79.44,0.0,0.0,79.45,79.45,79.45,0.0,0.0,79.4,79.4,79.4,0.0,0.0,79.43,79.43,79.43,0.0,0.0
2017-11-19,79.43,79.43,79.43,0.0,0.0,79.46,79.46,79.46,0.0,0.0,79.42,79.42,79.42,0.0,0.0,79.45,79.45,79.45,0.0,0.0
2017-11-26,79.25,79.25,79.25,0.0,0.0,79.36,79.36,79.36,0.0,0.0,79.2,79.2,79.2,0.0,0.0,79.25,79.25,79.25,0.0,0.0
2017-12-03,79.27,79.27,79.27,0.0,0.0,79.29,79.29,79.29,0.0,0.0,79.24,79.24,79.24,0.0,0.0,79.27,79.27,79.27,0.0,0.0
2017-12-10,79.21,79.21,79.21,0.0,0.0,79.24,79.24,79.24,0.0,0.0,79.2,79.2,79.2,0.0,0.0,79.24,79.24,79.24,0.0,0.0
2017-12-17,79.14,79.14,79.14,0.0,0.0,79.14,79.14,79.14,0.0,0.0,79.1,79.1,79.1,0.0,0.0,79.13,79.13,79.13,0.0,0.0
2017-12-24,79.06,79.06,79.06,0.0,0.0,79.13,79.13,79.13,0.0,0.0,79.06,79.06,79.06,0.0,0.0,79.1,79.1,79.1,0.0,0.0
2017-12-31,79.0,79.0,79.0,0.0,0.0,79.02,79.02,79.02,0.0,0.0,78.97,78.97,78.97,0.0,0.0,79.01,79.01,79.01,0.0,0.0
