Date,SNX_stock_Open_average,SNX_stock_Open_max,SNX_stock_Open_min,SNX_stock_Open_volatility,SNX_stock_Open_change,SNX_stock_High_average,SNX_stock_High_max,SNX_stock_High_min,SNX_stock_High_volatility,SNX_stock_High_change,SNX_stock_Low_average,SNX_stock_Low_max,SNX_stock_Low_min,SNX_stock_Low_volatility,SNX_stock_Low_change,SNX_stock_Close_average,SNX_stock_Close_max,SNX_stock_Close_min,SNX_stock_Close_volatility,SNX_stock_Close_change,SNX_stock_Volume_average,SNX_stock_Volume_max,SNX_stock_Volume_min,SNX_stock_Volume_volatility,SNX_stock_Volume_change
2016-01-03,84.492,88.04,78.9,9.14,-9.14,85.784,88.58,82.15,6.429999999999993,-6.429999999999993,83.09400000000001,85.87,78.01,7.859999999999999,-6.75,84.228,86.9,79.49,7.410000000000011,-7.410000000000011,562538,749268,479924,269344,248135
2016-01-10,81.03,83.06,78.02,5.040000000000006,-2.1700000000000017,82.394,84.34,79.62,4.719999999999999,-2.3799999999999955,79.868,81.81,77.44,4.3700000000000045,-2.280000000000001,81.078,83.24,79.17,4.069999999999993,-2.319999999999993,338648,410896,233263,177633,-107594
2016-01-17,79.18,80.14,78.11,2.030000000000001,-0.5400000000000063,80.0325,80.99,79.25,1.7399999999999949,0.4099999999999966,77.86,79.35,75.87,3.4799999999999898,1.1299999999999955,79.28750000000001,80.93,78.43,2.5,1.6800000000000068,268209,296663,235363,61300,61300
2016-01-24,80.652,81.89,79.68,2.2099999999999937,1.1599999999999966,81.798,84.01,80.99,3.0200000000000102,2.7700000000000102,79.958,81.89,79.07,2.8200000000000074,2.8200000000000074,81.18,83.95,79.26,4.689999999999998,4.689999999999998,235092,308291,182577,125714,125714
2016-01-31,84.2,84.96,83.12,1.8399999999999892,1.3900000000000006,85.69,86.59,85.13,1.460000000000008,0.9699999999999989,83.194,83.63,82.79,0.8399999999999892,-0.20999999999999375,84.362,85.16,83.07,2.0900000000000034,-2.0900000000000034,232796,259921,196146,63775,-22333
2016-02-07,84.172,86.28,82.1,4.180000000000007,2.3599999999999994,86.0,88.22,84.71,3.510000000000005,1.0200000000000102,83.428,86.08,81.09,4.989999999999995,2.8499999999999943,85.04,86.12,83.29,2.8299999999999983,0.8200000000000074,269026,347557,220739,126818,-22725
2016-02-14,88.905,90.96,86.19,4.769999999999996,4.769999999999996,90.685,92.28,88.67,3.6099999999999994,3.6099999999999994,88.585,90.57,86.19,4.3799999999999955,4.3799999999999955,90.155,92.06,88.5,3.5600000000000023,3.5600000000000023,259678,301626,202310,99316,42868
2016-02-21,93.496,95.48,92.0,3.480000000000004,2.6700000000000017,94.59400000000001,95.48,93.53,1.9500000000000028,1.25,92.606,93.7,91.32,2.3800000000000097,1.3100000000000023,93.958,95.15,92.95,2.200000000000003,-0.14000000000000057,267943,435318,131666,303652,-75522
2016-02-28,95.412,96.43,94.1,2.3300000000000125,2.3300000000000125,96.386,97.23,95.05,2.180000000000007,2.0,94.588,95.28,93.82,1.460000000000008,1.1600000000000108,95.912,96.75,94.03,2.719999999999999,2.719999999999999,240931,289423,187730,101693,-98023
2016-03-06,97.506,98.34,96.15,2.1899999999999977,1.4699999999999989,98.414,99.06,97.98,1.0799999999999983,-0.980000000000004,96.34,97.15,95.52,1.6300000000000097,0.6200000000000045,97.542,99.04,96.97,2.0700000000000074,-2.0200000000000102,213794,283448,148267,135181,35763
