Date,RCIStock_Open_average,RCIStock_Open_max,RCIStock_Open_min,RCIStock_Open_volatility,RCIStock_Open_change,RCIStock_High_average,RCIStock_High_max,RCIStock_High_min,RCIStock_High_volatility,RCIStock_High_change,RCIStock_Low_average,RCIStock_Low_max,RCIStock_Low_min,RCIStock_Low_volatility,RCIStock_Low_change,RCIStock_Close_average,RCIStock_Close_max,RCIStock_Close_min,RCIStock_Close_volatility,RCIStock_Close_change,RCIStock_Volume_average,RCIStock_Volume_max,RCIStock_Volume_min,RCIStock_Volume_volatility,RCIStock_Volume_change
2016-01-03,34.072,34.4,33.77,0.6299999999999955,0.0,34.506,34.91,34.11,0.7999999999999972,0.1600000000000037,33.822,34.2,33.43,0.7700000000000031,0.35999999999999943,34.24,34.89,33.81,1.0799999999999983,-0.39000000000000057,407332,510839,341730,169109,-95717
2016-01-10,33.958,34.66,33.06,1.5999999999999943,-1.1199999999999974,34.182,34.66,33.34,1.3199999999999932,-1.0,33.38,33.8,32.77,1.029999999999994,-0.8499999999999943,33.858,34.48,33.31,1.1699999999999946,-0.8099999999999952,391107,459126,337467,121659,27118
2016-01-17,33.8925,34.55,33.35,1.1999999999999957,0.9299999999999997,34.4625,35.11,34.12,0.990000000000002,0.7999999999999972,33.427499999999995,34.3,32.5,1.7999999999999972,0.7899999999999991,34.185,35.1,33.87,1.230000000000004,1.2100000000000009,472132,617258,418665,198593,3113
2016-01-24,34.45,35.21,33.77,1.4399999999999977,-1.2299999999999969,35.082,36.45,34.39,2.0600000000000023,-0.6499999999999986,34.122,35.08,33.38,1.6999999999999957,-1.1400000000000006,34.589999999999996,36.12,33.65,2.469999999999999,-0.6500000000000057,660123,894972,377726,517246,252492
2016-01-31,35.006,35.84,34.25,1.5900000000000034,1.240000000000002,35.482,36.04,35.11,0.9299999999999997,0.38000000000000256,34.512,35.36,33.8,1.5600000000000023,0.6400000000000006,34.998,35.47,34.52,0.9499999999999957,-0.4099999999999966,479500,681309,368007,313302,92886
2016-02-07,33.9,34.28,33.32,0.9600000000000009,0.060000000000002274,34.374,34.61,34.11,0.5,0.3399999999999963,33.622,34.12,33.25,0.8699999999999974,0.4299999999999997,34.052,34.37,33.7,0.6699999999999946,0.6699999999999946,481685,597731,326679,271052,-154734
2016-02-14,35.2875,35.87,34.45,1.4199999999999946,1.4199999999999946,35.7975,36.35,34.95,1.3999999999999986,1.3599999999999994,35.0775,35.67,34.04,1.6300000000000026,1.6300000000000026,35.605000000000004,36.26,34.78,1.4799999999999969,1.0700000000000003,392274,519951,278802,241149,-105525
2016-02-21,36.44,37.23,35.87,1.3599999999999994,0.9599999999999937,36.792,37.23,36.42,0.8099999999999952,0.7199999999999989,36.14,36.56,35.62,0.9400000000000048,0.4099999999999966,36.542,37.01,36.33,0.6799999999999997,0.240000000000002,305025,424275,205600,218675,16751
2016-02-28,37.272,37.62,36.53,1.0899999999999963,0.8200000000000003,37.6,37.94,37.23,0.7100000000000009,0.3300000000000054,37.038000000000004,37.25,36.5,0.75,0.5900000000000034,37.424,37.82,36.95,0.8699999999999974,0.4799999999999969,339025,375465,257060,118405,-97420
2016-03-06,37.922,38.6,37.23,1.3700000000000045,1.2100000000000009,38.516,38.81,38.0,0.8100000000000023,0.6099999999999994,37.644,38.21,37.19,1.0200000000000031,1.0200000000000031,38.162,38.64,37.86,0.7800000000000011,0.46999999999999886,413487,579387,318624,260763,-63547
