Date,ProShares UltraShort Dow30Etf_Open_average,ProShares UltraShort Dow30Etf_Open_max,ProShares UltraShort Dow30Etf_Open_min,ProShares UltraShort Dow30Etf_Open_volatility,ProShares UltraShort Dow30Etf_Open_change,ProShares UltraShort Dow30Etf_High_average,ProShares UltraShort Dow30Etf_High_max,ProShares UltraShort Dow30Etf_High_min,ProShares UltraShort Dow30Etf_High_volatility,ProShares UltraShort Dow30Etf_High_change,ProShares UltraShort Dow30Etf_Low_average,ProShares UltraShort Dow30Etf_Low_max,ProShares UltraShort Dow30Etf_Low_min,ProShares UltraShort Dow30Etf_Low_volatility,ProShares UltraShort Dow30Etf_Low_change,ProShares UltraShort Dow30Etf_Close_average,ProShares UltraShort Dow30Etf_Close_max,ProShares UltraShort Dow30Etf_Close_min,ProShares UltraShort Dow30Etf_Close_volatility,ProShares UltraShort Dow30Etf_Close_change
2016-08-28,66.44,66.44,66.44,0.0,0.0,66.8,66.8,66.8,0.0,0.0,66.04,66.04,66.04,0.0,0.0,66.48,66.48,66.48,0.0,0.0
2016-09-04,67.28,67.28,67.28,0.0,0.0,69.2,69.2,69.2,0.0,0.0,67.28,67.28,67.28,0.0,0.0,69.2,69.2,69.2,0.0,0.0
2016-09-11,68.56,68.56,68.56,0.0,0.0,69.24,69.24,69.24,0.0,0.0,68.52,68.52,68.52,0.0,0.0,68.84,68.84,68.84,0.0,0.0
2016-09-18,67.0,67.0,67.0,0.0,0.0,67.8,67.8,67.8,0.0,0.0,66.94,66.94,66.94,0.0,0.0,67.8,67.8,67.8,0.0,0.0
2016-09-25,67.96,67.96,67.96,0.0,0.0,67.96,67.96,67.96,0.0,0.0,66.92,66.92,66.92,0.0,0.0,67.4,67.4,67.4,0.0,0.0
2016-10-02,67.32,67.32,67.32,0.0,0.0,68.44,68.44,68.44,0.0,0.0,67.24,67.24,67.24,0.0,0.0,67.8,67.8,67.8,0.0,0.0
2016-10-09,67.92,67.92,67.92,0.0,0.0,68.48,68.48,68.48,0.0,0.0,67.56,67.56,67.56,0.0,0.0,68.44,68.44,68.44,0.0,0.0
2016-10-16,68.84,68.84,68.84,0.0,0.0,69.08,69.08,69.08,0.0,0.0,68.18,68.18,68.18,0.0,0.0,68.36,68.36,68.36,0.0,0.0
2016-10-23,67.96,67.96,67.96,0.0,0.0,68.76,68.76,68.76,0.0,0.0,67.54,67.54,67.54,0.0,0.0,68.24,68.24,68.24,0.0,0.0
2016-10-30,70.04,70.04,70.04,0.0,0.0,70.32,70.32,70.32,0.0,0.0,69.52,69.52,69.52,0.0,0.0,70.24,70.24,70.24,0.0,0.0
2016-11-06,63.52,63.52,63.52,0.0,0.0,63.72,63.72,63.72,0.0,0.0,62.92,62.92,62.92,0.0,0.0,63.0,63.0,63.0,0.0,0.0
2016-11-13,62.4,62.4,62.4,0.0,0.0,62.78,62.78,62.78,0.0,0.0,62.36,62.36,62.36,0.0,0.0,62.72,62.72,62.72,0.0,0.0
2016-11-20,60.96,60.96,60.96,0.0,0.0,61.03,61.03,61.03,0.0,0.0,60.84,60.84,60.84,0.0,0.0,60.84,60.84,60.84,0.0,0.0
2016-11-27,60.52,60.52,60.52,0.0,0.0,60.75,60.75,60.75,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.6,60.6,60.6,0.0,0.0
2016-12-04,57.68,57.68,57.68,0.0,0.0,57.68,57.68,57.68,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.88,56.88,56.88,0.0,0.0
2016-12-11,56.12,56.12,56.12,0.0,0.0,56.48,56.48,56.48,0.0,0.0,55.92,55.92,55.92,0.0,0.0,56.32,56.32,56.32,0.0,0.0
2016-12-18,55.92,55.92,55.92,0.0,0.0,56.04,56.04,56.04,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.86,55.86,55.86,0.0,0.0
2016-12-25,56.36,56.36,56.36,0.0,0.0,57.08,57.08,57.08,0.0,0.0,56.32,56.32,56.32,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2017-01-01,56.0,56.0,56.0,0.0,0.0,56.33,56.33,56.33,0.0,0.0,55.4,55.4,55.4,0.0,0.0,55.6,55.6,55.6,0.0,0.0
2017-01-08,55.96,55.96,55.96,0.0,0.0,56.28,56.28,56.28,0.0,0.0,55.68,55.68,55.68,0.0,0.0,56.12,56.12,56.12,0.0,0.0
2017-01-15,56.6,56.6,56.6,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.24,56.24,56.24,0.0,0.0,56.4,56.4,56.4,0.0,0.0
2017-01-22,54.84,54.84,54.84,0.0,0.0,54.96,54.96,54.96,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.84,54.84,54.84,0.0,0.0
2017-01-29,55.48,55.48,55.48,0.0,0.0,55.52,55.52,55.52,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.96,54.96,54.96,0.0,0.0
2017-02-05,53.92,53.92,53.92,0.0,0.0,54.04,54.04,54.04,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.76,53.76,53.76,0.0,0.0
2017-02-12,52.2,52.2,52.2,0.0,0.0,52.2,52.2,52.2,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2017-02-19,51.24,51.24,51.24,0.0,0.0,51.24,51.24,51.24,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2017-02-26,49.68,49.68,49.68,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2017-03-05,49.92,49.92,49.92,0.0,0.0,50.54,50.54,50.54,0.0,0.0,49.88,49.88,49.88,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2017-03-12,49.8,49.8,49.8,0.0,0.0,50.16,50.16,50.16,0.0,0.0,49.8,49.8,49.8,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2017-03-19,51.2,51.2,51.2,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2017-03-26,51.2,51.2,51.2,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.32,51.32,51.32,0.0,0.0
2017-04-02,51.44,51.44,51.44,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2017-04-09,51.88,51.88,51.88,0.0,0.0,52.34,52.34,52.34,0.0,0.0,51.56,51.56,51.56,0.0,0.0,52.28,52.28,52.28,0.0,0.0
2017-04-16,51.64,51.64,51.64,0.0,0.0,52.04,52.04,52.04,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2017-04-23,49.64,49.64,49.64,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2017-04-30,49.92,49.92,49.92,0.0,0.0,50.04,50.04,50.04,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2017-05-07,50.0,50.0,50.0,0.0,0.0,50.08,50.08,50.08,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2017-05-14,50.76,50.76,50.76,0.0,0.0,50.8,50.8,50.8,0.0,0.0,49.94,49.94,49.94,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2017-05-21,48.96,48.96,48.96,0.0,0.0,49.04,49.04,49.04,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.92,48.92,48.92,0.0,0.0
2017-05-28,48.48,48.48,48.48,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2017-06-04,48.16,48.16,48.16,0.0,0.0,48.44,48.44,48.44,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.92,47.92,47.92,0.0,0.0
2017-06-11,47.56,47.56,47.56,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2017-06-18,47.48,47.48,47.48,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2017-06-25,47.52,47.52,47.52,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.52,47.52,47.52,0.0,0.0
2017-07-02,47.4,47.4,47.4,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.2,47.2,47.2,0.0,0.0
2017-07-09,46.64,46.64,46.64,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.08,46.08,46.08,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2017-07-16,46.56,46.56,46.56,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.48,46.48,46.48,0.0,0.0
2017-07-23,45.68,45.68,45.68,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.36,45.36,45.36,0.0,0.0,45.36,45.36,45.36,0.0,0.0
2017-07-30,44.36,44.36,44.36,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.36,44.36,44.36,0.0,0.0
2017-08-06,45.16,45.16,45.16,0.0,0.0,45.27,45.27,45.27,0.0,0.0,44.96,44.96,44.96,0.0,0.0,45.16,45.16,45.16,0.0,0.0
2017-08-13,45.68,45.68,45.68,0.0,0.0,46.03,46.03,46.03,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2017-08-20,45.12,45.12,45.12,0.0,0.0,45.24,45.24,45.24,0.0,0.0,44.84,44.84,44.84,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2017-08-27,44.4,44.4,44.4,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.44,44.44,44.44,0.0,0.0
2017-09-03,45.48,45.48,45.48,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.04,45.04,45.04,0.0,0.0,45.24,45.24,45.24,0.0,0.0
2017-09-10,43.48,43.48,43.48,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.36,43.36,43.36,0.0,0.0
2017-09-17,43.04,43.04,43.04,0.0,0.0,43.2,43.2,43.2,0.0,0.0,42.96,42.96,42.96,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2017-09-24,43.0,43.0,43.0,0.0,0.0,43.08,43.08,43.08,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.88,42.88,42.88,0.0,0.0
2017-10-01,41.48,41.48,41.48,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2017-10-08,41.0,41.0,41.0,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.08,41.08,41.08,0.0,0.0
2017-10-15,39.68,39.68,39.68,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.48,39.48,39.48,0.0,0.0
2017-10-22,39.16,39.16,39.16,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.04,39.04,39.04,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2017-10-29,38.76,38.76,38.76,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.76,38.76,38.76,0.0,0.0
2017-11-05,39.08,39.08,39.08,0.0,0.0,39.16,39.16,39.16,0.0,0.0,38.98,38.98,38.98,0.0,0.0,39.04,39.04,39.04,0.0,0.0
2017-11-12,39.12,39.12,39.12,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.04,39.04,39.04,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2017-11-19,38.52,38.52,38.52,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2017-11-26,36.12,36.12,36.12,0.0,0.0,37.24,37.24,37.24,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2017-12-03,36.12,36.12,36.12,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2017-12-10,35.08,35.08,35.08,0.0,0.0,35.2,35.2,35.2,0.0,0.0,34.96,34.96,34.96,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2017-12-17,34.76,34.76,34.76,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2017-12-24,34.36,34.36,34.36,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2017-12-31,33.68,33.68,33.68,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.28,33.28,33.28,0.0,0.0
