Date,ProShares Ultra Silver_etf_Open_average,ProShares Ultra Silver_etf_Open_max,ProShares Ultra Silver_etf_Open_min,ProShares Ultra Silver_etf_Open_volatility,ProShares Ultra Silver_etf_Open_change,ProShares Ultra Silver_etf_High_average,ProShares Ultra Silver_etf_High_max,ProShares Ultra Silver_etf_High_min,ProShares Ultra Silver_etf_High_volatility,ProShares Ultra Silver_etf_High_change,ProShares Ultra Silver_etf_Low_average,ProShares Ultra Silver_etf_Low_max,ProShares Ultra Silver_etf_Low_min,ProShares Ultra Silver_etf_Low_volatility,ProShares Ultra Silver_etf_Low_change,ProShares Ultra Silver_etf_Close_average,ProShares Ultra Silver_etf_Close_max,ProShares Ultra Silver_etf_Close_min,ProShares Ultra Silver_etf_Close_volatility,ProShares Ultra Silver_etf_Close_change
2016-01-03,28.03,28.03,28.03,0.0,0.0,28.12,28.12,28.12,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2016-01-10,28.06,28.06,28.06,0.0,0.0,28.11,28.11,28.11,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2016-01-17,28.56,28.56,28.56,0.0,0.0,29.04,29.04,29.04,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2016-01-24,28.46,28.46,28.46,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2016-01-31,30.31,30.31,30.31,0.0,0.0,31.86,31.86,31.86,0.0,0.0,30.07,30.07,30.07,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2016-02-07,34.47,34.47,34.47,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2016-02-14,32.86,32.86,32.86,0.0,0.0,33.27,33.27,33.27,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2016-02-21,31.59,31.59,31.59,0.0,0.0,31.6,31.6,31.6,0.0,0.0,30.02,30.02,30.02,0.0,0.0,30.2,30.2,30.2,0.0,0.0
2016-02-28,33.07,33.07,33.07,0.0,0.0,34.68,34.68,34.68,0.0,0.0,32.91,32.91,32.91,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2016-03-06,33.92,33.92,33.92,0.0,0.0,34.02,34.02,34.02,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2016-03-13,34.99,34.99,34.99,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2016-03-20,32.43,32.43,32.43,0.0,0.0,32.5,32.5,32.5,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2016-03-27,31.02,31.02,31.02,0.0,0.0,31.51,31.51,31.51,0.0,0.0,30.2,30.2,30.2,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2016-04-03,32.01,32.01,32.01,0.0,0.0,32.69,32.69,32.69,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.56,32.56,32.56,0.0,0.0
2016-04-10,36.11,36.11,36.11,0.0,0.0,36.92,36.92,36.92,0.0,0.0,35.51,35.51,35.51,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2016-04-17,40.87,40.87,40.87,0.0,0.0,41.38,41.38,41.38,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2016-04-24,43.47,43.47,43.47,0.0,0.0,44.23,44.23,44.23,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.6,43.6,43.6,0.0,0.0
2016-05-01,41.29,41.29,41.29,0.0,0.0,42.35,42.35,42.35,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2016-05-08,39.48,39.48,39.48,0.0,0.0,40.03,40.03,40.03,0.0,0.0,39.04,39.04,39.04,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2016-05-15,37.9,37.9,37.9,0.0,0.0,37.9,37.9,37.9,0.0,0.0,36.73,36.73,36.73,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2016-05-22,36.05,36.05,36.05,0.0,0.0,36.24,36.24,36.24,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.77,35.77,35.77,0.0,0.0
2016-05-29,36.53,36.53,36.53,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2016-06-05,40.79,40.79,40.79,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.76,40.76,40.76,0.0,0.0
2016-06-12,41.16,41.16,41.16,0.0,0.0,41.43,41.43,41.43,0.0,0.0,40.35,40.35,40.35,0.0,0.0,41.39,41.39,41.39,0.0,0.0
2016-06-19,43.47,43.47,43.47,0.0,0.0,43.59,43.59,43.59,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2016-06-26,49.95,49.95,49.95,0.0,0.0,53.26,53.26,53.26,0.0,0.0,49.72,49.72,49.72,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2016-07-03,52.86,52.86,52.86,0.0,0.0,54.84,54.84,54.84,0.0,0.0,52.0,52.0,52.0,0.0,0.0,54.84,54.84,54.84,0.0,0.0
2016-07-10,54.11,54.11,54.11,0.0,0.0,54.52,54.52,54.52,0.0,0.0,53.61,53.61,53.61,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2016-07-17,51.53,51.53,51.53,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.51,51.51,51.51,0.0,0.0
2016-07-24,54.75,54.75,54.75,0.0,0.0,55.46,55.46,55.46,0.0,0.0,53.67,53.67,53.67,0.0,0.0,55.21,55.21,55.21,0.0,0.0
2016-07-31,52.89,52.89,52.89,0.0,0.0,52.89,52.89,52.89,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.53,51.53,51.53,0.0,0.0
2016-08-07,53.79,53.79,53.79,0.0,0.0,54.01,54.01,54.01,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.5,51.5,51.5,0.0,0.0
2016-08-14,49.69,49.69,49.69,0.0,0.0,50.04,50.04,50.04,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2016-08-21,46.32,46.32,46.32,0.0,0.0,47.98,47.98,47.98,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2016-08-28,48.94,48.94,48.94,0.0,0.0,50.0,50.0,50.0,0.0,0.0,48.31,48.31,48.31,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2016-09-04,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2016-09-11,46.09,46.09,46.09,0.0,0.0,46.55,46.55,46.55,0.0,0.0,45.74,45.74,45.74,0.0,0.0,46.35,46.35,46.35,0.0,0.0
2016-09-18,51.58,51.58,51.58,0.0,0.0,51.61,51.61,51.61,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2016-09-25,50.58,50.58,50.58,0.0,0.0,50.59,50.59,50.59,0.0,0.0,47.75,47.75,47.75,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2016-10-02,40.22,40.22,40.22,0.0,0.0,40.48,40.48,40.48,0.0,0.0,38.06,38.06,38.06,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2016-10-09,39.6,39.6,39.6,0.0,0.0,40.12,40.12,40.12,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.62,39.62,39.62,0.0,0.0
2016-10-16,39.89,39.89,39.89,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.99,39.99,39.99,0.0,0.0
