Date,UBS ETRACS Monthly Pay 2X Wells Fargo MLP ex Energ_etf_Open_average,UBS ETRACS Monthly Pay 2X Wells Fargo MLP ex Energ_etf_Open_max,UBS ETRACS Monthly Pay 2X Wells Fargo MLP ex Energ_etf_Open_min,UBS ETRACS Monthly Pay 2X Wells Fargo MLP ex Energ_etf_Open_volatility,UBS ETRACS Monthly Pay 2X Wells Fargo MLP ex Energ_etf_Open_change,UBS ETRACS Monthly Pay 2X Wells Fargo MLP ex Energ_etf_High_average,UBS ETRACS Monthly Pay 2X Wells Fargo MLP ex Energ_etf_High_max,UBS ETRACS Monthly Pay 2X Wells Fargo MLP ex Energ_etf_High_min,UBS ETRACS Monthly Pay 2X Wells Fargo MLP ex Energ_etf_High_volatility,UBS ETRACS Monthly Pay 2X Wells Fargo MLP ex Energ_etf_High_change,UBS ETRACS Monthly Pay 2X Wells Fargo MLP ex Energ_etf_Low_average,UBS ETRACS Monthly Pay 2X Wells Fargo MLP ex Energ_etf_Low_max,UBS ETRACS Monthly Pay 2X Wells Fargo MLP ex Energ_etf_Low_min,UBS ETRACS Monthly Pay 2X Wells Fargo MLP ex Energ_etf_Low_volatility,UBS ETRACS Monthly Pay 2X Wells Fargo MLP ex Energ_etf_Low_change,UBS ETRACS Monthly Pay 2X Wells Fargo MLP ex Energ_etf_Close_average,UBS ETRACS Monthly Pay 2X Wells Fargo MLP ex Energ_etf_Close_max,UBS ETRACS Monthly Pay 2X Wells Fargo MLP ex Energ_etf_Close_min,UBS ETRACS Monthly Pay 2X Wells Fargo MLP ex Energ_etf_Close_volatility,UBS ETRACS Monthly Pay 2X Wells Fargo MLP ex Energ_etf_Close_change
2016-01-03,11.08,11.08,11.08,0.0,0.0,11.37,11.37,11.37,0.0,0.0,10.24,10.24,10.24,0.0,0.0,10.24,10.24,10.24,0.0,0.0
2016-01-10,9.08,9.08,9.08,0.0,0.0,9.21,9.21,9.21,0.0,0.0,8.77,8.77,8.77,0.0,0.0,9.15,9.15,9.15,0.0,0.0
2016-01-17,9.06,9.06,9.06,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.05,9.05,9.05,0.0,0.0,9.8,9.8,9.8,0.0,0.0
2016-01-24,9.15,9.15,9.15,0.0,0.0,9.66,9.66,9.66,0.0,0.0,9.14,9.14,9.14,0.0,0.0,9.64,9.64,9.64,0.0,0.0
2016-01-31,9.35,9.35,9.35,0.0,0.0,9.63,9.63,9.63,0.0,0.0,9.31,9.31,9.31,0.0,0.0,9.35,9.35,9.35,0.0,0.0
2016-02-07,7.91,7.91,7.91,0.0,0.0,8.5,8.5,8.5,0.0,0.0,7.83,7.83,7.83,0.0,0.0,8.5,8.5,8.5,0.0,0.0
2016-02-14,9.5,9.5,9.5,0.0,0.0,9.89,9.89,9.89,0.0,0.0,9.47,9.47,9.47,0.0,0.0,9.52,9.52,9.52,0.0,0.0
2016-02-21,9.8,9.8,9.8,0.0,0.0,10.21,10.21,10.21,0.0,0.0,9.8,9.8,9.8,0.0,0.0,10.19,10.19,10.19,0.0,0.0
2016-02-28,11.43,11.43,11.43,0.0,0.0,11.95,11.95,11.95,0.0,0.0,11.43,11.43,11.43,0.0,0.0,11.85,11.85,11.85,0.0,0.0
2016-03-06,11.8,11.8,11.8,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.83,11.83,11.83,0.0,0.0
2016-03-13,12.43,12.43,12.43,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.24,12.24,12.24,0.0,0.0,12.25,12.25,12.25,0.0,0.0
2016-03-20,11.5,11.5,11.5,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.39,11.39,11.39,0.0,0.0
2016-03-27,12.3,12.3,12.3,0.0,0.0,12.31,12.31,12.31,0.0,0.0,11.94,11.94,11.94,0.0,0.0,12.27,12.27,12.27,0.0,0.0
2016-04-03,10.89,10.89,10.89,0.0,0.0,11.21,11.21,11.21,0.0,0.0,10.83,10.83,10.83,0.0,0.0,10.85,10.85,10.85,0.0,0.0
2016-04-10,11.92,11.92,11.92,0.0,0.0,12.02,12.02,12.02,0.0,0.0,11.85,11.85,11.85,0.0,0.0,11.95,11.95,11.95,0.0,0.0
2016-04-17,12.39,12.39,12.39,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.32,12.32,12.32,0.0,0.0,12.37,12.37,12.37,0.0,0.0
2016-04-24,11.83,11.83,11.83,0.0,0.0,11.83,11.83,11.83,0.0,0.0,11.45,11.45,11.45,0.0,0.0,11.65,11.65,11.65,0.0,0.0
2016-05-01,11.08,11.08,11.08,0.0,0.0,11.12,11.12,11.12,0.0,0.0,10.88,10.88,10.88,0.0,0.0,11.12,11.12,11.12,0.0,0.0
2016-05-08,10.9,10.9,10.9,0.0,0.0,11.1,11.1,11.1,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.58,10.58,10.58,0.0,0.0
2016-05-15,10.5,10.5,10.5,0.0,0.0,10.88,10.88,10.88,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.82,10.82,10.82,0.0,0.0
2016-05-22,11.17,11.17,11.17,0.0,0.0,11.34,11.34,11.34,0.0,0.0,11.17,11.17,11.17,0.0,0.0,11.34,11.34,11.34,0.0,0.0
2016-05-29,10.99,10.99,10.99,0.0,0.0,11.16,11.16,11.16,0.0,0.0,10.99,10.99,10.99,0.0,0.0,11.11,11.11,11.11,0.0,0.0
2016-06-05,10.86,10.86,10.86,0.0,0.0,10.92,10.92,10.92,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.9,10.9,10.9,0.0,0.0
2016-06-12,10.25,10.25,10.25,0.0,0.0,10.29,10.29,10.29,0.0,0.0,10.16,10.16,10.16,0.0,0.0,10.24,10.24,10.24,0.0,0.0
2016-06-19,10.06,10.06,10.06,0.0,0.0,11.02,11.02,11.02,0.0,0.0,8.68,8.68,8.68,0.0,0.0,9.97,9.97,9.97,0.0,0.0
2016-06-26,9.7,9.7,9.7,0.0,0.0,10.0,10.0,10.0,0.0,0.0,9.7,9.7,9.7,0.0,0.0,9.84,9.84,9.84,0.0,0.0
2016-07-03,9.84,9.84,9.84,0.0,0.0,10.22,10.22,10.22,0.0,0.0,9.84,9.84,9.84,0.0,0.0,10.22,10.22,10.22,0.0,0.0
2016-07-10,10.62,10.62,10.62,0.0,0.0,10.62,10.62,10.62,0.0,0.0,10.42,10.42,10.42,0.0,0.0,10.57,10.57,10.57,0.0,0.0
2016-07-17,11.04,11.04,11.04,0.0,0.0,11.27,11.27,11.27,0.0,0.0,11.04,11.04,11.04,0.0,0.0,11.2,11.2,11.2,0.0,0.0
2016-07-24,11.19,11.19,11.19,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.58,11.58,11.58,0.0,0.0
2016-07-31,11.6,11.6,11.6,0.0,0.0,11.89,11.89,11.89,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.8,11.8,11.8,0.0,0.0
2016-08-07,12.0,12.0,12.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,11.93,11.93,11.93,0.0,0.0,11.94,11.94,11.94,0.0,0.0
2016-08-14,12.0,12.0,12.0,0.0,0.0,12.03,12.03,12.03,0.0,0.0,11.93,11.93,11.93,0.0,0.0,11.95,11.95,11.95,0.0,0.0
2016-08-21,11.67,11.67,11.67,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.54,11.54,11.54,0.0,0.0
2016-08-28,11.75,11.75,11.75,0.0,0.0,11.95,11.95,11.95,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.91,11.91,11.91,0.0,0.0
2016-09-04,11.67,11.67,11.67,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.2,11.2,11.2,0.0,0.0,11.27,11.27,11.27,0.0,0.0
2016-09-11,11.27,11.27,11.27,0.0,0.0,11.27,11.27,11.27,0.0,0.0,10.94,10.94,10.94,0.0,0.0,11.21,11.21,11.21,0.0,0.0
2016-09-18,11.43,11.43,11.43,0.0,0.0,11.44,11.44,11.44,0.0,0.0,11.14,11.14,11.14,0.0,0.0,11.27,11.27,11.27,0.0,0.0
2016-09-25,10.83,10.83,10.83,0.0,0.0,11.19,11.19,11.19,0.0,0.0,10.83,10.83,10.83,0.0,0.0,11.04,11.04,11.04,0.0,0.0
2016-10-02,10.85,10.85,10.85,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.59,10.59,10.59,0.0,0.0,10.71,10.71,10.71,0.0,0.0
2016-10-09,10.13,10.13,10.13,0.0,0.0,10.36,10.36,10.36,0.0,0.0,9.94,9.94,9.94,0.0,0.0,10.0,10.0,10.0,0.0,0.0
2016-10-16,10.08,10.08,10.08,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.07,10.07,10.07,0.0,0.0,10.33,10.33,10.33,0.0,0.0
2016-10-23,10.67,10.67,10.67,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.59,10.59,10.59,0.0,0.0,10.59,10.59,10.59,0.0,0.0
2016-10-30,9.85,9.85,9.85,0.0,0.0,10.12,10.12,10.12,0.0,0.0,9.85,9.85,9.85,0.0,0.0,9.9,9.9,9.9,0.0,0.0
2016-11-06,10.66,10.66,10.66,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.62,10.62,10.62,0.0,0.0,10.93,10.93,10.93,0.0,0.0
2016-11-13,11.49,11.49,11.49,0.0,0.0,11.64,11.64,11.64,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.58,11.58,11.58,0.0,0.0
2016-11-20,11.75,11.75,11.75,0.0,0.0,11.92,11.92,11.92,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.87,11.87,11.87,0.0,0.0
2016-11-27,11.47,11.47,11.47,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.32,11.32,11.32,0.0,0.0,11.38,11.38,11.38,0.0,0.0
2016-12-04,12.29,12.29,12.29,0.0,0.0,12.79,12.79,12.79,0.0,0.0,12.29,12.29,12.29,0.0,0.0,12.63,12.63,12.63,0.0,0.0
