Date,NOV_stock_Open_average,NOV_stock_Open_max,NOV_stock_Open_min,NOV_stock_Open_volatility,NOV_stock_Open_change,NOV_stock_High_average,NOV_stock_High_max,NOV_stock_High_min,NOV_stock_High_volatility,NOV_stock_High_change,NOV_stock_Low_average,NOV_stock_Low_max,NOV_stock_Low_min,NOV_stock_Low_volatility,NOV_stock_Low_change,NOV_stock_Close_average,NOV_stock_Close_max,NOV_stock_Close_min,NOV_stock_Close_volatility,NOV_stock_Close_change,NOV_stock_Volume_average,NOV_stock_Volume_max,NOV_stock_Volume_min,NOV_stock_Volume_volatility,NOV_stock_Volume_change
2016-01-03,32.366,34.01,30.68,3.3299999999999983,-2.6599999999999966,32.804,34.61,30.93,3.6799999999999997,-3.6799999999999997,31.506,33.36,29.68,3.6799999999999997,-3.6799999999999997,32.05,34.61,29.94,4.669999999999998,-4.669999999999998,6728241,8321213,5106165,3215048,1748019
2016-01-10,29.94,30.82,29.13,1.6900000000000013,-0.8800000000000026,30.484,31.01,29.98,1.0300000000000011,-0.16999999999999815,29.172,29.75,28.51,1.2399999999999984,-0.5100000000000016,29.983999999999998,30.51,29.08,1.4300000000000033,0.0,7994587,8858373,7235102,1623271,963019
2016-01-17,30.025,31.58,28.8,2.7799999999999976,1.3999999999999986,30.905,31.96,30.23,1.7300000000000004,1.7300000000000004,29.3125,30.44,28.54,1.9000000000000021,1.5300000000000011,30.2875,31.23,29.53,1.6999999999999993,1.6999999999999993,6668956,8220253,5519361,2700892,1060545
2016-01-24,30.88,32.04,30.12,1.9199999999999982,0.6400000000000006,31.804,32.65,30.86,1.7899999999999991,1.7399999999999984,30.298000000000002,31.14,29.66,1.4800000000000004,1.4800000000000004,30.964,32.54,29.69,2.849999999999998,2.849999999999998,6943423,8691015,5597630,3093385,499265
2016-01-31,29.508,31.93,28.04,3.8900000000000006,-3.66,29.92,32.35,28.19,4.16,-3.4299999999999997,28.656,31.07,26.1,4.969999999999999,-3.1099999999999994,29.541999999999998,31.99,28.0,3.9899999999999984,-3.5199999999999996,13118148,29172972,5569288,23603684,4705212
2016-02-07,27.268,28.24,26.17,2.0699999999999967,-1.139999999999997,27.874,28.52,26.7,1.8200000000000003,-0.7800000000000011,26.636,27.22,25.74,1.4800000000000004,-0.6699999999999982,27.308,28.4,26.34,2.0599999999999987,-0.8499999999999979,7080639,8504350,5811234,2693116,-996002
2016-02-14,28.71,29.42,28.05,1.370000000000001,0.9100000000000001,29.0375,29.49,28.2,1.2899999999999991,1.1000000000000014,28.265,28.71,27.34,1.370000000000001,1.370000000000001,28.955,29.35,28.06,1.2900000000000027,1.240000000000002,5497094,7315153,3857735,3457418,-1280700
2016-02-21,28.806,30.02,27.94,2.0799999999999983,-1.6499999999999986,29.192,30.13,28.3,1.8299999999999983,-0.8200000000000003,28.122,29.37,27.06,2.3100000000000023,-1.0800000000000018,28.552,29.4,27.66,1.7399999999999984,-0.5899999999999999,5539630,5883253,4649261,1233992,-210085
2016-02-28,30.142,31.98,29.1,2.879999999999999,2.879999999999999,30.974,32.68,29.6,3.0799999999999983,3.0799999999999983,29.802,31.66,28.87,2.789999999999999,2.789999999999999,30.708000000000002,32.5,29.27,3.2300000000000004,3.2300000000000004,8447740,11051042,5920284,5130758,5130758
2016-03-06,32.326,34.61,31.2,3.41,-0.10999999999999943,33.446,35.2,31.58,3.6200000000000045,-1.6600000000000037,31.398,32.21,30.6,1.6099999999999994,-0.1700000000000017,32.54,34.93,31.38,3.5500000000000007,-1.5399999999999991,8519061,17153484,4549691,12603793,-11383563
