Date,TRV_stock_Open_average,TRV_stock_Open_max,TRV_stock_Open_min,TRV_stock_Open_volatility,TRV_stock_Open_change,TRV_stock_High_average,TRV_stock_High_max,TRV_stock_High_min,TRV_stock_High_volatility,TRV_stock_High_change,TRV_stock_Low_average,TRV_stock_Low_max,TRV_stock_Low_min,TRV_stock_Low_volatility,TRV_stock_Low_change,TRV_stock_Close_average,TRV_stock_Close_max,TRV_stock_Close_min,TRV_stock_Close_volatility,TRV_stock_Close_change,TRV_stock_Volume_average,TRV_stock_Volume_max,TRV_stock_Volume_min,TRV_stock_Volume_volatility,TRV_stock_Volume_change
2016-01-03,108.896,110.71,107.01,3.6999999999999886,-3.6999999999999886,109.472,110.96,107.44,3.519999999999996,-3.519999999999996,107.74,109.54,105.83,3.710000000000008,-2.9000000000000057,108.382,110.47,105.99,4.480000000000004,-3.980000000000004,2143220,2845969,1730884,1115085,-861498
2016-01-10,106.33,108.27,103.28,4.989999999999995,-3.1899999999999977,107.61,108.83,105.73,3.0999999999999943,-1.5499999999999972,105.43,106.59,103.28,3.3100000000000023,-2.3400000000000034,106.58200000000001,107.98,105.1,2.8800000000000097,-1.690000000000012,2199733,2881368,1549828,1331540,982604
2016-01-17,104.7475,106.61,103.63,2.980000000000004,-2.980000000000004,105.155,106.67,103.9,2.769999999999996,-2.769999999999996,102.8175,105.28,101.23,4.049999999999997,-3.200000000000003,103.8125,105.76,102.7,3.0600000000000023,-2.6200000000000045,2861919,3320414,2459588,860826,24125
2016-01-24,103.386,105.28,102.26,3.019999999999996,2.75,104.80799999999999,107.07,103.4,3.6699999999999875,3.6699999999999875,102.894,104.97,101.55,3.4200000000000017,3.4200000000000017,104.03,107.04,102.08,4.960000000000008,4.960000000000008,2046164,2930028,1391489,1538539,-734120
2016-01-31,106.578,107.49,105.5,1.9899999999999949,0.6999999999999886,107.374,108.0,106.44,1.5600000000000023,0.6500000000000057,105.802,106.59,104.74,1.8500000000000085,-0.1599999999999966,106.742,107.49,106.03,1.4599999999999937,-0.7199999999999989,2004506,2756581,1606996,1149585,912800
2016-02-07,104.806,106.35,103.73,2.6199999999999903,-0.36000000000001364,106.386,107.65,104.56,3.0900000000000034,1.5799999999999983,104.11,105.6,103.07,2.530000000000001,0.25,105.7,107.49,103.77,3.719999999999999,1.8900000000000006,2323605,3409343,1584543,1824800,-1313433
2016-02-14,108.46000000000001,109.01,108.0,1.0100000000000051,0.29000000000000625,108.9325,109.26,108.5,0.7600000000000051,0.21999999999999886,107.6625,108.58,106.61,1.9699999999999989,1.2199999999999989,108.3725,109.18,107.37,1.8100000000000023,0.7199999999999989,1899159,2322251,1678136,644115,-639799
2016-02-21,108.75,109.6,107.3,2.299999999999997,0.1799999999999926,109.242,109.8,108.8,1.0,0.269999999999996,107.852,108.49,106.67,1.8199999999999932,-0.23999999999999488,108.694,109.35,107.91,1.4399999999999977,-0.8900000000000006,1705354,2281108,1392937,888171,-473341
2016-02-28,109.39,110.38,108.13,2.25,1.9200000000000017,110.032,110.59,108.72,1.8700000000000045,1.8700000000000045,108.56,109.68,107.39,2.2900000000000063,1.6700000000000017,109.61,110.4,107.52,2.8800000000000097,2.8800000000000097,1857629,2922986,1372878,1550108,-1550108
2016-03-06,110.886,112.19,109.46,2.730000000000004,2.1700000000000017,111.96,113.67,110.49,3.180000000000007,3.180000000000007,110.512,112.13,109.46,2.6700000000000017,2.569999999999993,111.55199999999999,113.64,110.41,3.230000000000004,3.230000000000004,1646562,1978852,1226982,751870,751870
