Date,ProShares UltraShort Basic Materials_etf_Open_average,ProShares UltraShort Basic Materials_etf_Open_max,ProShares UltraShort Basic Materials_etf_Open_min,ProShares UltraShort Basic Materials_etf_Open_volatility,ProShares UltraShort Basic Materials_etf_Open_change,ProShares UltraShort Basic Materials_etf_High_average,ProShares UltraShort Basic Materials_etf_High_max,ProShares UltraShort Basic Materials_etf_High_min,ProShares UltraShort Basic Materials_etf_High_volatility,ProShares UltraShort Basic Materials_etf_High_change,ProShares UltraShort Basic Materials_etf_Low_average,ProShares UltraShort Basic Materials_etf_Low_max,ProShares UltraShort Basic Materials_etf_Low_min,ProShares UltraShort Basic Materials_etf_Low_volatility,ProShares UltraShort Basic Materials_etf_Low_change,ProShares UltraShort Basic Materials_etf_Close_average,ProShares UltraShort Basic Materials_etf_Close_max,ProShares UltraShort Basic Materials_etf_Close_min,ProShares UltraShort Basic Materials_etf_Close_volatility,ProShares UltraShort Basic Materials_etf_Close_change
2016-11-06,45.68,45.68,45.68,0.0,0.0,47.24,47.24,47.24,0.0,0.0,45.64,45.64,45.64,0.0,0.0,46.64,46.64,46.64,0.0,0.0
2016-11-13,45.96,45.96,45.96,0.0,0.0,46.08,46.08,46.08,0.0,0.0,45.84,45.84,45.84,0.0,0.0,45.92,45.92,45.92,0.0,0.0
2016-11-20,43.5,43.5,43.5,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2016-11-27,42.38,42.38,42.38,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2016-12-04,39.71,39.71,39.71,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.86,39.86,39.86,0.0,0.0
2016-12-11,40.82,40.82,40.82,0.0,0.0,41.32,41.32,41.32,0.0,0.0,40.82,40.82,40.82,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2016-12-18,41.84,41.84,41.84,0.0,0.0,42.08,42.08,42.08,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.68,41.68,41.68,0.0,0.0
2016-12-25,42.15,42.15,42.15,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.15,42.15,42.15,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2017-01-01,41.01,41.01,41.01,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.01,41.01,41.01,0.0,0.0,41.04,41.04,41.04,0.0,0.0
2017-01-08,40.46,40.46,40.46,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.5,40.5,40.5,0.0,0.0
2017-01-15,40.66,40.66,40.66,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.14,40.14,40.14,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2017-01-22,37.86,37.86,37.86,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2017-01-29,38.64,38.64,38.64,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.36,38.36,38.36,0.0,0.0
2017-02-05,38.17,38.17,38.17,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2017-02-12,37.28,37.28,37.28,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2017-02-19,37.68,37.68,37.68,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.18,37.18,37.18,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2017-02-26,37.0,37.0,37.0,0.0,0.0,37.12,37.12,37.12,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2017-03-05,37.48,37.48,37.48,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.7,37.7,37.7,0.0,0.0
2017-03-12,36.42,36.42,36.42,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2017-03-19,37.16,37.16,37.16,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2017-03-26,36.56,36.56,36.56,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2017-04-02,36.58,36.58,36.58,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2017-04-09,37.64,37.64,37.64,0.0,0.0,38.34,38.34,38.34,0.0,0.0,37.46,37.46,37.46,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2017-04-16,37.26,37.26,37.26,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2017-04-23,35.66,35.66,35.66,0.0,0.0,36.16,36.16,36.16,0.0,0.0,35.66,35.66,35.66,0.0,0.0,36.16,36.16,36.16,0.0,0.0
2017-04-30,37.4,37.4,37.4,0.0,0.0,37.4,37.4,37.4,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.34,36.34,36.34,0.0,0.0
2017-05-07,37.18,37.18,37.18,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2017-05-14,37.86,37.86,37.86,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2017-05-21,36.94,36.94,36.94,0.0,0.0,36.96,36.96,36.96,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.86,36.86,36.86,0.0,0.0
2017-05-28,35.8,35.8,35.8,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2017-06-04,35.1,35.1,35.1,0.0,0.0,35.24,35.24,35.24,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2017-06-11,35.98,35.98,35.98,0.0,0.0,36.19,36.19,36.19,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.92,35.92,35.92,0.0,0.0
2017-06-18,36.24,36.24,36.24,0.0,0.0,36.3,36.3,36.3,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2017-06-25,35.62,35.62,35.62,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2017-07-02,35.14,35.14,35.14,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2017-07-09,33.68,33.68,33.68,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2017-07-16,33.3,33.3,33.3,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.24,33.24,33.24,0.0,0.0
2017-07-23,33.18,33.18,33.18,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2017-07-30,33.85,33.85,33.85,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2017-08-06,35.18,35.18,35.18,0.0,0.0,35.3,35.3,35.3,0.0,0.0,34.95,34.95,34.95,0.0,0.0,35.22,35.22,35.22,0.0,0.0
2017-08-13,35.0,35.0,35.0,0.0,0.0,35.34,35.34,35.34,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2017-08-20,33.98,33.98,33.98,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.64,33.64,33.64,0.0,0.0
2017-08-27,32.8,32.8,32.8,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2017-09-03,33.36,33.36,33.36,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2017-09-10,31.52,31.52,31.52,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2017-09-17,30.48,30.48,30.48,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2017-09-24,30.64,30.64,30.64,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2017-10-01,29.45,29.45,29.45,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2017-10-08,28.75,28.75,28.75,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.76,28.76,28.76,0.0,0.0
2017-10-15,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.67,28.67,28.67,0.0,0.0
2017-10-22,27.8,27.8,27.8,0.0,0.0,28.41,28.41,28.41,0.0,0.0,27.8,27.8,27.8,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2017-10-29,28.28,28.28,28.28,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2017-11-05,28.94,28.94,28.94,0.0,0.0,29.22,29.22,29.22,0.0,0.0,28.88,28.88,28.88,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2017-11-12,29.28,29.28,29.28,0.0,0.0,29.28,29.28,29.28,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2017-11-19,28.3,28.3,28.3,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2017-11-26,27.72,27.72,27.72,0.0,0.0,28.28,28.28,28.28,0.0,0.0,27.6,27.6,27.6,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2017-12-03,28.04,28.04,28.04,0.0,0.0,28.16,28.16,28.16,0.0,0.0,27.88,27.88,27.88,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2017-12-10,28.08,28.08,28.08,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2017-12-17,26.56,26.56,26.56,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2017-12-24,26.4,26.4,26.4,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2017-12-31,24.8,24.8,24.8,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0
