Date,iShares MSCI Finland CappedEtf_Open_average,iShares MSCI Finland CappedEtf_Open_max,iShares MSCI Finland CappedEtf_Open_min,iShares MSCI Finland CappedEtf_Open_volatility,iShares MSCI Finland CappedEtf_Open_change,iShares MSCI Finland CappedEtf_High_average,iShares MSCI Finland CappedEtf_High_max,iShares MSCI Finland CappedEtf_High_min,iShares MSCI Finland CappedEtf_High_volatility,iShares MSCI Finland CappedEtf_High_change,iShares MSCI Finland CappedEtf_Low_average,iShares MSCI Finland CappedEtf_Low_max,iShares MSCI Finland CappedEtf_Low_min,iShares MSCI Finland CappedEtf_Low_volatility,iShares MSCI Finland CappedEtf_Low_change,iShares MSCI Finland CappedEtf_Close_average,iShares MSCI Finland CappedEtf_Close_max,iShares MSCI Finland CappedEtf_Close_min,iShares MSCI Finland CappedEtf_Close_volatility,iShares MSCI Finland CappedEtf_Close_change
2016-06-12,31.57,31.57,31.57,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2016-06-19,29.52,29.52,29.52,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2016-06-26,31.0,31.0,31.0,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2016-07-03,31.0,31.0,31.0,0.0,0.0,31.09,31.09,31.09,0.0,0.0,30.88,30.88,30.88,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2016-07-10,32.45,32.45,32.45,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.39,32.39,32.39,0.0,0.0
2016-07-17,32.61,32.61,32.61,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2016-07-24,33.02,33.02,33.02,0.0,0.0,33.17,33.17,33.17,0.0,0.0,32.95,32.95,32.95,0.0,0.0,33.05,33.05,33.05,0.0,0.0
2016-07-31,32.52,32.52,32.52,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2016-08-07,33.75,33.75,33.75,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2016-08-14,33.53,33.53,33.53,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.64,33.64,33.64,0.0,0.0
2016-08-21,33.91,33.91,33.91,0.0,0.0,33.94,33.94,33.94,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.56,33.56,33.56,0.0,0.0
2016-08-28,34.06,34.06,34.06,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.98,33.98,33.98,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2016-09-04,33.94,33.94,33.94,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2016-09-11,32.89,32.89,32.89,0.0,0.0,33.07,33.07,33.07,0.0,0.0,32.89,32.89,32.89,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2016-09-18,34.38,34.38,34.38,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2016-09-25,34.29,34.29,34.29,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2016-10-02,33.85,33.85,33.85,0.0,0.0,34.01,34.01,34.01,0.0,0.0,33.66,33.66,33.66,0.0,0.0,34.01,34.01,34.01,0.0,0.0
2016-10-09,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2016-10-16,32.95,32.95,32.95,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.95,32.95,32.95,0.0,0.0,33.05,33.05,33.05,0.0,0.0
2016-10-23,32.48,32.48,32.48,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.41,32.41,32.41,0.0,0.0
2016-10-30,31.59,31.59,31.59,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2016-11-06,31.9,31.9,31.9,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2016-11-13,30.92,30.92,30.92,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.81,30.81,30.81,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2016-11-20,31.51,31.51,31.51,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2016-11-27,31.31,31.31,31.31,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2016-12-04,32.32,32.32,32.32,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2016-12-11,32.28,32.28,32.28,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.36,32.36,32.36,0.0,0.0
2016-12-18,32.75,32.75,32.75,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2016-12-25,33.08,33.08,33.08,0.0,0.0,33.08,33.08,33.08,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2017-01-01,33.41,33.41,33.41,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2017-01-08,33.19,33.19,33.19,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2017-01-15,33.56,33.56,33.56,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.63,33.63,33.63,0.0,0.0
2017-01-22,33.8,33.8,33.8,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.82,33.82,33.82,0.0,0.0
2017-01-29,33.4,33.4,33.4,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2017-02-05,33.13,33.13,33.13,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.29,33.29,33.29,0.0,0.0
2017-02-12,33.63,33.63,33.63,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2017-02-19,33.35,33.35,33.35,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2017-02-26,33.91,33.91,33.91,0.0,0.0,34.21,34.21,34.21,0.0,0.0,33.89,33.89,33.89,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2017-03-05,34.16,34.16,34.16,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2017-03-12,35.0,35.0,35.0,0.0,0.0,35.24,35.24,35.24,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.18,35.18,35.18,0.0,0.0
2017-03-19,35.0,35.0,35.0,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2017-03-26,34.93,34.93,34.93,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2017-04-02,34.97,34.97,34.97,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2017-04-09,35.34,35.34,35.34,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2017-04-16,35.48,35.48,35.48,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2017-04-23,37.51,37.51,37.51,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2017-04-30,38.36,38.36,38.36,0.0,0.0,39.07,39.07,39.07,0.0,0.0,38.36,38.36,38.36,0.0,0.0,39.04,39.04,39.04,0.0,0.0
2017-05-07,38.17,38.17,38.17,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.47,38.47,38.47,0.0,0.0
2017-05-14,39.0,39.0,39.0,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.0,39.0,39.0,0.0,0.0,39.21,39.21,39.21,0.0,0.0
2017-05-21,39.79,39.79,39.79,0.0,0.0,40.05,40.05,40.05,0.0,0.0,39.79,39.79,39.79,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2017-05-28,40.93,40.93,40.93,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.75,40.75,40.75,0.0,0.0
2017-06-04,40.53,40.53,40.53,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2017-06-11,40.24,40.24,40.24,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2017-06-18,39.09,39.09,39.09,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.23,39.23,39.23,0.0,0.0
2017-06-25,38.89,38.89,38.89,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2017-07-02,39.13,39.13,39.13,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.46,39.46,39.46,0.0,0.0
2017-07-09,40.18,40.18,40.18,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.46,40.46,40.46,0.0,0.0
2017-07-16,39.8,39.8,39.8,0.0,0.0,40.03,40.03,40.03,0.0,0.0,39.8,39.8,39.8,0.0,0.0,40.01,40.01,40.01,0.0,0.0
2017-07-23,39.51,39.51,39.51,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2017-07-30,40.35,40.35,40.35,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2017-08-06,39.34,39.34,39.34,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.19,39.19,39.19,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2017-08-13,39.21,39.21,39.21,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2017-08-20,39.71,39.71,39.71,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.96,39.96,39.96,0.0,0.0
2017-08-27,40.13,40.13,40.13,0.0,0.0,40.13,40.13,40.13,0.0,0.0,39.95,39.95,39.95,0.0,0.0,39.95,39.95,39.95,0.0,0.0
2017-09-03,40.15,40.15,40.15,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2017-09-10,40.51,40.51,40.51,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2017-09-17,40.33,40.33,40.33,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2017-09-24,40.3,40.3,40.3,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2017-10-01,40.33,40.33,40.33,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2017-10-08,41.02,41.02,41.02,0.0,0.0,41.03,41.03,41.03,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.78,40.78,40.78,0.0,0.0
2017-10-15,41.09,41.09,41.09,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2017-10-22,39.83,39.83,39.83,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2017-10-29,39.77,39.77,39.77,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.85,39.85,39.85,0.0,0.0
2017-11-05,39.07,39.07,39.07,0.0,0.0,39.13,39.13,39.13,0.0,0.0,38.92,38.92,38.92,0.0,0.0,39.01,39.01,39.01,0.0,0.0
2017-11-12,39.1,39.1,39.1,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2017-11-19,39.65,39.65,39.65,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.6,39.6,39.6,0.0,0.0
2017-11-26,39.15,39.15,39.15,0.0,0.0,39.15,39.15,39.15,0.0,0.0,38.73,38.73,38.73,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2017-12-03,38.6,38.6,38.6,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2017-12-10,38.55,38.55,38.55,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.61,38.61,38.61,0.0,0.0
2017-12-17,39.14,39.14,39.14,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.21,39.21,39.21,0.0,0.0
2017-12-24,39.42,39.42,39.42,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.42,39.42,39.42,0.0,0.0
2017-12-31,40.5,40.5,40.5,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.65,40.65,40.65,0.0,0.0
