Date,JOEStock_Open_average,JOEStock_Open_max,JOEStock_Open_min,JOEStock_Open_volatility,JOEStock_Open_change,JOEStock_High_average,JOEStock_High_max,JOEStock_High_min,JOEStock_High_volatility,JOEStock_High_change,JOEStock_Low_average,JOEStock_Low_max,JOEStock_Low_min,JOEStock_Low_volatility,JOEStock_Low_change,JOEStock_Close_average,JOEStock_Close_max,JOEStock_Close_min,JOEStock_Close_volatility,JOEStock_Close_change,JOEStock_Volume_average,JOEStock_Volume_max,JOEStock_Volume_min,JOEStock_Volume_volatility,JOEStock_Volume_change
2016-01-03,17.474,18.26,16.91,1.3500000000000014,-1.3500000000000014,17.606,18.26,17.0,1.2600000000000016,-1.2600000000000016,17.102,17.56,16.56,1.0,-1.0,17.214,17.69,16.58,1.110000000000003,-1.110000000000003,278319,335099,189763,145336,4367
2016-01-10,16.152,16.66,15.6,1.0600000000000005,-0.8000000000000007,16.378,16.79,15.97,0.8199999999999985,-0.7299999999999986,15.68,16.3,15.43,0.870000000000001,-0.8600000000000012,15.988,16.55,15.55,1.0,-0.9300000000000015,422613,529640,311142,218498,104707
2016-01-17,15.725,16.14,15.41,0.7300000000000004,0.3800000000000008,16.035,16.42,15.75,0.6700000000000017,0.6600000000000019,15.4475,15.89,14.97,0.9199999999999999,0.4800000000000004,15.81,16.1,15.56,0.5400000000000009,0.4800000000000022,328837,367398,289045,78353,28662
2016-01-24,15.81,16.04,15.51,0.5299999999999994,-0.5299999999999994,16.018,16.13,15.94,0.1899999999999995,-0.1899999999999995,15.564,15.71,15.39,0.3200000000000003,-0.26000000000000156,15.738,15.99,15.4,0.5899999999999999,0.16000000000000014,305478,477494,237547,239947,161759
2016-01-31,14.91,15.88,14.43,1.450000000000001,-1.33,15.132,15.88,14.81,1.0700000000000003,-0.8600000000000012,14.436,14.6,14.27,0.33000000000000007,0.22000000000000064,14.718,14.89,14.43,0.46000000000000085,-0.08999999999999986,600818,1191803,319372,872431,-758748
2016-02-07,14.85,14.97,14.7,0.27000000000000135,0.27000000000000135,15.09,15.17,15.0,0.16999999999999993,0.120000000000001,14.732,14.88,14.47,0.41000000000000014,0.41000000000000014,14.936,14.99,14.86,0.13000000000000078,0.040000000000000924,409734,600551,321450,279101,-271680
2016-02-14,15.09,15.17,14.98,0.1899999999999995,-0.1399999999999988,15.1875,15.33,15.1,0.23000000000000043,0.05999999999999872,14.9025,14.97,14.82,0.15000000000000036,0.15000000000000036,15.0275,15.04,15.0,0.03999999999999915,-0.009999999999999787,355333,470244,234908,235336,-235336
2016-02-21,15.25,15.51,14.99,0.5199999999999996,0.3699999999999992,15.46,15.74,15.24,0.5,0.41999999999999993,15.1,15.29,14.93,0.35999999999999943,0.25,15.292,15.49,15.04,0.45000000000000107,0.45000000000000107,317196,613205,198306,414899,-98281
2016-02-28,15.816,16.55,15.31,1.2400000000000002,1.0500000000000007,16.162,16.85,15.59,1.2600000000000016,1.2600000000000016,15.712,16.5,15.11,1.3900000000000006,1.3900000000000006,16.016,16.57,15.21,1.3599999999999994,1.3599999999999994,274783,312104,234171,77933,-50858
2016-03-06,16.148,16.5,15.82,0.6799999999999997,-0.6799999999999997,16.286,16.66,16.07,0.5899999999999999,-0.5899999999999999,15.93,16.21,15.6,0.6100000000000012,-0.39000000000000057,16.022,16.25,15.73,0.5199999999999996,-0.25,215936,299185,154238,144947,92217
2016-03-13,15.966,16.66,15.58,1.08,0.6699999999999999,16.222,16.71,15.84,0.870000000000001,0.6400000000000006,15.854,16.5,15.58,0.9199999999999999,0.6899999999999995,16.082,16.54,15.65,0.8899999999999988,0.5700000000000003,244561,330666,138785,191881,115723
2016-03-20,16.1025,16.46,15.4,1.0600000000000005,-1.0600000000000005,16.2825,16.7,15.64,1.0599999999999987,-1.0599999999999987,15.8475,16.39,15.25,1.1400000000000006,-1.1400000000000006,15.9375,16.46,15.46,1.0,-0.9200000000000017,196218,286682,142472,144210,136576
2016-03-27,16.332,17.0,15.56,1.4399999999999995,1.4399999999999995,16.695999999999998,17.17,15.94,1.2300000000000022,1.0600000000000005,16.146,16.61,15.48,1.129999999999999,0.8999999999999986,16.534,17.15,15.83,1.3199999999999985,0.5699999999999985,247176,303803,174076,129727,38391
2016-04-03,16.252,16.56,15.98,0.5799999999999983,0.13999999999999702,16.446,16.66,16.21,0.4499999999999993,0.23000000000000043,16.076,16.42,15.88,0.5400000000000009,0.45000000000000107,16.32,16.56,16.08,0.4800000000000004,0.4800000000000004,192750,208312,162823,45489,-45489
2016-04-10,16.782,16.95,16.66,0.28999999999999915,0.21999999999999886,16.946,17.2,16.72,0.4800000000000004,0.36999999999999744,16.668,16.88,16.43,0.4499999999999993,0.4499999999999993,16.858,17.13,16.65,0.4800000000000004,0.4399999999999977,131181,159028,110410,48618,48618
2016-04-17,17.194,17.47,16.97,0.5,-0.120000000000001,17.32,17.5,17.09,0.41000000000000014,0.16000000000000014,16.854,17.01,16.71,0.3000000000000007,0.16000000000000014,17.19,17.43,16.94,0.48999999999999844,0.19000000000000128,180935,222364,121079,101285,-66983
2016-04-24,17.296,17.42,17.08,0.3400000000000034,-0.19000000000000128,17.484,17.69,17.21,0.4800000000000004,-0.14999999999999858,17.052,17.27,16.7,0.5700000000000003,-0.370000000000001,17.240000000000002,17.47,16.85,0.6199999999999974,-0.509999999999998,165475,222368,137716,84652,-14906
2016-05-01,16.804,17.04,16.5,0.5399999999999991,-0.46000000000000085,17.086,17.25,16.93,0.3200000000000003,-0.17999999999999972,16.614,16.88,16.41,0.46999999999999886,-0.379999999999999,16.86,17.18,16.54,0.6400000000000006,-0.1999999999999993,263627,373095,170335,202760,169919
2016-05-08,16.81,16.97,16.67,0.29999999999999716,-0.25,16.92,17.04,16.82,0.21999999999999886,-0.14999999999999858,16.692,16.8,16.59,0.21000000000000085,-0.16000000000000014,16.756,16.85,16.61,0.240000000000002,-0.10999999999999943,272913,406704,208766,197938,85313
2016-05-15,16.74,16.86,16.65,0.21000000000000085,0.120000000000001,16.914,16.98,16.84,0.14000000000000057,0.030000000000001137,16.696,16.76,16.65,0.11000000000000298,0.030000000000001137,16.792,16.88,16.7,0.17999999999999972,0.05999999999999872,293993,368363,200304,168059,-127912
2016-05-22,17.206,17.4,16.88,0.5199999999999996,0.4299999999999997,17.336000000000002,17.46,17.02,0.4400000000000013,0.370000000000001,17.112,17.27,16.88,0.39000000000000057,0.3000000000000007,17.23,17.33,16.94,0.389999999999997,0.36999999999999744,162084,331934,84521,247413,-55760
2016-05-29,17.3575,17.47,17.28,0.18999999999999773,-0.16000000000000014,17.5075,17.65,17.44,0.2099999999999973,-0.17999999999999972,17.2525,17.33,17.14,0.18999999999999773,-0.06999999999999673,17.3525,17.39,17.28,0.10999999999999943,-0.09999999999999787,324515,525153,187125,338028,-145215
2016-06-05,17.62,17.9,17.37,0.5299999999999976,0.09999999999999787,17.83,18.05,17.54,0.5100000000000016,-0.14000000000000057,17.486,17.76,17.17,0.5899999999999999,-0.18999999999999773,17.648,18.03,17.24,0.7900000000000027,-0.39000000000000057,200761,239973,168565,71408,-64470
2016-06-12,16.958,17.26,16.78,0.4800000000000004,-0.2700000000000031,17.054,17.26,16.86,0.40000000000000213,-0.13000000000000256,16.726,16.81,16.63,0.17999999999999972,0.060000000000002274,16.894000000000002,17.09,16.76,0.3299999999999983,0.3299999999999983,203284,414955,100836,314119,231096
2016-06-19,17.189999999999998,17.62,16.83,0.7900000000000027,-0.46000000000000085,17.464,17.73,17.13,0.6000000000000014,-0.1999999999999993,16.934,17.22,16.75,0.46999999999999886,-0.39000000000000057,17.236,17.56,16.9,0.6600000000000001,-0.28000000000000114,309214,651374,166098,485276,421315
2016-06-26,17.201999999999998,17.79,16.71,1.0799999999999983,0.8299999999999983,17.456,17.89,17.11,0.7800000000000011,0.740000000000002,17.012,17.54,16.53,1.009999999999998,1.009999999999998,17.259999999999998,17.72,16.65,1.0700000000000003,0.9400000000000013,208910,336114,145160,190954,-180338
2016-07-03,17.48,17.57,17.31,0.26000000000000156,0.019999999999999574,17.634999999999998,17.93,17.48,0.4499999999999993,0.370000000000001,17.3125,17.45,17.23,0.21999999999999886,0.14000000000000057,17.5175,17.82,17.37,0.4499999999999993,0.39000000000000057,135997,156639,106862,49777,-1622
2016-07-10,18.238,18.39,17.93,0.46000000000000085,0.3500000000000014,18.330000000000002,18.43,18.16,0.2699999999999996,0.120000000000001,18.066,18.18,17.86,0.3200000000000003,0.129999999999999,18.208000000000002,18.35,18.11,0.240000000000002,0.10000000000000142,140804,185118,95648,89470,67465
2016-07-17,18.23,18.35,17.99,0.360000000000003,0.14000000000000057,18.382,18.48,18.28,0.1999999999999993,0.1999999999999993,18.082,18.28,17.95,0.33000000000000185,0.0799999999999983,18.278,18.41,18.0,0.41000000000000014,0.17999999999999972,119686,145473,86984,58489,-8360
2016-07-24,18.412,18.54,18.27,0.2699999999999996,0.11999999999999744,18.562,18.67,18.44,0.23000000000000043,0.1700000000000017,18.288,18.42,18.2,0.22000000000000242,0.05000000000000071,18.438,18.57,18.31,0.26000000000000156,0.120000000000001,91553,120668,79071,41597,36483
2016-07-31,18.548000000000002,18.65,18.42,0.22999999999999687,0.16999999999999815,18.758,18.92,18.66,0.26000000000000156,0.22000000000000242,18.338,18.53,18.22,0.3100000000000023,0.2900000000000027,18.644000000000002,18.89,18.51,0.379999999999999,0.1999999999999993,155164,180629,135352,45277,317
2016-08-07,19.01,19.16,18.9,0.26000000000000156,0.03999999999999915,19.112,19.25,19.0,0.25,0.25,18.868,18.95,18.78,0.16999999999999815,0.15000000000000213,19.022,19.14,18.88,0.26000000000000156,0.26000000000000156,161697,310935,102079,208856,12176
2016-08-14,19.2,19.26,19.15,0.11000000000000298,0.05000000000000071,19.386,19.48,19.24,0.240000000000002,0.07000000000000028,19.084,19.19,18.96,0.23000000000000043,0.10999999999999943,19.29,19.43,19.12,0.3099999999999987,0.16000000000000014,116324,156565,88250,68315,39719
