Date,Vanguard Mega Cap Growth_etf_Open_average,Vanguard Mega Cap Growth_etf_Open_max,Vanguard Mega Cap Growth_etf_Open_min,Vanguard Mega Cap Growth_etf_Open_volatility,Vanguard Mega Cap Growth_etf_Open_change,Vanguard Mega Cap Growth_etf_High_average,Vanguard Mega Cap Growth_etf_High_max,Vanguard Mega Cap Growth_etf_High_min,Vanguard Mega Cap Growth_etf_High_volatility,Vanguard Mega Cap Growth_etf_High_change,Vanguard Mega Cap Growth_etf_Low_average,Vanguard Mega Cap Growth_etf_Low_max,Vanguard Mega Cap Growth_etf_Low_min,Vanguard Mega Cap Growth_etf_Low_volatility,Vanguard Mega Cap Growth_etf_Low_change,Vanguard Mega Cap Growth_etf_Close_average,Vanguard Mega Cap Growth_etf_Close_max,Vanguard Mega Cap Growth_etf_Close_min,Vanguard Mega Cap Growth_etf_Close_volatility,Vanguard Mega Cap Growth_etf_Close_change
2016-01-03,79.48,79.48,79.48,0.0,0.0,79.59,79.59,79.59,0.0,0.0,77.92,77.92,77.92,0.0,0.0,78.04,78.04,78.04,0.0,0.0
2016-01-10,75.72,75.72,75.72,0.0,0.0,76.7,76.7,76.7,0.0,0.0,75.4,75.4,75.4,0.0,0.0,76.26,76.26,76.26,0.0,0.0
2016-01-17,77.39,77.39,77.39,0.0,0.0,78.02,78.02,78.02,0.0,0.0,77.25,77.25,77.25,0.0,0.0,77.95,77.95,77.95,0.0,0.0
2016-01-24,76.86,76.86,76.86,0.0,0.0,78.41,78.41,78.41,0.0,0.0,76.82,76.82,76.82,0.0,0.0,78.41,78.41,78.41,0.0,0.0
2016-01-31,77.11,77.11,77.11,0.0,0.0,77.11,77.11,77.11,0.0,0.0,74.95,74.95,74.95,0.0,0.0,75.23,75.23,75.23,0.0,0.0
2016-02-07,74.29,74.29,74.29,0.0,0.0,74.7,74.7,74.7,0.0,0.0,73.76,73.76,73.76,0.0,0.0,74.7,74.7,74.7,0.0,0.0
2016-02-14,76.61,76.61,76.61,0.0,0.0,77.16,77.16,77.16,0.0,0.0,76.34,76.34,76.34,0.0,0.0,77.15,77.15,77.15,0.0,0.0
2016-02-21,79.12,79.12,79.12,0.0,0.0,79.15,79.15,79.15,0.0,0.0,78.47,78.47,78.47,0.0,0.0,78.55,78.55,78.55,0.0,0.0
2016-02-28,80.32,80.32,80.32,0.0,0.0,80.79,80.79,80.79,0.0,0.0,79.86,79.86,79.86,0.0,0.0,80.32,80.32,80.32,0.0,0.0
2016-03-06,80.43,80.43,80.43,0.0,0.0,81.11,81.11,81.11,0.0,0.0,80.43,80.43,80.43,0.0,0.0,81.07,81.07,81.07,0.0,0.0
2016-03-13,82.48,82.48,82.48,0.0,0.0,82.54,82.54,82.54,0.0,0.0,82.13,82.13,82.13,0.0,0.0,82.42,82.42,82.42,0.0,0.0
2016-03-20,81.41,81.41,81.41,0.0,0.0,81.92,81.92,81.92,0.0,0.0,81.37,81.37,81.37,0.0,0.0,81.91,81.91,81.91,0.0,0.0
2016-03-27,82.74,82.74,82.74,0.0,0.0,83.92,83.92,83.92,0.0,0.0,82.56,82.56,82.56,0.0,0.0,83.86,83.86,83.86,0.0,0.0
2016-04-03,83.54,83.54,83.54,0.0,0.0,83.66,83.66,83.66,0.0,0.0,82.83,82.83,82.83,0.0,0.0,83.11,83.11,83.11,0.0,0.0
2016-04-10,84.29,84.29,84.29,0.0,0.0,84.31,84.31,84.31,0.0,0.0,84.0,84.0,84.0,0.0,0.0,84.17,84.17,84.17,0.0,0.0
2016-04-17,83.81,83.81,83.81,0.0,0.0,84.11,84.11,84.11,0.0,0.0,83.42,83.42,83.42,0.0,0.0,83.95,83.95,83.95,0.0,0.0
2016-04-24,82.76,82.76,82.76,0.0,0.0,82.8,82.8,82.8,0.0,0.0,81.86,81.86,81.86,0.0,0.0,82.5,82.5,82.5,0.0,0.0
2016-05-01,81.8,81.8,81.8,0.0,0.0,82.48,82.48,82.48,0.0,0.0,81.72,81.72,81.72,0.0,0.0,82.44,82.44,82.44,0.0,0.0
2016-05-08,82.64,82.64,82.64,0.0,0.0,82.89,82.89,82.89,0.0,0.0,82.09,82.09,82.09,0.0,0.0,82.2,82.2,82.2,0.0,0.0
2016-05-15,81.97,81.97,81.97,0.0,0.0,82.64,82.64,82.64,0.0,0.0,81.96,81.96,81.96,0.0,0.0,82.4,82.4,82.4,0.0,0.0
2016-05-22,84.07,84.07,84.07,0.0,0.0,84.45,84.45,84.45,0.0,0.0,84.07,84.07,84.07,0.0,0.0,84.45,84.45,84.45,0.0,0.0
2016-05-29,84.68,84.68,84.68,0.0,0.0,84.68,84.68,84.68,0.0,0.0,83.95,83.95,83.95,0.0,0.0,84.5,84.5,84.5,0.0,0.0
2016-06-05,84.23,84.23,84.23,0.0,0.0,84.31,84.31,84.31,0.0,0.0,83.83,83.83,83.83,0.0,0.0,84.08,84.08,84.08,0.0,0.0
2016-06-12,83.58,83.58,83.58,0.0,0.0,83.58,83.58,83.58,0.0,0.0,82.75,82.75,82.75,0.0,0.0,83.0,83.0,83.0,0.0,0.0
2016-06-19,81.16,81.16,81.16,0.0,0.0,82.52,82.52,82.52,0.0,0.0,80.91,80.91,80.91,0.0,0.0,81.1,81.1,81.1,0.0,0.0
2016-06-26,83.44,83.44,83.44,0.0,0.0,84.12,84.12,84.12,0.0,0.0,83.44,83.44,83.44,0.0,0.0,83.84,83.84,83.84,0.0,0.0
2016-07-03,84.56,84.56,84.56,0.0,0.0,85.35,85.35,85.35,0.0,0.0,84.5,84.5,84.5,0.0,0.0,85.28,85.28,85.28,0.0,0.0
2016-07-10,86.61,86.61,86.61,0.0,0.0,86.61,86.61,86.61,0.0,0.0,86.12,86.12,86.12,0.0,0.0,86.24,86.24,86.24,0.0,0.0
2016-07-17,86.6,86.6,86.6,0.0,0.0,86.9,86.9,86.9,0.0,0.0,86.43,86.43,86.43,0.0,0.0,86.87,86.87,86.87,0.0,0.0
2016-07-24,87.28,87.28,87.28,0.0,0.0,87.6,87.6,87.6,0.0,0.0,87.09,87.09,87.09,0.0,0.0,87.4,87.4,87.4,0.0,0.0
2016-07-31,87.64,87.64,87.64,0.0,0.0,87.99,87.99,87.99,0.0,0.0,87.5,87.5,87.5,0.0,0.0,87.88,87.88,87.88,0.0,0.0
2016-08-07,88.09,88.09,88.09,0.0,0.0,88.23,88.23,88.23,0.0,0.0,87.97,87.97,87.97,0.0,0.0,88.12,88.12,88.12,0.0,0.0
2016-08-14,87.94,87.94,87.94,0.0,0.0,88.04,88.04,88.04,0.0,0.0,87.71,87.71,87.71,0.0,0.0,88.01,88.01,88.01,0.0,0.0
2016-08-21,87.45,87.45,87.45,0.0,0.0,88.02,88.02,88.02,0.0,0.0,86.95,86.95,86.95,0.0,0.0,87.32,87.32,87.32,0.0,0.0
2016-08-28,87.66,87.66,87.66,0.0,0.0,87.82,87.82,87.82,0.0,0.0,87.33,87.33,87.33,0.0,0.0,87.57,87.57,87.57,0.0,0.0
2016-09-04,87.01,87.01,87.01,0.0,0.0,87.02,87.02,87.02,0.0,0.0,85.4,85.4,85.4,0.0,0.0,85.4,85.4,85.4,0.0,0.0
2016-09-11,86.8,86.8,86.8,0.0,0.0,86.83,86.83,86.83,0.0,0.0,86.45,86.45,86.45,0.0,0.0,86.74,86.74,86.74,0.0,0.0
2016-09-18,87.81,87.81,87.81,0.0,0.0,87.88,87.88,87.88,0.0,0.0,87.46,87.46,87.46,0.0,0.0,87.47,87.47,87.47,0.0,0.0
2016-09-25,87.19,87.19,87.19,0.0,0.0,87.75,87.75,87.75,0.0,0.0,87.09,87.09,87.09,0.0,0.0,87.48,87.48,87.48,0.0,0.0
2016-10-02,87.29,87.29,87.29,0.0,0.0,87.29,87.29,87.29,0.0,0.0,86.57,86.57,86.57,0.0,0.0,86.89,86.89,86.89,0.0,0.0
2016-10-09,86.55,86.55,86.55,0.0,0.0,86.66,86.66,86.66,0.0,0.0,86.12,86.12,86.12,0.0,0.0,86.12,86.12,86.12,0.0,0.0
2016-10-16,86.35,86.35,86.35,0.0,0.0,86.84,86.84,86.84,0.0,0.0,86.25,86.25,86.25,0.0,0.0,86.82,86.82,86.82,0.0,0.0
2016-10-23,85.84,85.84,85.84,0.0,0.0,86.32,86.32,86.32,0.0,0.0,85.5,85.5,85.5,0.0,0.0,85.65,85.65,85.65,0.0,0.0
2016-10-30,83.72,83.72,83.72,0.0,0.0,84.25,84.25,84.25,0.0,0.0,83.68,83.68,83.68,0.0,0.0,83.72,83.72,83.72,0.0,0.0
2016-11-06,85.6,85.6,85.6,0.0,0.0,85.74,85.74,85.74,0.0,0.0,85.23,85.23,85.23,0.0,0.0,85.63,85.63,85.63,0.0,0.0
2016-11-13,86.51,86.51,86.51,0.0,0.0,86.59,86.59,86.59,0.0,0.0,86.1,86.1,86.1,0.0,0.0,86.16,86.16,86.16,0.0,0.0
2016-11-20,87.03,87.03,87.03,0.0,0.0,87.16,87.16,87.16,0.0,0.0,86.97,86.97,86.97,0.0,0.0,87.16,87.16,87.16,0.0,0.0
2016-11-27,85.34,85.34,85.34,0.0,0.0,85.8,85.8,85.8,0.0,0.0,85.32,85.32,85.32,0.0,0.0,85.52,85.52,85.52,0.0,0.0
2016-12-04,87.79,87.79,87.79,0.0,0.0,88.17,88.17,88.17,0.0,0.0,87.79,87.79,87.79,0.0,0.0,88.15,88.15,88.15,0.0,0.0
2016-12-11,88.65,88.65,88.65,0.0,0.0,88.65,88.65,88.65,0.0,0.0,88.09,88.09,88.09,0.0,0.0,88.23,88.23,88.23,0.0,0.0
2016-12-18,87.78,87.78,87.78,0.0,0.0,87.97,87.97,87.97,0.0,0.0,87.78,87.78,87.78,0.0,0.0,87.97,87.97,87.97,0.0,0.0
2016-12-25,87.73,87.73,87.73,0.0,0.0,87.73,87.73,87.73,0.0,0.0,86.83,86.83,86.83,0.0,0.0,87.11,87.11,87.11,0.0,0.0
2017-01-01,88.78,88.78,88.78,0.0,0.0,89.54,89.54,89.54,0.0,0.0,88.63,88.63,88.63,0.0,0.0,89.33,89.33,89.33,0.0,0.0
2017-01-08,89.48,89.48,89.48,0.0,0.0,89.72,89.72,89.72,0.0,0.0,89.47,89.47,89.47,0.0,0.0,89.61,89.61,89.61,0.0,0.0
2017-01-15,89.97,89.97,89.97,0.0,0.0,90.0,90.0,90.0,0.0,0.0,89.53,89.53,89.53,0.0,0.0,89.75,89.75,89.75,0.0,0.0
2017-01-22,90.96,90.96,90.96,0.0,0.0,90.96,90.96,90.96,0.0,0.0,90.64,90.64,90.64,0.0,0.0,90.83,90.83,90.83,0.0,0.0
2017-01-29,91.03,91.03,91.03,0.0,0.0,91.36,91.36,91.36,0.0,0.0,91.03,91.03,91.03,0.0,0.0,91.28,91.28,91.28,0.0,0.0
2017-02-05,92.31,92.31,92.31,0.0,0.0,92.53,92.53,92.53,0.0,0.0,92.25,92.25,92.25,0.0,0.0,92.45,92.45,92.45,0.0,0.0
2017-02-12,93.49,93.49,93.49,0.0,0.0,93.96,93.96,93.96,0.0,0.0,93.45,93.45,93.45,0.0,0.0,93.96,93.96,93.96,0.0,0.0
2017-02-19,93.93,93.93,93.93,0.0,0.0,94.58,94.58,94.58,0.0,0.0,93.93,93.93,93.93,0.0,0.0,94.58,94.58,94.58,0.0,0.0
2017-02-26,95.28,95.28,95.28,0.0,0.0,95.48,95.48,95.48,0.0,0.0,95.08,95.08,95.08,0.0,0.0,95.43,95.43,95.43,0.0,0.0
2017-03-05,95.59,95.59,95.59,0.0,0.0,95.61,95.61,95.61,0.0,0.0,95.0,95.0,95.0,0.0,0.0,95.35,95.35,95.35,0.0,0.0
2017-03-12,96.21,96.21,96.21,0.0,0.0,96.21,96.21,96.21,0.0,0.0,95.89,95.89,95.89,0.0,0.0,95.89,95.89,95.89,0.0,0.0
2017-03-19,95.24,95.24,95.24,0.0,0.0,95.4,95.4,95.4,0.0,0.0,94.74,94.74,94.74,0.0,0.0,95.04,95.04,95.04,0.0,0.0
2017-03-26,95.65,95.65,95.65,0.0,0.0,95.93,95.93,95.93,0.0,0.0,95.65,95.65,95.65,0.0,0.0,95.71,95.71,95.71,0.0,0.0
2017-04-02,95.55,95.55,95.55,0.0,0.0,95.81,95.81,95.81,0.0,0.0,95.38,95.38,95.38,0.0,0.0,95.59,95.59,95.59,0.0,0.0
2017-04-09,95.06,95.06,95.06,0.0,0.0,95.39,95.39,95.39,0.0,0.0,94.74,94.74,94.74,0.0,0.0,94.74,94.74,94.74,0.0,0.0
