Date,ILMNStock_Open_average,ILMNStock_Open_max,ILMNStock_Open_min,ILMNStock_Open_volatility,ILMNStock_Open_change,ILMNStock_High_average,ILMNStock_High_max,ILMNStock_High_min,ILMNStock_High_volatility,ILMNStock_High_change,ILMNStock_Low_average,ILMNStock_Low_max,ILMNStock_Low_min,ILMNStock_Low_volatility,ILMNStock_Low_change,ILMNStock_Close_average,ILMNStock_Close_max,ILMNStock_Close_min,ILMNStock_Close_volatility,ILMNStock_Close_change,ILMNStock_Volume_average,ILMNStock_Volume_max,ILMNStock_Volume_min,ILMNStock_Volume_volatility,ILMNStock_Volume_change
2016-01-03,177.048,187.65,168.74,18.909999999999997,-18.909999999999997,179.614,188.25,172.36,15.889999999999986,-15.889999999999986,172.728,179.88,164.9,14.97999999999999,-14.97999999999999,173.95,181.28,165.17,16.110000000000014,-16.110000000000014,1920243,2512224,1121480,1390744,-871934
2016-01-10,168.85,173.27,165.42,7.850000000000023,-4.390000000000015,173.19400000000002,176.58,169.96,6.6200000000000045,0.8000000000000114,163.476,168.78,161.01,7.77000000000001,7.319999999999993,169.02,175.11,164.49,10.620000000000005,5.439999999999998,2293859,3111534,1768650,1342884,-433019
2016-01-17,171.7375,173.71,168.21,5.5,-1.0,174.55,177.56,172.5,5.060000000000002,3.210000000000008,166.60750000000002,170.78,162.25,8.530000000000001,5.3799999999999955,171.73250000000002,176.71,169.18,7.530000000000001,7.1299999999999955,1577895,1882745,992376,890369,-263369
2016-01-24,168.574,176.62,154.81,21.810000000000002,-21.810000000000002,170.712,179.04,159.28,19.75999999999999,-19.75999999999999,161.912,173.68,152.46,21.22,-20.069999999999993,164.4,174.48,154.25,20.22999999999999,-16.53,2180539,3655433,1028507,2626926,1831368
2016-01-31,149.962,157.0,142.66,14.340000000000003,-14.069999999999993,152.982,160.26,143.13,17.129999999999995,-17.129999999999995,144.62199999999999,154.75,134.54,20.210000000000008,-20.210000000000008,148.498,158.94,136.05,22.889999999999986,-22.889999999999986,2204030,3705596,1518989,2186607,389657
2016-02-07,137.122,140.49,133.58,6.909999999999997,4.8700000000000045,141.886,145.75,137.23,8.52000000000001,5.980000000000018,134.466,138.23,130.37,7.859999999999985,6.719999999999999,138.948,142.72,135.37,7.349999999999994,7.349999999999994,1489517,2030649,984267,1046382,-929550
2016-02-14,149.27249999999998,154.63,144.35,10.280000000000001,4.8799999999999955,153.6625,156.33,149.59,6.740000000000009,3.1999999999999886,147.77249999999998,149.7,144.0,5.699999999999989,4.509999999999991,151.5525,155.63,149.11,6.519999999999982,2.1999999999999886,1517107,2050000,1044109,1005891,-433430
2016-02-21,151.85999999999999,155.14,148.39,6.75,2.119999999999976,153.93166666666667,156.55,149.84,6.710000000000008,0.47999999999998977,149.815,155.14,143.03,12.109999999999985,3.7399999999999807,152.52333333333334,155.31,149.42,5.890000000000015,2.2099999999999795,1110335,1351633,844733,506900,39659
2016-02-28,156.168,158.66,152.2,6.460000000000008,4.099999999999994,159.136,161.86,156.83,5.030000000000001,2.299999999999983,153.466,155.87,150.24,5.6299999999999955,4.769999999999982,156.108,159.51,150.24,9.269999999999982,5.899999999999977,1048501,1382426,715955,666471,-520154
2016-03-06,154.49,156.48,150.32,6.159999999999997,1.4799999999999898,158.362,163.15,153.77,9.379999999999995,-4.150000000000006,151.482,154.23,147.59,6.639999999999986,0.75,155.74,161.62,150.43,11.189999999999998,-3.030000000000001,1488677,2050409,1250718,799691,-70702
2016-03-13,151.76,158.46,148.13,10.330000000000013,-10.330000000000013,153.768,159.67,149.47,10.199999999999989,-8.669999999999987,147.488,154.13,142.41,11.719999999999999,-8.659999999999997,150.282,154.77,147.22,7.550000000000011,-4.530000000000001,1322093,1850439,1031760,818679,818679
2016-03-20,154.2575,156.23,151.9,4.329999999999984,-2.3499999999999943,157.06,158.23,155.94,2.289999999999992,-1.170000000000016,151.72,152.75,149.51,3.240000000000009,-3.240000000000009,154.8425,156.36,152.54,3.8200000000000216,0.21000000000000796,1047770,1301418,858258,443160,-346094
2016-03-27,157.524,161.72,152.42,9.300000000000011,5.150000000000006,162.168,169.58,156.9,12.680000000000007,12.680000000000007,155.084,160.69,150.57,10.120000000000005,9.590000000000003,159.132,166.86,152.13,14.730000000000018,14.730000000000018,1158805,1698591,849873,848718,848718
2016-04-03,168.294,173.46,163.9,9.560000000000002,2.6100000000000136,171.488,174.21,167.64,6.570000000000022,2.469999999999999,165.51,167.21,163.45,3.7600000000000193,1.0900000000000034,168.412,174.16,163.73,10.430000000000007,0.7600000000000193,1020888,1308799,872918,435881,-5429
2016-04-10,171.63,174.01,170.0,4.009999999999991,-1.4199999999999875,174.266,176.55,172.41,4.140000000000015,-0.2600000000000193,169.898,171.81,167.5,4.310000000000002,0.6999999999999886,172.326,174.01,169.9,4.109999999999985,3.7399999999999807,867566,1063080,665838,397242,-136864
2016-04-17,147.78,173.17,138.5,34.66999999999999,-28.47999999999999,150.718,178.77,140.0,38.77000000000001,-33.05000000000001,144.578,172.97,132.51,40.46000000000001,-31.909999999999997,148.606,178.13,136.88,41.25,-34.53999999999999,4015829,11376523,1381938,9994585,820250
2016-04-24,139.708,144.0,135.0,9.0,-9.0,140.574,144.47,135.89,8.580000000000013,-8.580000000000013,136.996,142.47,132.0,10.469999999999999,-10.469999999999999,138.322,143.07,134.99,8.079999999999984,-8.079999999999984,1697738,2149459,1292669,856790,449488
2016-05-01,134.136,138.58,128.49,10.090000000000003,3.8600000000000136,138.37,142.78,135.38,7.400000000000006,5.789999999999992,133.116,138.03,127.1,10.930000000000007,3.6899999999999977,136.83,140.71,133.65,7.060000000000002,4.7900000000000205,2390534,3282976,1960715,1322261,262417
2016-05-08,140.41,142.85,136.63,6.219999999999999,-3.6599999999999966,141.704,144.08,138.32,5.760000000000019,-4.650000000000006,137.93,140.29,135.55,4.739999999999981,-4.739999999999981,139.464,142.84,136.92,5.920000000000016,-4.840000000000003,1029253,1194491,792146,402345,-216721
2016-05-15,138.68800000000002,140.53,136.49,4.039999999999992,2.280000000000001,141.272,142.24,139.97,2.2700000000000102,0.8299999999999841,137.196,138.43,135.99,2.4399999999999977,1.4799999999999898,139.588,140.51,138.03,2.4799999999999898,0.10999999999998522,819939,1180591,567573,613018,-13741
2016-05-22,142.38,143.99,140.62,3.3700000000000045,2.8499999999999943,144.162,145.8,141.93,3.8700000000000045,2.569999999999993,141.086,143.0,139.05,3.9499999999999886,2.069999999999993,142.766,143.85,139.83,4.019999999999982,4.019999999999982,672181,882701,453837,428864,205913
