Date,CZFCStock_Open_average,CZFCStock_Open_max,CZFCStock_Open_min,CZFCStock_Open_volatility,CZFCStock_Open_change,CZFCStock_High_average,CZFCStock_High_max,CZFCStock_High_min,CZFCStock_High_volatility,CZFCStock_High_change,CZFCStock_Low_average,CZFCStock_Low_max,CZFCStock_Low_min,CZFCStock_Low_volatility,CZFCStock_Low_change,CZFCStock_Close_average,CZFCStock_Close_max,CZFCStock_Close_min,CZFCStock_Close_volatility,CZFCStock_Close_change,CZFCStock_Volume_average,CZFCStock_Volume_max,CZFCStock_Volume_min,CZFCStock_Volume_volatility,CZFCStock_Volume_change
2016-01-03,13.776,14.0,13.5,0.5,-0.40000000000000036,13.826,14.0,13.5,0.5,-0.40000000000000036,13.692,13.88,13.5,0.3800000000000008,-0.09999999999999964,13.742,13.88,13.5,0.3800000000000008,-0.09999999999999964,765,1949,8,1941,-1941
2016-01-10,13.4,13.4,13.4,0.0,0.0,13.47,13.47,13.47,0.0,0.0,13.4,13.4,13.4,0.0,0.0,13.47,13.47,13.47,0.0,0.0,1610,1610,1610,0,0
2016-01-17,13.5,13.9,13.27,0.6300000000000008,0.5700000000000003,13.57,13.98,13.34,0.6400000000000006,0.6400000000000006,13.5,13.9,13.27,0.6300000000000008,0.5700000000000003,13.57,13.98,13.34,0.6400000000000006,0.6400000000000006,1060,1382,700,682,-282
2016-01-24,13.716666666666667,13.75,13.7,0.05000000000000071,0.0,13.993333333333334,14.3,13.78,0.5200000000000014,0.40000000000000036,13.7,13.7,13.7,0.0,0.0,13.793333333333333,13.9,13.7,0.20000000000000107,-0.20000000000000107,2456,5639,334,5305,-1061
2016-01-31,13.815,14.1,13.66,0.4399999999999995,-0.4399999999999995,13.85,14.1,13.7,0.40000000000000036,-0.29999999999999893,13.7925,14.1,13.66,0.4399999999999995,-0.4399999999999995,13.8275,14.1,13.7,0.40000000000000036,-0.29999999999999893,2504,4431,100,4331,3388
2016-02-07,13.654,13.82,13.54,0.28000000000000114,-0.11000000000000121,13.816,14.3,13.56,0.7400000000000002,0.6000000000000014,13.629999999999999,13.82,13.44,0.3800000000000008,-0.11000000000000121,13.712,13.9,13.44,0.46000000000000085,0.20000000000000107,472,956,110,846,337
2016-02-14,13.7075,13.9,13.58,0.3200000000000003,-0.20000000000000107,13.7425,13.9,13.67,0.23000000000000043,-0.20000000000000107,13.6925,13.88,13.55,0.33000000000000007,-0.1800000000000015,13.7375,13.88,13.67,0.21000000000000085,-0.1800000000000015,6057,16800,438,16362,1790
2016-02-21,13.9075,14.0,13.75,0.25,0.15000000000000036,13.9075,14.0,13.75,0.25,0.15000000000000036,13.7875,13.9,13.75,0.15000000000000036,0.15000000000000036,13.7875,13.9,13.75,0.15000000000000036,0.15000000000000036,1011,2634,94,2540,-1524
2016-02-28,13.958,14.01,13.79,0.22000000000000064,0.009999999999999787,13.964,14.03,13.79,0.2400000000000002,0.02999999999999936,13.911999999999999,14.01,13.77,0.2400000000000002,0.2400000000000002,13.914,14.01,13.77,0.2400000000000002,0.2400000000000002,1734,2198,518,1680,132
2016-03-06,13.94,14.15,13.77,0.3800000000000008,0.15000000000000036,13.96,14.2,13.8,0.3999999999999986,0.1999999999999993,13.8725,13.97,13.77,0.20000000000000107,-0.02000000000000135,13.8875,14.0,13.8,0.1999999999999993,-0.05000000000000071,2775,4355,1336,3019,-1595
2016-03-13,13.9,14.24,13.75,0.4900000000000002,-0.08000000000000007,13.98,14.24,13.75,0.4900000000000002,-0.40000000000000036,13.645,13.83,13.18,0.6500000000000004,-0.6500000000000004,13.7075,14.0,13.18,0.8200000000000003,-0.8200000000000003,2599,8335,279,8056,707
2016-03-20,14.005,14.25,13.9,0.34999999999999964,0.07000000000000028,14.005,14.25,13.9,0.34999999999999964,0.07000000000000028,14.005,14.25,13.9,0.34999999999999964,0.07000000000000028,14.005,14.25,13.9,0.34999999999999964,0.07000000000000028,619,1400,140,1260,-1260
2016-03-27,13.8975,14.0,13.79,0.21000000000000085,0.0,13.9,14.0,13.8,0.1999999999999993,0.0,13.8725,14.0,13.79,0.21000000000000085,0.09999999999999964,13.875,14.0,13.8,0.1999999999999993,0.09999999999999964,1958,6534,311,6223,-6223
2016-04-03,13.985,14.1,13.87,0.23000000000000043,-0.23000000000000043,13.985,14.1,13.87,0.23000000000000043,-0.23000000000000043,13.985,14.1,13.87,0.23000000000000043,-0.23000000000000043,13.985,14.1,13.87,0.23000000000000043,-0.23000000000000043,167,218,117,101,101
2016-04-10,14.016,14.12,13.75,0.3699999999999992,-0.019999999999999574,14.144,14.3,14.1,0.20000000000000107,-0.019999999999999574,13.996,14.12,13.75,0.3699999999999992,-0.11999999999999922,14.144,14.3,14.1,0.20000000000000107,-0.019999999999999574,438,2074,0,2074,2074
2016-04-17,14.0025,14.18,13.78,0.40000000000000036,0.370000000000001,14.0725,14.18,13.82,0.35999999999999943,0.33000000000000007,13.9675,14.18,13.76,0.41999999999999993,0.2699999999999996,14.0275,14.18,13.76,0.41999999999999993,0.2699999999999996,1348,2447,0,2447,-1245
2016-04-24,13.95,13.95,13.95,0.0,0.0,13.95,13.95,13.95,0.0,0.0,13.95,13.95,13.95,0.0,0.0,13.95,13.95,13.95,0.0,0.0,80,80,80,0,0
2016-05-01,14.04,14.09,14.0,0.08999999999999986,-0.08999999999999986,14.04,14.09,14.0,0.08999999999999986,-0.08999999999999986,14.04,14.09,14.0,0.08999999999999986,-0.08999999999999986,14.04,14.09,14.0,0.08999999999999986,-0.08999999999999986,195,398,9,389,-389
2016-05-08,14.14,14.25,14.07,0.17999999999999972,0.17999999999999972,14.253333333333334,14.44,14.07,0.3699999999999992,0.17999999999999972,14.14,14.25,14.07,0.17999999999999972,0.17999999999999972,14.253333333333334,14.44,14.07,0.3699999999999992,0.17999999999999972,887,1668,113,1555,-787
