Date,iShares MSCI Europe Small-CapEtf_Open_average,iShares MSCI Europe Small-CapEtf_Open_max,iShares MSCI Europe Small-CapEtf_Open_min,iShares MSCI Europe Small-CapEtf_Open_volatility,iShares MSCI Europe Small-CapEtf_Open_change,iShares MSCI Europe Small-CapEtf_High_average,iShares MSCI Europe Small-CapEtf_High_max,iShares MSCI Europe Small-CapEtf_High_min,iShares MSCI Europe Small-CapEtf_High_volatility,iShares MSCI Europe Small-CapEtf_High_change,iShares MSCI Europe Small-CapEtf_Low_average,iShares MSCI Europe Small-CapEtf_Low_max,iShares MSCI Europe Small-CapEtf_Low_min,iShares MSCI Europe Small-CapEtf_Low_volatility,iShares MSCI Europe Small-CapEtf_Low_change,iShares MSCI Europe Small-CapEtf_Close_average,iShares MSCI Europe Small-CapEtf_Close_max,iShares MSCI Europe Small-CapEtf_Close_min,iShares MSCI Europe Small-CapEtf_Close_volatility,iShares MSCI Europe Small-CapEtf_Close_change
2016-01-03,43.88,43.88,43.88,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2016-01-10,41.52,41.52,41.52,0.0,0.0,41.61,41.61,41.61,0.0,0.0,40.86,40.86,40.86,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2016-01-17,41.03,41.03,41.03,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2016-01-24,41.53,41.53,41.53,0.0,0.0,42.24,42.24,42.24,0.0,0.0,41.53,41.53,41.53,0.0,0.0,42.24,42.24,42.24,0.0,0.0
2016-01-31,41.65,41.65,41.65,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.25,41.25,41.25,0.0,0.0
2016-02-07,39.76,39.76,39.76,0.0,0.0,39.95,39.95,39.95,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.79,39.79,39.79,0.0,0.0
2016-02-14,41.2,41.2,41.2,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.54,41.54,41.54,0.0,0.0
2016-02-21,41.82,41.82,41.82,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2016-02-28,43.05,43.05,43.05,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.43,43.43,43.43,0.0,0.0
2016-03-06,43.66,43.66,43.66,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.64,43.64,43.64,0.0,0.0
2016-03-13,45.1,45.1,45.1,0.0,0.0,45.1,45.1,45.1,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.96,44.96,44.96,0.0,0.0
2016-03-20,43.83,43.83,43.83,0.0,0.0,43.94,43.94,43.94,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.86,43.86,43.86,0.0,0.0
2016-03-27,44.59,44.59,44.59,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.97,44.97,44.97,0.0,0.0
2016-04-03,44.48,44.48,44.48,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.41,44.41,44.41,0.0,0.0
2016-04-10,45.91,45.91,45.91,0.0,0.0,45.91,45.91,45.91,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.33,45.33,45.33,0.0,0.0
2016-04-17,45.16,45.16,45.16,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.51,45.51,45.51,0.0,0.0
2016-04-24,45.71,45.71,45.71,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.69,45.69,45.69,0.0,0.0
2016-05-01,44.93,44.93,44.93,0.0,0.0,45.3,45.3,45.3,0.0,0.0,44.93,44.93,44.93,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2016-05-08,44.85,44.85,44.85,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.6,44.6,44.6,0.0,0.0
2016-05-15,45.55,45.55,45.55,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.3,45.3,45.3,0.0,0.0
2016-05-22,46.89,46.89,46.89,0.0,0.0,47.0,47.0,47.0,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.62,46.62,46.62,0.0,0.0
2016-05-29,46.59,46.59,46.59,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.84,46.84,46.84,0.0,0.0
2016-06-05,46.11,46.11,46.11,0.0,0.0,46.11,46.11,46.11,0.0,0.0,44.99,44.99,44.99,0.0,0.0,44.99,44.99,44.99,0.0,0.0
2016-06-12,43.61,43.61,43.61,0.0,0.0,44.18,44.18,44.18,0.0,0.0,43.61,43.61,43.61,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2016-06-19,40.99,40.99,40.99,0.0,0.0,42.04,42.04,42.04,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.92,40.92,40.92,0.0,0.0
2016-06-26,41.78,41.78,41.78,0.0,0.0,42.03,42.03,42.03,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.87,41.87,41.87,0.0,0.0
2016-07-03,40.57,40.57,40.57,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.69,40.69,40.69,0.0,0.0
2016-07-10,42.4,42.4,42.4,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.19,42.19,42.19,0.0,0.0
2016-07-17,42.55,42.55,42.55,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2016-07-24,43.57,43.57,43.57,0.0,0.0,44.12,44.12,44.12,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.99,43.99,43.99,0.0,0.0
2016-07-31,43.75,43.75,43.75,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2016-08-07,44.68,44.68,44.68,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.6,44.6,44.6,0.0,0.0
2016-08-14,44.83,44.83,44.83,0.0,0.0,44.89,44.89,44.89,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.89,44.89,44.89,0.0,0.0
2016-08-21,44.64,44.64,44.64,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.71,44.71,44.71,0.0,0.0
2016-08-28,45.38,45.38,45.38,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2016-09-04,45.74,45.74,45.74,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2016-09-11,44.62,44.62,44.62,0.0,0.0,44.81,44.81,44.81,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.81,44.81,44.81,0.0,0.0
2016-09-18,45.62,45.62,45.62,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2016-09-25,45.42,45.42,45.42,0.0,0.0,45.63,45.63,45.63,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2016-10-02,44.93,44.93,44.93,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.79,44.79,44.79,0.0,0.0
2016-10-09,44.05,44.05,44.05,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.02,44.02,44.02,0.0,0.0
2016-10-16,43.92,43.92,43.92,0.0,0.0,44.19,44.19,44.19,0.0,0.0,43.92,43.92,43.92,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2016-10-23,43.22,43.22,43.22,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.1,43.1,43.1,0.0,0.0
2016-10-30,42.7,42.7,42.7,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2016-11-06,42.54,42.54,42.54,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2016-11-13,42.02,42.02,42.02,0.0,0.0,42.03,42.03,42.03,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.91,41.91,41.91,0.0,0.0
2016-11-20,42.11,42.11,42.11,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2016-11-27,42.11,42.11,42.11,0.0,0.0,42.11,42.11,42.11,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2016-12-04,43.25,43.25,43.25,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.46,43.46,43.46,0.0,0.0
2016-12-11,42.91,42.91,42.91,0.0,0.0,43.16,43.16,43.16,0.0,0.0,42.91,42.91,42.91,0.0,0.0,43.03,43.03,43.03,0.0,0.0
2016-12-18,42.95,42.95,42.95,0.0,0.0,43.15,43.15,43.15,0.0,0.0,42.95,42.95,42.95,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2016-12-25,44.08,44.08,44.08,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2017-01-01,44.65,44.65,44.65,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.57,44.57,44.57,0.0,0.0
2017-01-08,44.52,44.52,44.52,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.68,44.68,44.68,0.0,0.0
2017-01-15,44.77,44.77,44.77,0.0,0.0,44.94,44.94,44.94,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.94,44.94,44.94,0.0,0.0
2017-01-22,45.5,45.5,45.5,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.47,45.47,45.47,0.0,0.0
2017-01-29,46.02,46.02,46.02,0.0,0.0,46.02,46.02,46.02,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2017-02-05,45.92,45.92,45.92,0.0,0.0,45.92,45.92,45.92,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.9,45.9,45.9,0.0,0.0
2017-02-12,46.13,46.13,46.13,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2017-02-19,45.75,45.75,45.75,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.67,45.67,45.67,0.0,0.0
