Date,LGL_stock_Open_average,LGL_stock_Open_max,LGL_stock_Open_min,LGL_stock_Open_volatility,LGL_stock_Open_change,LGL_stock_High_average,LGL_stock_High_max,LGL_stock_High_min,LGL_stock_High_volatility,LGL_stock_High_change,LGL_stock_Low_average,LGL_stock_Low_max,LGL_stock_Low_min,LGL_stock_Low_volatility,LGL_stock_Low_change,LGL_stock_Close_average,LGL_stock_Close_max,LGL_stock_Close_min,LGL_stock_Close_volatility,LGL_stock_Close_change,LGL_stock_Volume_average,LGL_stock_Volume_max,LGL_stock_Volume_min,LGL_stock_Volume_volatility,LGL_stock_Volume_change
2016-01-03,3.465,3.51,3.42,0.08999999999999986,-0.08999999999999986,3.635,3.71,3.56,0.1499999999999999,-0.1499999999999999,3.465,3.51,3.42,0.08999999999999986,-0.08999999999999986,3.635,3.71,3.56,0.1499999999999999,-0.1499999999999999,566,600,532,68,68
2016-01-10,3.54,3.54,3.54,0.0,0.0,3.54,3.54,3.54,0.0,0.0,3.54,3.54,3.54,0.0,0.0,3.54,3.54,3.54,0.0,0.0,100,100,100,0,0
2016-01-17,3.5100000000000002,3.56,3.43,0.1299999999999999,-0.020000000000000018,3.5100000000000002,3.56,3.43,0.1299999999999999,-0.020000000000000018,3.48,3.55,3.4,0.1499999999999999,-0.05999999999999961,3.4966666666666666,3.55,3.4,0.1499999999999999,-0.009999999999999787,492,700,347,353,270
2016-01-24,3.75,3.91,3.63,0.28000000000000025,-0.08000000000000007,3.8733333333333335,4.08,3.63,0.4500000000000002,-0.4500000000000002,3.6533333333333333,3.71,3.62,0.08999999999999986,-0.08000000000000007,3.776666666666667,4.08,3.62,0.45999999999999996,-0.4500000000000002,1288,2915,231,2684,-2684
2016-01-31,3.6133333333333333,3.8,3.49,0.3099999999999996,0.3099999999999996,3.6633333333333336,3.8,3.49,0.3099999999999996,0.3099999999999996,3.6033333333333335,3.77,3.49,0.2799999999999998,0.2799999999999998,3.6533333333333333,3.77,3.49,0.2799999999999998,0.2799999999999998,470,910,200,710,-610
2016-02-07,3.66,3.66,3.66,0.0,0.0,3.66,3.66,3.66,0.0,0.0,3.41,3.41,3.41,0.0,0.0,3.41,3.41,3.41,0.0,0.0,609,609,609,0,0
2016-02-14,3.37,3.37,3.37,0.0,0.0,3.37,3.37,3.37,0.0,0.0,3.23,3.23,3.23,0.0,0.0,3.23,3.23,3.23,0.0,0.0,2300,2300,2300,0,0
2016-02-21,3.29,3.29,3.29,0.0,0.0,3.3,3.3,3.3,0.0,0.0,3.27,3.27,3.27,0.0,0.0,3.3,3.3,3.3,0.0,0.0,310,310,310,0,0
2016-02-28,3.43,3.43,3.43,0.0,0.0,3.44,3.44,3.44,0.0,0.0,3.38,3.38,3.38,0.0,0.0,3.43,3.43,3.43,0.0,0.0,400,400,400,0,0
2016-03-06,3.3666666666666667,3.45,3.22,0.22999999999999998,-0.22999999999999998,3.3866666666666667,3.5,3.23,0.27,-0.27,3.3633333333333333,3.45,3.21,0.2400000000000002,-0.2400000000000002,3.3633333333333333,3.45,3.21,0.2400000000000002,-0.2400000000000002,1309,3000,100,2900,2171
