Date,SPDR S&P Global Infrastructure_etf_Open_average,SPDR S&P Global Infrastructure_etf_Open_max,SPDR S&P Global Infrastructure_etf_Open_min,SPDR S&P Global Infrastructure_etf_Open_volatility,SPDR S&P Global Infrastructure_etf_Open_change,SPDR S&P Global Infrastructure_etf_High_average,SPDR S&P Global Infrastructure_etf_High_max,SPDR S&P Global Infrastructure_etf_High_min,SPDR S&P Global Infrastructure_etf_High_volatility,SPDR S&P Global Infrastructure_etf_High_change,SPDR S&P Global Infrastructure_etf_Low_average,SPDR S&P Global Infrastructure_etf_Low_max,SPDR S&P Global Infrastructure_etf_Low_min,SPDR S&P Global Infrastructure_etf_Low_volatility,SPDR S&P Global Infrastructure_etf_Low_change,SPDR S&P Global Infrastructure_etf_Close_average,SPDR S&P Global Infrastructure_etf_Close_max,SPDR S&P Global Infrastructure_etf_Close_min,SPDR S&P Global Infrastructure_etf_Close_volatility,SPDR S&P Global Infrastructure_etf_Close_change
2016-05-15,45.26,45.26,45.26,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.07,45.07,45.07,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2016-05-22,45.67,45.67,45.67,0.0,0.0,45.93,45.93,45.93,0.0,0.0,45.67,45.67,45.67,0.0,0.0,45.78,45.78,45.78,0.0,0.0
2016-05-29,46.51,46.51,46.51,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2016-06-05,46.46,46.46,46.46,0.0,0.0,46.69,46.69,46.69,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2016-06-12,45.14,45.14,45.14,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.14,45.14,45.14,0.0,0.0,45.41,45.41,45.41,0.0,0.0
2016-06-19,44.47,44.47,44.47,0.0,0.0,45.24,45.24,45.24,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.8,44.8,44.8,0.0,0.0
2016-06-26,47.09,47.09,47.09,0.0,0.0,47.09,47.09,47.09,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.61,46.61,46.61,0.0,0.0
2016-07-03,46.57,46.57,46.57,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.59,46.59,46.59,0.0,0.0
2016-07-10,47.31,47.31,47.31,0.0,0.0,47.43,47.43,47.43,0.0,0.0,46.91,46.91,46.91,0.0,0.0,47.08,47.08,47.08,0.0,0.0
2016-07-17,47.64,47.64,47.64,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.59,47.59,47.59,0.0,0.0
2016-07-24,47.25,47.25,47.25,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2016-07-31,47.45,47.45,47.45,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.54,47.54,47.54,0.0,0.0
2016-08-07,48.02,48.02,48.02,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.03,48.03,48.03,0.0,0.0
2016-08-14,48.18,48.18,48.18,0.0,0.0,48.18,48.18,48.18,0.0,0.0,47.91,47.91,47.91,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2016-08-21,47.75,47.75,47.75,0.0,0.0,48.01,48.01,48.01,0.0,0.0,47.11,47.11,47.11,0.0,0.0,47.11,47.11,47.11,0.0,0.0
2016-08-28,47.71,47.71,47.71,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.54,47.54,47.54,0.0,0.0
2016-09-04,48.51,48.51,48.51,0.0,0.0,48.51,48.51,48.51,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2016-09-11,46.81,46.81,46.81,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.83,46.83,46.83,0.0,0.0
2016-09-18,48.06,48.06,48.06,0.0,0.0,48.06,48.06,48.06,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2016-09-25,48.04,48.04,48.04,0.0,0.0,48.21,48.21,48.21,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.98,47.98,47.98,0.0,0.0
2016-10-02,46.1,46.1,46.1,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2016-10-09,46.37,46.37,46.37,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.08,46.08,46.08,0.0,0.0
2016-10-16,46.47,46.47,46.47,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.56,46.56,46.56,0.0,0.0
2016-10-23,46.34,46.34,46.34,0.0,0.0,46.48,46.48,46.48,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.74,45.74,45.74,0.0,0.0
2016-10-30,45.32,45.32,45.32,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.12,45.12,45.12,0.0,0.0,45.18,45.18,45.18,0.0,0.0
2016-11-06,44.1,44.1,44.1,0.0,0.0,44.1,44.1,44.1,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2016-11-13,43.89,43.89,43.89,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2016-11-20,44.42,44.42,44.42,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.55,44.55,44.55,0.0,0.0
2016-11-27,44.21,44.21,44.21,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.31,44.31,44.31,0.0,0.0
2016-12-04,45.16,45.16,45.16,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.03,45.03,45.03,0.0,0.0
2016-12-11,44.69,44.69,44.69,0.0,0.0,45.08,45.08,45.08,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2016-12-18,44.74,44.74,44.74,0.0,0.0,45.05,45.05,45.05,0.0,0.0,44.74,44.74,44.74,0.0,0.0,45.04,45.04,45.04,0.0,0.0
2016-12-25,45.2,45.2,45.2,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.0,45.0,45.0,0.0,0.0
2017-01-01,45.32,45.32,45.32,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.32,45.32,45.32,0.0,0.0,45.64,45.64,45.64,0.0,0.0
2017-01-08,45.63,45.63,45.63,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.89,45.89,45.89,0.0,0.0
2017-01-15,45.64,45.64,45.64,0.0,0.0,46.02,46.02,46.02,0.0,0.0,45.64,45.64,45.64,0.0,0.0,45.77,45.77,45.77,0.0,0.0
2017-01-22,45.82,45.82,45.82,0.0,0.0,45.92,45.92,45.92,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2017-01-29,45.72,45.72,45.72,0.0,0.0,46.27,46.27,46.27,0.0,0.0,45.72,45.72,45.72,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2017-02-05,46.37,46.37,46.37,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.59,46.59,46.59,0.0,0.0
2017-02-12,46.38,46.38,46.38,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.16,46.16,46.16,0.0,0.0,46.53,46.53,46.53,0.0,0.0
2017-02-19,46.65,46.65,46.65,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2017-02-26,47.09,47.09,47.09,0.0,0.0,47.22,47.22,47.22,0.0,0.0,46.76,46.76,46.76,0.0,0.0,47.15,47.15,47.15,0.0,0.0
2017-03-05,46.92,46.92,46.92,0.0,0.0,47.06,47.06,47.06,0.0,0.0,46.65,46.65,46.65,0.0,0.0,47.05,47.05,47.05,0.0,0.0
2017-03-12,47.58,47.58,47.58,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.59,47.59,47.59,0.0,0.0
2017-03-19,48.26,48.26,48.26,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2017-03-26,48.42,48.42,48.42,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.84,48.84,48.84,0.0,0.0
2017-04-02,48.8,48.8,48.8,0.0,0.0,49.23,49.23,49.23,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.92,48.92,48.92,0.0,0.0
2017-04-09,49.0,49.0,49.0,0.0,0.0,49.14,49.14,49.14,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.82,48.82,48.82,0.0,0.0
2017-04-16,48.59,48.59,48.59,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.59,48.59,48.59,0.0,0.0
2017-04-23,49.2,49.2,49.2,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.18,49.18,49.18,0.0,0.0
2017-04-30,49.53,49.53,49.53,0.0,0.0,50.11,50.11,50.11,0.0,0.0,49.36,49.36,49.36,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2017-05-07,49.58,49.58,49.58,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2017-05-14,50.04,50.04,50.04,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2017-05-21,50.99,50.99,50.99,0.0,0.0,51.28,51.28,51.28,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2017-05-28,51.98,51.98,51.98,0.0,0.0,52.14,52.14,52.14,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.79,51.79,51.79,0.0,0.0
2017-06-04,51.49,51.49,51.49,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.52,51.52,51.52,0.0,0.0
2017-06-11,50.87,50.87,50.87,0.0,0.0,51.29,51.29,51.29,0.0,0.0,50.86,50.86,50.86,0.0,0.0,51.29,51.29,51.29,0.0,0.0
2017-06-18,50.68,50.68,50.68,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2017-06-25,50.69,50.69,50.69,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2017-07-02,50.13,50.13,50.13,0.0,0.0,50.13,50.13,50.13,0.0,0.0,49.89,49.89,49.89,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2017-07-09,50.88,50.88,50.88,0.0,0.0,51.26,51.26,51.26,0.0,0.0,50.88,50.88,50.88,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2017-07-16,51.89,51.89,51.89,0.0,0.0,52.05,52.05,52.05,0.0,0.0,51.82,51.82,51.82,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2017-07-23,51.61,51.61,51.61,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.82,51.82,51.82,0.0,0.0
2017-07-30,52.59,52.59,52.59,0.0,0.0,52.62,52.62,52.62,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.46,52.46,52.46,0.0,0.0
2017-08-06,51.62,51.62,51.62,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.61,51.61,51.61,0.0,0.0
2017-08-13,51.78,51.78,51.78,0.0,0.0,52.13,52.13,52.13,0.0,0.0,51.78,51.78,51.78,0.0,0.0,52.11,52.11,52.11,0.0,0.0
2017-08-20,52.74,52.74,52.74,0.0,0.0,52.95,52.95,52.95,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2017-08-27,52.96,52.96,52.96,0.0,0.0,53.13,53.13,53.13,0.0,0.0,52.96,52.96,52.96,0.0,0.0,53.11,53.11,53.11,0.0,0.0
2017-09-03,53.28,53.28,53.28,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.33,53.33,53.33,0.0,0.0
2017-09-10,53.07,53.07,53.07,0.0,0.0,53.07,53.07,53.07,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.99,52.99,52.99,0.0,0.0
2017-09-17,52.28,52.28,52.28,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.38,52.38,52.38,0.0,0.0
2017-09-24,51.96,51.96,51.96,0.0,0.0,52.04,52.04,52.04,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2017-10-01,51.72,51.72,51.72,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2017-10-08,52.82,52.82,52.82,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2017-10-15,52.74,52.74,52.74,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.62,52.62,52.62,0.0,0.0
2017-10-22,51.78,51.78,51.78,0.0,0.0,52.05,52.05,52.05,0.0,0.0,51.7,51.7,51.7,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2017-10-29,52.31,52.31,52.31,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.42,52.42,52.42,0.0,0.0
2017-11-05,52.5,52.5,52.5,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.44,52.44,52.44,0.0,0.0
2017-11-12,51.93,51.93,51.93,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.94,51.94,51.94,0.0,0.0
2017-11-19,52.74,52.74,52.74,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.81,52.81,52.81,0.0,0.0
2017-11-26,53.15,53.15,53.15,0.0,0.0,53.22,53.22,53.22,0.0,0.0,52.96,52.96,52.96,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2017-12-03,52.94,52.94,52.94,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.93,52.93,52.93,0.0,0.0
2017-12-10,52.08,52.08,52.08,0.0,0.0,52.17,52.17,52.17,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2017-12-17,51.39,51.39,51.39,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.44,51.44,51.44,0.0,0.0
2017-12-24,51.96,51.96,51.96,0.0,0.0,52.01,52.01,52.01,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.8,51.8,51.8,0.0,0.0
2017-12-31,52.47,52.47,52.47,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.54,52.54,52.54,0.0,0.0
