Date,PCG_stock_Open_average,PCG_stock_Open_max,PCG_stock_Open_min,PCG_stock_Open_volatility,PCG_stock_Open_change,PCG_stock_High_average,PCG_stock_High_max,PCG_stock_High_min,PCG_stock_High_volatility,PCG_stock_High_change,PCG_stock_Low_average,PCG_stock_Low_max,PCG_stock_Low_min,PCG_stock_Low_volatility,PCG_stock_Low_change,PCG_stock_Close_average,PCG_stock_Close_max,PCG_stock_Close_min,PCG_stock_Close_volatility,PCG_stock_Close_change,PCG_stock_Volume_average,PCG_stock_Volume_max,PCG_stock_Volume_min,PCG_stock_Volume_volatility,PCG_stock_Volume_change
2016-01-03,52.612,52.87,52.21,0.6599999999999966,-0.3500000000000014,52.93,53.28,52.67,0.6099999999999994,-0.36999999999999744,52.194,52.49,51.91,0.5800000000000054,-0.490000000000002,52.64,53.02,52.06,0.9600000000000009,-0.8799999999999955,2565818,3351484,2201507,1149977,1149977
2016-01-10,52.446,52.67,52.2,0.46999999999999886,0.1599999999999966,53.008,53.68,52.54,1.1400000000000006,0.6600000000000037,51.958,52.28,51.52,0.759999999999998,-0.02999999999999403,52.592,53.41,52.23,1.1799999999999997,0.240000000000002,3519965,4201582,2934975,1266607,596220
2016-01-17,52.2475,52.75,51.55,1.2000000000000028,-0.730000000000004,52.6825,53.37,51.96,1.4099999999999966,-0.9799999999999969,51.3475,52.44,50.65,1.7899999999999991,-0.9399999999999977,52.027499999999996,52.98,51.29,1.6899999999999977,-0.6199999999999974,4015085,4674752,3606137,1068615,-1000061
2016-01-24,52.734,54.14,52.12,2.020000000000003,1.730000000000004,53.458,55.11,52.45,2.6599999999999966,2.6599999999999966,52.338,53.93,51.44,2.490000000000002,2.490000000000002,53.03,54.91,51.61,3.299999999999997,3.299999999999997,3053864,3824949,2125099,1699850,1602451
2016-01-31,56.025999999999996,57.27,54.96,2.3100000000000023,0.9499999999999957,56.778,57.73,55.53,2.1999999999999957,0.9399999999999977,55.546,56.7,54.61,2.0900000000000034,0.509999999999998,56.432,57.46,55.46,2.0,0.7800000000000011,4233089,6190116,3141497,3048619,545684
2016-02-07,55.85,56.24,55.26,0.980000000000004,-0.980000000000004,56.472,57.12,55.59,1.529999999999994,-1.529999999999994,55.228,55.73,54.45,1.279999999999994,-1.279999999999994,55.752,56.3,55.16,1.1400000000000006,-1.0899999999999963,4094289,5979971,2877339,3102632,-964008
2016-02-14,55.885,56.08,55.6,0.4799999999999969,0.28000000000000114,56.25,56.52,55.97,0.5500000000000043,0.1600000000000037,55.22,55.38,54.95,0.4299999999999997,0.07000000000000028,55.8625,56.0,55.75,0.25,0.14000000000000057,3812016,4175165,2939883,1235282,1235282
2016-02-21,57.012,58.07,56.03,2.039999999999999,2.039999999999999,57.652,58.46,56.51,1.9500000000000028,1.8800000000000026,56.397999999999996,57.29,55.63,1.6599999999999966,0.769999999999996,57.186,58.34,56.43,1.9100000000000037,-0.04999999999999716,2782129,3044157,2557313,486844,-486844
2016-02-28,56.402,57.1,56.0,1.1000000000000014,-0.38999999999999346,56.746,57.24,56.34,0.8999999999999986,-0.5900000000000034,55.656,56.33,54.71,1.6199999999999974,-0.6199999999999974,56.391999999999996,56.73,56.21,0.519999999999996,-0.22999999999999687,2905781,3636640,2171678,1464962,450687
2016-03-06,56.894,57.5,56.37,1.1300000000000026,1.1300000000000026,57.324,57.63,56.86,0.7700000000000031,0.7700000000000031,56.626,57.08,56.2,0.8799999999999955,0.8799999999999955,57.01,57.32,56.47,0.8500000000000014,0.8500000000000014,2717099,3824431,2023398,1801033,-1520300
