Date,Vanguard FTSE All World ex USEtf_Open_average,Vanguard FTSE All World ex USEtf_Open_max,Vanguard FTSE All World ex USEtf_Open_min,Vanguard FTSE All World ex USEtf_Open_volatility,Vanguard FTSE All World ex USEtf_Open_change,Vanguard FTSE All World ex USEtf_High_average,Vanguard FTSE All World ex USEtf_High_max,Vanguard FTSE All World ex USEtf_High_min,Vanguard FTSE All World ex USEtf_High_volatility,Vanguard FTSE All World ex USEtf_High_change,Vanguard FTSE All World ex USEtf_Low_average,Vanguard FTSE All World ex USEtf_Low_max,Vanguard FTSE All World ex USEtf_Low_min,Vanguard FTSE All World ex USEtf_Low_volatility,Vanguard FTSE All World ex USEtf_Low_change,Vanguard FTSE All World ex USEtf_Close_average,Vanguard FTSE All World ex USEtf_Close_max,Vanguard FTSE All World ex USEtf_Close_min,Vanguard FTSE All World ex USEtf_Close_volatility,Vanguard FTSE All World ex USEtf_Close_change
2016-03-13,43.28,43.28,43.28,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2016-03-20,42.17,42.17,42.17,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2016-03-27,42.34,42.34,42.34,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.81,42.81,42.81,0.0,0.0
2016-04-03,42.64,42.64,42.64,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2016-04-10,44.0,44.0,44.0,0.0,0.0,44.12,44.12,44.12,0.0,0.0,43.96,43.96,43.96,0.0,0.0,43.97,43.97,43.97,0.0,0.0
2016-04-17,44.72,44.72,44.72,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.69,44.69,44.69,0.0,0.0
2016-04-24,44.24,44.24,44.24,0.0,0.0,44.33,44.33,44.33,0.0,0.0,43.86,43.86,43.86,0.0,0.0,44.06,44.06,44.06,0.0,0.0
2016-05-01,42.72,42.72,42.72,0.0,0.0,43.07,43.07,43.07,0.0,0.0,42.69,42.69,42.69,0.0,0.0,43.04,43.04,43.04,0.0,0.0
2016-05-08,42.86,42.86,42.86,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2016-05-15,42.84,42.84,42.84,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.87,42.87,42.87,0.0,0.0
2016-05-22,43.85,43.85,43.85,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2016-05-29,43.9,43.9,43.9,0.0,0.0,44.12,44.12,44.12,0.0,0.0,43.74,43.74,43.74,0.0,0.0,44.11,44.11,44.11,0.0,0.0
2016-06-05,43.61,43.61,43.61,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.23,43.23,43.23,0.0,0.0
2016-06-12,42.04,42.04,42.04,0.0,0.0,42.28,42.28,42.28,0.0,0.0,41.81,41.81,41.81,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2016-06-19,41.26,41.26,41.26,0.0,0.0,42.19,42.19,42.19,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2016-06-26,42.93,42.93,42.93,0.0,0.0,43.06,43.06,43.06,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.98,42.98,42.98,0.0,0.0
2016-07-03,42.36,42.36,42.36,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2016-07-10,44.05,44.05,44.05,0.0,0.0,44.05,44.05,44.05,0.0,0.0,43.83,43.83,43.83,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2016-07-17,44.03,44.03,44.03,0.0,0.0,44.03,44.03,44.03,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.98,43.98,43.98,0.0,0.0
2016-07-24,44.47,44.47,44.47,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.38,44.38,44.38,0.0,0.0,44.67,44.67,44.67,0.0,0.0
2016-07-31,44.39,44.39,44.39,0.0,0.0,44.63,44.63,44.63,0.0,0.0,44.39,44.39,44.39,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2016-08-07,45.66,45.66,45.66,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.49,45.49,45.49,0.0,0.0
2016-08-14,45.42,45.42,45.42,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2016-08-21,45.48,45.48,45.48,0.0,0.0,45.83,45.83,45.83,0.0,0.0,44.85,44.85,44.85,0.0,0.0,45.05,45.05,45.05,0.0,0.0
2016-08-28,45.71,45.71,45.71,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2016-09-04,45.81,45.81,45.81,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2016-09-11,44.27,44.27,44.27,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.17,44.17,44.17,0.0,0.0
2016-09-18,45.56,45.56,45.56,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.49,45.49,45.49,0.0,0.0
2016-09-25,45.25,45.25,45.25,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.18,45.18,45.18,0.0,0.0,45.43,45.43,45.43,0.0,0.0
2016-10-02,45.28,45.28,45.28,0.0,0.0,45.28,45.28,45.28,0.0,0.0,44.82,44.82,44.82,0.0,0.0,45.14,45.14,45.14,0.0,0.0
2016-10-09,44.68,44.68,44.68,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.46,44.46,44.46,0.0,0.0
2016-10-16,44.79,44.79,44.79,0.0,0.0,45.01,45.01,45.01,0.0,0.0,44.73,44.73,44.73,0.0,0.0,45.0,45.0,45.0,0.0,0.0
2016-10-23,44.63,44.63,44.63,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.6,44.6,44.6,0.0,0.0
2016-10-30,43.79,43.79,43.79,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2016-11-06,43.74,43.74,43.74,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2016-11-13,43.25,43.25,43.25,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2016-11-20,43.71,43.71,43.71,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.68,43.68,43.68,0.0,0.0
2016-11-27,43.49,43.49,43.49,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.67,43.67,43.67,0.0,0.0
2016-12-04,44.88,44.88,44.88,0.0,0.0,45.06,45.06,45.06,0.0,0.0,44.88,44.88,44.88,0.0,0.0,45.05,45.05,45.05,0.0,0.0
2016-12-11,44.45,44.45,44.45,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2016-12-18,43.91,43.91,43.91,0.0,0.0,43.98,43.98,43.98,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.97,43.97,43.97,0.0,0.0
2016-12-25,44.43,44.43,44.43,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.12,44.12,44.12,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2017-01-01,45.27,45.27,45.27,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.26,45.26,45.26,0.0,0.0
2017-01-08,45.67,45.67,45.67,0.0,0.0,45.77,45.77,45.77,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.77,45.77,45.77,0.0,0.0
2017-01-15,45.5,45.5,45.5,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.6,45.6,45.6,0.0,0.0
2017-01-22,46.23,46.23,46.23,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2017-01-29,46.33,46.33,46.33,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.24,46.24,46.24,0.0,0.0,46.41,46.41,46.41,0.0,0.0
2017-02-05,46.37,46.37,46.37,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.53,46.53,46.53,0.0,0.0
2017-02-12,46.73,46.73,46.73,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.69,46.69,46.69,0.0,0.0,46.87,46.87,46.87,0.0,0.0
2017-02-19,46.7,46.7,46.7,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2017-02-26,46.75,46.75,46.75,0.0,0.0,46.99,46.99,46.99,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.96,46.96,46.96,0.0,0.0
2017-03-05,46.88,46.88,46.88,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.93,46.93,46.93,0.0,0.0
2017-03-12,48.0,48.0,48.0,0.0,0.0,48.07,48.07,48.07,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.98,47.98,47.98,0.0,0.0
2017-03-19,47.81,47.81,47.81,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.86,47.86,47.86,0.0,0.0
2017-03-26,47.77,47.77,47.77,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2017-04-02,47.56,47.56,47.56,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.59,47.59,47.59,0.0,0.0
2017-04-09,47.57,47.57,47.57,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.39,47.39,47.39,0.0,0.0
2017-04-16,47.63,47.63,47.63,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.66,47.66,47.66,0.0,0.0
2017-04-23,48.87,48.87,48.87,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.83,48.83,48.83,0.0,0.0
2017-04-30,49.31,49.31,49.31,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.78,49.78,49.78,0.0,0.0
2017-05-07,49.64,49.64,49.64,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2017-05-14,50.05,50.05,50.05,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2017-05-21,50.34,50.34,50.34,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2017-05-28,50.96,50.96,50.96,0.0,0.0,51.12,51.12,51.12,0.0,0.0,50.88,50.88,50.88,0.0,0.0,51.09,51.09,51.09,0.0,0.0
2017-06-04,50.55,50.55,50.55,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2017-06-11,50.36,50.36,50.36,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2017-06-18,49.86,49.86,49.86,0.0,0.0,50.02,50.02,50.02,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2017-06-25,50.12,50.12,50.12,0.0,0.0,50.15,50.15,50.15,0.0,0.0,49.82,49.82,49.82,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2017-07-02,49.73,49.73,49.73,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2017-07-09,51.04,51.04,51.04,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.27,51.27,51.27,0.0,0.0
2017-07-16,51.45,51.45,51.45,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.47,51.47,51.47,0.0,0.0
2017-07-23,51.48,51.48,51.48,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2017-07-30,52.05,52.05,52.05,0.0,0.0,52.09,52.09,52.09,0.0,0.0,51.85,51.85,51.85,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2017-08-06,50.97,50.97,50.97,0.0,0.0,51.05,51.05,51.05,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2017-08-13,51.17,51.17,51.17,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2017-08-20,51.84,51.84,51.84,0.0,0.0,52.03,52.03,52.03,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2017-08-27,52.28,52.28,52.28,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.11,52.11,52.11,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2017-09-03,52.62,52.62,52.62,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2017-09-10,52.93,52.93,52.93,0.0,0.0,52.95,52.95,52.95,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2017-09-17,52.83,52.83,52.83,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.84,52.84,52.84,0.0,0.0
2017-09-24,52.52,52.52,52.52,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.71,52.71,52.71,0.0,0.0
2017-10-01,52.73,52.73,52.73,0.0,0.0,52.9,52.9,52.9,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.9,52.9,52.9,0.0,0.0
2017-10-08,53.84,53.84,53.84,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.84,53.84,53.84,0.0,0.0
2017-10-15,53.57,53.57,53.57,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2017-10-22,53.25,53.25,53.25,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.48,53.48,53.48,0.0,0.0
2017-10-29,53.98,53.98,53.98,0.0,0.0,53.98,53.98,53.98,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.92,53.92,53.92,0.0,0.0
2017-11-05,53.66,53.66,53.66,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.66,53.66,53.66,0.0,0.0
2017-11-12,53.54,53.54,53.54,0.0,0.0,53.64,53.64,53.64,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.57,53.57,53.57,0.0,0.0
2017-11-19,54.56,54.56,54.56,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.56,54.56,54.56,0.0,0.0
2017-11-26,53.93,53.93,53.93,0.0,0.0,54.03,54.03,54.03,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.93,53.93,53.93,0.0,0.0
2017-12-03,53.84,53.84,53.84,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.88,53.88,53.88,0.0,0.0
2017-12-10,54.0,54.0,54.0,0.0,0.0,54.08,54.08,54.08,0.0,0.0,53.87,53.87,53.87,0.0,0.0,54.0,54.0,54.0,0.0,0.0
2017-12-17,54.22,54.22,54.22,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.37,54.37,54.37,0.0,0.0
2017-12-24,54.93,54.93,54.93,0.0,0.0,54.93,54.93,54.93,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2017-12-31,56.29,56.29,56.29,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.22,56.22,56.22,0.0,0.0,56.43,56.43,56.43,0.0,0.0
