Date,CCOI_stock_Open_average,CCOI_stock_Open_max,CCOI_stock_Open_min,CCOI_stock_Open_volatility,CCOI_stock_Open_change,CCOI_stock_High_average,CCOI_stock_High_max,CCOI_stock_High_min,CCOI_stock_High_volatility,CCOI_stock_High_change,CCOI_stock_Low_average,CCOI_stock_Low_max,CCOI_stock_Low_min,CCOI_stock_Low_volatility,CCOI_stock_Low_change,CCOI_stock_Close_average,CCOI_stock_Close_max,CCOI_stock_Close_min,CCOI_stock_Close_volatility,CCOI_stock_Close_change,CCOI_stock_Volume_average,CCOI_stock_Volume_max,CCOI_stock_Volume_min,CCOI_stock_Volume_volatility,CCOI_stock_Volume_change
2016-01-03,33.934,34.19,33.63,0.5599999999999952,-0.5599999999999952,34.23,34.48,34.07,0.4099999999999966,-0.14000000000000057,33.51,33.82,32.97,0.8500000000000014,-0.480000000000004,33.848,34.42,33.06,1.3599999999999994,-0.9699999999999989,366755,482044,224278,257766,-146351
2016-01-10,31.978,33.13,30.71,2.4200000000000017,-2.4200000000000017,32.61,33.56,31.48,2.080000000000002,-2.080000000000002,30.82,32.23,29.65,2.5799999999999983,-2.5799999999999983,31.619999999999997,32.66,30.65,2.009999999999998,-1.8099999999999952,410494,466774,296448,170326,144541
2016-01-17,30.985,31.47,30.53,0.9399999999999977,-0.41999999999999815,31.759999999999998,32.25,31.18,1.0700000000000003,1.0700000000000003,30.345,30.76,29.68,1.0800000000000018,0.28000000000000114,31.1675,32.03,30.48,1.5500000000000007,1.1700000000000017,345943,409542,254164,155378,62273
2016-01-24,31.988,32.42,31.66,0.7600000000000016,0.16000000000000014,32.548,33.53,32.07,1.4600000000000009,1.0,31.678,32.15,31.49,0.6600000000000001,0.629999999999999,32.122,33.41,31.57,1.8399999999999963,1.8399999999999963,270184,393333,217373,175960,154047
2016-01-31,33.608000000000004,34.24,33.16,1.0800000000000054,0.4000000000000057,34.146,34.56,33.61,0.9500000000000028,-0.29999999999999716,32.738,33.23,32.27,0.9599999999999937,0.02999999999999403,33.606,34.29,32.74,1.5499999999999972,-1.0399999999999991,424402,520622,371880,148742,-5073
2016-02-07,32.036,32.47,31.17,1.2999999999999972,-0.0799999999999983,32.832,33.54,32.31,1.2299999999999969,0.6999999999999957,31.512,32.32,30.62,1.6999999999999993,1.3300000000000018,32.334,33.32,31.65,1.6700000000000017,1.6700000000000017,379374,459935,331236,128699,-45465
2016-02-14,34.28,34.58,33.57,1.009999999999998,1.009999999999998,35.042500000000004,35.31,34.61,0.7000000000000028,0.6700000000000017,33.33,34.06,31.96,2.1000000000000014,0.6799999999999997,34.52,34.67,34.38,0.28999999999999915,-0.04999999999999716,308366,423250,221342,201908,127297
2016-02-21,35.18666666666667,37.0,33.53,3.469999999999999,2.4099999999999966,35.818333333333335,37.42,34.47,2.950000000000003,1.740000000000002,34.288333333333334,36.96,32.63,4.329999999999998,3.509999999999998,35.30833333333333,36.96,33.8,3.1600000000000037,2.210000000000001,1326015,2763381,310148,2453233,2265291
2016-02-28,36.952,37.68,36.6,1.0799999999999983,-0.05999999999999517,37.391999999999996,38.05,36.82,1.2299999999999969,-0.17999999999999972,36.292,36.83,35.19,1.6400000000000006,-1.2100000000000009,37.134,37.71,36.7,1.009999999999998,0.11999999999999744,1786922,5690393,572878,5117515,-5011925
2016-03-06,36.52,36.93,36.03,0.8999999999999986,-0.3299999999999983,37.112,37.39,36.84,0.5499999999999972,-0.35999999999999943,35.992,36.58,35.53,1.0499999999999972,-0.6299999999999955,36.604,37.2,35.9,1.3000000000000043,-0.19000000000000483,485228,730220,383321,346899,-316544
