Date,GCBC_stock_Open_average,GCBC_stock_Open_max,GCBC_stock_Open_min,GCBC_stock_Open_volatility,GCBC_stock_Open_change,GCBC_stock_High_average,GCBC_stock_High_max,GCBC_stock_High_min,GCBC_stock_High_volatility,GCBC_stock_High_change,GCBC_stock_Low_average,GCBC_stock_Low_max,GCBC_stock_Low_min,GCBC_stock_Low_volatility,GCBC_stock_Low_change,GCBC_stock_Close_average,GCBC_stock_Close_max,GCBC_stock_Close_min,GCBC_stock_Close_volatility,GCBC_stock_Close_change,GCBC_stock_Volume_average,GCBC_stock_Volume_max,GCBC_stock_Volume_min,GCBC_stock_Volume_volatility,GCBC_stock_Volume_change
2016-01-03,15.7475,15.99,15.5,0.4900000000000002,-0.4900000000000002,15.754999999999999,15.99,15.5,0.4900000000000002,-0.4900000000000002,15.6725,15.99,15.25,0.7400000000000002,-0.7400000000000002,15.6725,15.99,15.25,0.7400000000000002,-0.7400000000000002,2461,4070,740,3330,-2964
2016-01-10,15.824,16.0,15.25,0.75,0.6799999999999997,15.832,16.0,15.25,0.75,0.7200000000000006,15.824,16.0,15.25,0.75,0.6799999999999997,15.832,16.0,15.25,0.75,0.7200000000000006,392,714,200,514,-230
2016-01-17,27.1175,32.0,15.37,16.630000000000003,-15.180000000000001,27.15,32.0,15.5,16.5,-15.05,27.095,32.0,15.28,16.72,-15.270000000000001,27.095,32.0,15.28,16.72,-15.270000000000001,2008,8020,0,8020,8015
2016-01-24,15.45,15.5,15.28,0.22000000000000064,0.02999999999999936,15.6,15.76,15.5,0.2599999999999998,0.20000000000000107,15.45,15.5,15.28,0.22000000000000064,0.02999999999999936,15.59,15.71,15.5,0.21000000000000085,0.20000000000000107,3654,7792,600,7192,2576
2016-01-31,15.46,15.75,15.23,0.5199999999999996,-0.25,15.562,15.75,15.5,0.25,-0.25,15.41,15.5,15.23,0.2699999999999996,0.0,15.512,15.53,15.5,0.02999999999999936,0.0,1368,3342,268,3074,-3074
2016-02-07,19.3,32.0,15.5,16.5,1.9900000000000002,19.418,32.0,15.53,16.47,1.9700000000000006,18.976,32.0,15.38,16.619999999999997,1.1199999999999992,19.418,32.0,15.53,16.47,1.9700000000000006,2225,4748,17,4731,144
2016-02-14,22.25,36.5,17.5,19.0,0.0,25.105,47.02,17.5,29.520000000000003,-0.8999999999999986,22.1575,36.5,17.13,19.37,0.0,22.1825,36.5,17.13,19.37,-0.10000000000000142,2022,3582,187,3395,-1536
2016-02-21,19.206,20.71,17.52,3.1900000000000013,0.9800000000000004,19.956,21.25,18.5,2.75,-2.75,18.242,19.48,17.48,2.0,0.7100000000000009,19.418,21.25,18.23,3.0199999999999996,-3.0199999999999996,2935,6376,1028,5348,5348
2016-02-28,18.086000000000002,18.5,17.25,1.25,-1.25,18.176000000000002,18.5,17.7,0.8000000000000007,-0.8000000000000007,17.28,17.75,16.52,1.2300000000000004,-0.9800000000000004,17.726,17.94,17.47,0.4700000000000024,-0.3200000000000003,7540,11556,3022,8534,2608
2016-03-06,17.506,17.59,17.48,0.10999999999999943,0.0,17.518,17.59,17.5,0.08999999999999986,0.0,17.318,17.5,16.63,0.870000000000001,0.0,17.5,17.5,17.5,0.0,0.0,1642,2840,1162,1678,-120
2016-03-13,18.598,20.0,17.4,2.6000000000000014,0.6000000000000014,18.924,20.62,17.5,3.120000000000001,0.5,16.97,17.5,16.33,1.1700000000000017,-0.8499999999999979,17.55,18.1,16.55,1.5500000000000007,-0.8999999999999986,14269,25893,5644,20249,9415
2016-03-20,17.78,18.0,17.5,0.5,0.2799999999999976,18.0,18.0,18.0,0.0,0.0,17.09,17.5,16.68,0.8200000000000003,0.75,17.697499999999998,18.0,17.49,0.5100000000000016,0.5100000000000016,5284,10051,2245,7806,-6625
2016-03-27,17.904,18.03,17.62,0.41000000000000014,0.030000000000001137,18.006,18.03,18.0,0.030000000000001137,0.030000000000001137,17.548000000000002,17.7,17.26,0.4399999999999977,0.4399999999999977,17.764,18.0,17.57,0.4299999999999997,-0.05000000000000071,4379,7752,1407,6345,1952
2016-04-03,18.164,19.59,17.5,2.09,0.1999999999999993,18.69,19.74,18.0,1.7399999999999984,1.7399999999999984,17.726,17.98,17.5,0.4800000000000004,0.1999999999999993,17.948,18.0,17.78,0.21999999999999886,0.1999999999999993,8001,24110,2751,21359,3832
2016-04-10,18.076,18.46,17.9,0.5600000000000023,0.15000000000000213,18.258,18.79,17.99,0.8000000000000007,0.060000000000002274,17.774,17.95,17.63,0.3200000000000003,-0.120000000000001,17.919999999999998,18.0,17.63,0.370000000000001,-0.3500000000000014,6017,9723,2201,7522,7522
2016-04-17,17.984,18.05,17.92,0.129999999999999,0.03999999999999915,18.0,18.05,17.96,0.08999999999999986,-0.03999999999999915,17.804000000000002,18.0,17.65,0.3500000000000014,0.11000000000000298,17.896,18.0,17.65,0.3500000000000014,0.26000000000000156,4084,6883,2148,4735,2731
2016-04-24,18.128,19.0,17.68,1.3200000000000003,0.03999999999999915,18.304,19.0,18.0,1.0,0.0,17.778,18.0,17.67,0.3299999999999983,0.09999999999999787,18.073999999999998,18.52,17.9,0.620000000000001,-0.10000000000000142,3500,10565,1346,9219,-1260
2016-05-01,18.176,19.0,17.75,1.25,0.25,18.94,21.3,17.9,3.400000000000002,0.5,17.666,17.75,17.43,0.3200000000000003,-0.28000000000000114,18.296,19.5,17.71,1.7899999999999991,0.259999999999998,16096,31459,2439,29020,13982
2016-05-08,17.92,18.09,17.53,0.5599999999999987,0.46999999999999886,18.298,19.4,18.0,1.3999999999999986,-1.3999999999999986,17.788,17.94,17.53,0.41000000000000014,0.3099999999999987,17.852,17.94,17.75,0.19000000000000128,0.10999999999999943,3478,6973,1930,5043,-4721
2016-05-15,17.782,17.9,17.67,0.22999999999999687,-0.1599999999999966,18.194,18.99,17.99,1.0,-0.9899999999999984,17.652,17.8,17.31,0.490000000000002,-0.490000000000002,17.83,17.95,17.77,0.17999999999999972,-0.120000000000001,4089,5929,2971,2958,1546
2016-05-22,17.8,17.96,17.62,0.33999999999999986,0.28000000000000114,17.986,18.0,17.96,0.03999999999999915,-0.03999999999999915,17.656,17.92,17.45,0.4700000000000024,0.33000000000000185,17.928,18.0,17.84,0.16000000000000014,-0.0799999999999983,3754,7875,499,7376,-4622
2016-05-29,17.42,17.96,16.81,1.1500000000000021,-1.1500000000000021,17.635,18.05,17.26,0.7899999999999991,-0.5100000000000016,16.9775,17.6,16.53,1.0700000000000003,-0.9800000000000004,17.1525,17.61,16.81,0.8000000000000007,-0.6400000000000006,7514,15382,1320,14062,-14062
