Date,Guggenheim MSCI EM Equal Country Weight_etf_Open_average,Guggenheim MSCI EM Equal Country Weight_etf_Open_max,Guggenheim MSCI EM Equal Country Weight_etf_Open_min,Guggenheim MSCI EM Equal Country Weight_etf_Open_volatility,Guggenheim MSCI EM Equal Country Weight_etf_Open_change,Guggenheim MSCI EM Equal Country Weight_etf_High_average,Guggenheim MSCI EM Equal Country Weight_etf_High_max,Guggenheim MSCI EM Equal Country Weight_etf_High_min,Guggenheim MSCI EM Equal Country Weight_etf_High_volatility,Guggenheim MSCI EM Equal Country Weight_etf_High_change,Guggenheim MSCI EM Equal Country Weight_etf_Low_average,Guggenheim MSCI EM Equal Country Weight_etf_Low_max,Guggenheim MSCI EM Equal Country Weight_etf_Low_min,Guggenheim MSCI EM Equal Country Weight_etf_Low_volatility,Guggenheim MSCI EM Equal Country Weight_etf_Low_change,Guggenheim MSCI EM Equal Country Weight_etf_Close_average,Guggenheim MSCI EM Equal Country Weight_etf_Close_max,Guggenheim MSCI EM Equal Country Weight_etf_Close_min,Guggenheim MSCI EM Equal Country Weight_etf_Close_volatility,Guggenheim MSCI EM Equal Country Weight_etf_Close_change
2016-01-03,24.05,24.05,24.05,0.0,0.0,24.05,24.05,24.05,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.67,23.67,23.67,0.0,0.0
2016-01-10,23.18,23.18,23.18,0.0,0.0,23.35,23.35,23.35,0.0,0.0,22.78,22.78,22.78,0.0,0.0,23.08,23.08,23.08,0.0,0.0
2016-01-17,23.13,23.13,23.13,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2016-01-24,24.37,24.37,24.37,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2016-01-31,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2016-02-07,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2016-02-14,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2016-02-21,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.88,24.88,24.88,0.0,0.0
2016-02-28,26.44,26.44,26.44,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2016-03-06,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2016-03-13,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2016-03-20,26.83,26.83,26.83,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2016-03-27,27.81,27.81,27.81,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2016-04-03,27.07,27.07,27.07,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2016-04-10,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2016-04-17,28.26,28.26,28.26,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2016-04-24,28.06,28.06,28.06,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2016-05-01,27.3,27.3,27.3,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2016-05-08,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2016-05-15,26.83,26.83,26.83,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2016-05-22,27.15,27.15,27.15,0.0,0.0,27.2,27.2,27.2,0.0,0.0,26.99,26.99,26.99,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2016-05-29,27.52,27.52,27.52,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2016-06-05,27.75,27.75,27.75,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2016-06-12,26.71,26.71,26.71,0.0,0.0,27.14,27.14,27.14,0.0,0.0,26.71,26.71,26.71,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2016-06-19,26.85,26.85,26.85,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2016-06-26,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2016-07-03,27.54,27.54,27.54,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2016-07-10,28.65,28.65,28.65,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2016-07-17,28.43,28.43,28.43,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.56,28.56,28.56,0.0,0.0
2016-07-24,28.91,28.91,28.91,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2016-07-31,28.95,28.95,28.95,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.95,28.95,28.95,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2016-08-07,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2016-08-14,29.72,29.72,29.72,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2016-08-21,29.74,29.74,29.74,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.33,29.33,29.33,0.0,0.0
2016-08-28,29.57,29.57,29.57,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.6,29.6,29.6,0.0,0.0
2016-09-04,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2016-09-11,28.11,28.11,28.11,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2016-09-18,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2016-09-25,28.88,28.88,28.88,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2016-10-02,28.97,28.97,28.97,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2016-10-09,28.54,28.54,28.54,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2016-10-16,29.03,29.03,29.03,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2016-10-23,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.79,28.79,28.79,0.0,0.0
