Date,RBS_stock_Open_average,RBS_stock_Open_max,RBS_stock_Open_min,RBS_stock_Open_volatility,RBS_stock_Open_change,RBS_stock_High_average,RBS_stock_High_max,RBS_stock_High_min,RBS_stock_High_volatility,RBS_stock_High_change,RBS_stock_Low_average,RBS_stock_Low_max,RBS_stock_Low_min,RBS_stock_Low_volatility,RBS_stock_Low_change,RBS_stock_Close_average,RBS_stock_Close_max,RBS_stock_Close_min,RBS_stock_Close_volatility,RBS_stock_Close_change,RBS_stock_Volume_average,RBS_stock_Volume_max,RBS_stock_Volume_min,RBS_stock_Volume_volatility,RBS_stock_Volume_change
2016-01-03,8.534,8.78,8.3,0.47999999999999865,-0.21999999999999886,8.592,8.8,8.4,0.40000000000000036,-0.2900000000000009,8.432,8.66,8.16,0.5,-0.40000000000000036,8.486,8.73,8.16,0.5700000000000003,-0.5500000000000007,613772,775267,513958,261309,113163
2016-01-10,8.048,8.25,7.61,0.6399999999999997,-0.5699999999999994,8.1,8.27,7.67,0.5999999999999996,-0.5500000000000007,7.894,8.1,7.45,0.6499999999999995,-0.6499999999999995,7.9799999999999995,8.2,7.53,0.669999999999999,-0.6599999999999993,698695,853815,605836,247979,62670
2016-01-17,7.45,7.59,7.28,0.3099999999999996,0.03000000000000025,7.5175,7.64,7.33,0.3099999999999996,0.0699999999999994,7.3149999999999995,7.5,7.1,0.40000000000000036,0.08000000000000007,7.445,7.55,7.28,0.2699999999999996,0.05999999999999961,1199566,1424348,898616,525732,525732
2016-01-24,7.258,7.33,7.2,0.1299999999999999,-0.040000000000000036,7.394,7.57,7.29,0.28000000000000025,0.04999999999999982,7.18,7.33,7.13,0.20000000000000018,0.0,7.32,7.56,7.2,0.35999999999999943,0.1299999999999999,1737781,2793504,824105,1969399,523539
2016-01-31,6.976,7.08,6.88,0.20000000000000018,0.0,7.0840000000000005,7.28,6.95,0.33000000000000007,-0.16000000000000014,6.89,7.04,6.7,0.33999999999999986,-0.04999999999999982,7.03,7.25,6.88,0.3700000000000001,-0.25,1205455,1692979,800928,892051,-265725
2016-02-07,6.646,6.8,6.43,0.3700000000000001,-0.019999999999999574,6.764,6.96,6.59,0.3700000000000001,0.16000000000000014,6.57,6.75,6.4,0.34999999999999964,0.16000000000000014,6.666,6.96,6.47,0.4900000000000002,0.2999999999999998,1476265,1840246,1115200,725046,-9621
2016-02-14,7.195,7.37,6.95,0.41999999999999993,-0.25,7.25,7.37,7.04,0.33000000000000007,-0.17999999999999972,7.1,7.26,6.91,0.34999999999999964,-0.16000000000000014,7.172499999999999,7.33,7.04,0.29000000000000004,-0.09999999999999964,932993,1183644,776205,407439,-380251
2016-02-21,6.664,6.89,6.31,0.5800000000000001,-0.5800000000000001,6.716,6.95,6.34,0.6100000000000003,-0.6100000000000003,6.584,6.88,6.24,0.6399999999999997,-0.6399999999999997,6.668,6.94,6.3,0.6400000000000006,-0.6400000000000006,1750053,2222417,1514598,707819,528665
2016-02-28,6.358,6.56,6.15,0.40999999999999925,0.2599999999999998,6.446,6.63,6.26,0.3700000000000001,0.3200000000000003,6.316,6.54,6.14,0.40000000000000036,0.34999999999999964,6.414,6.6,6.2,0.39999999999999947,0.3799999999999999,1680738,2300870,1304049,996821,-19699
2016-03-06,6.572,6.66,6.48,0.17999999999999972,0.08999999999999986,6.638,6.7,6.55,0.15000000000000036,0.04999999999999982,6.508,6.59,6.33,0.2599999999999998,0.07000000000000028,6.576,6.7,6.4,0.2999999999999998,0.07000000000000028,1562046,2198914,841067,1357847,758543
2016-03-13,6.694,6.89,6.59,0.2999999999999998,0.2699999999999996,6.756,6.94,6.68,0.2600000000000007,0.2600000000000007,6.652,6.81,6.58,0.22999999999999954,0.22999999999999954,6.716,6.85,6.65,0.1999999999999993,0.1999999999999993,1293728,1665794,710832,954962,-425985
2016-03-20,6.58,6.8,6.34,0.45999999999999996,-0.45999999999999996,6.6175,6.83,6.38,0.4500000000000002,-0.4500000000000002,6.5075,6.73,6.31,0.4200000000000008,-0.4200000000000008,6.5575,6.8,6.37,0.4299999999999997,-0.4299999999999997,949117,1107220,839850,267370,-175142
2016-03-27,6.364,6.47,6.22,0.25,-0.1900000000000004,6.41,6.51,6.25,0.2599999999999998,-0.17999999999999972,6.316,6.42,6.17,0.25,-0.17999999999999972,6.374,6.43,6.25,0.17999999999999972,-0.15000000000000036,652808,882211,410310,471901,471901
2016-04-03,5.982,6.22,5.81,0.41000000000000014,-0.25,6.012,6.22,5.86,0.35999999999999943,-0.20999999999999996,5.934,6.16,5.79,0.3700000000000001,-0.21999999999999975,5.968,6.17,5.8,0.3700000000000001,-0.20000000000000018,902960,1074296,832854,241442,-51320
2016-04-10,6.402,6.65,6.11,0.54,0.54,6.468,6.7,6.17,0.5300000000000002,0.5300000000000002,6.358,6.63,6.08,0.5499999999999998,0.5300000000000002,6.44,6.67,6.11,0.5599999999999996,0.5599999999999996,1143505,1407157,856869,550288,41417
2016-04-17,7.082,7.34,6.69,0.6499999999999995,0.5499999999999998,7.166,7.34,6.83,0.5099999999999998,0.4900000000000002,7.058,7.26,6.68,0.5800000000000001,0.5600000000000005,7.128,7.3,6.78,0.5199999999999996,0.5199999999999996,1382020,2444615,660502,1784113,-330052
2016-04-24,7.168,7.41,6.87,0.54,-0.3700000000000001,7.252,7.43,6.93,0.5,-0.33000000000000007,7.112,7.35,6.73,0.6199999999999992,-0.46999999999999975,7.176,7.4,6.77,0.6300000000000008,-0.46000000000000085,956885,1372146,713699,658447,616738
2016-05-01,6.43,6.83,6.12,0.71,-0.71,6.514,6.86,6.29,0.5700000000000003,-0.5700000000000003,6.364,6.75,6.12,0.6299999999999999,-0.6299999999999999,6.444,6.85,6.22,0.6299999999999999,-0.6199999999999992,1051748,1492337,571623,920714,211660
2016-05-08,6.202,6.24,6.1,0.14000000000000057,-0.13000000000000078,6.2459999999999996,6.3,6.15,0.14999999999999947,-0.09999999999999964,6.134,6.21,6.03,0.17999999999999972,-0.1299999999999999,6.166,6.28,6.06,0.22000000000000064,-0.11000000000000032,739044,929973,506156,423817,260775
