Date,PRA_stock_Open_average,PRA_stock_Open_max,PRA_stock_Open_min,PRA_stock_Open_volatility,PRA_stock_Open_change,PRA_stock_High_average,PRA_stock_High_max,PRA_stock_High_min,PRA_stock_High_volatility,PRA_stock_High_change,PRA_stock_Low_average,PRA_stock_Low_max,PRA_stock_Low_min,PRA_stock_Low_volatility,PRA_stock_Low_change,PRA_stock_Close_average,PRA_stock_Close_max,PRA_stock_Close_min,PRA_stock_Close_volatility,PRA_stock_Close_change,PRA_stock_Volume_average,PRA_stock_Volume_max,PRA_stock_Volume_min,PRA_stock_Volume_volatility,PRA_stock_Volume_change
2016-01-03,48.08,48.3,47.9,0.3999999999999986,0.19999999999999574,48.532,48.77,48.18,0.5900000000000034,0.14999999999999858,47.776,48.03,47.53,0.5,-0.10000000000000142,48.124,48.6,47.58,1.0200000000000031,-0.25,252726,353266,198551,154715,-99340
2016-01-10,47.694,48.36,46.9,1.4600000000000009,-0.8500000000000014,48.153999999999996,48.55,47.71,0.8399999999999963,-0.4099999999999966,47.25,47.75,46.79,0.9600000000000009,-0.8400000000000034,47.717999999999996,48.24,47.11,1.1300000000000026,-0.3399999999999963,223954,272947,180146,92801,80870
2016-01-17,47.4825,48.35,46.8,1.5500000000000043,0.5700000000000003,47.91,48.62,46.93,1.6899999999999977,0.5899999999999963,46.8575,47.98,45.78,2.1999999999999957,1.0899999999999963,47.46,48.59,46.22,2.3700000000000045,1.3800000000000026,286389,399013,222859,176154,-47772
2016-01-24,48.688,49.11,48.39,0.7199999999999989,0.6099999999999994,49.282,50.16,48.59,1.5699999999999932,1.5699999999999932,48.552,49.11,48.11,1.0,1.0,48.882,50.12,48.26,1.8599999999999994,1.8599999999999994,204347,283735,164527,119208,103616
2016-01-31,49.498,50.1,48.85,1.25,-1.25,49.751999999999995,50.26,49.44,0.8200000000000003,-0.8200000000000003,48.888,49.64,48.55,1.0900000000000034,-1.0900000000000034,49.256,49.96,48.79,1.1700000000000017,-1.1700000000000017,191646,241280,133648,107632,107632
2016-02-07,48.2,48.39,47.79,0.6000000000000014,-0.00999999999999801,48.79,49.8,48.35,1.4499999999999957,1.269999999999996,47.894,48.31,47.45,0.8599999999999994,0.6700000000000017,48.542,49.79,48.01,1.7800000000000011,1.5600000000000023,273345,339695,215912,123783,-83997
2016-02-14,49.8525,50.1,49.69,0.4100000000000037,-0.2700000000000031,50.2775,50.69,49.99,0.6999999999999957,0.269999999999996,49.4675,49.6,49.29,0.3100000000000023,0.1700000000000017,49.935,50.6,49.54,1.0600000000000023,1.0600000000000023,143355,166991,116371,50620,50620
2016-02-21,50.038,50.79,49.1,1.6899999999999977,-0.5300000000000011,50.458,51.02,49.99,1.0300000000000011,-0.7199999999999989,49.717999999999996,50.54,49.05,1.490000000000002,-1.0300000000000011,50.078,50.75,49.1,1.6499999999999986,-0.8599999999999994,202869,275462,140516,134946,69809
2016-02-28,50.022,50.66,49.59,1.0699999999999932,-0.01999999999999602,50.37,50.84,49.81,1.0300000000000011,-0.3499999999999943,49.504,49.99,49.16,0.8300000000000054,0.20000000000000284,49.942,50.66,49.31,1.3499999999999943,0.3299999999999983,221196,295729,111638,184091,107273
2016-03-06,49.583999999999996,50.51,49.16,1.3500000000000014,1.0899999999999963,50.019999999999996,51.0,49.6,1.3999999999999986,1.3100000000000023,49.342,50.25,48.88,1.3699999999999974,1.0300000000000011,49.752,50.88,49.12,1.7600000000000051,1.470000000000006,158305,209625,121753,87872,-70165
2016-03-13,50.79,51.14,50.12,1.0200000000000031,0.28999999999999915,51.068,51.24,50.81,0.4299999999999997,0.3999999999999986,50.41,50.9,49.5,1.3999999999999986,0.5700000000000003,50.796,51.05,50.35,0.6999999999999957,0.4200000000000017,165898,229324,122887,106437,98188
2016-03-20,50.6675,50.75,50.54,0.21000000000000085,-0.21000000000000085,50.987500000000004,51.2,50.57,0.6300000000000026,-0.6300000000000026,50.35,50.75,49.88,0.8699999999999974,-0.8699999999999974,50.6325,50.89,50.2,0.6899999999999977,-0.6899999999999977,133152,151947,125805,26142,26005
2016-03-27,50.532,50.94,49.96,0.9799999999999969,0.4799999999999969,50.9,51.02,50.5,0.5200000000000031,0.5200000000000031,50.366,50.57,49.96,0.6099999999999994,0.4799999999999969,50.724000000000004,51.01,50.45,0.5599999999999952,0.5599999999999952,125597,154460,104392,50068,18474
2016-04-03,49.842,51.01,49.08,1.9299999999999997,-1.6199999999999974,49.986,51.01,49.42,1.5899999999999963,-1.5300000000000011,49.296,50.16,48.78,1.3799999999999955,-1.3799999999999955,49.482,50.37,48.92,1.4499999999999957,-1.4499999999999957,106893,138027,72145,65882,-48179
2016-04-10,48.894,49.13,48.6,0.5300000000000011,-0.1700000000000017,49.206,49.5,48.88,0.6199999999999974,0.36999999999999744,48.446,48.7,48.23,0.47000000000000597,-0.09000000000000341,48.884,49.15,48.51,0.6400000000000006,0.38000000000000256,122242,196817,86934,109883,26087
2016-04-17,48.658,48.89,47.91,0.980000000000004,-0.980000000000004,48.894,49.16,48.32,0.8399999999999963,-0.7899999999999991,48.292,48.68,47.74,0.9399999999999977,-0.9399999999999977,48.532,48.92,48.0,0.9200000000000017,-0.8700000000000045,116334,207019,63182,143837,141716
2016-04-24,48.142,48.49,47.86,0.6300000000000026,0.10999999999999943,48.504,48.81,48.0,0.8100000000000023,-0.3999999999999986,47.766,48.05,47.19,0.8599999999999994,-0.35999999999999943,48.248,48.47,47.73,0.740000000000002,-0.6700000000000017,142733,192841,89872,102969,26819
2016-05-01,47.874,48.11,47.58,0.5300000000000011,-0.020000000000003126,48.42,48.53,48.3,0.23000000000000398,0.09000000000000341,47.716,47.9,47.46,0.4399999999999977,0.14000000000000057,48.186,48.48,47.97,0.509999999999998,0.509999999999998,174773,223014,105317,117697,79936
2016-05-08,48.74,49.21,48.17,1.0399999999999991,0.7399999999999949,49.318,49.57,49.04,0.5300000000000011,-0.28999999999999915,48.536,48.79,48.17,0.6199999999999974,0.37999999999999545,48.902,49.16,48.61,0.5499999999999972,-0.14000000000000057,147930,201301,99316,101985,-59174
2016-05-15,48.77,49.6,47.94,1.6600000000000037,0.740000000000002,49.39,50.47,48.76,1.7100000000000009,1.6099999999999994,48.4,49.45,47.64,1.8100000000000023,0.9299999999999997,49.112,50.45,47.94,2.510000000000005,1.9100000000000037,288664,638908,108885,530023,119918
2016-05-22,50.944,51.56,50.34,1.2199999999999989,1.2199999999999989,51.296,51.89,50.43,1.4600000000000009,1.4600000000000009,50.766,51.51,49.99,1.519999999999996,1.519999999999996,51.17,51.88,50.02,1.8599999999999994,1.8599999999999994,188595,230652,140275,90377,-73452
2016-05-29,52.235,52.58,51.94,0.6400000000000006,0.6400000000000006,52.69,52.87,52.54,0.3299999999999983,0.19000000000000483,52.1175,52.27,51.94,0.3300000000000054,0.2600000000000051,52.475,52.59,52.4,0.19000000000000483,-0.09000000000000341,222365,316936,167891,149045,-115754
2016-06-05,52.098,52.42,51.71,0.7100000000000009,-0.4299999999999997,52.48,52.77,52.32,0.45000000000000284,-0.4000000000000057,51.844,52.11,51.64,0.46999999999999886,-0.36999999999999744,52.164,52.44,51.87,0.5700000000000003,-0.1700000000000017,120151,160713,100004,60709,-36136
2016-06-12,51.536,52.24,51.07,1.1700000000000017,-0.6600000000000037,51.800000000000004,52.24,51.57,0.6700000000000017,-0.35999999999999943,51.116,51.25,50.98,0.2700000000000031,-0.20000000000000284,51.43,51.57,51.35,0.21999999999999886,0.00999999999999801,144671,212434,101593,110841,57848
2016-06-19,51.392,51.75,50.77,0.9799999999999969,-0.9299999999999997,51.828,52.09,51.64,0.45000000000000284,-0.45000000000000284,51.138,51.45,50.69,0.7600000000000051,-0.7600000000000051,51.507999999999996,51.98,51.19,0.7899999999999991,-0.30000000000000426,166969,326281,82704,243577,111816
2016-06-26,51.98,53.3,50.91,2.3900000000000006,2.3900000000000006,52.476,53.57,51.17,2.3999999999999986,2.3299999999999983,51.662,52.68,50.52,2.1599999999999966,2.1599999999999966,52.187999999999995,53.55,50.69,2.8599999999999994,1.990000000000002,212894,319444,132054,187390,-44547
2016-07-03,51.8225,52.42,51.41,1.0100000000000051,-0.5399999999999991,52.0625,52.42,51.9,0.5200000000000031,-0.46000000000000085,51.3625,51.61,51.14,0.46999999999999886,0.240000000000002,51.5625,51.67,51.48,0.19000000000000483,0.19000000000000483,252426,501787,104875,396912,-396912
2016-07-10,52.196,52.44,51.77,0.6699999999999946,0.4399999999999977,52.29,52.44,52.1,0.3399999999999963,0.10999999999999943,51.786,52.02,51.39,0.6300000000000026,0.3299999999999983,51.952,52.05,51.75,0.29999999999999716,-0.22999999999999687,139430,167717,108295,59422,-10338
2016-07-17,51.558,52.0,50.97,1.0300000000000011,0.35999999999999943,51.896,52.37,51.55,0.8200000000000003,0.5899999999999963,51.4,51.94,50.84,1.0999999999999943,0.6599999999999966,51.686,52.23,51.29,0.9399999999999977,0.9399999999999977,172721,224938,113774,111164,-91437
