Date,iShares 20+ Year Treasury Bond_etf_Open_average,iShares 20+ Year Treasury Bond_etf_Open_max,iShares 20+ Year Treasury Bond_etf_Open_min,iShares 20+ Year Treasury Bond_etf_Open_volatility,iShares 20+ Year Treasury Bond_etf_Open_change,iShares 20+ Year Treasury Bond_etf_High_average,iShares 20+ Year Treasury Bond_etf_High_max,iShares 20+ Year Treasury Bond_etf_High_min,iShares 20+ Year Treasury Bond_etf_High_volatility,iShares 20+ Year Treasury Bond_etf_High_change,iShares 20+ Year Treasury Bond_etf_Low_average,iShares 20+ Year Treasury Bond_etf_Low_max,iShares 20+ Year Treasury Bond_etf_Low_min,iShares 20+ Year Treasury Bond_etf_Low_volatility,iShares 20+ Year Treasury Bond_etf_Low_change,iShares 20+ Year Treasury Bond_etf_Close_average,iShares 20+ Year Treasury Bond_etf_Close_max,iShares 20+ Year Treasury Bond_etf_Close_min,iShares 20+ Year Treasury Bond_etf_Close_volatility,iShares 20+ Year Treasury Bond_etf_Close_change
2016-09-11,134.58,134.58,134.58,0.0,0.0,134.81,134.81,134.81,0.0,0.0,134.22,134.22,134.22,0.0,0.0,134.75,134.75,134.75,0.0,0.0
2016-09-18,137.03,137.03,137.03,0.0,0.0,137.34,137.34,137.34,0.0,0.0,136.71,136.71,136.71,0.0,0.0,136.82,136.82,136.82,0.0,0.0
2016-09-25,138.55,138.55,138.55,0.0,0.0,138.64,138.64,138.64,0.0,0.0,136.87,136.87,136.87,0.0,0.0,137.51,137.51,137.51,0.0,0.0
2016-10-02,133.93,133.93,133.93,0.0,0.0,134.29,134.29,134.29,0.0,0.0,133.09,133.09,133.09,0.0,0.0,133.92,133.92,133.92,0.0,0.0
2016-10-09,132.27,132.27,132.27,0.0,0.0,132.95,132.95,132.95,0.0,0.0,131.53,131.53,131.53,0.0,0.0,131.59,131.59,131.59,0.0,0.0
2016-10-16,133.52,133.52,133.52,0.0,0.0,133.72,133.72,133.72,0.0,0.0,132.87,132.87,132.87,0.0,0.0,133.31,133.31,133.31,0.0,0.0
2016-10-23,130.39,130.39,130.39,0.0,0.0,130.93,130.93,130.93,0.0,0.0,130.33,130.33,130.33,0.0,0.0,130.45,130.45,130.45,0.0,0.0
2016-10-30,131.27,131.27,131.27,0.0,0.0,131.79,131.79,131.79,0.0,0.0,131.13,131.13,131.13,0.0,0.0,131.74,131.74,131.74,0.0,0.0
2016-11-06,122.96,122.96,122.96,0.0,0.0,123.05,123.05,123.05,0.0,0.0,121.65,121.65,121.65,0.0,0.0,122.04,122.04,122.04,0.0,0.0
2016-11-13,121.63,121.63,121.63,0.0,0.0,121.97,121.97,121.97,0.0,0.0,120.34,120.34,120.34,0.0,0.0,120.85,120.85,120.85,0.0,0.0
2016-11-20,121.19,121.19,121.19,0.0,0.0,121.29,121.29,121.29,0.0,0.0,120.4,120.4,120.4,0.0,0.0,120.82,120.82,120.82,0.0,0.0
2016-11-27,119.17,119.17,119.17,0.0,0.0,120.21,120.21,120.21,0.0,0.0,119.14,119.14,119.14,0.0,0.0,119.6,119.6,119.6,0.0,0.0
2016-12-04,118.64,118.64,118.64,0.0,0.0,118.86,118.86,118.86,0.0,0.0,117.28,117.28,117.28,0.0,0.0,117.5,117.5,117.5,0.0,0.0
2016-12-11,117.61,117.61,117.61,0.0,0.0,117.92,117.92,117.92,0.0,0.0,116.8,116.8,116.8,0.0,0.0,117.14,117.14,117.14,0.0,0.0
2016-12-18,118.24,118.24,118.24,0.0,0.0,118.39,118.39,118.39,0.0,0.0,117.95,117.95,117.95,0.0,0.0,118.05,118.05,118.05,0.0,0.0
2016-12-25,118.78,118.78,118.78,0.0,0.0,119.65,119.65,119.65,0.0,0.0,118.72,118.72,118.72,0.0,0.0,119.13,119.13,119.13,0.0,0.0
2017-01-01,121.13,121.13,121.13,0.0,0.0,121.54,121.54,121.54,0.0,0.0,120.75,120.75,120.75,0.0,0.0,120.86,120.86,120.86,0.0,0.0
2017-01-08,121.33,121.33,121.33,0.0,0.0,121.75,121.75,121.75,0.0,0.0,120.62,120.62,120.62,0.0,0.0,121.31,121.31,121.31,0.0,0.0
2017-01-15,119.84,119.84,119.84,0.0,0.0,120.31,120.31,120.31,0.0,0.0,119.29,119.29,119.29,0.0,0.0,119.94,119.94,119.94,0.0,0.0
2017-01-22,119.4,119.4,119.4,0.0,0.0,119.83,119.83,119.83,0.0,0.0,119.25,119.25,119.25,0.0,0.0,119.63,119.63,119.63,0.0,0.0
2017-01-29,119.44,119.44,119.44,0.0,0.0,119.87,119.87,119.87,0.0,0.0,118.47,118.47,118.47,0.0,0.0,119.0,119.0,119.0,0.0,0.0
2017-02-05,120.11,120.11,120.11,0.0,0.0,120.95,120.95,120.95,0.0,0.0,120.11,120.11,120.11,0.0,0.0,120.76,120.76,120.76,0.0,0.0
2017-02-12,120.61,120.61,120.61,0.0,0.0,120.7,120.7,120.7,0.0,0.0,120.13,120.13,120.13,0.0,0.0,120.32,120.32,120.32,0.0,0.0
2017-02-19,121.35,121.35,121.35,0.0,0.0,122.14,122.14,122.14,0.0,0.0,121.26,121.26,121.26,0.0,0.0,122.01,122.01,122.01,0.0,0.0
2017-02-26,119.23,119.23,119.23,0.0,0.0,119.35,119.35,119.35,0.0,0.0,118.55,118.55,118.55,0.0,0.0,119.35,119.35,119.35,0.0,0.0
2017-03-05,117.14,117.14,117.14,0.0,0.0,117.32,117.32,117.32,0.0,0.0,116.68,116.68,116.68,0.0,0.0,117.25,117.25,117.25,0.0,0.0
2017-03-12,118.11,118.11,118.11,0.0,0.0,118.75,118.75,118.75,0.0,0.0,118.03,118.03,118.03,0.0,0.0,118.64,118.64,118.64,0.0,0.0
2017-03-19,120.53,120.53,120.53,0.0,0.0,121.1,121.1,121.1,0.0,0.0,120.4,120.4,120.4,0.0,0.0,120.88,120.88,120.88,0.0,0.0
2017-03-26,120.28,120.28,120.28,0.0,0.0,120.81,120.81,120.81,0.0,0.0,120.21,120.21,120.21,0.0,0.0,120.71,120.71,120.71,0.0,0.0
2017-04-02,121.84,121.84,121.84,0.0,0.0,122.25,122.25,122.25,0.0,0.0,120.69,120.69,120.69,0.0,0.0,120.71,120.71,120.71,0.0,0.0
2017-04-09,123.45,123.45,123.45,0.0,0.0,123.74,123.74,123.74,0.0,0.0,122.91,122.91,122.91,0.0,0.0,123.47,123.47,123.47,0.0,0.0
2017-04-16,123.82,123.82,123.82,0.0,0.0,124.24,124.24,124.24,0.0,0.0,123.49,123.49,123.49,0.0,0.0,123.54,123.54,123.54,0.0,0.0
2017-04-23,121.6,121.6,121.6,0.0,0.0,122.44,122.44,122.44,0.0,0.0,121.55,121.55,121.55,0.0,0.0,122.35,122.35,122.35,0.0,0.0
2017-04-30,121.38,121.38,121.38,0.0,0.0,121.47,121.47,121.47,0.0,0.0,120.89,120.89,120.89,0.0,0.0,121.29,121.29,121.29,0.0,0.0
2017-05-07,121.01,121.01,121.01,0.0,0.0,121.49,121.49,121.49,0.0,0.0,120.98,120.98,120.98,0.0,0.0,121.39,121.39,121.39,0.0,0.0
2017-05-14,123.36,123.36,123.36,0.0,0.0,123.78,123.78,123.78,0.0,0.0,123.01,123.01,123.01,0.0,0.0,123.71,123.71,123.71,0.0,0.0
2017-05-21,123.55,123.55,123.55,0.0,0.0,123.74,123.74,123.74,0.0,0.0,123.25,123.25,123.25,0.0,0.0,123.48,123.48,123.48,0.0,0.0
2017-05-28,125.22,125.22,125.22,0.0,0.0,125.77,125.77,125.77,0.0,0.0,125.05,125.05,125.05,0.0,0.0,125.62,125.62,125.62,0.0,0.0
2017-06-04,124.08,124.08,124.08,0.0,0.0,124.64,124.64,124.64,0.0,0.0,123.98,123.98,123.98,0.0,0.0,124.4,124.4,124.4,0.0,0.0
2017-06-11,126.08,126.08,126.08,0.0,0.0,126.44,126.44,126.44,0.0,0.0,126.01,126.01,126.01,0.0,0.0,126.35,126.35,126.35,0.0,0.0
2017-06-18,127.47,127.47,127.47,0.0,0.0,127.9,127.9,127.9,0.0,0.0,127.4,127.4,127.4,0.0,0.0,127.78,127.78,127.78,0.0,0.0
2017-06-25,125.19,125.19,125.19,0.0,0.0,125.39,125.39,125.39,0.0,0.0,124.85,124.85,124.85,0.0,0.0,125.12,125.12,125.12,0.0,0.0
2017-07-02,122.84,122.84,122.84,0.0,0.0,123.03,123.03,123.03,0.0,0.0,122.58,122.58,122.58,0.0,0.0,122.72,122.72,122.72,0.0,0.0
2017-07-09,124.1,124.1,124.1,0.0,0.0,124.16,124.16,124.16,0.0,0.0,123.12,123.12,123.12,0.0,0.0,123.33,123.33,123.33,0.0,0.0
2017-07-16,125.73,125.73,125.73,0.0,0.0,126.03,126.03,126.03,0.0,0.0,125.57,125.57,125.57,0.0,0.0,125.69,125.69,125.69,0.0,0.0
2017-07-23,123.27,123.27,123.27,0.0,0.0,123.99,123.99,123.99,0.0,0.0,123.26,123.26,123.26,0.0,0.0,123.89,123.89,123.89,0.0,0.0
2017-07-30,125.15,125.15,125.15,0.0,0.0,125.18,125.18,125.18,0.0,0.0,124.44,124.44,124.44,0.0,0.0,124.93,124.93,124.93,0.0,0.0
2017-08-06,125.77,125.77,125.77,0.0,0.0,126.46,126.46,126.46,0.0,0.0,125.55,125.55,125.55,0.0,0.0,126.43,126.43,126.43,0.0,0.0
2017-08-13,126.98,126.98,126.98,0.0,0.0,127.15,127.15,127.15,0.0,0.0,126.26,126.26,126.26,0.0,0.0,126.62,126.62,126.62,0.0,0.0
2017-08-20,127.02,127.02,127.02,0.0,0.0,127.45,127.45,127.45,0.0,0.0,126.87,126.87,126.87,0.0,0.0,127.32,127.32,127.32,0.0,0.0
2017-08-27,127.31,127.31,127.31,0.0,0.0,127.34,127.34,127.34,0.0,0.0,126.43,126.43,126.43,0.0,0.0,126.75,126.75,126.75,0.0,0.0
2017-09-03,129.11,129.11,129.11,0.0,0.0,129.16,129.16,129.16,0.0,0.0,128.57,128.57,128.57,0.0,0.0,129.0,129.0,129.0,0.0,0.0
2017-09-10,127.0,127.0,127.0,0.0,0.0,127.01,127.01,127.01,0.0,0.0,126.54,126.54,126.54,0.0,0.0,126.86,126.86,126.86,0.0,0.0
2017-09-17,126.5,126.5,126.5,0.0,0.0,126.73,126.73,126.73,0.0,0.0,126.06,126.06,126.06,0.0,0.0,126.2,126.2,126.2,0.0,0.0
2017-09-24,124.76,124.76,124.76,0.0,0.0,125.03,125.03,125.03,0.0,0.0,124.27,124.27,124.27,0.0,0.0,124.76,124.76,124.76,0.0,0.0
2017-10-01,123.29,123.29,123.29,0.0,0.0,124.1,124.1,124.1,0.0,0.0,123.03,123.03,123.03,0.0,0.0,123.59,123.59,123.59,0.0,0.0
2017-10-08,125.58,125.58,125.58,0.0,0.0,125.94,125.94,125.94,0.0,0.0,125.17,125.17,125.17,0.0,0.0,125.85,125.85,125.85,0.0,0.0
2017-10-15,124.0,124.0,124.0,0.0,0.0,124.28,124.28,124.28,0.0,0.0,123.64,123.64,123.64,0.0,0.0,123.98,123.98,123.98,0.0,0.0
2017-10-22,122.94,122.94,122.94,0.0,0.0,123.33,123.33,123.33,0.0,0.0,122.75,122.75,122.75,0.0,0.0,123.24,123.24,123.24,0.0,0.0
2017-10-29,125.47,125.47,125.47,0.0,0.0,125.7,125.7,125.7,0.0,0.0,125.14,125.14,125.14,0.0,0.0,125.64,125.64,125.64,0.0,0.0
2017-11-05,124.71,124.71,124.71,0.0,0.0,124.84,124.84,124.84,0.0,0.0,123.96,123.96,123.96,0.0,0.0,124.1,124.1,124.1,0.0,0.0
2017-11-12,126.07,126.07,126.07,0.0,0.0,126.44,126.44,126.44,0.0,0.0,125.96,125.96,125.96,0.0,0.0,126.39,126.39,126.39,0.0,0.0
2017-11-19,126.93,126.93,126.93,0.0,0.0,127.03,127.03,127.03,0.0,0.0,126.69,126.69,126.69,0.0,0.0,126.8,126.8,126.8,0.0,0.0
2017-11-26,125.87,125.87,125.87,0.0,0.0,127.69,127.69,127.69,0.0,0.0,125.1,125.1,125.1,0.0,0.0,126.55,126.55,126.55,0.0,0.0
2017-12-03,126.59,126.59,126.59,0.0,0.0,126.74,126.74,126.74,0.0,0.0,126.23,126.23,126.23,0.0,0.0,126.69,126.69,126.69,0.0,0.0
2017-12-10,127.81,127.81,127.81,0.0,0.0,128.59,128.59,128.59,0.0,0.0,127.56,127.56,127.56,0.0,0.0,128.35,128.35,128.35,0.0,0.0
2017-12-17,124.7,124.7,124.7,0.0,0.0,124.84,124.84,124.84,0.0,0.0,124.53,124.53,124.53,0.0,0.0,124.77,124.77,124.77,0.0,0.0
2017-12-24,126.5,126.5,126.5,0.0,0.0,127.12,127.12,127.12,0.0,0.0,126.47,126.47,126.47,0.0,0.0,126.86,126.86,126.86,0.0,0.0
2017-12-31,125.87,125.87,125.87,0.0,0.0,126.18,126.18,126.18,0.0,0.0,125.36,125.36,125.36,0.0,0.0,125.71,125.71,125.71,0.0,0.0
