Date,Vanguard Consumer Staples_etf_Open_average,Vanguard Consumer Staples_etf_Open_max,Vanguard Consumer Staples_etf_Open_min,Vanguard Consumer Staples_etf_Open_volatility,Vanguard Consumer Staples_etf_Open_change,Vanguard Consumer Staples_etf_High_average,Vanguard Consumer Staples_etf_High_max,Vanguard Consumer Staples_etf_High_min,Vanguard Consumer Staples_etf_High_volatility,Vanguard Consumer Staples_etf_High_change,Vanguard Consumer Staples_etf_Low_average,Vanguard Consumer Staples_etf_Low_max,Vanguard Consumer Staples_etf_Low_min,Vanguard Consumer Staples_etf_Low_volatility,Vanguard Consumer Staples_etf_Low_change,Vanguard Consumer Staples_etf_Close_average,Vanguard Consumer Staples_etf_Close_max,Vanguard Consumer Staples_etf_Close_min,Vanguard Consumer Staples_etf_Close_volatility,Vanguard Consumer Staples_etf_Close_change
2016-01-03,126.69,126.69,126.69,0.0,0.0,126.69,126.69,126.69,0.0,0.0,124.74,124.74,124.74,0.0,0.0,124.99,124.99,124.99,0.0,0.0
2016-01-10,122.75,122.75,122.75,0.0,0.0,123.58,123.58,123.58,0.0,0.0,121.82,121.82,121.82,0.0,0.0,122.97,122.97,122.97,0.0,0.0
2016-01-17,124.64,124.64,124.64,0.0,0.0,125.5,125.5,125.5,0.0,0.0,123.71,123.71,123.71,0.0,0.0,125.19,125.19,125.19,0.0,0.0
2016-01-24,126.81,126.81,126.81,0.0,0.0,129.07,129.07,129.07,0.0,0.0,126.66,126.66,126.66,0.0,0.0,129.07,129.07,129.07,0.0,0.0
2016-01-31,126.7,126.7,126.7,0.0,0.0,126.93,126.93,126.93,0.0,0.0,125.61,125.61,125.61,0.0,0.0,126.24,126.24,126.24,0.0,0.0
2016-02-07,125.89,125.89,125.89,0.0,0.0,127.07,127.07,127.07,0.0,0.0,125.58,125.58,125.58,0.0,0.0,127.07,127.07,127.07,0.0,0.0
2016-02-14,128.63,128.63,128.63,0.0,0.0,129.38,129.38,129.38,0.0,0.0,127.93,127.93,127.93,0.0,0.0,129.22,129.22,129.22,0.0,0.0
2016-02-21,131.9,131.9,131.9,0.0,0.0,131.9,131.9,131.9,0.0,0.0,129.79,129.79,129.79,0.0,0.0,130.09,130.09,130.09,0.0,0.0
2016-02-28,131.95,131.95,131.95,0.0,0.0,132.91,132.91,132.91,0.0,0.0,131.55,131.55,131.55,0.0,0.0,132.59,132.59,132.59,0.0,0.0
2016-03-06,133.89,133.89,133.89,0.0,0.0,133.92,133.92,133.92,0.0,0.0,133.21,133.21,133.21,0.0,0.0,133.73,133.73,133.73,0.0,0.0
2016-03-13,135.68,135.68,135.68,0.0,0.0,135.68,135.68,135.68,0.0,0.0,134.84,134.84,134.84,0.0,0.0,135.0,135.0,135.0,0.0,0.0
2016-03-20,133.1,133.1,133.1,0.0,0.0,133.36,133.36,133.36,0.0,0.0,132.8,132.8,132.8,0.0,0.0,133.36,133.36,133.36,0.0,0.0
2016-03-27,134.82,134.82,134.82,0.0,0.0,137.06,137.06,137.06,0.0,0.0,134.73,134.73,134.73,0.0,0.0,136.96,136.96,136.96,0.0,0.0
2016-04-03,135.93,135.93,135.93,0.0,0.0,136.23,136.23,136.23,0.0,0.0,135.69,135.69,135.69,0.0,0.0,136.1,136.1,136.1,0.0,0.0
2016-04-10,134.72,134.72,134.72,0.0,0.0,135.37,135.37,135.37,0.0,0.0,134.37,134.37,134.37,0.0,0.0,135.36,135.36,135.36,0.0,0.0
2016-04-17,131.89,131.89,131.89,0.0,0.0,132.73,132.73,132.73,0.0,0.0,131.36,131.36,131.36,0.0,0.0,132.73,132.73,132.73,0.0,0.0
2016-04-24,133.91,133.91,133.91,0.0,0.0,134.07,134.07,134.07,0.0,0.0,133.06,133.06,133.06,0.0,0.0,133.87,133.87,133.87,0.0,0.0
2016-05-01,135.25,135.25,135.25,0.0,0.0,136.07,136.07,136.07,0.0,0.0,134.8,134.8,134.8,0.0,0.0,135.99,135.99,135.99,0.0,0.0
2016-05-08,137.64,137.64,137.64,0.0,0.0,137.64,137.64,137.64,0.0,0.0,135.77,135.77,135.77,0.0,0.0,136.12,136.12,136.12,0.0,0.0
2016-05-15,134.24,134.24,134.24,0.0,0.0,134.5,134.5,134.5,0.0,0.0,133.23,133.23,133.23,0.0,0.0,133.43,133.43,133.43,0.0,0.0
2016-05-22,135.56,135.56,135.56,0.0,0.0,135.8,135.8,135.8,0.0,0.0,135.2,135.2,135.2,0.0,0.0,135.54,135.54,135.54,0.0,0.0
2016-05-29,136.5,136.5,136.5,0.0,0.0,137.22,137.22,137.22,0.0,0.0,136.3,136.3,136.3,0.0,0.0,137.11,137.11,137.11,0.0,0.0
2016-06-05,137.92,137.92,137.92,0.0,0.0,138.72,138.72,138.72,0.0,0.0,137.77,137.77,137.77,0.0,0.0,138.53,138.53,138.53,0.0,0.0
2016-06-12,138.05,138.05,138.05,0.0,0.0,138.1,138.1,138.1,0.0,0.0,136.92,136.92,136.92,0.0,0.0,137.74,137.74,137.74,0.0,0.0
2016-06-19,135.7,135.7,135.7,0.0,0.0,137.7,137.7,137.7,0.0,0.0,135.23,135.23,135.23,0.0,0.0,135.97,135.97,135.97,0.0,0.0
2016-06-26,141.48,141.48,141.48,0.0,0.0,141.51,141.51,141.51,0.0,0.0,140.62,140.62,140.62,0.0,0.0,140.77,140.77,140.77,0.0,0.0
2016-07-03,141.95,141.95,141.95,0.0,0.0,142.98,142.98,142.98,0.0,0.0,141.5,141.5,141.5,0.0,0.0,142.93,142.93,142.93,0.0,0.0
2016-07-10,143.39,143.39,143.39,0.0,0.0,143.63,143.63,143.63,0.0,0.0,142.71,142.71,142.71,0.0,0.0,143.05,143.05,143.05,0.0,0.0
2016-07-17,142.08,142.08,142.08,0.0,0.0,142.56,142.56,142.56,0.0,0.0,142.08,142.08,142.08,0.0,0.0,142.47,142.47,142.47,0.0,0.0
