Date,OSISStock_Open_average,OSISStock_Open_max,OSISStock_Open_min,OSISStock_Open_volatility,OSISStock_Open_change,OSISStock_High_average,OSISStock_High_max,OSISStock_High_min,OSISStock_High_volatility,OSISStock_High_change,OSISStock_Low_average,OSISStock_Low_max,OSISStock_Low_min,OSISStock_Low_volatility,OSISStock_Low_change,OSISStock_Close_average,OSISStock_Close_max,OSISStock_Close_min,OSISStock_Close_volatility,OSISStock_Close_change,OSISStock_Volume_average,OSISStock_Volume_max,OSISStock_Volume_min,OSISStock_Volume_volatility,OSISStock_Volume_change
2016-01-03,86.602,87.22,86.05,1.1700000000000017,-1.1700000000000017,87.386,88.33,86.21,2.1200000000000045,-1.0100000000000051,84.606,85.94,81.87,4.069999999999993,-3.6799999999999926,85.896,87.82,82.18,5.639999999999986,-4.099999999999994,201749,337737,123750,213987,-66959
2016-01-10,82.276,83.96,80.79,3.1699999999999875,-1.5,84.086,86.24,82.93,3.309999999999988,1.3499999999999943,80.566,81.67,79.7,1.9699999999999989,-0.45999999999999375,82.754,84.24,80.61,3.6299999999999955,1.9299999999999926,174066,284519,115371,169148,158982
2016-01-17,82.6575,85.08,80.48,4.599999999999994,-4.599999999999994,82.74000000000001,85.22,80.48,4.739999999999995,-4.739999999999995,79.7625,83.02,77.68,5.339999999999989,-5.339999999999989,80.8625,84.27,78.5,5.769999999999996,-5.769999999999996,314421,342858,237904,104954,104954
2016-01-24,68.85,79.75,52.06,27.689999999999998,-26.28,70.582,80.71,55.45,25.25999999999999,-23.049999999999997,65.196,75.97,48.19,27.78,-24.810000000000002,67.83200000000001,80.09,52.02,28.07,-21.160000000000004,1145478,3596599,257451,3339148,993905
2016-01-31,54.858,56.03,53.91,2.1200000000000045,1.9299999999999997,56.211999999999996,56.52,55.55,0.970000000000006,-0.15000000000000568,53.852,55.37,52.5,2.8699999999999974,1.3699999999999974,55.412,56.19,54.37,1.8200000000000003,0.45000000000000284,468293,577624,279535,298089,-76155
2016-02-07,55.148,56.1,53.76,2.3400000000000034,0.7199999999999989,56.116,56.37,55.8,0.5700000000000003,0.3200000000000003,53.98,54.82,53.08,1.740000000000002,1.0300000000000011,55.284,56.35,54.5,1.8500000000000014,0.8000000000000043,258460,361352,200693,160659,-122673
2016-02-14,58.025,59.22,56.48,2.740000000000002,1.4100000000000037,59.435,60.06,58.77,1.2899999999999991,1.1000000000000014,57.192499999999995,57.93,56.44,1.490000000000002,0.6099999999999994,58.557500000000005,59.77,57.72,2.0500000000000043,1.230000000000004,275790,388911,156417,232494,-128195
2016-02-21,59.87833333333333,60.58,58.58,2.0,0.0,60.555,60.99,60.04,0.9500000000000028,-0.45000000000000284,59.04666666666667,60.04,57.98,2.0600000000000023,0.7999999999999972,59.946666666666665,60.4,58.87,1.5300000000000011,-0.030000000000001137,169849,213238,121384,91854,-79992
2016-02-28,61.1,62.0,60.19,1.8100000000000023,1.8100000000000023,61.896,63.28,61.33,1.9500000000000028,1.9500000000000028,60.34,61.59,59.38,2.210000000000001,2.0500000000000043,61.374,62.03,60.37,1.6600000000000037,1.6600000000000037,175999,216525,125721,90804,-43082
2016-03-06,62.058,62.56,61.57,0.990000000000002,-0.0799999999999983,62.8,63.35,62.28,1.0700000000000003,-1.0700000000000003,61.196,61.89,60.63,1.259999999999998,-0.7700000000000031,61.966,62.74,61.33,1.4100000000000037,-0.6499999999999986,142068,170785,121683,49102,-45491
2016-03-13,61.732,62.76,60.05,2.710000000000001,0.6400000000000006,62.878,63.91,61.87,2.039999999999999,0.509999999999998,61.04,62.05,59.86,2.1899999999999977,0.14999999999999858,62.118,63.16,60.62,2.539999999999999,0.22999999999999687,160870,204067,129145,74922,61586
2016-03-20,64.10249999999999,65.25,62.92,2.3299999999999983,1.0799999999999983,65.2875,67.11,64.12,2.989999999999995,-0.14999999999999147,63.5,64.24,62.84,1.3999999999999915,-0.0799999999999983,64.35000000000001,65.53,63.74,1.7899999999999991,-0.3500000000000014,187565,292951,114545,178406,-16693
2016-03-27,64.596,65.67,62.85,2.8200000000000003,1.2800000000000011,65.774,66.43,64.55,1.8800000000000097,1.8800000000000097,63.912,64.95,62.72,2.230000000000004,2.230000000000004,65.086,65.82,63.07,2.749999999999993,2.749999999999993,131346,155499,99201,56298,-28280
2016-04-03,64.312,65.96,63.07,2.8899999999999935,-2.8899999999999935,64.78399999999999,65.96,64.02,1.9399999999999977,-1.9399999999999977,63.236,64.19,62.3,1.8900000000000006,-1.8499999999999943,63.64,64.77,62.42,2.3499999999999943,-2.1499999999999986,151695,230765,95136,135629,21352
2016-04-10,61.53,63.04,59.59,3.4499999999999957,-3.4499999999999957,62.114,63.32,60.55,2.770000000000003,-2.770000000000003,60.764,62.04,59.43,2.6099999999999994,-2.4499999999999957,61.076,62.16,59.56,2.5999999999999943,-1.9799999999999969,279324,409914,96576,313338,153414
2016-04-17,60.58,61.91,59.65,2.259999999999998,-0.10999999999999943,61.641999999999996,62.55,60.72,1.8299999999999983,0.6799999999999997,59.848,60.16,59.54,0.6199999999999974,-0.10999999999999943,60.943999999999996,62.12,59.8,2.3200000000000003,1.019999999999996,200652,279560,171349,108211,-8541
