Date,ADBE_stock_Open_average,ADBE_stock_Open_max,ADBE_stock_Open_min,ADBE_stock_Open_volatility,ADBE_stock_Open_change,ADBE_stock_High_average,ADBE_stock_High_max,ADBE_stock_High_min,ADBE_stock_High_volatility,ADBE_stock_High_change,ADBE_stock_Low_average,ADBE_stock_Low_max,ADBE_stock_Low_min,ADBE_stock_Low_volatility,ADBE_stock_Low_change,ADBE_stock_Close_average,ADBE_stock_Close_max,ADBE_stock_Close_min,ADBE_stock_Close_volatility,ADBE_stock_Close_change,ADBE_stock_Volume_average,ADBE_stock_Volume_max,ADBE_stock_Volume_min,ADBE_stock_Volume_volatility,ADBE_stock_Volume_change
2016-01-03,90.792,92.01,89.4,2.6099999999999994,-2.089999999999989,91.548,92.85,89.99,2.8599999999999994,-2.010000000000005,89.706,91.41,87.63,3.780000000000001,-2.910000000000011,90.458,92.34,87.85,4.490000000000009,-4.1200000000000045,2294074,2993832,1673989,1319843,-730383
2016-01-10,88.862,90.59,86.84,3.75,-1.2299999999999898,90.384,91.44,89.35,2.0900000000000034,-0.45000000000000284,87.676,88.41,86.82,1.5900000000000034,-1.0200000000000102,89.294,89.82,88.3,1.519999999999996,-0.20999999999999375,3233356,4087502,2362163,1725339,1575360
2016-01-17,89.0425,90.29,87.69,2.6000000000000085,-0.7400000000000091,90.00500000000001,91.4,88.76,2.6400000000000006,-1.4699999999999989,87.165,88.48,84.67,3.8100000000000023,0.10999999999999943,88.6875,89.63,87.94,1.6899999999999977,0.44999999999998863,4259207,5390252,3667159,1723093,1709634
2016-01-24,86.802,88.39,85.54,2.8499999999999943,-2.8400000000000034,87.908,89.26,85.74,3.5200000000000102,-0.13000000000000966,84.886,86.63,82.7,3.9299999999999926,-1.509999999999991,86.432,89.13,84.52,4.609999999999999,2.3599999999999994,3951419,5315646,2746345,2569301,734469
2016-01-31,87.82,88.91,85.5,3.4099999999999966,-2.6599999999999966,88.396,90.24,85.5,4.739999999999995,-4.739999999999995,85.164,87.9,77.83,10.070000000000007,-10.070000000000007,86.222,89.61,79.2,10.409999999999997,-10.409999999999997,4642279,10644177,2893124,7751053,7751053
2016-02-07,75.436,77.4,74.04,3.3599999999999994,-1.4100000000000108,77.204,78.33,75.53,2.799999999999997,-0.9699999999999989,73.438,75.4,71.27,4.13000000000001,4.13000000000001,75.18599999999999,76.67,73.85,2.8200000000000074,1.730000000000004,7085206,12909967,4368740,8541227,-8541227
2016-02-14,79.7875,82.3,77.13,5.170000000000002,3.1899999999999977,81.2575,82.82,79.2,3.6199999999999903,1.7399999999999949,78.83,80.14,77.13,3.010000000000005,2.3800000000000097,80.5325,81.85,78.88,2.969999999999999,1.990000000000009,4174942,4736362,3560252,1176110,-807444
2016-02-21,84.38333333333333,87.11,82.09,5.019999999999996,4.61999999999999,85.515,87.48,83.53,3.950000000000003,2.549999999999997,83.46666666666667,86.71,80.93,5.779999999999987,4.659999999999997,85.04666666666667,86.71,83.07,3.6400000000000006,2.9099999999999966,2708065,3723198,0,3723198,-3615504
2016-02-28,87.296,88.5,85.92,2.5799999999999983,1.9200000000000017,87.914,88.55,86.19,2.3599999999999994,1.75,85.674,87.26,84.59,2.6700000000000017,0.4899999999999949,87.06,88.39,85.15,3.239999999999995,1.0300000000000011,3143428,3604652,2863529,741123,-161917
2016-03-06,84.994,85.58,84.25,1.3299999999999983,-0.37999999999999545,85.99,86.52,85.29,1.2299999999999898,0.27000000000001023,83.738,84.63,83.17,1.4599999999999937,0.5799999999999983,85.116,86.0,84.35,1.6500000000000057,0.8900000000000006,3032366,3330376,2491523,838853,205834
2016-03-13,89.174,98.0,86.11,11.89,11.89,90.326,98.0,87.19,10.810000000000002,10.25,87.764,93.11,85.84,7.269999999999996,7.269999999999996,89.078,93.42,86.83,6.590000000000003,6.409999999999997,5898364,12530111,2909597,9620514,8775586
2016-03-20,92.2175,92.69,91.5,1.1899999999999977,-1.1899999999999977,93.0925,93.42,92.74,0.6800000000000068,-0.5300000000000011,91.64,92.05,91.25,0.7999999999999972,-0.0799999999999983,92.435,92.56,92.16,0.4000000000000057,0.01999999999999602,3791875,4657275,2767607,1889668,-1390471
2016-03-27,93.038,93.76,91.79,1.9699999999999989,0.6499999999999915,94.16,95.47,92.83,2.6400000000000006,2.6400000000000006,92.528,93.23,91.76,1.4699999999999989,0.8699999999999903,93.672,95.16,92.4,2.759999999999991,2.759999999999991,4774343,6797236,2282982,4514254,1698349
2016-04-03,94.402,95.42,93.32,2.1000000000000085,-0.9399999999999977,95.18599999999999,96.28,94.5,1.7800000000000011,-1.7800000000000011,93.6,94.23,93.19,1.0400000000000063,-0.8400000000000034,94.384,95.4,93.78,1.6200000000000045,-0.4300000000000068,2402056,2705679,2063189,642490,-335139
2016-04-10,94.086,94.66,93.18,1.4799999999999898,0.22999999999998977,94.602,95.22,93.67,1.5499999999999972,0.4099999999999966,93.384,94.16,92.22,1.9399999999999977,1.3199999999999932,94.1,95.16,92.95,2.2099999999999937,2.2099999999999937,2050094,2187368,1764045,423323,22272
2016-04-17,96.226,97.0,94.75,2.25,1.4200000000000017,96.92999999999999,97.69,96.24,1.4500000000000028,-0.3400000000000034,95.0,95.76,93.76,2.0,-0.8299999999999983,96.112,96.55,94.79,1.759999999999991,-1.759999999999991,2652040,3797944,2067712,1730232,1622999
2016-04-24,94.75,95.96,92.89,3.069999999999993,-1.4899999999999949,95.728,96.3,94.58,1.7199999999999989,-1.460000000000008,93.888,95.22,92.32,2.9000000000000057,-1.9000000000000057,95.09,96.15,93.64,2.510000000000005,-1.5799999999999983,2442123,3497804,1419291,2078513,1116862
2016-05-01,93.554,94.29,93.1,1.190000000000012,-1.1600000000000108,94.318,94.99,93.59,1.3999999999999915,-0.5899999999999892,92.988,93.81,92.55,1.2600000000000051,-1.240000000000009,93.86,94.9,92.94,1.960000000000008,-0.6000000000000085,1842508,2330575,1465007,865568,-865568
2016-05-08,95.402,96.31,94.0,2.3100000000000023,1.6200000000000045,96.644,97.26,95.19,2.0700000000000074,2.019999999999996,94.992,96.04,93.87,2.1700000000000017,1.5,95.832,96.52,94.61,1.9099999999999966,1.3599999999999994,1640736,2221109,1198136,1022973,814184
2016-05-15,96.202,96.81,95.78,1.0300000000000011,0.18999999999999773,97.32000000000001,97.76,96.94,0.8200000000000074,-0.6400000000000006,95.654,95.91,95.25,0.6599999999999966,-0.04999999999999716,96.524,97.23,95.88,1.3500000000000085,-0.3500000000000085,2283054,3279639,1918527,1361112,299764
2016-05-22,98.626,99.91,96.71,3.200000000000003,2.8100000000000023,99.516,100.33,97.42,2.9099999999999966,2.719999999999999,98.048,99.07,96.5,2.569999999999993,2.4000000000000057,99.074,100.14,96.62,3.519999999999996,3.519999999999996,1928259,3014836,1095860,1918976,507977
2016-05-29,99.72,100.14,99.24,0.9000000000000057,-0.6200000000000045,100.1625,100.56,99.52,1.0400000000000063,-1.0400000000000063,98.83500000000001,99.35,97.89,1.4599999999999937,-1.4599999999999937,99.595,100.17,98.7,1.4699999999999989,-0.769999999999996,2330677,3480452,1663280,1817172,-1063416
2016-06-05,98.474,99.51,96.89,2.6200000000000045,-2.269999999999996,98.928,99.67,97.87,1.7999999999999972,-1.6199999999999903,97.90599999999999,98.47,96.75,1.7199999999999989,-1.7199999999999989,98.296,99.12,97.09,2.030000000000001,-2.030000000000001,1818341,2143943,1395755,748188,468068
2016-06-12,96.83200000000001,97.25,96.5,0.75,0.37999999999999545,97.572,98.08,97.26,0.8199999999999932,-0.6899999999999977,96.164,96.9,95.36,1.5400000000000063,-1.3400000000000034,96.746,97.19,95.58,1.6099999999999994,-1.3799999999999955,2589141,4541519,1889775,2651744,2250024
2016-06-19,95.678,98.64,92.39,6.25,-4.709999999999994,97.16,99.92,94.35,5.570000000000007,-4.400000000000006,95.022,98.13,92.04,6.089999999999989,-4.72999999999999,96.026,99.72,92.2,7.519999999999996,-5.789999999999992,5845699,10280508,3803197,6477311,18479
2016-06-26,93.032,95.04,91.36,3.680000000000007,3.680000000000007,94.464,97.14,92.03,5.109999999999999,5.109999999999999,92.704,95.0,90.35,4.650000000000006,4.650000000000006,93.762,95.79,90.85,4.940000000000012,4.469999999999999,3352341,3930483,2965452,965031,-928598
