Date,FWRD_stock_Open_average,FWRD_stock_Open_max,FWRD_stock_Open_min,FWRD_stock_Open_volatility,FWRD_stock_Open_change,FWRD_stock_High_average,FWRD_stock_High_max,FWRD_stock_High_min,FWRD_stock_High_volatility,FWRD_stock_High_change,FWRD_stock_Low_average,FWRD_stock_Low_max,FWRD_stock_Low_min,FWRD_stock_Low_volatility,FWRD_stock_Low_change,FWRD_stock_Close_average,FWRD_stock_Close_max,FWRD_stock_Close_min,FWRD_stock_Close_volatility,FWRD_stock_Close_change,FWRD_stock_Volume_average,FWRD_stock_Volume_max,FWRD_stock_Volume_min,FWRD_stock_Volume_volatility,FWRD_stock_Volume_change
2016-01-03,42.686,42.88,42.5,0.38000000000000256,0.03999999999999915,43.526,43.86,43.2,0.6599999999999966,0.18999999999999773,42.598,42.86,42.45,0.4099999999999966,0.03999999999999915,43.068,43.59,42.72,0.8700000000000045,-0.060000000000002274,328015,419089,258213,160876,129859
2016-01-10,42.2,43.35,40.27,3.0799999999999983,-2.739999999999995,42.66,43.51,41.18,2.3299999999999983,-2.200000000000003,41.152,42.48,39.96,2.519999999999996,-2.519999999999996,41.91,43.05,40.98,2.0700000000000003,-1.8500000000000014,204682,335956,149871,186085,-36698
2016-01-17,40.985,41.59,40.18,1.4100000000000037,-0.37000000000000455,41.7425,42.19,41.46,0.7299999999999969,-0.5799999999999983,40.335,40.79,39.91,0.8800000000000026,0.6199999999999974,40.9475,41.45,40.71,0.740000000000002,0.6900000000000048,137892,141547,133552,7995,1425
2016-01-24,41.38,41.84,40.81,1.0300000000000011,0.6600000000000037,42.11,43.17,41.41,1.7600000000000051,1.7600000000000051,40.226,41.77,36.57,5.200000000000003,1.1900000000000048,41.724,43.16,40.71,2.4499999999999957,2.4499999999999957,177578,275420,112576,162844,155193
2016-01-31,43.306,44.04,42.76,1.2800000000000011,1.2800000000000011,44.35,44.98,43.77,1.2099999999999937,0.9499999999999957,42.554,43.35,42.01,1.3400000000000034,0.8100000000000023,43.478,44.28,43.04,1.240000000000002,-0.11999999999999744,140870,190740,85778,104962,-34100
2016-02-07,41.212,45.5,36.81,8.689999999999998,-6.049999999999997,42.528,49.01,37.69,11.32,-6.07,39.108,42.82,36.0,6.82,-5.689999999999998,39.682,43.67,36.45,7.219999999999999,-6.160000000000004,336967,743734,205816,537918,47985
2016-02-14,39.4175,40.04,37.91,2.1300000000000026,2.1300000000000026,40.5325,40.95,40.17,0.7800000000000011,-0.28000000000000114,38.8775,39.62,37.71,1.9099999999999966,1.0600000000000023,39.8625,40.17,39.55,0.6200000000000045,0.4000000000000057,222406,334083,156055,178028,-136781
2016-02-21,40.31,40.83,39.33,1.5,0.060000000000002274,41.31,41.97,40.67,1.2999999999999972,-0.45000000000000284,39.16,40.33,38.32,2.009999999999998,-2.009999999999998,40.45,40.87,39.72,1.1499999999999986,-0.01999999999999602,152808,161912,139648,22264,-11704
2016-02-28,41.356,41.85,40.77,1.0799999999999983,1.0799999999999983,41.928000000000004,42.24,41.4,0.8400000000000034,0.8400000000000034,40.938,41.42,40.27,1.1499999999999986,1.1499999999999986,41.434,41.9,40.72,1.1799999999999997,0.9500000000000028,156057,175392,129711,45681,-8327
2016-03-06,41.616,41.74,41.42,0.3200000000000003,0.17999999999999972,42.426,43.43,41.92,1.509999999999998,-1.0600000000000023,41.244,41.59,41.01,0.5800000000000054,0.12000000000000455,41.724000000000004,42.31,41.14,1.1700000000000017,0.1600000000000037,115177,160502,84498,76004,-76004
2016-03-13,42.702,44.43,41.81,2.6199999999999974,2.6199999999999974,43.83,45.92,42.57,3.3500000000000014,3.0799999999999983,42.5,44.36,41.7,2.6599999999999966,2.6400000000000006,43.512,45.8,42.05,3.75,3.1599999999999966,155709,340840,82087,258753,253982
2016-03-20,44.95,45.58,44.06,1.519999999999996,-1.1699999999999946,45.56,46.4,44.94,1.4600000000000009,-1.4600000000000009,44.62,45.07,44.04,1.0300000000000011,-1.0300000000000011,45.019999999999996,45.79,44.41,1.3800000000000026,-0.8900000000000006,105390,145744,71561,74183,-74183
