Date,MACStock_Open_average,MACStock_Open_max,MACStock_Open_min,MACStock_Open_volatility,MACStock_Open_change,MACStock_High_average,MACStock_High_max,MACStock_High_min,MACStock_High_volatility,MACStock_High_change,MACStock_Low_average,MACStock_Low_max,MACStock_Low_min,MACStock_Low_volatility,MACStock_Low_change,MACStock_Close_average,MACStock_Close_max,MACStock_Close_min,MACStock_Close_volatility,MACStock_Close_change,MACStock_Volume_average,MACStock_Volume_max,MACStock_Volume_min,MACStock_Volume_volatility,MACStock_Volume_change
2016-01-03,80.506,81.54,79.67,1.8700000000000045,1.1099999999999994,81.846,82.88,80.73,2.1499999999999915,0.8100000000000023,79.656,81.15,78.64,2.510000000000005,0.09000000000000341,80.654,82.5,78.81,3.6899999999999977,-0.6299999999999955,885970,1050802,665120,385682,385682
2016-01-10,78.312,79.76,75.55,4.210000000000008,-3.4099999999999966,79.048,80.21,76.76,3.4499999999999886,-2.7299999999999898,77.44800000000001,78.58,75.5,3.0799999999999983,-3.0799999999999983,77.798,78.81,76.23,2.5799999999999983,-2.539999999999992,1275693,2117087,767276,1349811,1257727
2016-01-17,76.39750000000001,77.16,75.69,1.4699999999999989,-0.3499999999999943,77.57,79.15,76.06,3.0900000000000034,1.1600000000000108,75.3825,76.57,73.56,3.009999999999991,0.23999999999999488,76.61,78.7,75.25,3.450000000000003,2.010000000000005,1592160,2881054,1027446,1853608,-173104
2016-01-24,77.57,78.31,76.69,1.6200000000000045,-1.4300000000000068,78.33,79.21,77.14,2.069999999999993,-1.1899999999999977,76.258,77.77,75.36,2.4099999999999966,-1.4099999999999966,77.298,78.36,76.03,2.3299999999999983,0.23000000000000398,1047571,1266512,760025,506487,293372
2016-01-31,77.87,78.47,76.73,1.7399999999999949,0.45000000000000284,78.70400000000001,79.01,78.47,0.5400000000000063,-0.3299999999999983,76.484,77.04,75.66,1.3800000000000097,-1.3800000000000097,77.858,78.62,76.1,2.5200000000000102,-2.469999999999999,941138,1225843,787347,438496,420147
2016-02-07,74.848,75.91,73.76,2.1499999999999915,-1.009999999999991,75.478,76.16,74.25,1.9099999999999966,-0.4099999999999966,74.056,74.79,72.99,1.8000000000000114,-0.38000000000000966,74.816,75.29,73.88,1.4100000000000108,0.14000000000000057,926617,1200669,600844,599825,-105689
2016-02-14,75.85,76.38,75.48,0.8999999999999915,0.36999999999999034,76.755,77.41,76.26,1.1499999999999915,1.1499999999999915,74.7775,75.61,74.04,1.5699999999999932,1.2099999999999937,76.2375,76.92,75.5,1.4200000000000017,1.4200000000000017,1237960,1860870,771448,1089422,361809
2016-02-21,78.736,79.92,77.95,1.9699999999999989,1.9699999999999989,79.836,80.88,78.72,2.1599999999999966,1.289999999999992,78.232,79.54,77.44,2.1000000000000085,2.1000000000000085,79.108,79.9,78.31,1.5900000000000034,0.25,1129966,1570452,774398,796054,426463
2016-02-28,79.988,80.72,79.45,1.269999999999996,-0.09999999999999432,80.582,81.11,79.83,1.2800000000000011,-0.8100000000000023,79.288,79.92,78.84,1.0799999999999983,-0.1700000000000017,79.716,80.46,79.08,1.3799999999999955,0.12000000000000455,1955606,3631153,1206923,2424230,1892715
2016-03-06,78.87,79.34,78.45,0.8900000000000006,0.4099999999999966,79.562,80.15,78.99,1.1600000000000108,0.6600000000000108,78.31,78.63,78.06,0.5699999999999932,0.1799999999999926,78.904,80.06,78.17,1.8900000000000006,1.2800000000000011,1829571,2818596,1505249,1313347,1176865
2016-03-13,79.726,80.42,79.34,1.0799999999999983,0.7800000000000011,80.55,81.29,80.07,1.220000000000013,1.1200000000000045,79.364,79.88,78.93,0.9499999999999886,0.6299999999999955,79.976,80.73,79.65,1.0799999999999983,0.0799999999999983,1267645,2588646,760593,1828053,1828053
2016-03-20,79.2675,79.89,78.5,1.3900000000000006,-1.3900000000000006,79.72749999999999,80.41,78.72,1.6899999999999977,-1.6899999999999977,78.8375,79.65,78.13,1.5200000000000102,-1.5200000000000102,79.08500000000001,79.65,78.55,1.1000000000000085,-1.1000000000000085,1465176,2230461,970127,1260334,-76509
2016-03-27,78.906,79.37,78.39,0.980000000000004,0.5400000000000063,79.514,80.17,78.82,1.3500000000000085,1.3500000000000085,78.558,79.01,77.64,1.3700000000000045,1.0900000000000034,79.218,79.8,78.62,1.1799999999999926,1.1799999999999926,1908870,3343355,1286096,2057259,79981
2016-04-03,79.28,79.91,78.68,1.2299999999999898,-0.4899999999999949,79.674,80.12,79.34,0.7800000000000011,-0.3400000000000034,78.646,78.96,78.41,0.5499999999999972,0.5499999999999972,79.28399999999999,79.6,78.97,0.6299999999999955,0.0,1042121,1574524,677759,896765,-392123
2016-04-10,79.144,79.51,78.85,0.6600000000000108,-0.6600000000000108,79.39,79.8,79.01,0.789999999999992,-0.6799999999999926,78.682,78.86,78.45,0.4099999999999966,-0.09000000000000341,78.952,79.07,78.84,0.22999999999998977,0.14999999999999147,1071944,1844209,631383,1212826,-1052835
2016-04-17,78.248,79.05,76.54,2.509999999999991,-2.4599999999999937,78.44,79.36,77.03,2.3299999999999983,-2.019999999999996,77.476,78.54,76.33,2.210000000000008,-2.210000000000008,77.768,78.9,76.5,2.4000000000000057,-2.0900000000000034,962335,1273393,744808,528585,-196325
2016-04-24,76.828,77.15,76.49,0.6600000000000108,-0.3200000000000074,77.29599999999999,77.74,76.73,1.009999999999991,-0.3399999999999892,76.434,76.67,75.7,0.9699999999999989,-0.9599999999999937,76.84400000000001,77.17,76.08,1.0900000000000034,-0.9300000000000068,644365,1167796,443728,724068,549501
2016-05-01,77.07600000000001,79.28,75.43,3.8499999999999943,2.930000000000007,78.40599999999999,80.24,77.01,3.2299999999999898,2.549999999999997,76.82000000000001,78.93,75.39,3.5400000000000063,2.8400000000000034,78.274,80.15,76.97,3.180000000000007,2.680000000000007,867241,1261635,706144,555491,-118113
2016-05-08,79.38,81.3,76.67,4.6299999999999955,-3.5600000000000023,79.67,81.46,76.67,4.789999999999992,-4.039999999999992,77.598,80.57,74.46,6.109999999999999,-5.510000000000005,78.332,81.42,74.9,6.519999999999996,-5.809999999999988,1369539,2249981,511135,1738846,1214428
2016-05-15,73.914,75.65,72.34,3.3100000000000023,-1.289999999999992,74.86,76.23,73.14,3.0900000000000034,-0.6899999999999977,73.088,74.61,71.82,2.7900000000000063,-1.1899999999999977,73.992,75.8,72.8,3.0,-1.019999999999996,1482639,1783477,949716,833761,358054
2016-05-22,75.384,75.85,74.99,0.8599999999999994,0.8599999999999994,75.906,76.42,75.37,1.0499999999999972,1.0499999999999972,74.82600000000001,75.79,74.2,1.5900000000000034,1.3300000000000125,75.556,76.19,74.85,1.3400000000000034,1.3400000000000034,949425,1130760,650100,480660,244599
2016-05-29,76.6525,77.46,76.19,1.269999999999996,1.039999999999992,77.14,78.0,76.5,1.5,1.5,76.22,76.75,75.82,0.9300000000000068,0.8900000000000006,76.88,77.31,76.32,0.9900000000000091,0.8900000000000006,1892317,4008547,1126467,2882080,-2755384
2016-06-05,77.5,78.36,76.76,1.5999999999999943,0.1700000000000017,78.428,78.98,77.83,1.1500000000000057,0.9099999999999966,77.102,78.14,76.67,1.4699999999999989,0.09000000000000341,77.962,78.67,76.93,1.7399999999999949,1.7399999999999949,915994,1080864,732713,348151,-69035
